hour,day,weekday,month,Outdoor Temperature (C),Household Size,lag_1,lag_24,rolling_mean_24
6,26,2,4,3.1,2,2.06,2.05,2.055
6,8,0,5,-1.9,1,2.06,2.05,2.0554166666666664
3,9,1,5,35.7,3,2.06,2.05,2.055833333333333
10,15,0,5,10.2,4,2.06,2.05,2.05625
0,18,3,5,7.0,2,2.06,2.05,2.0566666666666666
12,21,6,5,-8.0,2,2.06,2.05,2.0570833333333334
18,5,2,7,-4.5,1,2.06,2.05,2.0575
3,10,0,7,36.9,3,2.06,2.05,2.057916666666667
18,10,0,7,37.6,3,2.06,2.05,2.058333333333333
1,3,3,8,19.2,1,2.06,2.05,2.0587500000000003
21,28,0,8,22.0,4,2.06,2.05,2.0591666666666666
5,30,2,8,27.6,4,2.06,2.05,2.0595833333333333
4,13,2,9,7.3,1,2.06,2.06,2.06
6,16,5,9,-2.3,1,2.06,2.06,2.06
4,22,6,10,4.7,2,2.06,2.06,2.06
13,27,4,10,15.2,2,2.06,2.06,2.06
13,1,2,11,11.6,2,2.06,2.06,2.06
15,7,3,12,33.5,4,2.06,2.06,2.06
19,9,0,1,10.9,5,2.06,2.06,2.06
11,23,0,1,-5.5,4,2.07,2.06,2.060416666666667
2,2,3,2,25.0,1,2.07,2.06,2.0608333333333335
19,4,5,2,-8.0,4,2.07,2.06,2.06125
16,18,5,2,21.2,1,2.07,2.06,2.061666666666667
19,19,6,3,35.0,5,2.07,2.06,2.0620833333333333
16,31,4,3,13.1,3,2.07,2.06,2.0625
8,6,3,4,5.6,3,2.07,2.06,2.0629166666666667
20,10,0,4,28.5,4,2.07,2.06,2.0633333333333335
18,9,1,5,0.9,2,2.07,2.06,2.06375
18,14,6,5,-3.0,5,2.07,2.06,2.0641666666666665
20,23,1,5,8.5,1,2.07,2.06,2.064583333333333
2,25,3,5,18.9,5,2.07,2.06,2.065
15,9,6,7,-3.9,5,2.07,2.06,2.0654166666666662
12,14,4,7,7.4,3,2.07,2.06,2.0658333333333334
1,24,0,7,36.6,3,2.07,2.06,2.0662499999999997
8,30,6,7,8.8,1,2.07,2.06,2.0666666666666664
12,20,6,8,27.9,3,2.07,2.06,2.067083333333333
2,4,0,9,25.2,1,2.07,2.06,2.0675
4,5,1,9,-2.4,3,2.07,2.06,2.0679166666666666
16,16,5,9,27.0,1,2.07,2.06,2.0683333333333334
2,17,1,10,26.6,5,2.07,2.06,2.06875
22,20,4,10,10.9,2,2.07,2.06,2.0691666666666664
4,21,5,10,-8.1,1,2.07,2.06,2.069583333333333
14,22,6,10,20.8,5,2.07,2.07,2.07
22,2,3,11,-1.4,5,2.07,2.07,2.07
6,13,0,11,-5.3,5,2.07,2.07,2.07
23,21,1,11,14.8,5,2.07,2.07,2.07
8,25,5,11,36.7,5,2.07,2.07,2.07
14,28,1,11,29.5,3,2.07,2.07,2.07
21,2,5,12,20.6,1,2.07,2.07,2.07
23,7,3,12,8.9,2,2.07,2.07,2.07
17,22,4,12,-9.6,3,2.07,2.07,2.07
12,23,5,12,18.7,3,2.07,2.07,2.07
22,25,0,12,32.7,1,2.07,2.07,2.07
2,28,3,12,30.0,3,2.07,2.07,2.07
22,31,6,12,34.2,1,2.07,2.07,2.07
17,4,5,3,-9.0,5,2.07,2.07,2.07
22,4,5,3,10.0,5,2.08,2.07,2.0704166666666666
8,8,2,3,38.8,1,2.08,2.07,2.0708333333333333
6,21,1,3,39.1,5,2.08,2.07,2.07125
6,4,1,4,25.2,5,2.08,2.07,2.0716666666666668
1,14,4,4,12.3,2,2.08,2.07,2.072083333333333
22,19,4,5,39.4,3,2.08,2.07,2.0725
22,19,4,5,28.2,1,2.08,2.07,2.0729166666666665
7,1,3,6,13.7,4,2.08,2.07,2.0733333333333333
17,25,6,6,21.8,1,2.08,2.07,2.07375
3,5,2,7,22.6,4,2.08,2.07,2.0741666666666663
23,26,2,7,35.7,1,2.08,2.07,2.0745833333333334
13,3,3,8,33.1,4,2.08,2.07,2.0749999999999997
19,6,6,8,12.9,1,2.08,2.07,2.0754166666666665
22,14,0,8,20.9,3,2.08,2.07,2.075833333333333
8,8,4,9,-0.4,3,2.08,2.07,2.0762500000000004
13,10,1,10,19.9,5,2.08,2.07,2.0766666666666667
9,25,2,10,34.0,4,2.08,2.07,2.0770833333333334
15,1,2,11,20.7,4,2.08,2.07,2.0775
0,10,4,11,11.3,3,2.08,2.07,2.077916666666667
3,12,6,11,15.3,5,2.08,2.07,2.0783333333333336
2,7,3,12,15.0,3,2.08,2.07,2.07875
21,1,0,1,11.7,5,2.08,2.07,2.0791666666666666
16,22,6,1,-3.9,2,2.08,2.07,2.0795833333333333
1,17,4,2,-9.6,5,2.09,2.08,2.080416666666667
16,17,4,2,28.2,1,2.09,2.08,2.0808333333333335
6,18,5,2,38.0,3,2.09,2.08,2.0812500000000003
10,2,3,3,38.7,5,2.09,2.08,2.0816666666666666
20,16,3,3,39.4,3,2.09,2.08,2.0820833333333333
8,22,2,3,39.6,2,2.09,2.08,2.0825
20,25,1,4,-1.5,2,2.09,2.08,2.0829166666666667
17,29,5,4,16.9,1,2.09,2.08,2.0833333333333335
5,4,3,5,27.1,3,2.09,2.08,2.0837499999999998
4,10,2,5,5.0,4,2.09,2.08,2.084166666666667
5,28,6,5,35.1,5,2.09,2.08,2.0845833333333332
22,16,4,6,38.7,4,2.09,2.08,2.085
4,19,0,6,26.7,1,2.09,2.08,2.0854166666666667
2,24,5,6,-0.8,1,2.09,2.08,2.0858333333333334
6,4,1,7,35.4,1,2.09,2.08,2.08625
11,4,1,7,31.0,5,2.09,2.08,2.0866666666666664
12,8,5,7,24.0,5,2.09,2.08,2.087083333333333
11,18,1,7,38.5,2,2.09,2.08,2.0875
10,27,3,7,18.7,1,2.09,2.08,2.0879166666666666
18,5,5,8,13.2,3,2.09,2.08,2.0883333333333334
3,1,4,9,19.2,5,2.09,2.08,2.0887499999999997
19,7,3,9,4.8,2,2.09,2.08,2.089166666666667
13,9,5,9,34.0,2,2.09,2.08,2.089583333333333
14,15,4,9,35.1,5,2.09,2.09,2.09
16,16,5,9,7.2,3,2.09,2.09,2.09
15,18,0,9,2.1,1,2.09,2.09,2.09
22,22,4,9,30.9,2,2.09,2.09,2.09
12,8,6,10,36.8,3,2.09,2.09,2.09
2,24,1,10,2.2,4,2.09,2.09,2.09
14,28,5,10,17.8,1,2.09,2.09,2.09
7,31,1,10,11.0,3,2.09,2.09,2.09
23,31,1,10,4.2,5,2.09,2.09,2.09
23,1,4,12,4.1,3,2.09,2.09,2.09
0,2,5,12,37.1,2,2.09,2.09,2.09
15,7,3,12,-3.3,1,2.09,2.09,2.09
18,11,0,12,29.2,3,2.09,2.09,2.09
6,18,0,12,4.2,4,2.09,2.09,2.09
1,22,4,12,-10.0,5,2.09,2.09,2.09
19,25,0,12,12.0,2,2.09,2.09,2.09
8,5,6,2,5.1,3,2.09,2.09,2.09
20,9,3,2,23.9,3,2.1,2.09,2.0904166666666666
8,22,2,2,13.8,2,2.1,2.09,2.090833333333333
6,27,0,2,6.9,3,2.1,2.09,2.09125
14,2,3,3,-0.8,5,2.1,2.09,2.0916666666666663
1,20,0,3,-4.4,1,2.1,2.09,2.0920833333333335
23,8,5,4,-0.5,4,2.1,2.09,2.0925
22,9,6,4,-6.3,1,2.1,2.09,2.0929166666666665
10,22,5,4,-8.6,1,2.1,2.09,2.0933333333333333
12,26,2,4,37.5,1,2.1,2.09,2.09375
7,11,3,5,29.6,1,2.1,2.09,2.0941666666666667
17,22,0,5,-9.7,5,2.1,2.09,2.0945833333333335
6,25,6,6,11.1,2,2.1,2.09,2.0949999999999998
22,7,4,7,-7.9,3,2.1,2.09,2.0954166666666665
3,8,5,7,-4.2,2,2.1,2.09,2.095833333333333
22,9,6,7,1.1,4,2.1,2.09,2.09625
13,14,4,7,0.8,5,2.1,2.09,2.0966666666666667
11,22,1,8,33.8,2,2.1,2.09,2.0970833333333334
15,23,2,8,-8.2,5,2.1,2.09,2.0974999999999997
19,27,6,8,18.6,5,2.1,2.09,2.097916666666667
21,4,0,9,-7.1,2,2.1,2.09,2.098333333333333
19,5,1,9,36.1,3,2.1,2.09,2.0987500000000003
15,17,6,9,-0.5,4,2.1,2.09,2.0991666666666666
5,2,0,10,37.0,1,2.1,2.09,2.0995833333333334
6,5,3,10,35.1,3,2.1,2.1,2.1
2,25,2,10,14.1,1,2.1,2.1,2.1
20,28,5,10,-5.7,4,2.1,2.1,2.1
9,11,5,11,17.2,3,2.1,2.1,2.1
10,17,4,11,5.7,5,2.1,2.1,2.1
4,4,0,12,9.9,4,2.1,2.1,2.1
20,11,0,12,2.2,4,2.1,2.1,2.1
20,22,4,12,10.3,4,2.1,2.1,2.1
18,27,2,12,9.6,5,2.1,2.1,2.1
10,31,6,12,33.0,1,2.1,2.1,2.1
2,2,0,1,4.9,2,2.1,2.1,2.1
18,21,5,1,2.5,2,2.11,2.1,2.1004166666666664
15,24,1,1,11.0,4,2.11,2.1,2.1008333333333336
3,3,4,2,-0.6,4,2.11,2.1,2.10125
11,22,2,2,0.2,1,2.11,2.1,2.1016666666666666
22,19,6,3,5.6,4,2.11,2.1,2.1020833333333333
10,16,6,4,-5.6,5,2.11,2.1,2.1025
0,26,2,4,5.3,2,2.11,2.1,2.1029166666666668
21,27,3,4,10.9,1,2.11,2.1,2.1033333333333335
13,30,6,4,-1.2,5,2.11,2.1,2.1037500000000002
1,3,2,5,28.7,2,2.11,2.1,2.1041666666666665
10,6,5,5,-7.5,4,2.11,2.1,2.1045833333333333
0,13,5,5,30.4,2,2.11,2.1,2.105
11,16,1,5,29.3,5,2.11,2.1,2.1054166666666667
16,3,5,6,18.5,5,2.11,2.1,2.1058333333333334
6,6,1,6,29.2,1,2.11,2.1,2.1062499999999997
13,14,2,6,29.9,2,2.11,2.1,2.1066666666666665
13,17,5,6,33.0,3,2.11,2.1,2.107083333333333
17,3,0,7,19.5,3,2.11,2.1,2.1075
12,18,1,7,-4.1,1,2.11,2.1,2.1079166666666667
9,5,5,8,13.2,4,2.11,2.1,2.108333333333333
20,6,6,8,-8.6,4,2.11,2.1,2.10875
0,8,1,8,21.5,4,2.11,2.1,2.1091666666666664
8,8,1,8,13.6,2,2.11,2.1,2.1095833333333336
20,2,5,9,34.5,1,2.11,2.11,2.11
5,18,0,9,11.8,2,2.11,2.11,2.11
3,22,4,9,16.2,2,2.11,2.11,2.11
1,13,4,10,36.0,5,2.11,2.11,2.11
13,15,2,11,-6.9,1,2.11,2.11,2.11
13,16,3,11,-8.1,5,2.11,2.11,2.11
12,17,4,11,26.0,5,2.11,2.11,2.11
8,18,5,11,34.8,3,2.11,2.11,2.11
22,20,0,11,9.8,3,2.11,2.11,2.11
12,8,4,12,28.4,5,2.11,2.11,2.11
22,18,0,12,26.6,4,2.11,2.11,2.11
21,26,1,12,16.4,4,2.11,2.11,2.11
3,30,5,12,36.1,2,2.11,2.11,2.11
22,9,0,1,38.4,5,2.11,2.11,2.11
0,23,0,1,-5.6,5,2.12,2.11,2.1104166666666666
8,25,2,1,-0.2,3,2.12,2.11,2.1108333333333333
19,28,5,1,6.7,5,2.12,2.11,2.11125
19,11,5,2,29.8,3,2.12,2.11,2.111666666666667
6,23,3,2,4.1,2,2.12,2.11,2.112083333333333
7,3,4,3,-5.8,5,2.12,2.11,2.1125000000000003
2,4,5,3,35.1,5,2.12,2.11,2.1129166666666666
1,10,4,3,5.3,5,2.12,2.11,2.1133333333333333
2,10,4,3,-0.2,2,2.12,2.11,2.11375
22,25,5,3,31.4,2,2.12,2.11,2.1141666666666663
10,26,6,3,4.2,2,2.12,2.11,2.1145833333333335
2,31,4,3,7.3,3,2.12,2.11,2.1149999999999998
8,2,6,4,26.9,1,2.12,2.11,2.1154166666666665
14,9,6,4,4.9,2,2.12,2.11,2.1158333333333332
2,21,4,4,7.0,3,2.12,2.11,2.11625
13,2,4,6,31.7,3,2.12,2.11,2.1166666666666667
8,9,4,6,35.1,5,2.12,2.11,2.1170833333333334
19,16,4,6,35.1,5,2.12,2.11,2.1175
21,26,0,6,37.0,5,2.12,2.11,2.117916666666667
14,13,3,7,21.3,2,2.12,2.11,2.1183333333333336
13,20,3,7,35.7,3,2.12,2.11,2.11875
5,27,3,7,3.2,1,2.12,2.11,2.119166666666667
11,13,6,8,35.1,4,2.12,2.11,2.1195833333333334
2,24,3,8,38.4,2,2.12,2.12,2.12
10,19,1,9,30.5,5,2.12,2.12,2.12
21,28,5,10,10.8,1,2.12,2.12,2.12
1,2,3,11,-1.7,3,2.12,2.12,2.12
11,3,4,11,1.8,2,2.12,2.12,2.12
13,6,0,11,23.7,1,2.12,2.12,2.12
9,10,4,11,39.5,5,2.12,2.12,2.12
11,26,6,11,27.8,5,2.12,2.12,2.12
5,12,1,12,17.8,5,2.12,2.12,2.12
16,19,1,12,-5.2,2,2.12,2.12,2.12
2,8,6,1,4.1,4,2.12,2.12,2.12
20,8,6,1,4.9,3,2.13,2.12,2.120416666666667
10,14,5,1,-5.3,4,2.13,2.12,2.1208333333333336
12,17,1,1,1.1,5,2.13,2.12,2.1212500000000003
19,19,3,1,37.6,2,2.13,2.12,2.1216666666666666
12,2,3,2,6.5,5,2.13,2.12,2.1220833333333333
2,6,0,2,-9.1,5,2.13,2.12,2.1225
15,8,2,2,14.2,2,2.13,2.12,2.122916666666667
22,14,1,2,18.0,4,2.13,2.12,2.1233333333333335
5,21,1,2,19.6,3,2.13,2.12,2.12375
23,21,1,2,2.3,3,2.13,2.12,2.124166666666667
18,10,4,3,8.2,3,2.13,2.12,2.1245833333333333
16,15,2,3,-1.0,3,2.13,2.12,2.125
1,17,4,3,19.0,3,2.13,2.12,2.1254166666666667
22,30,3,3,5.9,4,2.13,2.12,2.125833333333333
6,4,1,4,12.0,4,2.13,2.12,2.12625
16,4,1,4,7.6,3,2.13,2.12,2.1266666666666665
10,13,3,4,-7.2,5,2.13,2.12,2.127083333333333
2,6,5,5,21.8,1,2.13,2.12,2.1275
17,30,1,5,-6.6,4,2.13,2.12,2.1279166666666667
14,3,5,6,-8.3,4,2.13,2.12,2.1283333333333334
1,3,0,7,-9.2,2,2.13,2.12,2.1287499999999997
0,11,1,7,9.7,3,2.13,2.12,2.1291666666666664
9,16,6,7,21.1,3,2.13,2.12,2.129583333333333
9,30,6,7,-7.8,4,2.13,2.13,2.13
17,3,3,8,35.5,3,2.13,2.13,2.13
8,13,6,8,10.0,2,2.13,2.13,2.13
15,18,4,8,30.1,4,2.13,2.13,2.13
12,25,4,8,-5.2,2,2.13,2.13,2.13
12,31,3,8,9.2,4,2.13,2.13,2.13
12,20,2,9,19.4,2,2.13,2.13,2.13
16,23,5,9,12.4,1,2.13,2.13,2.13
22,23,5,9,13.0,1,2.13,2.13,2.13
4,26,1,9,30.3,5,2.13,2.13,2.13
20,29,4,9,-6.9,5,2.13,2.13,2.13
5,25,2,10,13.9,5,2.13,2.13,2.13
14,25,5,11,-6.2,3,2.13,2.13,2.13
22,1,4,12,9.5,2,2.13,2.13,2.13
12,7,3,12,12.3,5,2.13,2.13,2.13
23,23,0,1,7.7,3,2.13,2.13,2.13
21,24,1,1,26.0,3,2.14,2.13,2.1304166666666666
16,8,2,2,5.5,3,2.14,2.13,2.1308333333333334
18,16,3,3,-8.7,4,2.14,2.13,2.1312499999999996
2,19,6,3,25.0,3,2.14,2.13,2.1316666666666664
15,4,1,4,7.3,4,2.14,2.13,2.132083333333333
19,4,1,4,21.6,3,2.14,2.13,2.1325
11,7,4,4,-5.9,4,2.14,2.13,2.1329166666666666
2,18,1,4,-0.2,5,2.14,2.13,2.1333333333333333
13,8,0,5,0.1,2,2.14,2.13,2.13375
12,9,1,5,24.7,3,2.14,2.13,2.1341666666666668
0,19,4,5,10.7,3,2.14,2.13,2.134583333333333
14,29,3,6,12.3,5,2.14,2.13,2.1350000000000002
16,4,1,7,7.2,1,2.14,2.13,2.1354166666666665
9,17,3,8,17.9,1,2.14,2.13,2.1358333333333337
13,24,3,8,32.3,5,2.14,2.13,2.13625
20,29,1,8,21.6,3,2.14,2.13,2.1366666666666667
14,1,4,9,31.7,4,2.14,2.13,2.1370833333333334
19,8,4,9,-8.8,4,2.14,2.13,2.1375
21,16,5,9,1.5,4,2.14,2.13,2.137916666666667
7,17,6,9,17.4,3,2.14,2.13,2.138333333333333
23,20,2,9,6.9,1,2.14,2.13,2.13875
13,22,4,9,37.9,1,2.14,2.13,2.1391666666666667
4,4,2,10,23.4,2,2.14,2.13,2.1395833333333334
0,16,3,11,-1.7,4,2.14,2.14,2.14
18,22,2,11,5.5,2,2.14,2.14,2.14
20,23,3,11,3.3,5,2.14,2.14,2.14
14,25,5,11,29.1,4,2.14,2.14,2.14
2,6,2,12,-8.8,3,2.14,2.14,2.14
6,17,6,12,5.8,1,2.14,2.14,2.14
15,19,1,12,26.0,3,2.14,2.14,2.14
22,21,3,12,-9.0,3,2.14,2.14,2.14
19,11,2,1,-7.7,3,2.14,2.14,2.14
8,14,5,1,-4.5,2,2.15,2.14,2.140416666666667
3,30,0,1,1.2,4,2.15,2.14,2.1408333333333336
17,15,2,2,-2.2,4,2.15,2.14,2.14125
12,20,0,2,28.3,4,2.15,2.14,2.1416666666666666
7,23,3,2,16.7,5,2.15,2.14,2.1420833333333333
5,9,1,5,22.3,2,2.15,2.14,2.1425
15,23,1,5,20.6,3,2.15,2.14,2.142916666666667
0,31,2,5,12.9,1,2.15,2.14,2.143333333333333
4,27,1,6,3.7,2,2.15,2.14,2.14375
6,29,3,6,2.5,4,2.15,2.14,2.1441666666666666
8,1,1,8,35.7,4,2.15,2.14,2.1445833333333337
17,18,4,8,18.0,4,2.15,2.14,2.145
9,1,4,9,27.3,2,2.15,2.14,2.1454166666666667
