hour,day,weekday,month,Outdoor Temperature (C),Household Size,lag_1,lag_24,rolling_mean_24
17,3,0,7,17.5,4,0.21,0.21,0.21
15,11,1,7,1.8,1,0.21,0.21,0.21
19,11,1,7,20.1,4,0.21,0.21,0.21
2,13,3,7,32.4,3,0.21,0.21,0.21
17,22,5,7,21.8,3,0.21,0.21,0.21
3,29,5,7,-5.3,5,0.21,0.21,0.21
13,30,6,7,16.7,1,0.21,0.21,0.21
20,2,2,8,2.8,4,0.21,0.21,0.21
20,3,3,8,23.7,5,0.21,0.21,0.21
20,21,0,8,25.4,2,0.21,0.21,0.21
5,22,1,8,7.5,3,0.21,0.21,0.21
7,24,3,8,9.5,3,0.21,0.21,0.21
5,1,4,9,27.3,1,0.21,0.21,0.21
1,11,0,9,3.5,5,0.21,0.21,0.21
22,11,0,9,-0.9,3,0.21,0.21,0.21
22,15,4,9,12.8,4,0.21,0.21,0.21
21,20,2,9,30.7,3,0.21,0.21,0.21
11,21,3,9,19.2,3,0.21,0.21,0.21
21,24,6,9,9.4,4,0.21,0.21,0.21
7,26,1,9,6.6,1,0.21,0.21,0.21
20,21,5,10,6.3,4,0.21,0.21,0.21
5,29,6,10,-9.5,1,0.21,0.21,0.21
3,8,2,11,-2.5,2,0.21,0.21,0.21
20,8,2,11,-9.2,3,0.21,0.21,0.21
13,10,4,11,27.0,5,0.21,0.21,0.21
5,13,0,11,7.5,2,0.21,0.21,0.21
6,16,3,11,14.0,5,0.21,0.21,0.21
8,26,6,11,28.1,4,0.21,0.21,0.21
7,28,1,11,13.3,2,0.21,0.21,0.21
3,5,1,12,-7.4,5,0.21,0.21,0.21
5,18,0,12,13.7,5,0.21,0.21,0.21
21,18,0,12,13.5,5,0.21,0.21,0.21
4,29,4,12,18.8,5,0.21,0.21,0.21
11,5,3,1,17.8,3,0.21,0.21,0.21
11,14,5,1,29.5,2,0.22,0.21,0.21041666666666667
17,21,5,1,30.7,1,0.22,0.21,0.21083333333333332
6,26,3,1,-7.0,1,0.22,0.21,0.21124999999999997
2,18,5,2,16.0,5,0.22,0.21,0.21166666666666667
5,18,5,2,4.3,4,0.22,0.21,0.21208333333333332
7,25,5,2,38.4,3,0.22,0.21,0.2125
16,20,0,3,-5.8,4,0.22,0.21,0.21291666666666667
13,27,0,3,17.9,3,0.22,0.21,0.21333333333333335
11,30,3,3,4.4,5,0.22,0.21,0.21375
14,2,6,4,22.2,1,0.22,0.21,0.21416666666666664
3,9,6,4,29.7,3,0.22,0.21,0.21458333333333335
17,12,2,4,3.1,5,0.22,0.21,0.215
21,5,4,5,29.1,1,0.22,0.21,0.21541666666666667
14,13,5,5,30.5,4,0.22,0.21,0.21583333333333335
15,24,2,5,5.8,2,0.22,0.21,0.21625000000000003
19,4,6,6,27.2,1,0.22,0.21,0.21666666666666667
6,5,0,6,19.0,3,0.22,0.21,0.21708333333333332
15,7,2,6,34.2,1,0.22,0.21,0.21750000000000003
1,18,6,6,-1.3,4,0.22,0.21,0.21791666666666668
11,25,6,6,32.8,3,0.22,0.21,0.2183333333333333
18,3,0,7,6.6,4,0.22,0.21,0.21875
1,10,0,7,19.1,3,0.22,0.21,0.21916666666666665
1,14,4,7,21.7,3,0.22,0.21,0.21958333333333332
11,16,6,7,12.8,1,0.22,0.22,0.22
15,19,2,7,-9.1,5,0.22,0.22,0.22
10,20,3,7,-5.1,5,0.22,0.22,0.22
13,31,0,7,-4.9,4,0.22,0.22,0.22
12,6,6,8,28.8,3,0.22,0.22,0.22
20,9,2,8,9.9,1,0.22,0.22,0.22
12,13,6,8,36.2,2,0.22,0.22,0.22
3,20,6,8,21.9,5,0.22,0.22,0.22
22,20,6,8,1.0,3,0.22,0.22,0.22
3,27,6,8,38.6,1,0.22,0.22,0.22
10,1,4,9,8.7,2,0.22,0.22,0.22
12,5,1,9,10.4,4,0.22,0.22,0.22
7,6,2,9,7.6,1,0.22,0.22,0.22
15,6,2,9,20.9,4,0.22,0.22,0.22
22,2,0,10,-4.8,3,0.22,0.22,0.22
0,6,4,10,30.0,3,0.22,0.22,0.22
22,11,2,10,2.1,5,0.22,0.22,0.22
4,22,6,10,-4.5,5,0.22,0.22,0.22
11,23,0,10,15.7,4,0.22,0.22,0.22
10,9,3,11,10.8,4,0.22,0.22,0.22
6,17,4,11,11.0,4,0.22,0.22,0.22
23,19,6,11,22.5,5,0.22,0.22,0.22
19,27,0,11,16.3,3,0.22,0.22,0.22
9,1,4,12,37.0,1,0.22,0.22,0.22
12,4,0,12,23.0,2,0.22,0.22,0.22
16,12,1,12,-2.7,1,0.22,0.22,0.22
4,18,0,12,39.3,2,0.22,0.22,0.22
16,23,5,12,23.3,4,0.22,0.22,0.22
2,31,6,12,13.1,5,0.22,0.22,0.22
4,1,0,1,32.6,1,0.22,0.22,0.22
15,20,4,1,18.7,3,0.22,0.22,0.22
5,21,5,1,17.8,2,0.23,0.22,0.22041666666666668
3,17,4,2,36.2,1,0.23,0.22,0.22083333333333333
16,19,6,2,7.6,3,0.23,0.22,0.22124999999999997
1,23,3,2,12.0,5,0.23,0.22,0.22166666666666668
21,23,3,2,24.0,4,0.23,0.22,0.22208333333333333
7,28,1,2,27.3,5,0.23,0.22,0.2225
7,10,4,3,19.5,4,0.23,0.22,0.22291666666666668
21,23,3,3,26.6,1,0.23,0.22,0.22333333333333336
8,24,4,3,-0.7,5,0.23,0.22,0.22375
9,4,1,4,33.1,3,0.23,0.22,0.22416666666666665
5,5,2,4,15.8,4,0.23,0.22,0.22458333333333336
18,10,0,4,-5.4,2,0.23,0.22,0.225
21,30,6,4,32.6,5,0.23,0.22,0.22541666666666668
15,8,0,5,13.5,5,0.23,0.22,0.22583333333333333
16,18,3,5,12.8,5,0.23,0.22,0.22625000000000003
2,20,5,5,11.9,5,0.23,0.22,0.22666666666666666
9,22,0,5,9.3,1,0.23,0.22,0.22708333333333333
23,24,2,5,35.6,5,0.23,0.22,0.2275
11,30,1,5,37.5,1,0.23,0.22,0.22791666666666668
3,4,6,6,17.4,5,0.23,0.22,0.2283333333333333
4,9,4,6,-4.0,3,0.23,0.22,0.22875
14,10,5,6,2.7,4,0.23,0.22,0.22916666666666666
22,10,5,6,26.2,4,0.23,0.22,0.22958333333333333
0,18,6,6,12.8,2,0.23,0.23,0.23
22,22,3,6,-9.9,1,0.23,0.23,0.23
3,2,6,7,33.7,1,0.23,0.23,0.23
21,4,1,7,1.1,5,0.23,0.23,0.23
18,16,6,7,2.9,3,0.23,0.23,0.23
10,27,3,7,15.4,2,0.23,0.23,0.23
4,5,5,8,15.3,3,0.23,0.23,0.23
10,5,5,8,20.0,4,0.23,0.23,0.23
12,7,0,8,-1.4,5,0.23,0.23,0.23
6,12,5,8,-3.1,2,0.23,0.23,0.23
2,16,2,8,-7.2,2,0.23,0.23,0.23
23,28,0,8,-7.0,5,0.23,0.23,0.23
6,3,6,9,40.0,5,0.23,0.23,0.23
17,10,6,9,30.7,5,0.23,0.23,0.23
14,12,1,9,4.4,4,0.23,0.23,0.23
1,29,4,9,5.0,2,0.23,0.23,0.23
2,9,0,10,-9.5,2,0.23,0.23,0.23
8,23,0,10,-7.7,5,0.23,0.23,0.23
7,25,2,10,17.2,1,0.23,0.23,0.23
17,28,5,10,9.9,3,0.23,0.23,0.23
0,7,1,11,24.6,2,0.23,0.23,0.23
5,19,6,11,33.3,3,0.23,0.23,0.23
5,20,0,11,25.2,2,0.23,0.23,0.23
9,21,1,11,0.5,1,0.23,0.23,0.23
1,27,0,11,39.2,4,0.23,0.23,0.23
10,9,5,12,33.7,2,0.23,0.23,0.23
2,17,6,12,3.1,1,0.23,0.23,0.23
14,21,3,12,23.0,1,0.23,0.23,0.23
21,26,1,12,4.7,2,0.23,0.23,0.23
16,1,6,1,-1.9,4,0.23,0.23,0.23
5,15,6,1,38.1,1,0.24,0.23,0.2304166666666667
12,19,3,1,6.3,3,0.24,0.23,0.23083333333333333
20,19,3,1,21.4,1,0.24,0.23,0.23124999999999998
17,8,2,2,21.8,4,0.24,0.23,0.2316666666666667
13,12,6,2,6.2,1,0.24,0.23,0.23208333333333334
16,21,1,2,32.0,4,0.24,0.23,0.2325
9,3,4,3,-5.7,5,0.24,0.23,0.23291666666666666
7,23,3,3,26.0,4,0.24,0.23,0.23333333333333336
9,3,0,4,-3.9,2,0.24,0.23,0.23375
23,8,5,4,18.9,2,0.24,0.23,0.23416666666666663
11,9,6,4,2.4,1,0.24,0.23,0.23458333333333334
10,13,3,4,-9.3,5,0.24,0.23,0.235
0,16,6,4,26.9,2,0.24,0.23,0.2354166666666667
1,29,5,4,24.6,5,0.24,0.23,0.2358333333333333
11,1,0,5,-6.9,3,0.24,0.23,0.23625
5,5,4,5,34.3,1,0.24,0.23,0.23666666666666666
10,12,4,5,6.0,5,0.24,0.23,0.23708333333333334
20,12,4,5,-1.3,4,0.24,0.23,0.23749999999999996
8,6,1,6,35.4,1,0.24,0.23,0.23791666666666667
8,8,3,6,-9.2,3,0.24,0.23,0.2383333333333333
2,9,4,6,15.6,2,0.24,0.23,0.23875000000000002
3,4,1,7,-0.4,4,0.24,0.23,0.23916666666666664
3,4,1,7,8.7,3,0.24,0.23,0.23958333333333334
9,11,1,7,10.1,2,0.24,0.24,0.24
2,21,4,7,19.1,2,0.24,0.24,0.24
6,21,4,7,-7.3,4,0.24,0.24,0.24
4,3,3,8,16.9,2,0.24,0.24,0.24
6,21,0,8,37.1,3,0.24,0.24,0.24
10,27,6,8,0.7,1,0.24,0.24,0.24
5,5,1,9,-5.8,2,0.24,0.24,0.24
14,13,2,9,-4.8,5,0.24,0.24,0.24
19,15,4,9,12.3,3,0.24,0.24,0.24
1,19,1,9,-1.9,3,0.24,0.24,0.24
17,27,2,9,18.0,5,0.24,0.24,0.24
17,28,3,9,17.6,2,0.24,0.24,0.24
2,1,6,10,32.7,1,0.24,0.24,0.24
13,7,5,10,-7.1,5,0.24,0.24,0.24
16,7,5,10,12.2,4,0.24,0.24,0.24
15,9,0,10,39.2,2,0.24,0.24,0.24
15,10,1,10,13.5,1,0.24,0.24,0.24
23,16,0,10,-5.0,5,0.24,0.24,0.24
0,2,3,11,10.1,3,0.24,0.24,0.24
8,7,1,11,-9.3,2,0.24,0.24,0.24
7,2,5,12,0.7,4,0.24,0.24,0.24
20,11,0,12,22.0,2,0.24,0.24,0.24
5,12,1,12,37.7,2,0.24,0.24,0.24
18,22,4,12,30.5,5,0.24,0.24,0.24
15,23,5,12,33.1,2,0.24,0.24,0.24
7,1,0,1,-0.7,3,0.24,0.24,0.24
6,3,1,1,38.2,5,0.24,0.24,0.24
23,23,0,1,21.3,3,0.25,0.24,0.24041666666666664
16,1,2,2,-4.0,5,0.25,0.24,0.24083333333333332
23,6,0,2,35.9,2,0.25,0.24,0.24124999999999996
6,10,4,2,27.2,3,0.25,0.24,0.2416666666666667
3,13,0,2,-9.0,3,0.25,0.24,0.24208333333333334
10,14,1,2,19.3,1,0.25,0.24,0.24250000000000002
19,2,3,3,-9.9,1,0.25,0.24,0.24291666666666667
12,20,0,3,14.6,3,0.25,0.24,0.24333333333333332
3,21,1,3,14.8,3,0.25,0.24,0.24375
19,1,5,4,4.4,4,0.25,0.24,0.24416666666666664
7,6,3,4,8.2,5,0.25,0.24,0.2445833333333333
17,24,0,4,-3.2,2,0.25,0.24,0.24500000000000002
23,3,2,5,32.2,3,0.25,0.24,0.2454166666666667
17,19,4,5,10.5,4,0.25,0.24,0.24583333333333335
18,20,5,5,23.7,2,0.25,0.24,0.24625
1,25,3,5,7.4,2,0.25,0.24,0.24666666666666667
1,27,5,5,38.4,1,0.25,0.24,0.24708333333333332
3,31,2,5,-4.9,2,0.25,0.24,0.24749999999999997
7,2,4,6,35.7,2,0.25,0.24,0.24791666666666665
6,8,3,6,4.9,1,0.25,0.24,0.24833333333333338
5,9,6,7,0.1,1,0.25,0.24,0.24875000000000003
4,17,0,7,9.8,1,0.25,0.24,0.24916666666666668
15,20,3,7,2.6,5,0.25,0.24,0.24958333333333335
15,30,6,7,15.4,1,0.25,0.25,0.25
1,6,6,8,33.5,3,0.25,0.25,0.25
3,12,5,8,27.1,1,0.25,0.25,0.25
21,25,4,8,-4.9,1,0.25,0.25,0.25
21,12,1,9,-10.0,1,0.25,0.25,0.25
5,13,2,9,0.2,2,0.25,0.25,0.25
13,18,0,9,15.3,1,0.25,0.25,0.25
3,11,2,10,17.2,1,0.25,0.25,0.25
16,22,6,10,32.0,2,0.25,0.25,0.25
23,25,2,10,39.5,2,0.25,0.25,0.25
17,1,2,11,24.1,3,0.25,0.25,0.25
16,4,5,11,0.2,1,0.25,0.25,0.25
4,10,4,11,38.6,3,0.25,0.25,0.25
0,17,4,11,-1.9,5,0.25,0.25,0.25
15,17,4,11,16.7,4,0.25,0.25,0.25
10,20,0,11,30.4,1,0.25,0.25,0.25
17,21,1,11,-1.8,5,0.25,0.25,0.25
3,11,0,12,11.3,1,0.25,0.25,0.25
9,20,2,12,12.0,3,0.25,0.25,0.25
3,6,4,1,19.9,5,0.25,0.25,0.25
4,8,6,1,29.3,4,0.26,0.25,0.2504166666666667
12,16,0,1,-9.4,2,0.26,0.25,0.2508333333333333
4,18,2,1,-0.1,2,0.26,0.25,0.25125
22,25,2,1,29.9,3,0.26,0.25,0.25166666666666665
20,27,4,1,-9.5,5,0.26,0.25,0.2520833333333333
12,5,6,2,7.8,3,0.26,0.25,0.2525
10,20,0,2,3.7,5,0.26,0.25,0.2529166666666667
20,5,6,3,12.5,2,0.26,0.25,0.25333333333333335
18,6,3,4,3.8,1,0.26,0.25,0.25375000000000003
17,12,2,4,7.3,5,0.26,0.25,0.25416666666666665
20,12,2,4,30.3,4,0.26,0.25,0.25458333333333333
10,22,5,4,-6.8,1,0.26,0.25,0.25499999999999995
20,25,1,4,32.0,5,0.26,0.25,0.2554166666666667
18,27,3,4,29.9,3,0.26,0.25,0.25583333333333336
12,28,4,4,16.7,4,0.26,0.25,0.25625000000000003
19,29,5,4,37.9,3,0.26,0.25,0.25666666666666665
3,6,5,5,20.5,5,0.26,0.25,0.2570833333333334
16,21,6,5,2.5,1,0.26,0.25,0.2575
12,2,4,6,31.6,1,0.26,0.25,0.2579166666666666
16,6,1,6,32.9,4,0.26,0.25,0.2583333333333333
14,10,5,6,-3.6,5,0.26,0.25,0.25875
14,24,5,6,36.8,4,0.26,0.25,0.2591666666666667
18,24,5,6,27.6,3,0.26,0.25,0.25958333333333333
13,25,6,6,10.9,1,0.26,0.26,0.26
5,28,2,6,8.4,1,0.26,0.26,0.26
21,3,0,7,13.1,2,0.26,0.26,0.26
15,7,4,7,10.2,4,0.26,0.26,0.26
9,10,0,7,-0.2,5,0.26,0.26,0.26
15,10,0,7,16.2,1,0.26,0.26,0.26
6,14,4,7,34.3,5,0.26,0.26,0.26
18,14,4,7,23.7,2,0.26,0.26,0.26
10,16,6,7,14.4,2,0.26,0.26,0.26
22,16,6,7,26.9,3,0.26,0.26,0.26
14,22,5,7,38.6,5,0.26,0.26,0.26
20,25,1,7,10.4,3,0.26,0.26,0.26
20,28,4,7,11.1,4,0.26,0.26,0.26
16,11,4,8,16.3,5,0.26,0.26,0.26
8,19,5,8,33.0,3,0.26,0.26,0.26
18,1,4,9,10.2,3,0.26,0.26,0.26
7,16,5,9,39.8,1,0.26,0.26,0.26
2,17,6,9,25.2,5,0.26,0.26,0.26
0,22,4,9,11.8,3,0.26,0.26,0.26
23,23,5,9,38.5,4,0.26,0.26,0.26
22,24,6,9,21.8,2,0.26,0.26,0.26
5,2,0,10,34.2,4,0.26,0.26,0.26
3,5,3,10,-1.8,5,0.26,0.26,0.26
7,8,6,10,2.7,5,0.26,0.26,0.26
15,14,5,10,2.0,2,0.26,0.26,0.26
8,25,2,10,26.8,2,0.26,0.26,0.26
1,27,4,10,14.6,4,0.26,0.26,0.26
6,10,4,11,32.3,2,0.26,0.26,0.26
17,16,3,11,17.4,1,0.26,0.26,0.26
21,29,2,11,3.7,4,0.26,0.26,0.26
12,7,3,12,11.4,2,0.26,0.26,0.26
6,9,5,12,10.8,4,0.26,0.26,0.26
22,14,3,12,0.0,2,0.26,0.26,0.26
2,7,5,1,37.9,2,0.26,0.26,0.26
10,8,6,1,39.3,2,0.27,0.26,0.2604166666666667
14,10,1,1,13.9,3,0.27,0.26,0.26083333333333336
5,11,2,1,32.7,3,0.27,0.26,0.26125
18,11,2,1,36.7,1,0.27,0.26,0.26166666666666666
13,12,3,1,8.7,2,0.27,0.26,0.26208333333333333
22,16,0,1,2.2,3,0.27,0.26,0.2625
22,29,6,1,26.8,1,0.27,0.26,0.2629166666666667
3,31,1,1,4.0,3,0.27,0.26,0.26333333333333336
20,2,3,2,4.3,1,0.27,0.26,0.26375
15,16,3,2,32.9,3,0.27,0.26,0.2641666666666667
21,22,2,2,6.0,2,0.27,0.26,0.26458333333333334
21,22,2,2,15.1,3,0.27,0.26,0.265
4,10,4,3,32.8,5,0.27,0.26,0.2654166666666667
1,19,6,3,18.1,4,0.27,0.26,0.26583333333333337
13,6,3,4,34.4,4,0.27,0.26,0.26625000000000004
12,14,4,4,-7.9,1,0.27,0.26,0.26666666666666666
12,15,0,5,33.3,5,0.27,0.26,0.26708333333333334
20,17,2,5,-0.5,3,0.27,0.26,0.2675
13,21,6,5,11.3,4,0.27,0.26,0.26791666666666664
0,24,2,5,18.8,1,0.27,0.26,0.26833333333333337
19,18,6,6,19.9,5,0.27,0.26,0.26875
7,25,6,6,32.5,2,0.27,0.26,0.2691666666666667
21,2,6,7,26.1,1,0.27,0.26,0.26958333333333334
5,7,4,7,21.0,1,0.27,0.27,0.27
8,8,5,7,17.9,2,0.27,0.27,0.27
20,22,5,7,10.0,5,0.27,0.27,0.27
6,30,6,7,32.3,4,0.27,0.27,0.27
14,30,6,7,-8.5,2,0.27,0.27,0.27
21,5,5,8,23.4,2,0.27,0.27,0.27
6,13,6,8,-8.3,2,0.27,0.27,0.27
19,31,3,8,36.5,3,0.27,0.27,0.27
9,1,4,9,-2.3,4,0.27,0.27,0.27
18,5,1,9,16.5,4,0.27,0.27,0.27
8,16,5,9,31.5,2,0.27,0.27,0.27
2,21,3,9,7.4,4,0.27,0.27,0.27
13,25,0,9,25.5,3,0.27,0.27,0.27
2,1,6,10,5.4,1,0.27,0.27,0.27
5,4,2,10,-4.8,1,0.27,0.27,0.27
0,9,0,10,17.6,4,0.27,0.27,0.27
23,26,3,10,24.0,5,0.27,0.27,0.27
15,24,4,11,0.7,1,0.27,0.27,0.27
8,28,1,11,18.1,3,0.27,0.27,0.27
12,10,6,12,5.3,3,0.27,0.27,0.27
5,18,0,12,-5.8,1,0.27,0.27,0.27
1,21,3,12,39.7,4,0.27,0.27,0.27
13,31,6,12,36.8,1,0.27,0.27,0.27
5,6,4,1,25.1,4,0.27,0.27,0.27
16,8,6,1,-0.5,1,0.28,0.27,0.2704166666666667
12,22,6,1,39.7,3,0.28,0.27,0.27083333333333337
11,31,1,1,2.6,4,0.28,0.27,0.27125
23,5,6,2,24.7,2,0.28,0.27,0.27166666666666667
13,19,6,2,28.8,3,0.28,0.27,0.27208333333333334
9,3,4,3,-8.8,3,0.28,0.27,0.2725
18,10,4,3,-2.5,1,0.28,0.27,0.2729166666666667
18,12,6,3,25.4,5,0.28,0.27,0.2733333333333334
6,25,5,3,27.9,4,0.28,0.27,0.27375
6,26,6,3,29.5,5,0.28,0.27,0.2741666666666667
1,27,0,3,17.5,3,0.28,0.27,0.27458333333333335
20,15,5,4,26.8,3,0.28,0.27,0.275
20,16,6,4,21.8,5,0.28,0.27,0.2754166666666667
20,22,5,4,20.1,3,0.28,0.27,0.2758333333333334
2,23,6,4,39.5,2,0.28,0.27,0.27625000000000005
17,25,1,4,37.6,3,0.28,0.27,0.27666666666666667
1,29,5,4,39.4,1,0.28,0.27,0.27708333333333335
2,5,4,5,9.8,1,0.28,0.27,0.2775
8,30,1,5,20.3,5,0.28,0.27,0.27791666666666665
13,30,1,5,39.0,1,0.28,0.27,0.2783333333333334
10,5,0,6,25.1,3,0.28,0.27,0.27875
14,8,3,6,-6.9,4,0.28,0.27,0.27916666666666673
0,13,1,6,6.9,2,0.28,0.27,0.27958333333333335
2,27,1,6,28.4,2,0.28,0.28,0.28
20,1,5,7,-3.5,2,0.28,0.28,0.28
1,16,6,7,-6.3,2,0.28,0.28,0.28
19,16,6,7,38.0,3,0.28,0.28,0.28
8,21,4,7,2.0,5,0.28,0.28,0.28
5,24,0,7,-0.4,2,0.28,0.28,0.28
16,11,4,8,33.5,3,0.28,0.28,0.28
20,23,2,8,-8.3,2,0.28,0.28,0.28
1,1,4,9,21.7,5,0.28,0.28,0.28
11,1,4,9,35.2,5,0.28,0.28,0.28
23,1,4,9,23.4,1,0.28,0.28,0.28
21,2,5,9,23.8,2,0.28,0.28,0.28
15,6,2,9,10.9,4,0.28,0.28,0.28
12,8,4,9,11.9,1,0.28,0.28,0.28
15,10,6,9,17.7,3,0.28,0.28,0.28
22,14,3,9,19.3,2,0.28,0.28,0.28
17,30,5,9,5.2,1,0.28,0.28,0.28
2,2,0,10,13.9,3,0.28,0.28,0.28
12,3,1,10,-1.9,4,0.28,0.28,0.28
1,10,1,10,12.0,1,0.28,0.28,0.28
20,10,1,10,27.4,1,0.28,0.28,0.28
9,11,2,10,27.2,3,0.28,0.28,0.28
15,13,4,10,7.9,2,0.28,0.28,0.28
10,27,4,10,28.6,2,0.28,0.28,0.28
10,28,5,10,13.2,1,0.28,0.28,0.28
9,17,4,11,39.6,2,0.28,0.28,0.28
18,26,6,11,15.5,1,0.28,0.28,0.28
15,29,2,11,26.4,1,0.28,0.28,0.28
9,1,4,12,29.1,4,0.28,0.28,0.28
9,10,6,12,38.2,4,0.28,0.28,0.28
3,16,5,12,-9.0,4,0.28,0.28,0.28
21,16,5,12,26.6,3,0.28,0.28,0.28
6,18,0,12,-2.1,2,0.28,0.28,0.28
19,21,3,12,-3.8,2,0.28,0.28,0.28
23,22,4,12,-3.5,4,0.28,0.28,0.28
11,23,5,12,3.9,5,0.28,0.28,0.28
3,30,5,12,17.4,1,0.28,0.28,0.28
0,4,2,1,-7.2,4,0.28,0.28,0.28
11,29,6,1,34.0,5,0.29,0.28,0.2804166666666667
12,30,0,1,-3.2,4,0.29,0.28,0.2808333333333334
23,10,4,2,3.1,5,0.29,0.28,0.28125000000000006
22,11,5,2,17.9,2,0.29,0.28,0.2816666666666667
23,22,2,2,26.2,5,0.29,0.28,0.28208333333333335
10,27,0,2,32.6,3,0.29,0.28,0.28250000000000003
1,4,5,3,34.2,2,0.29,0.28,0.2829166666666667
6,17,4,3,21.0,3,0.29,0.28,0.2833333333333334
5,23,3,3,0.2,2,0.29,0.28,0.28375
3,2,6,4,31.8,4,0.29,0.28,0.2841666666666666
21,2,6,4,32.3,1,0.29,0.28,0.28458333333333335
5,3,0,4,-5.2,5,0.29,0.28,0.285
21,12,2,4,-1.6,2,0.29,0.28,0.28541666666666665
11,24,0,4,8.2,5,0.29,0.28,0.28583333333333333
11,4,3,5,5.0,4,0.29,0.28,0.28625
16,14,6,5,18.6,5,0.29,0.28,0.2866666666666667
4,23,1,5,-7.7,5,0.29,0.28,0.2870833333333333
16,25,3,5,-4.6,3,0.29,0.28,0.2875
23,27,5,5,15.0,5,0.29,0.28,0.28791666666666665
19,28,6,5,6.7,5,0.29,0.28,0.28833333333333333
4,4,6,6,22.7,2,0.29,0.28,0.28875
20,8,3,6,21.6,4,0.29,0.28,0.2891666666666667
22,13,1,6,16.4,4,0.29,0.28,0.28958333333333336
7,14,2,6,28.9,4,0.29,0.29,0.29
21,22,3,6,2.0,2,0.29,0.29,0.29
0,8,5,7,-6.9,4,0.29,0.29,0.29
1,11,1,7,21.5,1,0.29,0.29,0.29
2,28,4,7,8.8,4,0.29,0.29,0.29
7,28,4,7,4.3,1,0.29,0.29,0.29
18,9,2,8,-9.5,5,0.29,0.29,0.29
6,10,3,8,38.8,2,0.29,0.29,0.29
2,15,1,8,29.2,4,0.29,0.29,0.29
22,15,1,8,4.6,4,0.29,0.29,0.29
7,17,3,8,22.7,1,0.29,0.29,0.29
7,24,3,8,3.5,2,0.29,0.29,0.29
0,25,4,8,10.4,4,0.29,0.29,0.29
5,13,2,9,22.3,4,0.29,0.29,0.29
1,15,4,9,-1.7,1,0.29,0.29,0.29
5,15,4,9,-6.5,4,0.29,0.29,0.29
5,17,6,9,19.5,5,0.29,0.29,0.29
21,18,0,9,28.2,1,0.29,0.29,0.29
2,20,2,9,29.2,5,0.29,0.29,0.29
17,26,1,9,26.1,5,0.29,0.29,0.29
15,27,2,9,37.4,5,0.29,0.29,0.29
6,2,0,10,19.7,2,0.29,0.29,0.29
23,7,5,10,35.3,4,0.29,0.29,0.29
13,8,6,10,1.8,3,0.29,0.29,0.29
21,8,6,10,1.9,1,0.29,0.29,0.29
21,13,4,10,30.6,1,0.29,0.29,0.29
6,15,6,10,5.7,3,0.29,0.29,0.29
12,17,1,10,23.2,1,0.29,0.29,0.29
3,25,2,10,0.9,3,0.29,0.29,0.29
10,2,3,11,-2.2,1,0.29,0.29,0.29
1,4,5,11,21.9,5,0.29,0.29,0.29
5,4,5,11,34.1,2,0.29,0.29,0.29
20,7,1,11,28.3,3,0.29,0.29,0.29
18,8,2,11,20.6,1,0.29,0.29,0.29
5,18,5,11,35.4,5,0.29,0.29,0.29
11,23,3,11,-2.4,2,0.29,0.29,0.29
1,27,0,11,3.8,4,0.29,0.29,0.29
