hour,day,weekday,month,lag_1,lag_24,rolling_mean_24
20,8,6,1,1.85,0.38,1.1154166666666667
21,8,6,1,0.43,0.0,1.1154166666666667
22,8,6,1,0.0,0.0,1.1154166666666667
23,8,6,1,0.0,1.98,1.1454166666666667
0,9,0,1,2.7,1.2,1.1570833333333335
1,9,0,1,1.48,0.0,1.1570833333333335
2,9,0,1,0.0,0.81,1.1420833333333333
3,9,0,1,0.45,1.03,1.0991666666666668
4,9,0,1,0.0,0.0,1.0991666666666668
5,9,0,1,0.0,0.0,1.0991666666666668
6,9,0,1,0.0,2.38,1.015
7,9,0,1,0.36,0.44,1.0562500000000001
8,9,0,1,1.43,3.37,0.9158333333333334
9,9,0,1,0.0,1.71,0.9141666666666666
10,9,0,1,1.67,1.89,0.8991666666666668
11,9,0,1,1.53,1.41,0.8404166666666667
12,9,0,1,0.0,2.44,0.73875
13,9,0,1,0.0,1.6700000000000002,0.6691666666666666
14,9,0,1,0.0,1.01,0.6629166666666667
15,9,0,1,0.86,0.49,0.7183333333333334
16,9,0,1,1.82,2.35,0.6704166666666667
17,9,0,1,1.2,0.31,0.6995833333333333
18,9,0,1,1.01,0.0,0.8562500000000001
19,9,0,1,3.76,1.85,0.7791666666666667
20,9,0,1,0.0,0.43,0.7858333333333333
21,9,0,1,0.59,0.0,0.7858333333333333
22,9,0,1,0.0,0.0,0.9320833333333333
23,9,0,1,3.51,2.7,0.8195833333333334
0,10,1,1,0.0,1.48,0.8395833333333332
1,10,1,1,1.96,0.0,0.8975
2,10,1,1,1.39,0.45,0.87875
3,10,1,1,0.0,0.0,0.9408333333333333
4,10,1,1,1.49,0.0,0.9408333333333333
5,10,1,1,0.0,0.0,0.9525
6,10,1,1,0.28,0.36,0.9904166666666666
7,10,1,1,1.27,1.43,0.9875000000000002
8,10,1,1,1.36,0.0,1.1170833333333334
9,10,1,1,3.1100000000000003,1.67,1.0475
10,10,1,1,0.0,1.53,1.1683333333333332
11,10,1,1,4.43,0.0,1.2375
12,10,1,1,1.66,0.0,1.3716666666666668
13,10,1,1,3.22,0.0,1.4754166666666666
14,10,1,1,2.49,0.86,1.4395833333333332
15,10,1,1,0.0,1.82,1.4795833333333333
16,10,1,1,2.78,1.2,1.4295833333333334
17,10,1,1,0.0,1.01,1.3875
18,10,1,1,0.0,3.76,1.2987499999999998
19,10,1,1,1.63,0.0,1.3170833333333334
20,10,1,1,0.44,0.59,1.2925
21,10,1,1,0.0,0.0,1.3608333333333331
22,10,1,1,1.64,3.51,1.2145833333333333
23,10,1,1,0.0,0.0,1.2370833333333333
0,11,2,1,0.54,1.96,1.31375
1,11,2,1,3.8,1.39,1.2991666666666666
2,11,2,1,1.04,0.0,1.2991666666666666
3,11,2,1,0.0,1.49,1.2370833333333333
4,11,2,1,0.0,0.0,1.2987499999999998
5,11,2,1,1.48,0.28,1.3308333333333333
6,11,2,1,1.05,1.27,1.3754166666666665
7,11,2,1,2.34,1.36,1.3470833333333332
8,11,2,1,0.68,3.1100000000000003,1.29125
9,11,2,1,1.77,0.0,1.3949999999999998
10,11,2,1,2.49,4.43,1.23
11,11,2,1,0.47,1.66,1.1820833333333332
12,11,2,1,0.51,3.22,1.1295833333333334
13,11,2,1,1.96,2.49,1.0258333333333332
14,11,2,1,0.0,0.0,1.0441666666666667
15,11,2,1,0.44,2.78,1.0704166666666668
16,11,2,1,3.41,0.0,1.0704166666666668
17,11,2,1,0.0,0.0,1.0704166666666668
18,11,2,1,0.0,1.63,1.0520833333333333
19,11,2,1,1.19,0.44,1.2358333333333333
20,11,2,1,4.85,0.0,1.2358333333333333
21,11,2,1,0.0,1.64,1.2208333333333334
22,11,2,1,1.28,0.0,1.24875
23,11,2,1,0.67,0.54,1.22625
0,12,3,1,0.0,3.8,1.0841666666666667
1,12,3,1,0.39,1.04,1.0766666666666667
2,12,3,1,0.86,0.0,1.1416666666666668
3,12,3,1,1.56,0.0,1.2258333333333333
4,12,3,1,2.02,1.48,1.1891666666666667
5,12,3,1,0.6,1.05,1.1454166666666665
6,12,3,1,0.0,2.34,1.0479166666666666
7,12,3,1,0.0,0.68,1.0891666666666666
8,12,3,1,1.67,1.77,1.0154166666666666
9,12,3,1,0.0,2.49,0.9520833333333334
10,12,3,1,0.97,0.47,1.0058333333333334
11,12,3,1,1.76,0.51,0.9845833333333335
12,12,3,1,0.0,1.96,0.99125
13,12,3,1,2.12,0.0,1.0304166666666668
14,12,3,1,0.94,0.44,1.1849999999999998
15,12,3,1,4.15,3.41,1.0429166666666667
16,12,3,1,0.0,0.0,1.1366666666666667
17,12,3,1,2.25,0.0,1.2295833333333333
18,12,3,1,2.23,1.19,1.2808333333333335
19,12,3,1,2.42,4.85,1.07875
20,12,3,1,0.0,0.0,1.07875
21,12,3,1,0.0,1.28,1.0254166666666666
22,12,3,1,0.0,0.67,1.0454166666666667
23,12,3,1,1.15,0.0,1.0454166666666667
0,13,4,1,0.0,0.39,1.0879166666666666
1,13,4,1,1.41,0.86,1.0520833333333333
2,13,4,1,0.0,1.56,1.0975
3,13,4,1,2.65,2.02,1.0654166666666667
4,13,4,1,1.25,0.6,1.1595833333333334
5,13,4,1,2.8600000000000003,0.0,1.2845833333333334
6,13,4,1,3.0,0.0,1.2845833333333334
7,13,4,1,0.0,1.67,1.3029166666666667
8,13,4,1,2.11,0.0,1.3029166666666667
9,13,4,1,0.0,0.97,1.3183333333333334
10,13,4,1,1.34,1.76,1.343333333333333
11,13,4,1,2.36,0.0,1.41125
12,13,4,1,1.63,2.12,1.4158333333333335
13,13,4,1,2.23,0.94,1.4933333333333332
14,13,4,1,2.8,4.15,1.3504166666666666
15,13,4,1,0.72,0.0,1.38
16,13,4,1,0.71,2.25,1.28625
17,13,4,1,0.0,2.23,1.3258333333333334
18,13,4,1,3.18,2.42,1.4345833333333333
19,13,4,1,5.03,0.0,1.4345833333333333
20,13,4,1,0.0,0.0,1.6233333333333333
21,13,4,1,4.53,0.0,1.6233333333333333
22,13,4,1,0.0,1.15,1.6516666666666666
23,13,4,1,1.83,0.0,1.6516666666666666
0,14,5,1,0.0,1.41,1.7879166666666666
1,14,5,1,4.68,0.0,1.843333333333333
2,14,5,1,1.33,2.65,1.7870833333333334
3,14,5,1,1.3,1.25,1.7837499999999997
4,14,5,1,1.17,2.8600000000000003,1.664583333333333
5,14,5,1,0.0,3.0,1.5829166666666667
6,14,5,1,1.04,0.0,1.5829166666666667
7,14,5,1,0.0,2.11,1.5291666666666666
8,14,5,1,0.82,0.0,1.66125
9,14,5,1,3.17,1.34,1.679166666666667
10,14,5,1,1.77,2.36,1.6420833333333331
11,14,5,1,1.47,1.63,1.6587500000000002
12,14,5,1,2.03,2.23,1.5658333333333332
13,14,5,1,0.0,2.8,1.4854166666666666
14,14,5,1,0.87,0.72,1.5508333333333333
15,14,5,1,2.29,0.71,1.52125
16,14,5,1,0.0,0.0,1.6041666666666667
17,14,5,1,1.99,3.18,1.4716666666666667
18,14,5,1,0.0,5.03,1.3425
19,14,5,1,1.93,0.0,1.4283333333333335
20,14,5,1,2.06,4.53,1.2395833333333333
21,14,5,1,0.0,0.0,1.2779166666666668
22,14,5,1,0.92,1.83,1.28375
23,14,5,1,1.97,0.0,1.3245833333333332
0,15,6,1,0.98,4.68,1.1295833333333334
1,15,6,1,0.0,1.33,1.24625
2,15,6,1,4.13,1.3,1.1920833333333334
3,15,6,1,0.0,1.17,1.1433333333333333
4,15,6,1,0.0,0.0,1.2233333333333334
5,15,6,1,1.92,1.04,1.2620833333333332
6,15,6,1,1.97,0.0,1.2620833333333332
7,15,6,1,0.0,0.82,1.3304166666666666
8,15,6,1,2.46,3.17,1.2316666666666667
9,15,6,1,0.8,1.77,1.3575
10,15,6,1,4.79,1.47,1.3595833333333334
11,15,6,1,1.52,2.03,1.343333333333333
12,15,6,1,1.64,0.0,1.343333333333333
13,15,6,1,0.0,0.87,1.3070833333333334
14,15,6,1,0.0,2.29,1.2516666666666667
15,15,6,1,0.96,0.0,1.27125
16,15,6,1,0.47,1.99,1.2891666666666666
17,15,6,1,2.42,0.0,1.315
18,15,6,1,0.62,1.93,1.2345833333333334
19,15,6,1,0.0,2.06,1.2283333333333333
20,15,6,1,1.91,0.0,1.2283333333333333
21,15,6,1,0.0,0.92,1.3045833333333332
22,15,6,1,2.75,1.97,1.3025
23,15,6,1,1.92,0.98,1.3325
0,16,0,1,1.7,0.0,1.3325
1,16,0,1,0.0,4.13,1.1816666666666666
2,16,0,1,0.51,0.0,1.1816666666666666
3,16,0,1,0.0,0.0,1.2729166666666667
4,16,0,1,2.1900000000000004,1.92,1.1929166666666666
5,16,0,1,0.0,1.97,1.1608333333333334
6,16,0,1,1.2000000000000002,0.0,1.3091666666666668
7,16,0,1,3.56,2.46,1.3533333333333333
8,16,0,1,3.52,0.8,1.445
9,16,0,1,3.0,4.79,1.3495833333333334
10,16,0,1,2.5,1.52,1.3279166666666666
11,16,0,1,1.0,1.64,1.2595833333333333
12,16,0,1,0.0,0.0,1.4304166666666667
13,16,0,1,4.1,0.0,1.4304166666666667
14,16,0,1,0.0,0.96,1.3904166666666666
15,16,0,1,0.0,0.47,1.5229166666666665
16,16,0,1,3.65,2.42,1.4220833333333331
17,16,0,1,0.0,0.62,1.5625
18,16,0,1,3.99,0.0,1.5625
19,16,0,1,0.0,1.91,1.5775
20,16,0,1,2.27,0.0,1.6587499999999997
21,16,0,1,1.95,2.75,1.6312499999999999
22,16,0,1,2.09,1.92,1.60875
23,16,0,1,1.38,1.7,1.6008333333333333
0,17,1,1,1.51,0.0,1.6912500000000001
1,17,1,1,2.17,0.51,1.8233333333333335
2,17,1,1,3.68,0.0,1.8233333333333335
3,17,1,1,0.0,2.1900000000000004,1.7958333333333332
4,17,1,1,1.53,0.0,1.8333333333333333
5,17,1,1,0.9,1.2000000000000002,1.8004166666666668
6,17,1,1,0.41,3.56,1.6520833333333333
7,17,1,1,0.0,3.52,1.5054166666666668
8,17,1,1,0.0,3.0,1.3804166666666668
9,17,1,1,0.0,2.5,1.2895833333333333
10,17,1,1,0.32,1.0,1.3904166666666666
11,17,1,1,3.42,0.0,1.3904166666666666
12,17,1,1,0.0,4.1,1.2195833333333332
13,17,1,1,0.0,0.0,1.2195833333333335
14,17,1,1,0.0,0.0,1.2195833333333335
15,17,1,1,0.0,3.65,1.09
16,17,1,1,0.54,0.0,1.1458333333333333
17,17,1,1,1.34,3.99,1.0470833333333334
18,17,1,1,1.62,0.0,1.1325
19,17,1,1,2.05,2.27,1.0829166666666665
20,17,1,1,1.08,1.95,1.10125
21,17,1,1,2.39,2.09,1.0408333333333333
22,17,1,1,0.64,1.38,1.0254166666666666
23,17,1,1,1.01,1.51,0.9737499999999999
0,18,2,1,0.27,2.17,1.0058333333333334
1,18,2,1,2.94,3.68,0.9233333333333333
2,18,2,1,1.7,0.0,0.9233333333333333
3,18,2,1,0.0,1.53,0.8595833333333333
4,18,2,1,0.0,0.9,0.8220833333333334
5,18,2,1,0.0,0.41,0.8545833333333334
6,18,2,1,1.19,0.0,0.9195833333333333
7,18,2,1,1.56,0.0,0.9195833333333333
8,18,2,1,0.0,0.0,0.9195833333333333
9,18,2,1,0.0,0.32,0.9704166666666666
10,18,2,1,1.54,3.42,0.9395833333333332
11,18,2,1,2.68,0.0,0.9774999999999999
12,18,2,1,0.91,0.0,1.0345833333333332
13,18,2,1,1.37,0.0,1.0345833333333332
14,18,2,1,0.0,0.0,1.0912499999999998
15,18,2,1,1.36,0.54,1.1904166666666667
16,18,2,1,2.92,1.34,1.1633333333333333
17,18,2,1,0.69,1.62,1.0958333333333334
18,18,2,1,0.0,2.05,1.0891666666666666
19,18,2,1,1.89,1.08,1.1533333333333333
20,18,2,1,2.62,2.39,1.05375
21,18,2,1,0.0,0.64,1.0270833333333333
22,18,2,1,0.0,1.01,0.985
23,18,2,1,0.0,0.27,1.0662500000000001
0,19,3,1,2.22,2.94,0.9816666666666668
1,19,3,1,0.91,1.7,1.0195833333333335
2,19,3,1,2.61,0.0,1.1120833333333333
3,19,3,1,2.22,0.0,1.1120833333333333
4,19,3,1,0.0,0.0,1.1120833333333333
5,19,3,1,0.0,1.19,1.0970833333333334
6,19,3,1,0.83,1.56,1.0320833333333335
7,19,3,1,0.0,0.0,1.09375
8,19,3,1,1.48,0.0,1.1504166666666669
9,19,3,1,1.36,1.54,1.0862500000000002
10,19,3,1,0.0,2.68,0.9870833333333332
11,19,3,1,0.3,0.91,1.0608333333333335
12,19,3,1,2.68,1.37,1.0320833333333335
13,19,3,1,0.68,0.0,1.1304166666666668
14,19,3,1,2.36,1.36,1.1141666666666667
15,19,3,1,0.97,2.92,1.14875
16,19,3,1,3.75,0.69,1.1199999999999999
17,19,3,1,0.0,0.0,1.1199999999999999
18,19,3,1,0.0,1.89,1.04125
19,19,3,1,0.0,2.62,0.9320833333333334
20,19,3,1,0.0,0.0,1.0270833333333333
21,19,3,1,2.28,0.0,1.0270833333333333
22,19,3,1,0.0,0.0,1.0395833333333335
23,19,3,1,0.3,2.22,1.0054166666666666
0,20,4,1,1.4,0.91,1.30625
1,20,4,1,8.129999999999999,2.61,1.2474999999999998
2,20,4,1,1.2,2.22,1.2308333333333332
3,20,4,1,1.82,0.0,1.2570833333333333
4,20,4,1,0.63,0.0,1.3495833333333334
5,20,4,1,2.22,0.83,1.315
6,20,4,1,0.0,0.0,1.3695833333333332
7,20,4,1,1.31,1.48,1.3691666666666666
8,20,4,1,1.47,1.36,1.4570833333333333
9,20,4,1,3.47,0.0,1.4570833333333333
10,20,4,1,0.0,0.3,1.4445833333333333
11,20,4,1,0.0,2.68,1.3729166666666666
12,20,4,1,0.96,0.68,1.3445833333333332
13,20,4,1,0.0,2.36,1.2462499999999999
14,20,4,1,0.0,0.97,1.3325
15,20,4,1,3.04,3.75,1.1920833333333334
16,20,4,1,0.38,0.0,1.1920833333333334
17,20,4,1,0.0,0.0,1.1920833333333334
18,20,4,1,0.0,0.0,1.2604166666666667
19,20,4,1,1.64,0.0,1.2604166666666667
20,20,4,1,0.0,2.28,1.265
21,20,4,1,2.39,0.0,1.3716666666666668
22,20,4,1,2.56,0.3,1.4475
23,20,4,1,2.12,1.4,1.4620833333333332
0,21,5,1,1.75,8.129999999999999,1.2691666666666668
1,21,5,1,3.5,1.2,1.2191666666666667
2,21,5,1,0.0,1.82,1.1433333333333333
3,21,5,1,0.0,0.63,1.1170833333333334
4,21,5,1,0.0,2.22,1.10625
5,21,5,1,1.96,0.0,1.1933333333333334
6,21,5,1,2.09,1.31,1.1512499999999999
7,21,5,1,0.3,1.47,1.09
8,21,5,1,0.0,3.47,1.0041666666666667
9,21,5,1,1.41,0.0,1.0041666666666667
10,21,5,1,0.0,0.0,1.0374999999999999
11,21,5,1,0.8,0.96,0.9974999999999999
12,21,5,1,0.0,0.0,0.9974999999999999
13,21,5,1,0.0,0.0,1.0262499999999999
14,21,5,1,0.69,3.04,0.9983333333333334
15,21,5,1,2.37,0.38,1.0341666666666667
16,21,5,1,1.24,0.0,1.1141666666666665
17,21,5,1,1.92,0.0,1.1141666666666665
18,21,5,1,0.0,1.64,1.2075
19,21,5,1,3.88,0.0,1.2825
20,21,5,1,1.8,2.39,1.315
21,21,5,1,3.17,2.56,1.2237500000000001
22,21,5,1,0.37,2.12,1.1679166666666665
23,21,5,1,0.78,1.75,1.095
0,22,6,1,0.0,3.5,1.0912499999999998
1,22,6,1,3.41,0.0,1.2095833333333332
2,22,6,1,2.84,0.0,1.3825
3,22,6,1,4.15,0.0,1.4649999999999999
4,22,6,1,1.98,1.96,1.4370833333333335
5,22,6,1,1.29,2.09,1.4270833333333333
6,22,6,1,1.85,0.3,1.414583333333333
7,22,6,1,0.0,0.0,1.5720833333333333
8,22,6,1,3.78,1.41,1.7075000000000002
9,22,6,1,4.66,0.0,1.7795833333333333
10,22,6,1,1.73,0.8,1.8258333333333334
11,22,6,1,1.91,0.0,1.8374999999999997
12,22,6,1,0.28,0.0,1.8374999999999997
13,22,6,1,0.0,0.69,1.8945833333333333
14,22,6,1,2.06,2.37,1.852916666666667
15,22,6,1,1.37,1.24,1.8404166666666668
16,22,6,1,0.94,1.92,1.8220833333333333
17,22,6,1,1.48,0.0,1.8595833333333334
18,22,6,1,0.9,3.88,1.759166666666667
19,22,6,1,1.47,1.8,1.6841666666666668
20,22,6,1,0.0,3.17,1.6891666666666667
21,22,6,1,3.29,0.37,1.67375
22,22,6,1,0.0,0.78,1.64125
23,22,6,1,0.0,0.0,1.7691666666666668
0,23,0,1,3.07,3.41,1.68875
1,23,0,1,1.48,2.84,1.6041666666666667
2,23,0,1,0.81,4.15,1.5108333333333333
3,23,0,1,1.91,1.98,1.4283333333333335
4,23,0,1,0.0,1.29,1.4279166666666665
5,23,0,1,1.28,1.85,1.3983333333333334
6,23,0,1,1.14,0.0,1.5145833333333334
7,23,0,1,2.79,3.78,1.4191666666666667
8,23,0,1,1.49,4.66,1.2716666666666667
9,23,0,1,1.12,1.73,1.22875
10,23,0,1,0.7,1.91,1.185
11,23,0,1,0.86,0.28,1.2320833333333334
12,23,0,1,1.41,0.0,1.3066666666666666
13,23,0,1,1.79,2.06,1.2208333333333334
14,23,0,1,0.0,1.37,1.2366666666666666
15,23,0,1,1.75,0.94,1.1975
16,23,0,1,0.0,1.48,1.1841666666666666
17,23,0,1,1.16,0.9,1.1466666666666667
18,23,0,1,0.0,1.47,1.2929166666666667
19,23,0,1,4.98,0.0,1.2929166666666667
20,23,0,1,0.0,3.29,1.2479166666666666
21,23,0,1,2.21,0.0,1.2966666666666666
22,23,0,1,1.17,0.0,1.3595833333333334
23,23,0,1,1.51,3.07,1.33125
0,24,1,1,2.39,1.48,1.2870833333333336
1,24,1,1,0.42,0.81,1.2533333333333334
2,24,1,1,0.0,1.91,1.1975
3,24,1,1,0.57,0.0,1.3375000000000001
4,24,1,1,3.3600000000000003,1.28,1.407916666666667
5,24,1,1,2.97,1.14,1.4058333333333335
6,24,1,1,1.09,2.79,1.2895833333333335
7,24,1,1,0.0,1.49,1.2420833333333334
8,24,1,1,0.35,1.12,1.22625
9,24,1,1,0.74,0.7,1.2491666666666668
10,24,1,1,1.25,0.86,1.2133333333333334
11,24,1,1,0.0,1.41,1.2691666666666668
12,24,1,1,2.75,1.79,1.2612500000000002
13,24,1,1,1.6,0.0,1.2612500000000002
14,24,1,1,0.0,1.75,1.2583333333333335
15,24,1,1,1.68,0.0,1.3770833333333334
16,24,1,1,2.85,1.16,1.4458333333333335
17,24,1,1,2.81,0.0,1.5625
18,24,1,1,2.8,4.98,1.4929166666666667
19,24,1,1,3.31,0.0,1.5266666666666666
20,24,1,1,0.81,2.21,1.4800000000000002
21,24,1,1,1.09,1.17,1.5020833333333334
