hour,day,weekday,month,lag_1,lag_24,rolling_mean_24
11,3,1,1,1.67,0.36,1.4050000000000002
12,3,1,1,1.51,2.35,1.3570833333333336
13,3,1,1,1.2,1.03,1.3141666666666671
14,3,1,1,0.0,0.0,1.3141666666666671
15,3,1,1,0.0,2.58,1.281666666666667
16,3,1,1,1.8,0.0,1.3420833333333337
17,3,1,1,1.45,1.53,1.394583333333334
18,3,1,1,2.79,1.94,1.3137500000000004
19,3,1,1,0.0,1.7599999999999998,1.240416666666667
20,3,1,1,0.0,3.49,1.141666666666667
21,3,1,1,1.12,2.07,1.0554166666666671
22,3,1,1,0.0,0.0,1.0554166666666671
23,3,1,1,0.0,0.0,1.1187500000000004
0,4,2,1,1.52,0.0,1.2116666666666671
1,4,2,1,2.23,0.0,1.2220833333333336
2,4,2,1,0.25,0.0,1.3050000000000004
3,4,2,1,1.99,0.0,1.3050000000000004
4,4,2,1,0.0,4.11,1.1337500000000003
5,4,2,1,0.0,3.02,1.007916666666667
6,4,2,1,0.0,2.94,0.9195833333333336
7,4,2,1,0.82,0.0,1.0933333333333337
8,4,2,1,4.17,2.62,1.082916666666667
9,4,2,1,2.37,1.1,1.2100000000000004
10,4,2,1,4.15,1.67,1.2012500000000004
11,4,2,1,1.46,1.51,1.3187500000000003
12,4,2,1,4.33,1.2,1.2787500000000005
13,4,2,1,0.24,0.0,1.3820833333333338
14,4,2,1,2.48,0.0,1.444166666666667
15,4,2,1,1.49,1.8,1.429166666666667
16,4,2,1,1.44,1.45,1.4425000000000006
17,4,2,1,1.77,2.79,1.3412500000000003
18,4,2,1,0.36,0.0,1.3412500000000003
19,4,2,1,0.0,0.0,1.4212500000000003
20,4,2,1,1.92,1.12,1.479583333333334
21,4,2,1,2.52,0.0,1.479583333333334
22,4,2,1,0.0,0.0,1.479583333333334
23,4,2,1,0.0,1.52,1.4162500000000005
0,5,3,1,0.0,2.23,1.4337500000000005
1,5,3,1,2.65,0.25,1.4233333333333338
2,5,3,1,0.0,1.99,1.432916666666667
3,5,3,1,2.22,0.0,1.432916666666667
4,5,3,1,0.0,0.0,1.4995833333333337
5,5,3,1,1.6,0.0,1.532916666666667
6,5,3,1,0.8,0.82,1.542916666666667
7,5,3,1,1.06,4.17,1.4275000000000002
8,5,3,1,1.4,2.37,1.3287500000000003
9,5,3,1,0.0,4.15,1.2904166666666672
10,5,3,1,3.2300000000000004,1.46,1.2645833333333338
11,5,3,1,0.84,4.33,1.145416666666667
12,5,3,1,1.4700000000000002,0.24,1.1354166666666672
13,5,3,1,0.0,2.48,1.1083333333333336
14,5,3,1,1.83,1.49,1.0462500000000003
15,5,3,1,0.0,1.44,0.9862500000000004
16,5,3,1,0.0,1.77,0.9125000000000004
17,5,3,1,0.0,0.36,0.8975000000000004
18,5,3,1,0.0,0.0,0.8975000000000004
19,5,3,1,0.0,1.92,0.8525000000000004
20,5,3,1,0.84,2.52,0.7475000000000004
21,5,3,1,0.0,0.0,0.7475000000000004
22,5,3,1,0.0,0.0,0.8387500000000004
23,5,3,1,2.19,0.0,0.9312500000000004
0,6,4,1,2.22,2.65,0.8208333333333337
1,6,4,1,0.0,0.0,0.8208333333333337
2,6,4,1,0.0,2.22,0.8687500000000004
3,6,4,1,3.37,0.0,0.8687500000000004
4,6,4,1,0.0,1.6,0.8662500000000004
5,6,4,1,1.54,0.8,0.8854166666666671
6,6,4,1,1.26,1.06,0.9700000000000003
7,6,4,1,3.09,1.4,0.9116666666666671
8,6,4,1,0.0,0.0,1.1041666666666672
9,6,4,1,4.62,3.2300000000000004,0.9695833333333338
10,6,4,1,0.0,0.84,1.1220833333333338
11,6,4,1,4.5,1.4700000000000002,1.1837500000000005
12,6,4,1,2.95,0.0,1.2220833333333339
13,6,4,1,0.92,1.83,1.1458333333333337
14,6,4,1,0.0,0.0,1.1458333333333337
15,6,4,1,0.0,0.0,1.161666666666667
16,6,4,1,0.38,0.0,1.2175000000000005
17,6,4,1,1.34,0.0,1.2175000000000005
18,6,4,1,0.0,0.0,1.296666666666667
19,6,4,1,1.9,0.84,1.2737500000000004
20,6,4,1,0.29,0.0,1.3512500000000003
21,6,4,1,1.86,0.0,1.3512500000000003
22,6,4,1,0.0,2.19,1.3666666666666671
23,6,4,1,2.56,2.22,1.2741666666666671
0,7,5,1,0.0,0.0,1.3862500000000004
1,7,5,1,2.69,0.0,1.4350000000000005
2,7,5,1,1.17,3.37,1.349166666666667
3,7,5,1,1.31,0.0,1.437916666666667
4,7,5,1,2.13,1.54,1.425416666666667
5,7,5,1,1.24,1.26,1.489166666666667
6,7,5,1,2.79,3.09,1.3845833333333335
7,7,5,1,0.58,0.0,1.3845833333333335
8,7,5,1,0.0,4.62,1.3408333333333335
9,7,5,1,3.5700000000000003,0.0,1.4983333333333337
10,7,5,1,3.78,4.5,1.4137500000000003
11,7,5,1,2.47,2.95,1.3583333333333336
12,7,5,1,1.62,0.92,1.3341666666666672
13,7,5,1,0.34,0.0,1.3895833333333336
14,7,5,1,1.33,0.0,1.546666666666667
15,7,5,1,3.77,0.38,1.5987500000000001
16,7,5,1,1.63,1.34,1.542916666666667
17,7,5,1,0.0,0.0,1.6325000000000005
18,7,5,1,2.15,1.9,1.685833333333334
19,7,5,1,3.18,0.29,1.6737500000000007
20,7,5,1,0.0,1.86,1.6329166666666668
21,7,5,1,0.88,0.0,1.7245833333333336
22,7,5,1,2.2,2.56,1.801666666666667
23,7,5,1,4.41,0.0,1.9062500000000007
0,8,6,1,2.51,2.69,1.7941666666666671
1,8,6,1,0.0,1.17,1.756666666666667
2,8,6,1,0.27,1.31,1.7020833333333336
3,8,6,1,0.0,2.13,1.645416666666667
4,8,6,1,0.77,1.24,1.5937500000000007
5,8,6,1,0.0,2.79,1.5137500000000002
6,8,6,1,0.87,0.58,1.4895833333333337
7,8,6,1,0.0,0.0,1.652916666666667
8,8,6,1,3.92,3.5700000000000003,1.5312500000000002
9,8,6,1,0.65,3.78,1.430416666666667
10,8,6,1,1.36,2.47,1.3275000000000003
11,8,6,1,0.0,1.62,1.2600000000000005
12,8,6,1,0.0,0.34,1.2458333333333338
13,8,6,1,0.0,1.33,1.190416666666667
14,8,6,1,0.0,3.77,1.1041666666666672
15,8,6,1,1.7,1.63,1.1075000000000004
16,8,6,1,1.71,0.0,1.2012500000000004
17,8,6,1,2.25,2.15,1.111666666666667
18,8,6,1,0.0,3.18,1.0620833333333337
19,8,6,1,1.99,0.0,1.1933333333333336
20,8,6,1,3.15,0.88,1.2200000000000004
21,8,6,1,1.52,2.2,1.1283333333333336
22,8,6,1,0.0,4.41,0.9445833333333337
23,8,6,1,0.0,2.51,0.8850000000000003
0,9,0,1,1.08,0.0,1.034166666666667
1,9,0,1,3.58,0.27,1.1487500000000004
2,9,0,1,3.02,0.0,1.250416666666667
3,9,0,1,2.44,0.77,1.2937500000000004
4,9,0,1,1.81,0.0,1.3054166666666671
5,9,0,1,0.28,0.87,1.4033333333333335
6,9,0,1,3.22,0.0,1.4033333333333335
7,9,0,1,0.0,3.92,1.2629166666666671
8,9,0,1,0.55,0.65,1.2970833333333336
9,9,0,1,1.47,1.36,1.240416666666667
10,9,0,1,0.0,0.0,1.240416666666667
11,9,0,1,0.0,0.0,1.2887500000000003
12,9,0,1,1.16,0.0,1.314166666666667
13,9,0,1,0.61,0.0,1.314166666666667
14,9,0,1,0.0,1.7,1.315416666666667
15,9,0,1,1.73,1.71,1.2441666666666669
16,9,0,1,0.0,2.25,1.160416666666667
17,9,0,1,0.24,0.0,1.160416666666667
18,9,0,1,0.0,1.99,1.0775000000000003
19,9,0,1,0.0,3.15,0.9462500000000004
20,9,0,1,0.0,1.52,0.9550000000000004
21,9,0,1,1.73,0.0,0.9550000000000004
22,9,0,1,0.0,0.0,0.9666666666666669
23,9,0,1,0.28,1.08,0.9895833333333338
0,10,1,1,1.63,3.58,0.8841666666666669
1,10,1,1,1.05,3.02,0.8483333333333336
2,10,1,1,2.16,2.44,0.805416666666667
3,10,1,1,1.41,1.81,0.8500000000000004
4,10,1,1,2.88,0.28,0.9670833333333338
5,10,1,1,3.09,3.22,0.8329166666666671
6,10,1,1,0.0,0.0,0.8329166666666671
7,10,1,1,0.0,0.55,0.8100000000000004
8,10,1,1,0.0,1.47,0.766666666666667
9,10,1,1,0.43,0.0,0.8191666666666669
10,10,1,1,1.26,0.0,0.8495833333333337
11,10,1,1,0.73,1.16,0.8170833333333337
12,10,1,1,0.38,0.61,0.7916666666666671
13,10,1,1,0.0,0.0,0.7916666666666671
14,10,1,1,0.0,1.73,0.745416666666667
15,10,1,1,0.62,0.0,0.7537500000000003
16,10,1,1,0.2,0.24,0.7437500000000004
17,10,1,1,0.0,0.0,0.7983333333333338
18,10,1,1,1.31,0.0,0.8445833333333338
19,10,1,1,1.11,0.0,0.9208333333333337
20,10,1,1,1.83,1.73,0.8487500000000004
21,10,1,1,0.0,0.0,0.8758333333333338
22,10,1,1,0.65,0.28,0.8925000000000004
23,10,1,1,0.68,1.63,0.9370833333333337
0,11,2,1,2.7,1.05,0.8933333333333336
1,11,2,1,0.0,2.16,0.8033333333333337
2,11,2,1,0.0,1.41,0.8137500000000003
3,11,2,1,1.66,2.88,0.7412500000000004
4,11,2,1,1.14,3.09,0.6125000000000004
5,11,2,1,0.0,0.0,0.6437500000000004
6,11,2,1,0.75,0.0,0.6604166666666671
7,11,2,1,0.4,0.0,0.681666666666667
8,11,2,1,0.51,0.43,0.6637500000000004
9,11,2,1,0.0,1.26,0.6750000000000004
10,11,2,1,1.53,0.73,0.679166666666667
11,11,2,1,0.83,0.38,0.7337500000000005
12,11,2,1,1.69,0.0,0.8550000000000004
13,11,2,1,2.91,0.0,0.9070833333333338
14,11,2,1,1.25,0.62,0.9962500000000003
15,11,2,1,2.76,0.2,1.0625000000000002
16,11,2,1,1.79,0.0,1.0625000000000002
17,11,2,1,0.0,1.31,1.0745833333333337
18,11,2,1,1.6,1.11,1.1395833333333336
19,11,2,1,2.67,1.83,1.0633333333333337
20,11,2,1,0.0,0.0,1.0633333333333337
21,11,2,1,0.0,0.65,1.0362500000000006
22,11,2,1,0.0,0.68,1.0079166666666672
23,11,2,1,0.0,2.7,0.9650000000000003
0,12,3,1,1.67,0.0,1.0433333333333337
1,12,3,1,1.88,0.0,1.0433333333333337
2,12,3,1,0.0,1.66,0.974166666666667
3,12,3,1,0.0,1.14,0.992916666666667
4,12,3,1,1.59,0.0,0.9929166666666669
5,12,3,1,0.0,0.75,0.972916666666667
6,12,3,1,0.27,0.4,0.9562500000000004
7,12,3,1,0.0,0.51,0.9350000000000005
8,12,3,1,0.0,0.0,1.0104166666666672
9,12,3,1,1.81,1.53,0.9466666666666671
10,12,3,1,0.0,0.83,0.9412500000000003
11,12,3,1,0.7,1.69,0.9395833333333338
12,12,3,1,1.65,2.91,0.8183333333333337
13,12,3,1,0.0,1.25,0.8416666666666671
14,12,3,1,1.81,2.76,0.726666666666667
15,12,3,1,0.0,1.79,0.6520833333333337
16,12,3,1,0.0,0.0,0.6520833333333337
17,12,3,1,0.0,1.6,0.6595833333333337
18,12,3,1,1.7799999999999998,2.67,0.6354166666666671
19,12,3,1,2.09,0.0,0.6650000000000004
20,12,3,1,0.71,0.0,0.7583333333333337
21,12,3,1,2.24,0.0,0.8095833333333338
22,12,3,1,1.23,0.0,0.851666666666667
23,12,3,1,1.01,1.67,0.8504166666666669
0,13,4,1,1.64,1.88,0.7720833333333337
1,13,4,1,0.0,0.0,0.8500000000000004
2,13,4,1,1.87,0.0,0.8837500000000004
3,13,4,1,0.81,1.59,0.8175000000000003
4,13,4,1,0.0,0.0,0.885416666666667
5,13,4,1,1.63,0.27,0.874166666666667
6,13,4,1,0.0,0.0,0.874166666666667
7,13,4,1,0.0,0.0,1.0187500000000005
8,13,4,1,3.47,1.81,1.0712500000000005
9,13,4,1,3.0700000000000003,0.0,1.1275000000000004
10,13,4,1,1.35,0.7,1.135416666666667
11,13,4,1,0.89,1.65,1.066666666666667
12,13,4,1,0.0,0.0,1.066666666666667
13,13,4,1,0.0,1.81,0.9912500000000004
14,13,4,1,0.0,0.0,1.0583333333333338
15,13,4,1,1.61,0.0,1.0583333333333338
16,13,4,1,0.0,0.0,1.1600000000000004
17,13,4,1,2.44,1.7799999999999998,1.1995833333333337
18,13,4,1,2.73,2.09,1.1450000000000005
19,13,4,1,0.78,0.71,1.1154166666666672
20,13,4,1,0.0,2.24,1.0695833333333338
21,13,4,1,1.14,1.23,1.0183333333333338
22,13,4,1,0.0,1.01,0.9762500000000003
23,13,4,1,0.0,1.64,0.9079166666666669
0,14,5,1,0.0,0.0,1.0083333333333335
1,14,5,1,2.41,1.87,0.9787500000000003
2,14,5,1,1.16,0.81,0.9741666666666671
3,14,5,1,0.7,0.0,1.0325000000000004
4,14,5,1,1.4,1.63,1.1383333333333336
5,14,5,1,4.17,0.0,1.2458333333333338
6,14,5,1,2.58,0.0,1.310416666666667
7,14,5,1,1.55,3.47,1.2575000000000005
8,14,5,1,2.2,3.0700000000000003,1.2716666666666672
9,14,5,1,3.41,1.35,1.2316666666666671
10,14,5,1,0.39,0.89,1.364166666666667
11,14,5,1,4.07,0.0,1.469166666666667
12,14,5,1,2.52,0.0,1.636666666666667
13,14,5,1,4.02,0.0,1.636666666666667
14,14,5,1,0.0,1.61,1.7762500000000003
15,14,5,1,4.96,0.0,1.8375000000000004
16,14,5,1,1.47,2.44,1.7800000000000005
17,14,5,1,1.06,2.73,1.6662500000000005
18,14,5,1,0.0,0.78,1.737916666666667
19,14,5,1,2.5,0.0,1.7962500000000003
20,14,5,1,1.4,1.14,1.8695833333333338
21,14,5,1,2.9,0.0,1.8695833333333338
22,14,5,1,0.0,0.0,1.8695833333333338
23,14,5,1,0.0,0.0,1.9400000000000004
0,15,6,1,1.69,2.41,1.917083333333334
1,15,6,1,1.86,1.16,1.9100000000000004
2,15,6,1,0.99,0.7,1.8808333333333336
3,15,6,1,0.0,1.4,1.8420833333333337
4,15,6,1,0.47,4.17,1.737916666666667
5,15,6,1,1.67,2.58,1.7116666666666671
6,15,6,1,1.95,1.55,1.6683333333333337
7,15,6,1,0.51,2.2,1.576666666666667
8,15,6,1,0.0,3.41,1.5216666666666672
9,15,6,1,2.09,0.39,1.505416666666667
10,15,6,1,0.0,4.07,1.3358333333333334
11,15,6,1,0.0,2.52,1.2308333333333337
12,15,6,1,0.0,4.02,1.0633333333333337
13,15,6,1,0.0,0.0,1.1525000000000005
14,15,6,1,2.14,4.96,1.0808333333333338
15,15,6,1,3.24,1.47,1.0758333333333336
16,15,6,1,1.35,1.06,1.1983333333333337
17,15,6,1,4.0,0.0,1.1983333333333337
18,15,6,1,0.0,2.5,1.1379166666666671
19,15,6,1,1.05,1.4,1.1837500000000005
20,15,6,1,2.5,2.9,1.062916666666667
21,15,6,1,0.0,0.0,1.062916666666667
22,15,6,1,0.0,0.0,1.270416666666667
23,15,6,1,4.98,1.69,1.3725000000000005
0,16,0,1,4.140000000000001,1.86,1.2950000000000004
1,16,0,1,0.0,0.99,1.432916666666667
2,16,0,1,4.3,0.0,1.432916666666667
3,16,0,1,0.0,0.47,1.4133333333333338
4,16,0,1,0.0,1.67,1.355416666666667
5,16,0,1,0.28,1.95,1.2741666666666671
6,16,0,1,0.0,0.51,1.252916666666667
7,16,0,1,0.0,0.0,1.320416666666667
8,16,0,1,1.62,2.09,1.3095833333333335
9,16,0,1,1.83,0.0,1.4004166666666669
10,16,0,1,2.18,0.0,1.475416666666667
11,16,0,1,1.8,0.0,1.8075000000000003
12,16,0,1,7.97,0.0,1.8800000000000001
13,16,0,1,1.74,2.14,1.7908333333333335
14,16,0,1,0.0,3.24,1.6558333333333337
15,16,0,1,0.0,1.35,1.5995833333333336
16,16,0,1,0.0,4.0,1.4991666666666672
17,16,0,1,1.59,0.0,1.6362500000000004
18,16,0,1,3.29,1.05,1.6662500000000005
19,16,0,1,1.77,2.5,1.5620833333333337
20,16,0,1,0.0,0.0,1.5620833333333337
21,16,0,1,0.0,0.0,1.5870833333333334
22,16,0,1,0.6,4.98,1.5225000000000006
23,16,0,1,3.43,4.140000000000001,1.3500000000000005
0,17,1,1,0.0,0.0,1.3583333333333336
1,17,1,1,0.2,4.3,1.224166666666667
2,17,1,1,1.08,0.0,1.424166666666667
3,17,1,1,4.8,0.0,1.424166666666667
4,17,1,1,0.0,0.28,1.4495833333333337
5,17,1,1,0.89,0.0,1.4495833333333337
6,17,1,1,0.0,0.0,1.4937500000000004
7,17,1,1,1.06,1.62,1.526666666666667
8,17,1,1,2.41,1.83,1.4504166666666671
9,17,1,1,0.0,2.18,1.3595833333333338
10,17,1,1,0.0,1.8,1.2845833333333336
11,17,1,1,0.0,7.97,0.9525000000000005
12,17,1,1,0.0,1.74,0.9287500000000004
13,17,1,1,1.17,0.0,0.9679166666666671
14,17,1,1,0.94,0.0,1.0125000000000004
15,17,1,1,1.07,0.0,1.0725000000000005
16,17,1,1,1.44,1.59,1.0062500000000003
17,17,1,1,0.0,3.29,0.869166666666667
18,17,1,1,0.0,1.77,0.8045833333333338
19,17,1,1,0.22,0.0,0.885416666666667
20,17,1,1,1.94,0.0,0.9379166666666671
21,17,1,1,1.26,0.6,0.9775000000000005
22,17,1,1,1.55,3.43,0.8812500000000002
23,17,1,1,1.12,0.0,0.8812500000000002
0,18,2,1,0.0,0.2,0.9312500000000004
1,18,2,1,1.4,1.08,1.006666666666667
2,18,2,1,2.89,4.8,0.8850000000000003
3,18,2,1,1.88,0.0,0.8850000000000003
4,18,2,1,0.0,0.89,0.976666666666667
5,18,2,1,3.09,0.0,0.987916666666667
6,18,2,1,0.27,1.06,0.9437500000000004
7,18,2,1,0.0,2.41,0.8933333333333336
8,18,2,1,1.2,0.0,0.981666666666667
9,18,2,1,2.12,0.0,0.981666666666667
10,18,2,1,0.0,0.0,0.981666666666667
11,18,2,1,0.0,0.0,0.981666666666667
12,18,2,1,0.0,1.17,1.0133333333333336
13,18,2,1,1.93,0.94,1.1462500000000004
14,18,2,1,4.13,1.07,1.101666666666667
15,18,2,1,0.0,1.44,1.041666666666667
16,18,2,1,0.0,0.0,1.041666666666667
17,18,2,1,0.0,0.0,1.1225000000000003
18,18,2,1,1.94,0.22,1.1133333333333337
19,18,2,1,0.0,1.94,1.0325000000000004
20,18,2,1,0.0,1.26,0.9800000000000004
21,18,2,1,0.0,1.55,0.9154166666666671
22,18,2,1,0.0,1.12,0.9950000000000004
23,18,2,1,3.03,0.0,0.9950000000000004
0,19,3,1,0.0,1.4,0.9366666666666671
1,19,3,1,0.0,2.89,0.8162500000000005
2,19,3,1,0.0,1.88,0.8166666666666669
3,19,3,1,1.89,0.0,0.8729166666666671
4,19,3,1,1.35,3.09,0.8058333333333336
5,19,3,1,1.48,0.27,0.8350000000000003
6,19,3,1,0.97,0.0,0.8350000000000003
7,19,3,1,0.0,1.2,0.859166666666667
8,19,3,1,1.78,2.12,0.7708333333333336
9,19,3,1,0.0,0.0,0.7708333333333336
10,19,3,1,0.0,0.0,0.7708333333333336
11,19,3,1,0.0,0.0,0.7708333333333336
12,19,3,1,0.0,1.93,0.690416666666667
13,19,3,1,0.0,4.13,0.5491666666666669
14,19,3,1,0.74,0.0,0.589166666666667
15,19,3,1,0.96,0.0,0.589166666666667
16,19,3,1,0.0,0.0,0.6445833333333336
17,19,3,1,1.33,1.94,0.6645833333333336
18,19,3,1,2.42,0.0,0.6645833333333336
19,19,3,1,0.0,0.0,0.7337500000000002
20,19,3,1,1.66,0.0,0.7750000000000004
21,19,3,1,0.99,0.0,0.7750000000000004
22,19,3,1,0.0,3.03,0.695416666666667
23,19,3,1,1.12,0.0,0.814166666666667
0,20,4,1,2.85,0.0,0.814166666666667
1,20,4,1,0.0,0.0,0.9183333333333338
2,20,4,1,2.5,1.89,0.8754166666666671
3,20,4,1,0.86,1.35,0.8191666666666672
4,20,4,1,0.0,1.48,0.8108333333333338
5,20,4,1,1.28,0.97,0.8458333333333337
6,20,4,1,1.81,0.0,0.9062500000000003
7,20,4,1,1.45,1.78,0.8812500000000004
8,20,4,1,1.18,0.0,0.8812500000000004
9,20,4,1,0.0,0.0,0.9016666666666672
10,20,4,1,0.49,0.0,0.9562500000000004
11,20,4,1,1.31,0.0,0.9562500000000004
12,20,4,1,0.0,0.0,0.9895833333333338
13,20,4,1,0.8,0.74,1.0025000000000004
14,20,4,1,1.05,0.96,1.1470833333333337
15,20,4,1,4.43,0.0,1.209166666666667
16,20,4,1,1.49,1.33,1.2408333333333337
17,20,4,1,2.09,2.42,1.185416666666667
18,20,4,1,1.09,0.0,1.3041666666666671
19,20,4,1,2.85,1.66,1.2350000000000005
20,20,4,1,0.0,0.99,1.1937500000000003
21,20,4,1,0.0,0.0,1.3383333333333338
22,20,4,1,3.47,1.12,1.3925000000000003
23,20,4,1,2.42,2.85,1.3025000000000004
0,21,5,1,0.69,0.0,1.3595833333333338
1,21,5,1,1.37,2.5,1.3758333333333337
2,21,5,1,2.89,0.86,1.3400000000000005
3,21,5,1,0.0,0.0,1.3400000000000005
4,21,5,1,0.0,1.28,1.316666666666667
5,21,5,1,0.72,1.81,1.280416666666667
6,21,5,1,0.94,1.45,1.2200000000000004
7,21,5,1,0.0,1.18,1.1708333333333336
8,21,5,1,0.0,0.0,1.1708333333333336
9,21,5,1,0.0,0.49,1.1737500000000003
10,21,5,1,0.56,1.31,1.1987500000000002
11,21,5,1,1.91,0.0,1.280416666666667
12,21,5,1,1.96,0.8,1.2470833333333338
13,21,5,1,0.0,1.05,1.2687500000000005
14,21,5,1,1.57,4.43,1.107916666666667
15,21,5,1,0.57,1.49,1.0458333333333336
16,21,5,1,0.0,2.09,0.9587500000000003
17,21,5,1,0.0,1.09,0.9133333333333337
18,21,5,1,0.0,2.85,0.7945833333333336
19,21,5,1,0.0,0.0,0.8912500000000003
20,21,5,1,2.32,0.0,0.8912500000000003
21,21,5,1,0.0,3.47,0.746666666666667
22,21,5,1,0.0,2.42,0.6458333333333337
23,21,5,1,0.0,0.69,0.6170833333333338
0,22,6,1,0.0,1.37,0.5600000000000004
1,22,6,1,0.0,2.89,0.5183333333333336
2,22,6,1,1.89,0.0,0.5183333333333336
3,22,6,1,0.0,0.0,0.601666666666667
4,22,6,1,2.0,0.72,0.5716666666666671
5,22,6,1,0.0,0.94,0.730416666666667
6,22,6,1,4.75,0.0,0.8587500000000005
7,22,6,1,3.08,0.0,0.9408333333333337
8,22,6,1,1.97,0.0,1.056666666666667
9,22,6,1,2.78,0.56,1.0908333333333338
10,22,6,1,1.38,1.91,1.0112500000000004
11,22,6,1,0.0,1.96,0.9295833333333338
12,22,6,1,0.0,0.0,0.9295833333333338
13,22,6,1,0.0,1.57,0.9350000000000004
14,22,6,1,1.7,0.57,0.9737500000000003
15,22,6,1,1.5,0.0,0.9829166666666671
16,22,6,1,0.22,0.0,0.9829166666666671
17,22,6,1,0.0,0.0,1.0770833333333336
18,22,6,1,2.26,0.0,1.0975000000000004
19,22,6,1,0.49,2.32,1.0008333333333337
20,22,6,1,0.0,0.0,1.066666666666667
21,22,6,1,1.58,0.0,1.129166666666667
22,22,6,1,1.5,0.0,1.227916666666667
23,22,6,1,2.37,0.0,1.2858333333333338
0,23,0,1,1.39,0.0,1.3654166666666672
1,23,0,1,1.91,1.89,1.2970833333333338
2,23,0,1,0.25,0.0,1.3208333333333335
3,23,0,1,0.57,2.0,1.269166666666667
4,23,0,1,0.76,0.0,1.299166666666667
5,23,0,1,0.72,4.75,1.2429166666666671
6,23,0,1,3.4,3.08,1.1837500000000005
7,23,0,1,1.66,1.97,1.144166666666667
8,23,0,1,1.02,2.78,1.0720833333333337
9,23,0,1,1.05,1.38,1.0145833333333336
10,23,0,1,0.0,0.0,1.134166666666667
11,23,0,1,2.87,0.0,1.230416666666667
12,23,0,1,2.31,0.0,1.2612500000000002
13,23,0,1,0.74,1.7,1.2462500000000003
14,23,0,1,1.34,1.5,1.2208333333333337
15,23,0,1,0.89,0.22,1.3908333333333338
16,23,0,1,4.3,0.0,1.5075000000000003
17,23,0,1,2.8,2.26,1.4770833333333337
18,23,0,1,1.53,0.49,1.517916666666667
19,23,0,1,1.47,0.0,1.5595833333333335
20,23,0,1,1.0,1.58,1.6087500000000006
21,23,0,1,2.76,1.5,1.644583333333334
22,23,0,1,2.36,2.37,1.572916666666667
23,23,0,1,0.65,1.39,1.6008333333333333
0,24,1,1,2.06,1.91,1.562916666666667
1,24,1,1,1.0,0.25,1.6958333333333337
2,24,1,1,3.44,0.57,1.6720833333333338
3,24,1,1,0.0,0.76,1.6800000000000004
4,24,1,1,0.95,0.72,1.699583333333334
5,24,1,1,1.19,3.4,1.620416666666667
6,24,1,1,1.5,1.66,1.5512500000000005
7,24,1,1,0.0,1.02,1.5087500000000003
