hour,day,weekday,month,lag_1,lag_24,rolling_mean_24
17,2,0,1,1.66,0.21,1.346666666666667
18,2,0,1,0.92,0.96,1.371666666666667
19,2,0,1,1.56,0.0,1.371666666666667
20,2,0,1,0.0,0.0,1.371666666666667
21,2,0,1,0.0,1.39,1.3833333333333337
22,2,0,1,1.67,1.27,1.330416666666667
23,2,0,1,0.0,2.62,1.2212500000000004
0,3,1,1,0.0,0.0,1.2550000000000003
1,3,1,1,0.81,1.64,1.2058333333333338
2,3,1,1,0.46,1.13,1.2875000000000003
3,3,1,1,3.09,1.64,1.219166666666667
4,3,1,1,0.0,1.33,1.230416666666667
5,3,1,1,1.6,2.79,1.114166666666667
6,3,1,1,0.0,1.71,1.0533333333333337
7,3,1,1,0.25,1.21,1.046666666666667
8,3,1,1,1.05,1.59,1.0150000000000003
9,3,1,1,0.83,3.3,0.8862500000000003
10,3,1,1,0.21,1.57,0.8400000000000003
11,3,1,1,0.46,0.85,0.8650000000000003
12,3,1,1,1.45,0.0,0.9241666666666671
13,3,1,1,1.42,1.2,0.9416666666666672
14,3,1,1,1.62,2.98,0.8720833333333338
15,3,1,1,1.31,0.56,0.9758333333333337
16,3,1,1,3.05,1.66,0.9066666666666671
17,3,1,1,0.0,0.92,0.9483333333333337
18,3,1,1,1.92,1.56,0.8833333333333336
19,3,1,1,0.0,0.0,0.9637500000000002
20,3,1,1,1.93,0.0,0.9637500000000002
21,3,1,1,0.0,1.67,0.9625000000000004
22,3,1,1,1.64,0.0,0.9808333333333338
23,3,1,1,0.44,0.0,1.1062500000000004
0,4,2,1,3.01,0.81,1.0845833333333337
1,4,2,1,0.29,0.46,1.065416666666667
2,4,2,1,0.0,3.09,0.936666666666667
3,4,2,1,0.0,0.0,0.9870833333333336
4,4,2,1,1.21,1.6,1.049166666666667
5,4,2,1,3.09,0.0,1.0862500000000004
6,4,2,1,0.89,0.25,1.0758333333333336
7,4,2,1,0.0,1.05,1.1350000000000005
8,4,2,1,2.47,0.83,1.1175000000000004
9,4,2,1,0.41,0.21,1.1512500000000003
10,4,2,1,1.02,0.46,1.1920833333333336
11,4,2,1,1.44,1.45,1.131666666666667
12,4,2,1,0.0,1.42,1.1495833333333338
13,4,2,1,1.85,1.62,1.0820833333333337
14,4,2,1,0.0,1.31,1.060416666666667
15,4,2,1,0.79,3.05,0.9837500000000005
16,4,2,1,1.21,0.0,0.9837500000000005
17,4,2,1,0.0,1.92,0.9037500000000004
18,4,2,1,0.0,0.0,0.942916666666667
19,4,2,1,0.94,1.93,0.9500000000000003
20,4,2,1,2.1,0.0,0.9500000000000003
21,4,2,1,0.0,1.64,0.9750000000000002
22,4,2,1,2.24,0.44,0.956666666666667
23,4,2,1,0.0,3.01,0.874166666666667
0,5,3,1,1.03,0.29,0.8620833333333336
1,5,3,1,0.0,0.0,0.8620833333333336
2,5,3,1,0.0,0.0,0.8875000000000003
3,5,3,1,0.61,1.21,0.8983333333333338
4,5,3,1,1.47,3.09,0.7695833333333337
5,5,3,1,0.0,0.89,0.9120833333333337
6,5,3,1,4.31,0.0,0.985416666666667
7,5,3,1,1.76,2.47,0.9629166666666671
8,5,3,1,1.93,0.41,0.9458333333333337
9,5,3,1,0.0,1.02,0.9708333333333337
10,5,3,1,1.62,1.44,0.9108333333333336
11,5,3,1,0.0,0.0,0.9337500000000003
12,5,3,1,0.55,1.85,0.856666666666667
13,5,3,1,0.0,0.0,0.879166666666667
14,5,3,1,0.54,0.79,0.8670833333333335
15,5,3,1,0.5,1.21,0.816666666666667
16,5,3,1,0.0,0.0,0.816666666666667
17,5,3,1,0.0,0.0,0.9412500000000005
18,5,3,1,2.99,0.94,1.0408333333333337
19,5,3,1,3.33,2.1,0.9533333333333337
20,5,3,1,0.0,0.0,1.0320833333333337
21,5,3,1,1.89,2.24,0.961666666666667
22,5,3,1,0.55,0.0,0.961666666666667
23,5,3,1,0.0,1.03,0.9758333333333337
0,6,4,1,1.37,0.0,1.0025000000000004
1,6,4,1,0.64,0.0,1.021666666666667
2,6,4,1,0.46,0.61,0.9962500000000003
3,6,4,1,0.0,1.47,0.9458333333333337
4,6,4,1,0.26,0.0,1.017916666666667
5,6,4,1,1.73,4.31,0.8500000000000005
6,6,4,1,0.28,1.76,0.8108333333333338
7,6,4,1,0.8200000000000001,1.93,0.7500000000000004
8,6,4,1,0.47,0.0,0.7500000000000004
9,6,4,1,0.0,1.62,0.7300000000000004
10,6,4,1,1.14,0.0,0.7912500000000003
11,6,4,1,1.47,0.55,0.7925000000000003
12,6,4,1,0.58,0.0,0.7925000000000003
13,6,4,1,0.0,0.54,0.8654166666666671
14,6,4,1,2.29,0.5,0.9250000000000004
15,6,4,1,1.93,0.0,1.0033333333333336
16,6,4,1,1.88,0.0,1.0158333333333338
17,6,4,1,0.3,2.99,1.0033333333333336
18,6,4,1,2.69,3.33,0.8645833333333336
19,6,4,1,0.0,0.0,0.9808333333333338
20,6,4,1,2.79,1.89,0.9020833333333337
21,6,4,1,0.0,0.55,0.954166666666667
22,6,4,1,1.8,0.0,1.0687500000000003
23,6,4,1,2.75,1.37,1.236666666666667
0,7,5,1,5.4,0.64,1.226666666666667
1,7,5,1,0.4,0.46,1.2745833333333338
2,7,5,1,1.61,0.0,1.3487500000000006
3,7,5,1,1.78,0.26,1.3379166666666673
4,7,5,1,0.0,1.73,1.2658333333333338
5,7,5,1,0.0,0.28,1.254166666666667
6,7,5,1,0.0,0.8200000000000001,1.2200000000000004
7,7,5,1,0.0,0.47,1.3095833333333338
8,7,5,1,2.62,0.0,1.3808333333333336
9,7,5,1,1.71,1.14,1.420416666666667
10,7,5,1,2.09,1.47,1.4241666666666672
11,7,5,1,1.56,0.58,1.4000000000000006
12,7,5,1,0.0,0.0,1.4612500000000006
13,7,5,1,1.47,2.29,1.3825000000000003
14,7,5,1,0.4,1.93,1.3500000000000005
15,7,5,1,1.15,1.88,1.271666666666667
16,7,5,1,0.0,0.3,1.259166666666667
17,7,5,1,0.0,2.69,1.1470833333333337
18,7,5,1,0.0,0.0,1.1470833333333337
19,7,5,1,0.0,2.79,1.0308333333333337
20,7,5,1,0.0,0.0,1.0700000000000005
21,7,5,1,0.94,1.8,0.9950000000000004
22,7,5,1,0.0,2.75,0.8804166666666671
23,7,5,1,0.0,5.4,0.7783333333333338
0,8,6,1,2.95,0.4,0.8237500000000004
1,8,6,1,1.49,1.61,0.8112500000000002
2,8,6,1,1.31,1.78,0.856666666666667
3,8,6,1,2.87,0.0,0.856666666666667
4,8,6,1,0.0,0.0,0.8675000000000005
5,8,6,1,0.26,0.0,1.0245833333333338
6,8,6,1,3.77,0.0,1.0883333333333338
7,8,6,1,1.53,2.62,1.047916666666667
8,8,6,1,1.65,1.71,0.976666666666667
9,8,6,1,0.0,2.09,1.0275000000000005
10,8,6,1,3.31,1.56,0.9737500000000004
11,8,6,1,0.27,0.0,1.154166666666667
12,8,6,1,4.33,1.47,1.1333333333333337
13,8,6,1,0.97,0.4,1.2225000000000004
14,8,6,1,2.54,1.15,1.1745833333333338
15,8,6,1,0.0,0.0,1.2312500000000004
16,8,6,1,1.36,0.0,1.259166666666667
17,8,6,1,0.67,0.0,1.4112500000000006
18,8,6,1,3.65,0.0,1.4812500000000004
19,8,6,1,1.6800000000000002,0.0,1.4812500000000004
20,8,6,1,0.0,0.94,1.5229166666666671
21,8,6,1,1.94,0.0,1.5762500000000006
22,8,6,1,1.28,0.0,1.6475000000000006
23,8,6,1,1.71,2.95,1.6566666666666672
0,9,0,1,3.17,1.49,1.5945833333333337
1,9,0,1,0.0,1.31,1.5862500000000006
2,9,0,1,1.11,2.87,1.466666666666667
3,9,0,1,0.0,0.0,1.5779166666666669
4,9,0,1,2.67,0.26,1.5670833333333338
5,9,0,1,0.0,3.77,1.4883333333333335
6,9,0,1,1.88,1.53,1.5320833333333335
7,9,0,1,2.58,1.65,1.487916666666667
8,9,0,1,0.59,0.0,1.487916666666667
9,9,0,1,0.0,3.31,1.3741666666666668
10,9,0,1,0.58,0.27,1.4458333333333337
11,9,0,1,1.99,4.33,1.3770833333333339
12,9,0,1,2.68,0.97,1.3366666666666671
13,9,0,1,0.0,2.54,1.3025000000000004
14,9,0,1,1.72,0.0,1.425416666666667
15,9,0,1,2.95,1.36,1.5250000000000004
16,9,0,1,3.75,0.67,1.5854166666666671
17,9,0,1,2.12,3.65,1.5033333333333339
18,9,0,1,1.68,1.6800000000000002,1.4537500000000003
19,9,0,1,0.49,0.0,1.5625000000000002
20,9,0,1,2.6100000000000003,1.94,1.4816666666666671
21,9,0,1,0.0,1.28,1.4283333333333337
22,9,0,1,0.0,1.71,1.3570833333333336
23,9,0,1,0.0,3.17,1.3000000000000005
0,10,1,1,1.8,0.0,1.3312500000000005
1,10,1,1,0.75,1.11,1.2850000000000004
2,10,1,1,0.0,0.0,1.3187500000000003
3,10,1,1,0.81,2.67,1.2075000000000005
4,10,1,1,0.0,0.0,1.2075000000000005
5,10,1,1,0.0,1.88,1.129166666666667
6,10,1,1,0.0,2.58,1.0216666666666672
7,10,1,1,0.0,0.59,0.9970833333333338
8,10,1,1,0.0,0.0,1.0787500000000005
9,10,1,1,1.96,0.58,1.097916666666667
10,10,1,1,1.04,1.99,1.0150000000000003
11,10,1,1,0.0,2.68,0.9600000000000004
12,10,1,1,1.36,0.0,1.0212500000000004
13,10,1,1,1.47,1.72,0.9495833333333336
14,10,1,1,0.0,2.95,0.8608333333333337
15,10,1,1,0.8200000000000001,3.75,0.7045833333333337
16,10,1,1,0.0,2.12,0.6162500000000004
17,10,1,1,0.0,1.68,0.6291666666666671
18,10,1,1,1.99,0.49,0.6087500000000005
19,10,1,1,0.0,2.6100000000000003,0.6270833333333338
20,10,1,1,3.05,0.0,0.7512500000000003
21,10,1,1,2.98,0.0,0.8233333333333337
22,10,1,1,1.73,0.0,0.8820833333333337
23,10,1,1,1.41,1.8,0.8858333333333336
0,11,2,1,1.89,0.75,0.9095833333333335
1,11,2,1,1.32,0.0,0.9400000000000003
2,11,2,1,0.73,0.81,0.9062500000000003
3,11,2,1,0.0,0.0,0.9062500000000003
4,11,2,1,0.0,0.0,0.9062500000000003
5,11,2,1,0.0,0.0,0.9708333333333337
6,11,2,1,1.55,0.0,1.122916666666667
7,11,2,1,3.65,0.0,1.166666666666667
8,11,2,1,1.05,1.96,1.0850000000000002
9,11,2,1,0.0,1.04,1.069166666666667
10,11,2,1,0.66,0.0,1.100416666666667
11,11,2,1,0.75,1.36,1.322916666666667
12,11,2,1,6.699999999999999,1.47,1.329166666666667
13,11,2,1,1.62,0.0,1.3720833333333335
14,11,2,1,1.03,0.8200000000000001,1.3895833333333336
15,11,2,1,1.24,0.0,1.3895833333333336
16,11,2,1,0.0,0.0,1.3895833333333336
17,11,2,1,0.0,1.99,1.3733333333333337
18,11,2,1,1.6,0.0,1.4312500000000004
19,11,2,1,1.39,3.05,1.3625000000000005
20,11,2,1,1.4,2.98,1.2383333333333337
21,11,2,1,0.0,1.73,1.2433333333333338
22,11,2,1,1.85,1.41,1.2658333333333338
23,11,2,1,1.95,1.89,1.1870833333333337
0,12,3,1,0.0,1.32,1.1320833333333338
1,12,3,1,0.0,0.73,1.101666666666667
2,12,3,1,0.0,0.0,1.121666666666667
3,12,3,1,0.48,0.0,1.200416666666667
4,12,3,1,1.89,0.0,1.200416666666667
5,12,3,1,0.0,1.55,1.207916666666667
6,12,3,1,1.73,3.65,1.1495833333333336
7,12,3,1,2.25,1.05,1.2145833333333336
8,12,3,1,2.6100000000000003,0.0,1.3237500000000002
9,12,3,1,2.62,0.66,1.4108333333333336
10,12,3,1,2.75,0.75,1.4408333333333336
11,12,3,1,1.47,6.699999999999999,1.2375000000000005
12,12,3,1,1.82,1.62,1.222916666666667
13,12,3,1,1.27,1.03,1.2733333333333337
14,12,3,1,2.24,1.24,1.3570833333333336
15,12,3,1,3.25,0.0,1.3570833333333336
16,12,3,1,0.0,0.0,1.4475000000000005
17,12,3,1,2.17,1.6,1.479166666666667
18,12,3,1,2.3600000000000003,1.39,1.479166666666667
19,12,3,1,1.39,1.4,1.4437500000000003
20,12,3,1,0.55,0.0,1.4437500000000003
21,12,3,1,0.0,1.85,1.4320833333333336
22,12,3,1,1.5699999999999998,1.95,1.3508333333333338
23,12,3,1,0.0,0.0,1.480416666666667
0,13,4,1,3.11,0.0,1.480416666666667
1,13,4,1,0.0,0.0,1.505416666666667
2,13,4,1,0.6,0.48,1.4854166666666668
3,13,4,1,0.0,1.89,1.4791666666666672
4,13,4,1,1.74,0.0,1.4791666666666672
5,13,4,1,0.0,1.73,1.4070833333333337
6,13,4,1,0.0,2.25,1.3133333333333337
7,13,4,1,0.0,2.6100000000000003,1.2662500000000003
8,13,4,1,1.48,2.62,1.1570833333333337
9,13,4,1,0.0,2.75,1.0425000000000002
10,13,4,1,0.0,1.47,1.0162500000000003
11,13,4,1,0.84,1.82,1.0170833333333338
12,13,4,1,1.84,1.27,1.1020833333333337
13,13,4,1,3.31,2.24,1.0675000000000003
14,13,4,1,1.41,3.25,1.1787500000000002
15,13,4,1,5.92,0.0,1.276666666666667
16,13,4,1,2.35,2.17,1.2508333333333337
17,13,4,1,1.55,2.3600000000000003,1.1650000000000003
18,13,4,1,0.3,1.39,1.1070833333333336
19,13,4,1,0.0,0.55,1.1825000000000003
20,13,4,1,2.3600000000000003,0.0,1.2208333333333337
21,13,4,1,0.92,1.5699999999999998,1.155416666666667
22,13,4,1,0.0,0.0,1.155416666666667
23,13,4,1,0.0,3.11,1.1337500000000003
0,14,5,1,2.59,0.0,1.147916666666667
1,14,5,1,0.34,0.6,1.179166666666667
2,14,5,1,1.35,0.0,1.2500000000000002
3,14,5,1,1.7,1.74,1.2487500000000005
4,14,5,1,1.71,0.0,1.286666666666667
5,14,5,1,0.91,0.0,1.357916666666667
6,14,5,1,1.71,0.0,1.4400000000000004
7,14,5,1,1.97,1.48,1.4462500000000007
8,14,5,1,1.63,0.0,1.4462500000000007
9,14,5,1,0.0,0.0,1.4875000000000005
10,14,5,1,0.99,0.84,1.5333333333333339
11,14,5,1,1.94,1.84,1.691666666666667
12,14,5,1,5.64,3.31,1.630416666666667
13,14,5,1,1.84,1.41,1.6250000000000002
14,14,5,1,1.28,5.92,1.4208333333333336
15,14,5,1,1.02,2.35,1.4350000000000005
16,14,5,1,2.69,1.55,1.370416666666667
17,14,5,1,0.0,0.3,1.357916666666667
18,14,5,1,0.0,0.0,1.4200000000000002
19,14,5,1,1.49,2.3600000000000003,1.3637500000000005
20,14,5,1,1.01,0.92,1.3254166666666671
21,14,5,1,0.0,0.0,1.3812500000000003
22,14,5,1,1.34,0.0,1.441666666666667
23,14,5,1,1.45,2.59,1.3337500000000004
0,15,6,1,0.0,0.34,1.3195833333333338
1,15,6,1,0.0,1.35,1.2633333333333339
2,15,6,1,0.0,1.7,1.325416666666667
3,15,6,1,3.19,1.71,1.2691666666666672
4,15,6,1,0.36,0.91,1.3220833333333337
5,15,6,1,2.18,1.71,1.2608333333333337
6,15,6,1,0.24,1.97,1.3087500000000005
7,15,6,1,3.12,1.63,1.2408333333333337
8,15,6,1,0.0,0.0,1.2408333333333337
9,15,6,1,0.0,0.99,1.292916666666667
10,15,6,1,2.24,1.94,1.271666666666667
11,15,6,1,1.43,5.64,1.134166666666667
12,15,6,1,2.34,1.84,1.0575000000000003
13,15,6,1,0.0,1.28,1.0745833333333337
14,15,6,1,1.69,1.02,1.1337500000000003
15,15,6,1,2.44,2.69,1.060416666666667
16,15,6,1,0.93,0.0,1.1375000000000004
17,15,6,1,1.85,0.0,1.2358333333333338
18,15,6,1,2.3600000000000003,1.49,1.2125000000000006
19,15,6,1,0.93,1.01,1.2987500000000003
20,15,6,1,3.08,0.0,1.320416666666667
21,15,6,1,0.52,1.34,1.2645833333333336
22,15,6,1,0.0,1.45,1.204166666666667
23,15,6,1,0.0,0.0,1.2508333333333337
0,16,0,1,1.12,0.0,1.2508333333333337
1,16,0,1,0.0,0.0,1.2975000000000005
2,16,0,1,1.12,3.19,1.2070833333333337
3,16,0,1,1.02,0.36,1.3058333333333338
4,16,0,1,2.73,2.18,1.2800000000000005
5,16,0,1,1.56,0.24,1.4012500000000003
6,16,0,1,3.1499999999999995,3.12,1.2712500000000004
7,16,0,1,0.0,0.0,1.2712500000000004
8,16,0,1,0.0,0.0,1.289166666666667
9,16,0,1,0.43,2.24,1.245416666666667
10,16,0,1,1.19,1.43,1.2058333333333338
11,16,0,1,0.48,2.34,1.1083333333333336
12,16,0,1,0.0,0.0,1.1837500000000003
13,16,0,1,1.81,1.69,1.1133333333333337
14,16,0,1,0.0,2.44,1.011666666666667
15,16,0,1,0.0,0.93,0.972916666666667
16,16,0,1,0.0,1.85,0.9770833333333337
17,16,0,1,1.95,2.3600000000000003,0.8787500000000005
18,16,0,1,0.0,0.93,0.8545833333333337
19,16,0,1,0.35,3.08,0.8329166666666671
20,16,0,1,2.56,0.52,0.8720833333333337
21,16,0,1,1.46,0.0,0.9887500000000004
22,16,0,1,2.8,0.0,1.057916666666667
23,16,0,1,1.66,1.12,1.1033333333333337
0,17,1,1,2.21,0.0,1.1833333333333338
1,17,1,1,1.92,1.12,1.1737500000000003
2,17,1,1,0.89,1.02,1.1312500000000003
3,17,1,1,0.0,2.73,1.1387500000000004
4,17,1,1,2.91,1.56,1.1470833333333337
5,17,1,1,1.76,3.1499999999999995,1.0387500000000003
6,17,1,1,0.55,0.0,1.061666666666667
7,17,1,1,0.55,0.0,1.1270833333333337
8,17,1,1,1.57,0.43,1.264166666666667
9,17,1,1,3.72,1.19,1.270416666666667
10,17,1,1,1.34,0.48,1.3075000000000003
11,17,1,1,1.37,0.0,1.3075000000000003
12,17,1,1,0.0,1.81,1.2320833333333336
13,17,1,1,0.0,0.0,1.2320833333333336
14,17,1,1,0.0,0.0,1.3654166666666672
15,17,1,1,3.2,0.0,1.4679166666666672
16,17,1,1,2.46,1.95,1.3866666666666674
17,17,1,1,0.0,0.0,1.3866666666666674
18,17,1,1,0.0,0.35,1.4691666666666672
19,17,1,1,2.33,2.56,1.4358333333333337
20,17,1,1,1.76,1.46,1.4295833333333337
21,17,1,1,1.31,2.8,1.3433333333333337
22,17,1,1,0.73,1.66,1.2741666666666671
23,17,1,1,0.0,2.21,1.277916666666667
0,18,2,1,2.3,1.92,1.2712500000000004
1,18,2,1,1.76,0.89,1.234166666666667
2,18,2,1,0.0,0.0,1.312916666666667
3,18,2,1,1.89,2.91,1.191666666666667
4,18,2,1,0.0,1.76,1.129166666666667
5,18,2,1,0.26,0.55,1.1787500000000004
6,18,2,1,1.74,0.55,1.2608333333333337
7,18,2,1,2.52,1.57,1.3087500000000003
8,18,2,1,2.72,3.72,1.316666666666667
9,18,2,1,3.91,1.34,1.310416666666667
10,18,2,1,1.19,1.37,1.339166666666667
11,18,2,1,2.06,0.0,1.361666666666667
12,18,2,1,0.54,0.0,1.4587500000000004
13,18,2,1,2.33,0.0,1.5883333333333338
14,18,2,1,3.11,3.2,1.4550000000000003
15,18,2,1,0.0,2.46,1.416666666666667
16,18,2,1,1.54,0.0,1.4683333333333337
17,18,2,1,1.24,0.0,1.5770833333333336
18,18,2,1,2.61,2.33,1.509166666666667
19,18,2,1,0.7,1.76,1.4358333333333337
20,18,2,1,0.0,1.31,1.4050000000000002
21,18,2,1,0.57,0.73,1.4912500000000002
22,18,2,1,2.8,0.0,1.5229166666666671
23,18,2,1,0.76,2.3,1.5712500000000007
0,19,3,1,3.46,1.76,1.497916666666667
1,19,3,1,0.0,0.0,1.497916666666667
2,19,3,1,0.0,1.89,1.4737500000000001
3,19,3,1,1.31,0.0,1.566666666666667
4,19,3,1,2.23,0.26,1.586666666666667
5,19,3,1,0.74,1.74,1.6158333333333337
6,19,3,1,2.44,2.52,1.528333333333334
7,19,3,1,0.42,2.72,1.4279166666666672
8,19,3,1,0.31,3.91,1.2775000000000003
9,19,3,1,0.3,1.19,1.2725000000000002
10,19,3,1,1.07,2.06,1.2783333333333335
11,19,3,1,2.2,0.54,1.2558333333333336
12,19,3,1,0.0,2.33,1.1970833333333337
13,19,3,1,0.92,3.11,1.0675000000000003
14,19,3,1,0.0,0.0,1.145416666666667
15,19,3,1,1.87,1.54,1.0812500000000005
16,19,3,1,0.0,1.24,1.115833333333334
17,19,3,1,2.0700000000000003,2.61,1.0070833333333338
18,19,3,1,0.0,0.7,1.0962500000000004
19,19,3,1,2.84,0.0,1.227916666666667
20,19,3,1,3.16,0.57,1.214166666666667
21,19,3,1,0.24,2.8,1.2083333333333337
22,19,3,1,2.66,0.76,1.3137500000000004
23,19,3,1,3.29,3.46,1.1695833333333336
0,20,4,1,0.0,0.0,1.1695833333333336
1,20,4,1,0.0,0.0,1.1695833333333336
2,20,4,1,0.0,1.31,1.1150000000000004
3,20,4,1,0.0,2.23,1.0220833333333337
4,20,4,1,0.0,0.74,1.040416666666667
5,20,4,1,1.18,2.44,0.9387500000000003
6,20,4,1,0.0,0.42,0.9212500000000002
7,20,4,1,0.0,0.31,0.9558333333333336
8,20,4,1,1.14,0.3,1.0170833333333336
9,20,4,1,1.77,1.07,1.100416666666667
10,20,4,1,3.07,2.2,1.2137500000000003
11,20,4,1,4.92,0.0,1.282916666666667
12,20,4,1,1.66,0.92,1.2445833333333336
13,20,4,1,0.0,0.0,1.2445833333333336
14,20,4,1,0.0,1.87,1.3691666666666669
15,20,4,1,4.86,0.0,1.4445833333333338
16,20,4,1,1.81,2.0700000000000003,1.4808333333333337
17,20,4,1,2.94,0.0,1.5812500000000005
18,20,4,1,2.41,2.84,1.4629166666666669
19,20,4,1,0.0,3.16,1.3566666666666671
20,20,4,1,0.61,0.24,1.6483333333333337
21,20,4,1,7.24,2.66,1.5375000000000005
22,20,4,1,0.0,3.29,1.614583333333334
23,20,4,1,5.14,0.0,1.6720833333333338
0,21,5,1,1.38,0.0,1.6804166666666671
1,21,5,1,0.2,0.0,1.6804166666666671
2,21,5,1,0.0,0.0,1.7912500000000005
3,21,5,1,2.66,0.0,1.8112500000000005
4,21,5,1,0.48,1.18,1.7858333333333338
5,21,5,1,0.57,0.0,1.795416666666667
6,21,5,1,0.23,0.0,1.8195833333333338
7,21,5,1,0.58,1.14,1.8483333333333338
8,21,5,1,1.83,1.77,1.7745833333333338
9,21,5,1,0.0,3.07,1.6729166666666668
10,21,5,1,0.63,4.92,1.4679166666666668
11,21,5,1,0.0,1.66,1.4766666666666672
12,21,5,1,1.87,0.0,1.5883333333333338
13,21,5,1,2.68,0.0,1.6425000000000003
14,21,5,1,1.3,4.86,1.4675000000000005
15,21,5,1,0.66,1.81,1.4320833333333338
16,21,5,1,0.96,2.94,1.354583333333334
17,21,5,1,1.08,2.41,1.3462500000000004
18,21,5,1,2.21,0.0,1.359166666666667
19,21,5,1,0.31,0.61,1.3337500000000004
20,21,5,1,0.0,7.24,1.1245833333333337
21,21,5,1,2.22,0.0,1.2725000000000004
22,21,5,1,3.55,5.14,1.0583333333333338
23,21,5,1,0.0,1.38,1.0150000000000003
0,22,6,1,0.34,0.2,1.049166666666667
1,22,6,1,1.02,0.0,1.1283333333333336
2,22,6,1,1.9,2.66,1.060416666666667
3,22,6,1,1.03,0.48,1.040416666666667
4,22,6,1,0.0,0.57,1.016666666666667
5,22,6,1,0.0,0.23,1.0070833333333338
6,22,6,1,0.0,0.58,0.9829166666666671
7,22,6,1,0.0,1.83,0.9695833333333338
8,22,6,1,1.51,0.0,1.0308333333333337
9,22,6,1,1.47,0.63,1.0841666666666672
10,22,6,1,1.91,0.0,1.1308333333333338
11,22,6,1,1.12,1.87,1.0745833333333337
12,22,6,1,0.52,2.68,0.9745833333333337
13,22,6,1,0.28,1.3,1.039166666666667
14,22,6,1,2.85,0.66,1.011666666666667
15,22,6,1,0.0,0.96,0.971666666666667
16,22,6,1,0.0,1.08,0.991666666666667
17,22,6,1,1.56,2.21,0.8995833333333336
18,22,6,1,0.0,0.31,1.007916666666667
19,22,6,1,2.91,0.0,1.0370833333333338
20,22,6,1,0.7,2.22,1.0025000000000002
21,22,6,1,1.39,3.55,0.8545833333333337
22,22,6,1,0.0,0.0,0.8545833333333337
23,22,6,1,0.0,0.34,0.8775000000000004
0,23,0,1,0.89,1.02,0.8350000000000004
1,23,0,1,0.0,1.9,0.776666666666667
2,23,0,1,0.5,1.03,0.8170833333333336
3,23,0,1,2.0,0.0,0.8170833333333336
4,23,0,1,0.0,0.0,0.8879166666666669
5,23,0,1,1.7,0.0,0.9537500000000004
6,23,0,1,1.58,0.0,0.972916666666667
7,23,0,1,0.46,1.51,0.9100000000000005
8,23,0,1,0.0,1.47,0.8487500000000004
9,23,0,1,0.0,1.91,0.8041666666666671
10,23,0,1,0.84,1.12,0.800416666666667
11,23,0,1,1.03,0.52,0.7787500000000004
12,23,0,1,0.0,0.28,0.877916666666667
13,23,0,1,2.66,2.85,0.7958333333333337
14,23,0,1,0.88,0.0,0.8983333333333338
15,23,0,1,2.46,0.0,0.9720833333333337
16,23,0,1,1.77,1.56,0.9070833333333338
17,23,0,1,0.0,0.0,0.9070833333333338
18,23,0,1,0.0,2.91,0.809166666666667
19,23,0,1,0.56,0.7,0.8120833333333337
20,23,0,1,0.77,1.39,0.754166666666667
21,23,0,1,0.0,0.0,0.754166666666667
22,23,0,1,0.0,0.0,0.7895833333333337
23,23,0,1,0.85,0.89,0.8420833333333336
0,24,1,1,2.15,0.0,0.9225000000000003
1,24,1,1,1.93,0.5,0.931666666666667
2,24,1,1,0.72,2.0,0.8483333333333336
3,24,1,1,0.0,0.0,0.9920833333333338
4,24,1,1,3.45,1.7,1.042916666666667
5,24,1,1,2.92,1.58,1.0558333333333338
