hour,day,weekday,month,lag_1,lag_24,rolling_mean_24
6,6,4,1,0.0,6.359999999999999,6.309583333333333
7,6,4,1,0.0,8.120000000000001,6.140833333333333
8,6,4,1,4.07,7.82,5.815
9,6,4,1,0.0,4.19,5.640416666666666
10,6,4,1,0.0,6.58,5.495
11,6,4,1,3.09,6.7,5.388750000000001
12,6,4,1,4.15,8.69,5.546666666666667
13,6,4,1,12.48,17.75,4.807083333333334
14,6,4,1,0.0,2.87,4.78125
15,6,4,1,2.25,3.61,4.630833333333333
16,6,4,1,0.0,0.0,4.8999999999999995
17,6,4,1,6.459999999999999,6.64,4.730833333333333
18,6,4,1,2.58,9.88,4.319166666666667
19,6,4,1,0.0,7.79,3.994583333333333
20,6,4,1,0.0,7.59,3.905416666666667
21,6,4,1,5.449999999999999,5.53,3.6750000000000003
22,6,4,1,0.0,3.9,4.0616666666666665
23,6,4,1,13.18,10.21,3.6362500000000004
0,7,5,1,0.0,3.81,3.612916666666667
1,7,5,1,3.25,8.42,3.2620833333333334
2,7,5,1,0.0,6.41,3.20875
3,7,5,1,5.13,7.08,3.0887500000000006
4,7,5,1,4.2,7.84,2.9204166666666667
5,7,5,1,3.8,0.0,3.390833333333333
6,7,5,1,11.29,0.0,3.6358333333333337
7,7,5,1,5.88,4.07,3.5870833333333327
8,7,5,1,2.9,0.0,3.970833333333333
9,7,5,1,9.21,0.0,3.970833333333333
10,7,5,1,0.0,3.09,3.8420833333333335
11,7,5,1,0.0,4.15,3.8633333333333333
12,7,5,1,4.66,12.48,3.3433333333333333
13,7,5,1,0.0,0.0,3.540833333333333
14,7,5,1,4.74,2.25,3.447083333333333
15,7,5,1,0.0,0.0,3.5404166666666668
16,7,5,1,2.24,6.459999999999999,3.4754166666666664
17,7,5,1,4.9,2.58,3.5158333333333336
18,7,5,1,3.55,0.0,3.5158333333333336
19,7,5,1,0.0,0.0,3.9133333333333336
20,7,5,1,9.54,5.449999999999999,4.194583333333333
21,7,5,1,12.2,0.0,4.37875
22,7,5,1,4.42,13.18,4.006666666666667
23,7,5,1,4.25,0.0,4.56125
0,8,6,1,13.31,3.25,4.77625
1,8,6,1,8.41,0.0,5.097083333333333
2,8,6,1,7.7,5.13,5.17375
3,8,6,1,6.97,4.2,5.102083333333334
4,8,6,1,2.48,3.8,4.9437500000000005
5,8,6,1,0.0,11.29,4.873333333333334
6,8,6,1,9.6,5.88,4.8620833333333335
7,8,6,1,5.609999999999999,2.9,4.869166666666667
8,8,6,1,3.07,9.21,4.485416666666667
9,8,6,1,0.0,0.0,5.0408333333333335
10,8,6,1,13.33,0.0,5.0408333333333335
11,8,6,1,0.0,4.66,5.196666666666666
12,8,6,1,8.4,0.0,5.72625
13,8,6,1,12.71,4.74,5.658333333333332
14,8,6,1,3.11,0.0,5.914583333333333
15,8,6,1,6.15,2.24,5.926666666666667
16,8,6,1,2.53,4.9,5.825
17,8,6,1,2.46,3.55,5.841666666666666
18,8,6,1,3.95,0.0,5.984583333333333
19,8,6,1,3.43,9.54,5.587083333333333
20,8,6,1,0.0,12.2,5.308333333333334
21,8,6,1,5.51,4.42,5.1241666666666665
22,8,6,1,0.0,4.25,5.045
23,8,6,1,2.35,13.31,4.4904166666666665
0,9,0,1,0.0,8.41,4.42875
1,9,0,1,6.93,7.7,4.557916666666666
2,9,0,1,10.8,6.97,4.451666666666667
3,9,0,1,4.42,2.48,4.432916666666666
4,9,0,1,2.03,0.0,4.6187499999999995
5,9,0,1,4.46,9.6,4.21875
6,9,0,1,0.0,5.609999999999999,3.985
7,9,0,1,0.0,3.07,3.8570833333333336
8,9,0,1,0.0,0.0,3.9550000000000005
9,9,0,1,2.35,13.33,3.3995833333333336
10,9,0,1,0.0,0.0,3.6316666666666664
11,9,0,1,5.57,8.4,3.595416666666667
12,9,0,1,7.529999999999999,12.71,3.234583333333333
13,9,0,1,4.05,3.11,3.29875
14,9,0,1,4.65,6.15,3.143333333333334
15,9,0,1,2.42,2.53,3.0379166666666673
16,9,0,1,0.0,2.46,3.1341666666666668
17,9,0,1,4.77,3.95,3.1199999999999997
18,9,0,1,3.61,3.43,2.9770833333333333
19,9,0,1,0.0,0.0,3.206666666666667
20,9,0,1,5.51,5.51,3.170833333333333
21,9,0,1,4.65,0.0,3.435833333333333
22,9,0,1,6.359999999999999,2.35,3.9829166666666667
23,9,0,1,15.48,0.0,4.307916666666666
0,10,1,1,7.800000000000001,6.93,4.166666666666667
1,10,1,1,3.54,10.8,3.84
2,10,1,1,2.96,4.42,3.7691666666666666
3,10,1,1,2.72,2.03,3.684583333333333
4,10,1,1,0.0,4.46,3.49875
5,10,1,1,0.0,0.0,3.6991666666666667
6,10,1,1,4.81,0.0,3.8266666666666667
7,10,1,1,3.06,0.0,4.013333333333334
8,10,1,1,4.48,2.35,4.280833333333333
9,10,1,1,8.77,0.0,4.38
10,10,1,1,2.38,5.57,4.4870833333333335
11,10,1,1,8.14,7.529999999999999,4.173333333333333
12,10,1,1,0.0,4.05,4.300833333333333
13,10,1,1,7.109999999999999,4.65,4.107083333333333
14,10,1,1,0.0,2.42,4.204583333333333
15,10,1,1,4.76,0.0,4.204583333333333
16,10,1,1,0.0,4.77,4.005833333333333
17,10,1,1,0.0,3.61,4.0529166666666665
18,10,1,1,4.74,0.0,4.1745833333333335
19,10,1,1,2.92,5.51,4.111666666666667
20,10,1,1,4.0,4.65,4.330416666666667
21,10,1,1,9.9,6.359999999999999,4.065416666666667
22,10,1,1,0.0,15.48,3.4204166666666667
23,10,1,1,0.0,7.800000000000001,3.484583333333333
0,11,2,1,9.34,3.54,3.3370833333333336
1,11,2,1,0.0,2.96,3.372916666666667
2,11,2,1,3.82,2.72,3.53125
3,11,2,1,6.52,0.0,4.15
4,11,2,1,14.85,0.0,4.35125
5,11,2,1,4.83,4.81,4.150833333333334
6,11,2,1,0.0,3.06,4.329166666666667
7,11,2,1,7.34,4.48,4.435416666666666
8,11,2,1,7.03,8.77,4.232083333333333
9,11,2,1,3.89,2.38,4.56125
10,11,2,1,10.28,8.14,4.401666666666666
11,11,2,1,4.31,0.0,4.401666666666666
12,11,2,1,0.0,7.109999999999999,4.105416666666667
13,11,2,1,0.0,0.0,4.105416666666667
14,11,2,1,0.0,4.76,4.395
15,11,2,1,11.71,0.0,4.395
16,11,2,1,0.0,0.0,4.58125
17,11,2,1,4.47,4.74,4.46875
18,11,2,1,2.04,2.92,4.541666666666667
19,11,2,1,4.67,4.0,4.464583333333334
20,11,2,1,2.15,9.9,4.052083333333333
21,11,2,1,0.0,0.0,4.23375
22,11,2,1,4.36,0.0,4.353333333333333
23,11,2,1,2.87,9.34,4.060833333333333
0,12,3,1,2.32,0.0,4.060833333333334
1,12,3,1,0.0,3.82,4.229583333333333
2,12,3,1,7.869999999999999,6.52,4.309583333333333
3,12,3,1,8.44,14.85,3.6908333333333325
4,12,3,1,0.0,4.83,3.6641666666666666
5,12,3,1,4.19,0.0,4.12375
6,12,3,1,11.03,7.34,3.8179166666666666
7,12,3,1,0.0,7.03,3.525
8,12,3,1,0.0,3.89,3.635
9,12,3,1,6.529999999999999,10.28,3.657083333333333
10,12,3,1,10.81,4.31,3.6687499999999997
11,12,3,1,4.59,0.0,3.87375
12,12,3,1,4.92,0.0,4.0945833333333335
13,12,3,1,5.3,0.0,4.409583333333333
14,12,3,1,7.56,11.71,4.28625
15,12,3,1,8.75,0.0,4.473333333333334
16,12,3,1,4.49,4.47,4.2870833333333325
17,12,3,1,0.0,2.04,4.305833333333333
18,12,3,1,2.49,4.67,4.284166666666667
19,12,3,1,4.15,2.15,4.286666666666666
20,12,3,1,2.21,0.0,4.641249999999999
21,12,3,1,8.51,4.36,4.459583333333333
22,12,3,1,0.0,2.87,4.795
23,12,3,1,10.92,2.32,5.7245833333333325
0,13,4,1,24.63,0.0,5.7245833333333325
1,13,4,1,0.0,7.869999999999999,5.396666666666666
2,13,4,1,0.0,8.44,5.044999999999999
3,13,4,1,0.0,0.0,5.421666666666667
4,13,4,1,9.04,4.19,5.540833333333333
5,13,4,1,7.050000000000001,11.03,5.469166666666666
6,13,4,1,9.31,0.0,5.667916666666667
7,13,4,1,4.77,0.0,5.783333333333332
8,13,4,1,2.77,6.529999999999999,5.5112499999999995
9,13,4,1,0.0,10.81,5.060833333333334
10,13,4,1,0.0,4.59,4.869583333333334
11,13,4,1,0.0,4.92,4.8374999999999995
12,13,4,1,4.15,5.3,4.752916666666667
13,13,4,1,3.27,7.56,4.625416666666666
14,13,4,1,4.5,8.75,4.5808333333333335
15,13,4,1,7.68,4.49,4.647083333333334
16,13,4,1,6.08,0.0,4.920833333333333
17,13,4,1,6.57,2.49,4.817083333333334
18,13,4,1,0.0,4.15,4.762083333333334
19,13,4,1,2.83,2.21,5.190833333333333
20,13,4,1,12.5,8.51,5.044583333333334
21,13,4,1,5.0,0.0,5.044583333333334
22,13,4,1,0.0,10.92,4.589583333333334
23,13,4,1,0.0,24.63,3.7291666666666665
0,14,5,1,3.98,0.0,3.7291666666666665
1,14,5,1,0.0,0.0,3.9183333333333334
2,14,5,1,4.54,0.0,4.302083333333333
3,14,5,1,9.21,9.04,4.1000000000000005
4,14,5,1,4.19,7.050000000000001,3.9983333333333335
5,14,5,1,4.61,9.31,3.7287500000000002
6,14,5,1,2.84,4.77,3.676666666666667
7,14,5,1,3.52,2.77,3.875833333333333
8,14,5,1,7.550000000000001,0.0,3.9654166666666666
9,14,5,1,2.15,0.0,4.1275
10,14,5,1,3.89,0.0,4.320833333333333
11,14,5,1,4.64,4.15,4.147916666666667
12,14,5,1,0.0,3.27,4.376666666666666
13,14,5,1,8.76,4.5,4.31875
14,14,5,1,3.11,7.68,3.99875
15,14,5,1,0.0,6.08,3.745416666666667
16,14,5,1,0.0,6.57,3.4716666666666662
17,14,5,1,0.0,0.0,3.6462499999999998
18,14,5,1,4.19,2.83,3.528333333333333
19,14,5,1,0.0,12.5,3.0075
20,14,5,1,0.0,5.0,3.0887499999999997
21,14,5,1,6.95,0.0,3.2675
22,14,5,1,4.29,0.0,3.535
23,14,5,1,6.42,3.98,3.369166666666667
0,15,6,1,0.0,0.0,3.5625000000000004
1,15,6,1,4.64,4.54,3.516666666666667
2,15,6,1,3.44,9.21,3.2504166666666663
3,15,6,1,2.82,4.19,3.2108333333333334
4,15,6,1,3.24,4.61,3.0187500000000003
5,15,6,1,0.0,2.84,2.900416666666667
6,15,6,1,0.0,3.52,3.1162499999999995
7,15,6,1,8.7,7.550000000000001,3.223333333333333
8,15,6,1,10.12,2.15,3.385
9,15,6,1,6.029999999999999,3.89,3.5916666666666663
10,15,6,1,8.85,4.64,3.3983333333333334
11,15,6,1,0.0,0.0,3.3983333333333334
12,15,6,1,0.0,8.76,3.033333333333333
13,15,6,1,0.0,3.11,3.094583333333333
14,15,6,1,4.58,0.0,3.3845833333333335
15,15,6,1,6.96,0.0,3.3845833333333335
16,15,6,1,0.0,0.0,3.6116666666666664
17,15,6,1,5.449999999999999,4.19,3.4370833333333333
18,15,6,1,0.0,0.0,3.4370833333333333
19,15,6,1,0.0,0.0,3.4370833333333333
20,15,6,1,0.0,6.95,3.5375
21,15,6,1,9.36,4.29,3.3587499999999992
22,15,6,1,0.0,6.42,3.199583333333333
23,15,6,1,2.6,0.0,3.297083333333333
0,16,0,1,2.34,4.64,3.10375
1,16,0,1,0.0,3.44,2.9604166666666667
2,16,0,1,0.0,2.82,2.955833333333333
3,16,0,1,2.71,3.24,3.16375
4,16,0,1,8.23,0.0,3.443333333333333
5,16,0,1,6.71,0.0,3.443333333333333
6,16,0,1,0.0,8.7,3.216666666666667
7,16,0,1,3.26,10.12,3.4
8,16,0,1,14.52,6.029999999999999,3.2983333333333333
9,16,0,1,3.59,8.85,3.0295833333333335
10,16,0,1,2.4,0.0,3.0295833333333335
11,16,0,1,0.0,0.0,3.0295833333333335
12,16,0,1,0.0,0.0,3.2083333333333335
13,16,0,1,4.29,4.58,3.285
14,16,0,1,6.42,6.96,2.9949999999999997
15,16,0,1,0.0,0.0,3.1875
16,16,0,1,4.62,5.449999999999999,3.160416666666667
17,16,0,1,4.8,0.0,3.160416666666667
18,16,0,1,0.0,0.0,3.5220833333333332
19,16,0,1,8.68,0.0,3.9583333333333335
20,16,0,1,10.47,9.36,3.7433333333333327
21,16,0,1,4.2,0.0,4.0704166666666675
22,16,0,1,7.85,2.6,4.136666666666667
23,16,0,1,4.19,2.34,4.227083333333333
0,17,1,1,4.51,0.0,4.227083333333333
1,17,1,1,0.0,0.0,4.227083333333333
2,17,1,1,0.0,2.71,4.114166666666667
3,17,1,1,0.0,8.23,4.177499999999999
4,17,1,1,9.75,6.71,3.897916666666667
5,17,1,1,0.0,0.0,3.9933333333333336
6,17,1,1,2.29,3.26,3.8575
7,17,1,1,0.0,14.52,3.2525
8,17,1,1,0.0,3.59,3.5875
9,17,1,1,11.63,2.4,3.6799999999999997
10,17,1,1,4.62,0.0,3.8337499999999998
11,17,1,1,3.69,0.0,3.9566666666666666
12,17,1,1,2.95,4.29,3.8666666666666667
13,17,1,1,2.13,6.42,3.775
14,17,1,1,4.22,0.0,3.775
15,17,1,1,0.0,4.62,3.747083333333333
16,17,1,1,3.95,4.8,3.685416666666667
17,17,1,1,3.32,0.0,3.7816666666666667
18,17,1,1,2.31,8.68,3.5570833333333334
19,17,1,1,3.29,10.47,3.1208333333333336
20,17,1,1,0.0,4.2,2.9458333333333333
21,17,1,1,0.0,7.85,3.2175
22,17,1,1,14.37,4.19,3.159166666666667
23,17,1,1,2.79,4.51,3.1725
0,18,2,1,4.83,0.0,3.561666666666667
1,18,2,1,9.34,0.0,3.658333333333333
2,18,2,1,2.32,0.0,3.658333333333333
3,18,2,1,0.0,9.75,3.5408333333333335
4,18,2,1,6.93,0.0,3.6908333333333334
5,18,2,1,3.6,2.29,3.5954166666666665
6,18,2,1,0.0,0.0,3.7879166666666664
7,18,2,1,4.62,0.0,3.7879166666666664
8,18,2,1,0.0,11.63,3.7595833333333335
9,18,2,1,10.95,4.62,3.567083333333333
10,18,2,1,0.0,3.69,3.4133333333333336
11,18,2,1,0.0,2.95,3.408333333333333
12,18,2,1,2.83,2.13,3.3195833333333336
13,18,2,1,0.0,4.22,3.4525
14,18,2,1,7.41,0.0,3.4525
15,18,2,1,0.0,3.95,3.2879166666666664
16,18,2,1,0.0,3.32,3.1495833333333336
17,18,2,1,0.0,2.31,3.205416666666667
18,18,2,1,3.65,3.29,3.3645833333333335
19,18,2,1,7.109999999999999,0.0,3.7399999999999998
20,18,2,1,9.01,0.0,3.90625
21,18,2,1,3.99,14.37,3.75625
22,18,2,1,10.77,2.79,3.64
23,18,2,1,0.0,4.83,3.734583333333333
0,19,3,1,7.1,9.34,3.3454166666666665
1,19,3,1,0.0,2.32,3.487916666666667
2,19,3,1,5.74,0.0,3.487916666666667
3,19,3,1,0.0,6.93,3.435833333333333
4,19,3,1,5.68,3.6,3.6595833333333334
5,19,3,1,8.969999999999999,0.0,3.8425
6,19,3,1,4.39,4.62,3.73375
7,19,3,1,2.01,0.0,4.0925
8,19,3,1,8.61,10.95,3.63625
9,19,3,1,0.0,0.0,3.63625
10,19,3,1,0.0,0.0,3.830833333333333
11,19,3,1,4.67,2.83,3.842083333333333
12,19,3,1,3.1,0.0,3.842083333333333
13,19,3,1,0.0,7.41,3.829166666666666
14,19,3,1,7.1,0.0,3.9529166666666664
15,19,3,1,2.97,0.0,4.1120833333333335
16,19,3,1,3.82,0.0,4.1120833333333335
17,19,3,1,0.0,3.65,4.120833333333333
18,19,3,1,3.86,7.109999999999999,4.16625
19,19,3,1,8.2,9.01,3.879583333333333
20,19,3,1,2.13,3.99,3.891666666666666
21,19,3,1,4.28,10.77,3.4429166666666666
22,19,3,1,0.0,0.0,3.6216666666666666
23,19,3,1,4.29,7.1,3.4187499999999997
0,20,4,1,2.23,0.0,3.686666666666667
1,20,4,1,6.43,5.74,3.6495833333333327
2,20,4,1,4.85,0.0,3.800833333333333
3,20,4,1,3.63,5.68,4.071666666666666
4,20,4,1,12.18,8.969999999999999,3.6979166666666665
5,20,4,1,0.0,4.39,3.750833333333333
6,20,4,1,5.66,2.01,3.667083333333333
7,20,4,1,0.0,8.61,3.403333333333333
8,20,4,1,2.28,0.0,3.7429166666666664
9,20,4,1,8.149999999999999,0.0,3.8962499999999998
10,20,4,1,3.68,4.67,3.834583333333333
11,20,4,1,3.19,3.1,3.79875
12,20,4,1,2.24,0.0,3.79875
13,20,4,1,0.0,7.1,3.502916666666667
14,20,4,1,0.0,2.97,3.5520833333333335
15,20,4,1,4.15,3.82,3.7929166666666667
16,20,4,1,9.6,0.0,3.8925
17,20,4,1,2.39,3.86,3.85875
18,20,4,1,3.05,8.2,3.5170833333333333
19,20,4,1,0.0,2.13,3.7420833333333334
20,20,4,1,7.529999999999999,4.28,3.56375
21,20,4,1,0.0,0.0,3.68125
22,20,4,1,2.82,4.29,3.80625
23,20,4,1,7.29,2.23,3.7133333333333334
0,21,5,1,0.0,6.43,3.4454166666666666
1,21,5,1,0.0,4.85,3.3775
2,21,5,1,3.22,3.63,3.2262500000000003
3,21,5,1,0.0,12.18,3.0979166666666664
4,21,5,1,9.1,0.0,3.2066666666666666
5,21,5,1,2.61,5.66,3.1591666666666662
6,21,5,1,4.52,0.0,3.1591666666666662
7,21,5,1,0.0,2.28,3.157083333333333
8,21,5,1,2.23,8.149999999999999,3.15625
9,21,5,1,8.13,3.68,3.002916666666667
10,21,5,1,0.0,3.19,3.71125
11,21,5,1,20.19,2.24,3.6179166666666664
12,21,5,1,0.0,0.0,3.97875
13,21,5,1,8.66,0.0,4.1345833333333335
14,21,5,1,3.74,4.15,4.0600000000000005
15,21,5,1,2.36,9.6,3.985416666666667
16,21,5,1,7.81,2.39,3.9804166666666667
17,21,5,1,2.27,3.05,4.465416666666667
18,21,5,1,14.69,0.0,4.650416666666667
19,21,5,1,4.44,7.529999999999999,4.457916666666667
20,21,5,1,2.91,0.0,4.457916666666667
21,21,5,1,0.0,2.82,4.599583333333333
22,21,5,1,6.220000000000001,7.29,4.295833333333333
23,21,5,1,0.0,0.0,4.412916666666667
0,22,6,1,2.81,0.0,4.412916666666667
1,22,6,1,0.0,3.22,4.6825
2,22,6,1,9.69,0.0,4.915416666666666
3,22,6,1,5.59,9.1,4.8187500000000005
4,22,6,1,6.78,2.61,5.0183333333333335
5,22,6,1,7.399999999999999,4.52,5.2787500000000005
6,22,6,1,10.77,0.0,5.598333333333333
7,22,6,1,7.67,2.23,5.505416666666666
8,22,6,1,0.0,8.13,5.382916666666667
9,22,6,1,5.19,0.0,5.382916666666667
10,22,6,1,0.0,20.19,4.990833333333334
11,22,6,1,10.78,0.0,5.19125
12,22,6,1,4.8100000000000005,8.66,5.266666666666667
13,22,6,1,10.47,3.74,5.110833333333333
14,22,6,1,0.0,2.36,5.2491666666666665
15,22,6,1,5.68,7.81,5.078749999999999
16,22,6,1,3.72,2.27,5.211666666666667
17,22,6,1,5.46,14.69,4.599583333333333
18,22,6,1,0.0,4.44,4.414583333333334
19,22,6,1,0.0,2.91,4.293333333333334
20,22,6,1,0.0,0.0,4.652916666666667
21,22,6,1,8.63,6.220000000000001,4.39375
22,22,6,1,0.0,0.0,4.39375
23,22,6,1,0.0,2.81,4.4504166666666665
0,23,0,1,4.17,0.0,4.707916666666667
1,23,0,1,6.18,9.69,4.304166666666667
2,23,0,1,0.0,5.59,4.295416666666667
3,23,0,1,5.38,6.78,4.304583333333333
4,23,0,1,7.0,7.399999999999999,4.140833333333333
5,23,0,1,3.47,10.77,3.692083333333333
6,23,0,1,0.0,7.67,3.9675
7,23,0,1,14.28,0.0,3.9675
8,23,0,1,0.0,5.19,3.9391666666666665
9,23,0,1,4.51,0.0,4.139583333333333
10,23,0,1,4.81,10.78,3.6904166666666662
11,23,0,1,0.0,4.8100000000000005,3.6774999999999998
12,23,0,1,4.5,10.47,3.340833333333333
13,23,0,1,2.39,0.0,3.340833333333333
14,23,0,1,0.0,5.68,3.2862500000000003
15,23,0,1,4.37,3.72,3.427916666666667
16,23,0,1,7.119999999999999,5.46,3.7074999999999996
17,23,0,1,12.17,0.0,3.9295833333333334
18,23,0,1,5.33,0.0,4.425833333333333
19,23,0,1,11.91,0.0,4.570416666666667
20,23,0,1,3.47,8.63,4.375416666666667
21,23,0,1,3.95,0.0,4.375416666666667
22,23,0,1,0.0,0.0,4.8533333333333335
23,23,0,1,11.47,4.17,5.014583333333333
0,24,1,1,8.04,6.18,4.954583333333333
1,24,1,1,4.74,0.0,5.135416666666666
2,24,1,1,4.34,5.38,5.045416666666666
3,24,1,1,3.22,7.0,4.753749999999999
4,24,1,1,0.0,3.47,4.869166666666667
5,24,1,1,6.24,0.0,5.17875
6,24,1,1,7.43,14.28,4.583749999999999
7,24,1,1,0.0,0.0,4.583749999999999
8,24,1,1,0.0,4.51,4.479166666666667
9,24,1,1,2.0,4.81,4.27875
10,24,1,1,0.0,0.0,4.604583333333333
11,24,1,1,7.82,4.5,4.523333333333333
12,24,1,1,2.55,2.39,4.601666666666667
13,24,1,1,4.27,0.0,4.75875
14,24,1,1,3.77,4.37,4.576666666666667
15,24,1,1,0.0,7.119999999999999,4.55
16,24,1,1,6.48,12.17,4.447500000000001
17,24,1,1,9.71,5.33,4.413749999999999
18,24,1,1,4.52,11.91,3.9175
19,24,1,1,0.0,3.47,3.7729166666666667
20,24,1,1,0.0,3.95,3.77875
21,24,1,1,4.09,0.0,4.217083333333333
22,24,1,1,10.52,11.47,3.8354166666666667
23,24,1,1,2.31,8.04,3.59625
0,25,2,1,2.3,4.74,3.5537499999999995
1,25,2,1,3.72,4.34,3.372916666666667
2,25,2,1,0.0,3.22,3.5425000000000004
3,25,2,1,7.289999999999999,0.0,3.5425000000000004
4,25,2,1,0.0,6.24,3.2825
5,25,2,1,0.0,7.43,2.972916666666667
6,25,2,1,0.0,0.0,2.972916666666667
7,25,2,1,0.0,0.0,3.096666666666667
8,25,2,1,2.97,2.0,3.424166666666667
9,25,2,1,9.86,0.0,3.62625
10,25,2,1,4.85,7.82,3.3004166666666666
11,25,2,1,0.0,2.55,3.388333333333333
12,25,2,1,4.66,4.27,3.210416666666667
13,25,2,1,0.0,3.77,3.0533333333333332
14,25,2,1,0.0,0.0,3.0533333333333332
15,25,2,1,0.0,6.48,3.2395833333333335
16,25,2,1,10.95,9.71,2.9579166666666663
17,25,2,1,2.95,4.52,2.888333333333333
18,25,2,1,2.85,0.0,3.045833333333333
19,25,2,1,3.78,0.0,3.045833333333333
20,25,2,1,0.0,4.09,3.0204166666666663
21,25,2,1,3.48,10.52,2.6950000000000003
22,25,2,1,2.71,2.31,2.59875
23,25,2,1,0.0,2.3,2.6779166666666665
0,26,3,1,4.2,3.72,2.795833333333334
1,26,3,1,6.550000000000001,0.0,2.795833333333334
2,26,3,1,0.0,7.289999999999999,2.7716666666666665
3,26,3,1,6.71,0.0,2.7716666666666665
