hour,day,weekday,month,Outdoor Temperature,Household Size,lag_1,lag_24,rolling_mean_24
18,4,2,1,26.8,2,1.6,1.83,1.0912499999999998
19,4,2,1,3.5,1,1.54,0.21,1.0791666666666668
21,4,2,1,11.0,5,1.34,1.97,1.12625
22,4,2,1,-1.9,1,1.02,1.65,1.0866666666666667
23,4,2,1,39.1,1,1.29,1.42,1.0716666666666665
0,5,3,1,25.7,4,1.32,0.23,1.0675000000000001
1,5,3,1,3.8,3,1.86,1.42,1.1354166666666667
1,5,3,1,37.2,4,1.16,0.32,1.1245833333333333
1,5,3,1,-3.8,4,0.86,0.26,1.1470833333333332
1,5,3,1,31.4,3,0.95,1.98,1.1758333333333333
2,5,3,1,1.8,3,1.62,0.55,1.1608333333333334
3,5,3,1,0.3,3,1.22,1.1,1.18875
3,5,3,1,-6.1,3,1.6,1.25,1.2095833333333335
4,5,3,1,25.2,5,0.75,1.15,1.18875
4,5,3,1,-0.4,4,1.56,0.31,1.2058333333333333
6,5,3,1,3.3,4,0.75,1.9,1.2241666666666668
7,5,3,1,-5.3,2,1.09,1.65,1.1904166666666667
10,5,3,1,39.9,3,1.16,0.54,1.1700000000000002
11,5,3,1,10.9,1,0.38,0.74,1.1633333333333333
12,5,3,1,39.0,1,0.22,1.98,1.1416666666666666
12,5,3,1,27.8,2,1.38,1.29,1.1166666666666667
13,5,3,1,-6.9,5,0.22,0.26,1.0720833333333333
13,5,3,1,-6.8,5,1.3,0.58,1.1154166666666667
14,5,3,1,33.7,4,1.72,1.6,1.1629166666666666
14,5,3,1,34.1,2,1.56,1.54,1.1612500000000001
15,5,3,1,39.1,2,0.94,1.34,1.13625
15,5,3,1,8.3,1,0.92,1.02,1.11875
20,5,3,1,4.4,4,1.66,1.29,1.1454166666666665
20,5,3,1,18.2,1,1.05,1.32,1.1354166666666667
20,5,3,1,-9.3,5,1.9,1.86,1.1595833333333334
21,5,3,1,-9.2,2,1.31,1.16,1.1366666666666667
23,5,3,1,21.7,1,1.7,0.86,1.1591666666666667
0,6,4,1,18.1,5,0.81,0.95,1.1570833333333335
2,6,4,1,36.2,2,1.0,1.62,1.1591666666666667
3,6,4,1,-2.1,1,1.5,1.22,1.1541666666666668
4,6,4,1,4.8,2,1.59,1.6,1.1695833333333334
4,6,4,1,-0.7,1,0.31,0.75,1.1158333333333335
5,6,4,1,35.4,1,1.82,1.56,1.1604166666666667
5,6,4,1,-2.5,1,0.91,0.75,1.1333333333333333
6,6,4,1,-5.5,4,1.75,1.09,1.175
6,6,4,1,28.1,4,0.88,1.16,1.16625
6,6,4,1,12.9,5,0.6,0.38,1.1429166666666666
8,6,4,1,1.7,3,1.18,0.22,1.17625
8,6,4,1,30.8,1,0.41,1.38,1.1841666666666668
8,6,4,1,-7.9,1,1.52,0.22,1.1900000000000002
9,6,4,1,32.4,3,1.11,1.3,1.2270833333333333
12,6,4,1,-2.4,4,1.6,1.72,1.2395833333333333
13,6,4,1,32.2,5,1.1,1.56,1.2137499999999999
13,6,4,1,25.6,3,0.98,0.94,1.1895833333333334
13,6,4,1,38.2,4,1.35,0.92,1.2066666666666668
14,6,4,1,36.8,1,1.24,1.66,1.22
15,6,4,1,24.2,4,0.59,1.05,1.1754166666666668
16,6,4,1,22.1,5,0.52,1.9,1.1533333333333333
17,6,4,1,-8.7,3,1.99,1.31,1.1570833333333332
18,6,4,1,18.6,2,1.33,1.7,1.1579166666666667
18,6,4,1,38.5,5,0.55,0.81,1.11
18,6,4,1,3.6,2,0.66,1.0,1.10375
18,6,4,1,-7.0,1,1.65,1.5,1.1308333333333334
20,6,4,1,16.7,5,0.66,1.59,1.0958333333333334
23,6,4,1,11.0,2,1.49,0.31,1.0916666666666666
23,6,4,1,35.0,4,1.48,1.82,1.1404166666666666
1,7,5,1,22.0,2,1.83,0.91,1.1408333333333334
2,7,5,1,32.3,4,0.69,1.75,1.1316666666666666
4,7,5,1,35.5,3,0.7,0.88,1.0879166666666666
4,7,5,1,7.5,1,0.73,0.6,1.0816666666666668
4,7,5,1,-0.7,3,1.92,1.18,1.1366666666666665
5,7,5,1,13.0,5,0.31,0.41,1.1004166666666666
5,7,5,1,29.3,2,0.89,1.52,1.1204166666666666
5,7,5,1,-1.1,2,0.62,1.11,1.0829166666666665
6,7,5,1,15.8,1,1.58,1.6,1.1025
7,7,5,1,6.0,2,1.59,1.1,1.1020833333333333
7,7,5,1,1.4,4,1.26,0.98,1.10875
9,7,5,1,-1.0,5,1.71,1.35,1.1391666666666667
9,7,5,1,-6.5,3,0.83,1.24,1.1175
10,7,5,1,36.9,5,1.37,0.59,1.1229166666666668
10,7,5,1,14.1,2,1.55,0.52,1.1629166666666666
12,7,5,1,7.9,2,0.64,1.99,1.1679166666666667
13,7,5,1,-0.8,3,0.93,1.33,1.12375
14,7,5,1,8.2,2,0.35,0.55,1.0829166666666667
15,7,5,1,-0.8,2,0.55,0.66,1.0829166666666667
15,7,5,1,6.0,1,1.84,1.65,1.1320833333333333
16,7,5,1,8.5,4,1.3,0.66,1.1175000000000002
19,7,5,1,35.8,3,0.67,1.49,1.1179166666666667
19,7,5,1,-9.1,5,0.36,1.48,1.0708333333333333
21,7,5,1,35.2,4,1.89,1.83,1.0879166666666666
23,7,5,1,12.6,4,0.82,0.69,1.0458333333333334
23,7,5,1,14.3,4,1.78,0.7,1.09125
23,7,5,1,2.7,1,1.6,0.73,1.12875
0,8,6,1,14.1,4,0.67,1.92,1.12625
2,8,6,1,3.5,1,1.7,0.31,1.1170833333333334
2,8,6,1,10.6,1,1.72,0.89,1.1758333333333333
2,8,6,1,5.2,5,1.14,0.62,1.18625
3,8,6,1,15.3,5,0.65,1.58,1.1875000000000002
3,8,6,1,25.9,1,1.52,1.59,1.185
5,8,6,1,24.6,1,0.97,1.26,1.1591666666666667
6,8,6,1,18.0,2,1.3,1.71,1.1608333333333334
6,8,6,1,25.5,1,1.36,0.83,1.14625
8,8,6,1,13.2,4,1.57,1.37,1.1770833333333333
10,8,6,1,8.7,4,0.36,1.55,1.135
11,8,6,1,22.4,1,1.91,0.64,1.1500000000000001
13,8,6,1,-9.7,5,0.99,0.93,1.1645833333333333
14,8,6,1,17.6,5,0.71,0.35,1.1554166666666668
15,8,6,1,20.0,3,1.7,0.55,1.2116666666666667
16,8,6,1,26.8,3,0.76,1.84,1.2204166666666667
16,8,6,1,10.9,3,1.17,1.3,1.1925
16,8,6,1,28.2,5,1.47,0.67,1.1995833333333332
17,8,6,1,19.1,1,0.87,0.36,1.2079166666666665
18,8,6,1,5.1,3,0.99,1.89,1.2341666666666666
18,8,6,1,3.7,2,1.05,0.82,1.1991666666666667
19,8,6,1,15.0,2,1.86,1.78,1.2425
19,8,6,1,16.0,5,0.91,1.6,1.20625
21,8,6,1,38.1,1,0.35,0.67,1.1541666666666668
21,8,6,1,3.3,3,1.69,1.7,1.1966666666666665
21,8,6,1,33.0,1,0.44,1.72,1.1441666666666668
22,8,6,1,8.3,1,1.06,1.14,1.1166666666666667
22,8,6,1,27.8,1,1.38,0.65,1.1266666666666667
22,8,6,1,37.0,5,1.28,1.52,1.1529166666666666
23,8,6,1,4.6,4,0.55,0.97,1.1125
2,9,0,1,35.0,5,1.79,1.3,1.1466666666666667
5,9,0,1,0.2,3,1.89,1.36,1.17125
6,9,0,1,0.9,4,1.18,1.57,1.16375
8,9,0,1,18.0,5,0.96,0.36,1.1383333333333334
8,9,0,1,-9.7,5,0.54,1.91,1.1458333333333333
10,9,0,1,-3.6,2,1.9,0.99,1.1454166666666665
10,9,0,1,21.5,3,0.83,0.71,1.1387500000000002
12,9,0,1,17.2,3,0.54,1.7,1.1316666666666666
13,9,0,1,16.9,1,1.2,0.76,1.1108333333333333
13,9,0,1,5.8,3,1.19,1.17,1.12875
13,9,0,1,19.3,4,0.42,1.47,1.0975
14,9,0,1,14.4,1,0.33,0.87,1.05
14,9,0,1,33.8,3,0.74,0.99,1.0445833333333334
14,9,0,1,29.5,2,1.27,1.05,1.05625
15,9,0,1,-1.2,4,1.89,1.86,1.0912499999999998
17,9,0,1,-1.6,1,0.92,0.91,1.0520833333333333
17,9,0,1,38.0,3,0.54,0.35,1.0366666666666666
18,9,0,1,0.1,4,0.65,1.69,1.0491666666666666
18,9,0,1,12.8,5,1.69,0.44,1.0491666666666666
19,9,0,1,24.5,5,0.25,1.06,1.04125
20,9,0,1,19.2,2,0.43,1.38,1.015
21,9,0,1,5.4,3,0.75,1.28,0.98875
0,10,1,1,39.9,4,1.38,0.55,0.9929166666666666
1,10,1,1,20.4,2,0.94,1.79,1.0091666666666665
1,10,1,1,19.7,1,1.2,1.89,0.9845833333333333
2,10,1,1,9.6,1,1.99,1.18,0.98875
3,10,1,1,36.7,3,0.37,0.96,0.955
4,10,1,1,25.7,5,0.69,0.54,0.94375
4,10,1,1,4.1,3,1.28,1.9,0.9745833333333334
5,10,1,1,-5.3,3,1.74,0.83,0.9679166666666666
6,10,1,1,16.5,2,1.14,0.54,0.9808333333333333
7,10,1,1,37.4,3,1.02,1.2,1.0008333333333332
7,10,1,1,17.8,5,0.93,1.19,0.9895833333333334
7,10,1,1,-6.8,4,0.46,0.42,0.9591666666666666
11,10,1,1,34.9,5,1.33,0.33,0.9970833333333333
12,10,1,1,-5.3,1,0.8,0.74,1.0166666666666666
13,10,1,1,-9.5,1,0.32,1.27,0.9991666666666666
13,10,1,1,6.4,3,1.44,1.89,1.00625
14,10,1,1,4.1,5,0.85,0.92,0.9629166666666666
14,10,1,1,36.9,1,0.9,0.54,0.9620833333333333
15,10,1,1,8.5,3,0.27,0.65,0.9508333333333333
15,10,1,1,33.0,4,1.55,1.69,0.9883333333333334
15,10,1,1,-4.9,5,0.27,0.25,0.9291666666666667
15,10,1,1,-6.5,5,0.82,0.43,0.9529166666666667
17,10,1,1,10.8,5,1.14,0.75,0.9824999999999999
18,10,1,1,3.1,3,1.6,1.38,1.0179166666666666
18,10,1,1,-4.3,4,1.73,0.94,1.0325
20,10,1,1,-4.1,5,1.45,1.2,1.05375
20,10,1,1,13.2,3,1.31,1.99,1.0583333333333333
22,10,1,1,2.7,3,1.19,0.37,1.025
23,10,1,1,5.9,5,0.88,0.69,1.04625
0,11,2,1,19.2,4,1.68,1.28,1.0875000000000001
1,11,2,1,19.2,1,1.99,1.74,1.1170833333333332
2,11,2,1,-5.5,3,1.08,1.14,1.0895833333333333
3,11,2,1,16.3,5,0.55,1.02,1.065
3,11,2,1,32.9,1,1.19,0.93,1.0720833333333333
5,11,2,1,23.9,3,0.55,0.46,1.0562500000000001
5,11,2,1,35.1,1,0.61,1.33,1.0625
6,11,2,1,37.3,4,0.89,0.8,1.0441666666666667
7,11,2,1,14.8,5,0.53,0.32,1.0329166666666667
10,11,2,1,4.9,5,1.87,1.44,1.0975
11,11,2,1,17.6,5,1.56,0.85,1.1025
16,11,2,1,-4.6,2,0.9,0.9,1.1045833333333335
17,11,2,1,1.0,5,0.56,0.27,1.0904166666666666
17,11,2,1,37.8,3,1.66,1.55,1.1483333333333332
18,11,2,1,19.9,3,1.62,0.27,1.1512499999999999
18,11,2,1,6.9,2,1.07,0.82,1.1845833333333333
18,11,2,1,7.7,1,1.07,1.14,1.195
18,11,2,1,29.1,3,0.72,1.6,1.1775
19,11,2,1,-7.4,3,0.42,1.73,1.1283333333333334
19,11,2,1,24.0,4,1.8,1.45,1.1312499999999999
20,11,2,1,-9.1,5,0.79,1.31,1.10375
21,11,2,1,9.5,4,1.31,1.19,1.10375
23,11,2,1,35.0,3,0.36,0.88,1.0691666666666666
23,11,2,1,2.7,5,1.27,1.68,1.0854166666666667
23,11,2,1,18.1,1,1.38,1.99,1.0729166666666667
0,12,3,1,-4.0,5,1.48,1.08,1.0516666666666667
0,12,3,1,-7.2,3,0.22,0.55,1.0158333333333334
1,12,3,1,20.4,3,0.34,1.19,1.0070833333333333
1,12,3,1,9.4,5,1.55,0.55,1.0220833333333335
4,12,3,1,28.0,2,0.63,0.61,1.0254166666666666
6,12,3,1,19.8,1,1.97,0.89,1.0820833333333333
6,12,3,1,-7.2,3,1.72,0.53,1.1166666666666667
6,12,3,1,20.6,4,0.36,1.87,1.1095833333333334
6,12,3,1,3.0,5,1.44,1.56,1.0916666666666666
6,12,3,1,11.5,5,1.87,0.9,1.1045833333333335
10,12,3,1,39.3,5,1.88,0.56,1.1454166666666665
10,12,3,1,18.8,2,0.78,1.66,1.1545833333333333
12,12,3,1,26.1,4,1.64,1.62,1.15375
12,12,3,1,33.3,5,0.35,1.07,1.1008333333333333
13,12,3,1,6.2,4,0.85,1.07,1.0916666666666666
14,12,3,1,19.7,5,0.99,0.72,1.0883333333333332
14,12,3,1,13.8,5,1.56,0.42,1.1233333333333333
16,12,3,1,18.0,1,0.9,1.8,1.1433333333333333
18,12,3,1,-6.8,1,0.53,0.79,1.0904166666666668
19,12,3,1,21.6,5,1.71,1.31,1.12875
19,12,3,1,0.6,2,1.37,0.36,1.1312499999999999
20,12,3,1,31.8,3,0.92,1.27,1.1545833333333333
20,12,3,1,13.2,2,1.88,1.38,1.18
20,12,3,1,25.0,2,0.87,1.48,1.15875
21,12,3,1,-7.0,4,1.94,0.22,1.1779166666666667
22,12,3,1,27.1,2,1.63,0.34,1.2366666666666666
23,12,3,1,5.2,3,1.89,1.55,1.30125
0,13,4,1,11.8,2,0.85,0.63,1.2720833333333332
2,13,4,1,35.7,1,0.53,1.97,1.2679166666666666
2,13,4,1,16.2,5,1.08,1.72,1.2308333333333332
3,13,4,1,12.6,1,0.51,0.36,1.1804166666666667
4,13,4,1,39.1,1,1.13,1.44,1.2125
5,13,4,1,10.0,5,0.53,1.87,1.1745833333333333
7,13,4,1,-4.9,2,1.1,1.88,1.1425
8,13,4,1,31.7,2,1.76,0.78,1.1375
10,13,4,1,24.8,1,1.48,1.64,1.1666666666666667
10,13,4,1,-0.8,1,0.29,0.35,1.1104166666666666
12,13,4,1,13.4,5,1.62,0.85,1.1633333333333333
13,13,4,1,38.7,4,0.48,0.99,1.1479166666666667
13,13,4,1,34.8,1,0.57,1.56,1.1304166666666668
13,13,4,1,3.8,3,1.01,0.9,1.1075
13,13,4,1,17.2,1,0.42,0.53,1.0875000000000001
14,13,4,1,20.5,5,1.84,1.71,1.1420833333333333
14,13,4,1,13.1,4,1.02,1.37,1.1133333333333333
14,13,4,1,-0.2,5,0.72,0.92,1.08625
15,13,4,1,15.6,1,0.23,1.88,1.0574999999999999
18,13,4,1,1.2,4,0.82,0.87,1.0133333333333334
19,13,4,1,7.7,4,1.43,1.94,1.0366666666666666
19,13,4,1,18.1,1,1.8,1.63,1.0308333333333333
19,13,4,1,13.1,5,1.22,1.89,1.01375
20,13,4,1,33.2,2,1.88,0.85,1.0133333333333334
21,13,4,1,17.0,4,2.0,0.53,1.06125
22,13,4,1,19.2,2,1.27,1.08,1.0920833333333333
23,13,4,1,10.7,3,0.87,0.51,1.0833333333333333
23,13,4,1,1.6,4,1.41,1.13,1.1208333333333333
0,14,5,1,0.1,5,1.61,0.53,1.1408333333333334
1,14,5,1,11.8,4,1.12,1.1,1.1654166666666665
2,14,5,1,11.5,3,1.94,1.76,1.2004166666666667
3,14,5,1,36.6,3,1.74,1.48,1.1995833333333332
6,14,5,1,30.7,2,0.77,0.29,1.17
6,14,5,1,-1.6,2,1.95,1.62,1.2391666666666667
6,14,5,1,15.2,5,0.87,0.48,1.2079166666666665
7,14,5,1,25.6,3,0.21,0.57,1.1966666666666665
8,14,5,1,-5.9,5,0.79,1.01,1.2058333333333333
10,14,5,1,0.7,5,0.55,0.42,1.1866666666666668
13,14,5,1,34.4,3,1.55,1.84,1.23375
14,14,5,1,-7.2,3,0.78,1.02,1.1895833333333334
16,14,5,1,9.5,1,1.36,0.72,1.20375
17,14,5,1,32.0,2,1.99,0.23,1.2566666666666666
17,14,5,1,26.6,3,0.61,0.82,1.2725
19,14,5,1,10.0,1,1.78,1.43,1.3125
20,14,5,1,-3.6,4,1.57,1.8,1.3183333333333334
20,14,5,1,19.7,4,1.14,1.22,1.2908333333333333
21,14,5,1,8.1,3,1.12,1.88,1.2866666666666668
21,14,5,1,-4.8,5,1.34,2.0,1.2641666666666667
21,14,5,1,1.5,5,1.1,1.27,1.2266666666666666
22,14,5,1,30.2,3,1.7,0.87,1.2445833333333332
23,14,5,1,29.3,3,0.26,1.41,1.2191666666666667
23,14,5,1,11.1,1,1.25,1.61,1.2125000000000001
0,15,6,1,3.1,5,0.67,1.12,1.1733333333333333
1,15,6,1,12.5,5,0.3,1.94,1.1391666666666667
4,15,6,1,1.1,1,0.29,1.74,1.0704166666666668
5,15,6,1,27.5,5,0.32,0.77,1.0112500000000002
8,15,6,1,37.4,4,0.98,1.95,1.0199999999999998
9,15,6,1,23.8,2,0.65,0.87,0.9658333333333333
10,15,6,1,28.5,1,1.88,0.21,1.0079166666666668
10,15,6,1,23.3,4,0.51,0.79,1.0204166666666667
11,15,6,1,25.6,3,1.6,0.55,1.0541666666666667
12,15,6,1,15.0,4,1.57,1.55,1.0966666666666667
12,15,6,1,9.3,5,1.45,0.78,1.0925
12,15,6,1,13.9,2,1.59,1.36,1.12625
12,15,6,1,-0.9,1,0.8,1.99,1.1029166666666665
13,15,6,1,21.1,5,1.17,0.61,1.06875
14,15,6,1,33.4,1,0.92,1.78,1.0816666666666668
15,15,6,1,13.1,4,0.2,1.57,1.0158333333333334
16,15,6,1,32.8,1,0.26,1.14,0.96125
19,15,6,1,3.8,4,0.83,1.12,0.9483333333333334
20,15,6,1,36.3,1,0.7,1.34,0.9308333333333333
21,15,6,1,17.0,1,1.27,1.1,0.9279166666666666
21,15,6,1,-7.6,5,1.71,1.7,0.9533333333333335
22,15,6,1,3.3,4,0.7,0.26,0.9116666666666666
22,15,6,1,16.3,3,1.07,1.25,0.9454166666666667
22,15,6,1,35.5,2,1.28,0.67,0.9466666666666667
23,15,6,1,-7.7,3,0.82,0.3,0.9529166666666665
1,16,0,1,22.8,4,0.96,0.29,0.9804166666666667
4,16,0,1,29.6,5,1.27,0.32,1.02125
4,16,0,1,30.4,3,0.68,0.98,1.03625
4,16,0,1,29.2,5,1.07,0.65,1.04
4,16,0,1,-8.1,4,0.84,1.88,1.0479166666666666
5,16,0,1,21.0,4,0.95,0.51,1.0091666666666665
6,16,0,1,9.8,1,0.22,1.6,0.9970833333333333
7,16,0,1,26.8,5,1.33,1.57,0.9858333333333333
7,16,0,1,30.7,5,1.8,1.45,0.9954166666666667
9,16,0,1,26.2,4,1.82,1.59,1.0108333333333335
9,16,0,1,25.5,2,1.8,0.8,1.0195833333333335
12,16,0,1,37.1,1,1.93,1.17,1.0666666666666667
12,16,0,1,-6.7,1,1.66,0.92,1.0870833333333334
12,16,0,1,8.4,2,1.51,0.2,1.1116666666666666
12,16,0,1,10.3,2,0.58,0.26,1.1275
13,16,0,1,7.5,4,1.45,0.83,1.1770833333333333
15,16,0,1,0.9,1,0.55,0.7,1.1654166666666665
15,16,0,1,-5.5,3,1.62,1.27,1.20375
16,16,0,1,9.1,3,1.38,1.71,1.2083333333333333
16,16,0,1,10.6,4,1.31,0.7,1.1916666666666667
17,16,0,1,18.0,1,0.97,1.07,1.2029166666666666
17,16,0,1,-8.3,5,0.4,1.28,1.175
17,16,0,1,8.5,1,0.74,0.82,1.1525
18,16,0,1,22.2,2,1.31,0.96,1.1729166666666668
19,16,0,1,31.0,3,1.46,1.27,1.19375
21,16,0,1,24.8,5,1.78,0.68,1.215
22,16,0,1,36.5,4,1.43,1.07,1.24625
23,16,0,1,-3.6,5,0.76,0.84,1.2333333333333334
23,16,0,1,34.9,2,0.93,0.95,1.2370833333333333
3,17,1,1,37.6,1,1.67,0.22,1.2670833333333336
4,17,1,1,26.4,3,0.4,1.33,1.2745833333333334
5,17,1,1,38.5,2,1.83,1.8,1.2954166666666667
5,17,1,1,19.1,1,0.26,1.82,1.23125
5,17,1,1,15.5,4,0.84,1.8,1.1904166666666667
7,17,1,1,39.2,1,1.24,1.93,1.1670833333333333
9,17,1,1,9.3,3,1.43,1.66,1.14625
12,17,1,1,31.5,5,0.59,1.51,1.1016666666666666
15,17,1,1,18.8,4,1.81,0.58,1.1141666666666667
18,17,1,1,8.5,3,0.37,1.45,1.1054166666666667
19,17,1,1,11.4,5,0.46,0.55,1.0641666666666667
20,17,1,1,-1.8,1,0.93,1.62,1.0799999999999998
20,17,1,1,0.3,2,1.34,1.38,1.0683333333333334
20,17,1,1,-5.2,4,1.78,1.31,1.085
22,17,1,1,-7.7,4,0.91,0.97,1.0683333333333334
23,17,1,1,11.9,3,1.93,0.4,1.1083333333333332
23,17,1,1,-1.9,2,0.32,0.74,1.105
0,18,2,1,15.4,1,1.99,1.31,1.1570833333333335
1,18,2,1,3.9,1,1.57,1.46,1.1679166666666667
3,18,2,1,-2.1,4,0.77,1.78,1.1391666666666667
4,18,2,1,11.3,1,0.58,1.43,1.0891666666666666
4,18,2,1,8.1,3,0.67,0.76,1.0575
5,18,2,1,28.4,4,0.91,0.93,1.06375
5,18,2,1,19.9,3,0.48,1.67,1.0450000000000002
6,18,2,1,-8.8,5,0.46,0.4,0.9945833333333334
6,18,2,1,-1.1,5,1.7,1.83,1.04875
8,18,2,1,3.6,4,0.27,0.26,0.9837500000000001
8,18,2,1,7.4,2,1.92,0.84,1.0529166666666667
9,18,2,1,8.3,5,1.04,1.24,1.06125
9,18,2,1,16.8,2,0.32,1.43,1.0229166666666667
10,18,2,1,28.8,3,1.55,0.59,1.0279166666666668
10,18,2,1,2.4,5,0.85,1.81,1.03875
11,18,2,1,22.4,1,1.46,0.37,1.0241666666666667
11,18,2,1,33.2,4,0.87,0.46,1.045
12,18,2,1,12.3,4,0.79,0.93,1.05875
13,18,2,1,22.4,3,1.77,1.34,1.0937500000000002
14,18,2,1,39.6,3,1.07,1.78,1.0825000000000002
15,18,2,1,26.9,4,1.68,0.91,1.0783333333333334
15,18,2,1,33.5,1,1.98,1.93,1.1229166666666668
16,18,2,1,20.3,5,0.66,0.32,1.07
17,18,2,1,2.7,1,1.91,1.99,1.13625
17,18,2,1,-7.2,4,1.99,1.57,1.13625
17,18,2,1,18.9,1,1.57,0.77,1.13625
19,18,2,1,6.5,4,0.71,0.58,1.13375
20,18,2,1,6.2,5,1.45,0.67,1.1700000000000002
20,18,2,1,35.6,4,1.97,0.91,1.2241666666666666
21,18,2,1,8.8,5,0.72,0.48,1.2162499999999998
22,18,2,1,21.5,1,0.36,0.46,1.21125
0,19,3,1,25.1,5,1.83,1.7,1.2683333333333333
2,19,3,1,22.6,5,1.36,0.27,1.2541666666666667
2,19,3,1,0.3,5,1.83,1.92,1.3191666666666666
5,19,3,1,12.8,1,1.59,1.04,1.3054166666666667
6,19,3,1,12.9,1,0.29,0.32,1.2741666666666667
7,19,3,1,25.3,4,0.97,1.55,1.30125
9,19,3,1,38.1,4,1.4,0.85,1.2950000000000002
9,19,3,1,20.7,4,1.5,1.46,1.3220833333333333
10,19,3,1,39.9,1,0.94,0.87,1.3004166666666668
10,19,3,1,-9.9,1,1.18,0.79,1.3133333333333332
12,19,3,1,4.1,5,0.8,1.77,1.31375
12,19,3,1,25.5,4,1.68,1.07,1.3099999999999998
13,19,3,1,35.1,5,1.77,1.68,1.3391666666666666
14,19,3,1,0.9,3,0.94,1.98,1.3083333333333333
15,19,3,1,0.5,2,1.93,0.66,1.3062500000000001
15,19,3,1,28.7,4,1.27,1.91,1.3316666666666668
15,19,3,1,3.2,3,1.52,1.99,1.3154166666666667
16,19,3,1,6.9,2,1.2,1.57,1.2825
17,19,3,1,-10.0,4,1.54,0.71,1.28125
18,19,3,1,31.0,2,1.59,1.45,1.3179166666666666
18,19,3,1,35.8,1,1.19,1.97,1.3070833333333332
21,19,3,1,33.6,5,0.38,0.72,1.2408333333333335
22,19,3,1,-9.9,4,1.53,0.36,1.2745833333333334
22,19,3,1,1.5,4,1.86,1.83,1.3370833333333334
23,19,3,1,7.6,1,1.01,1.36,1.3029166666666667
23,19,3,1,21.0,5,0.73,1.83,1.2766666666666666
23,19,3,1,17.5,1,1.04,1.59,1.24375
1,20,4,1,27.8,1,0.75,0.29,1.20875
1,20,4,1,19.1,5,1.48,0.97,1.2583333333333333
1,20,4,1,18.0,2,1.12,1.4,1.2645833333333334
2,20,4,1,-3.2,3,1.99,1.5,1.2891666666666666
