hour,day,weekday,month,Outdoor Temperature,Household Size,lag_1,lag_24,rolling_mean_24
5,6,4,1,3.5,3,1.06,0.99,1.19875
8,6,4,1,-5.7,2,1.63,0.97,1.2254166666666666
9,6,4,1,14.2,1,1.39,1.13,1.2429166666666667
9,6,4,1,-1.8,1,1.69,1.98,1.26625
11,6,4,1,39.9,2,0.55,1.08,1.2066666666666668
12,6,4,1,16.2,1,1.05,1.76,1.2054166666666666
12,6,4,1,25.6,3,1.73,0.27,1.2041666666666668
16,6,4,1,2.8,4,1.05,0.66,1.2366666666666666
16,6,4,1,15.9,4,0.67,1.7,1.2370833333333333
17,6,4,1,20.4,4,0.67,1.83,1.1941666666666666
18,6,4,1,12.7,3,0.51,1.23,1.1391666666666667
20,6,4,1,17.0,2,0.28,1.1,1.0995833333333334
22,6,4,1,26.6,2,0.37,1.69,1.0691666666666666
0,7,5,1,33.8,4,0.31,0.71,1.0116666666666667
0,7,5,1,21.6,5,1.1,1.26,1.0279166666666666
0,7,5,1,-2.0,5,0.5,1.78,0.99625
2,7,5,1,31.8,2,1.15,0.5,0.9700000000000001
3,7,5,1,1.4,5,1.56,1.95,1.0141666666666667
4,7,5,1,-6.0,1,1.09,1.13,0.9783333333333334
4,7,5,1,29.5,4,1.55,0.47,0.9958333333333332
6,7,5,1,-4.1,2,1.31,1.22,1.0308333333333333
7,7,5,1,-5.3,5,0.31,0.65,0.9929166666666668
10,7,5,1,-4.0,3,0.5,1.65,0.9866666666666667
15,7,5,1,-2.4,2,0.42,1.06,0.9354166666666667
15,7,5,1,23.1,5,0.54,1.63,0.91375
16,7,5,1,11.6,4,1.9,1.39,0.9249999999999999
16,7,5,1,38.6,1,0.85,1.69,0.9025
18,7,5,1,18.0,2,1.03,0.55,0.875
18,7,5,1,33.0,2,1.23,1.05,0.9033333333333333
21,7,5,1,-1.6,5,0.87,1.73,0.8958333333333334
22,7,5,1,7.0,5,0.92,1.05,0.8620833333333332
3,8,6,1,8.8,1,1.39,0.67,0.8762500000000001
4,8,6,1,12.4,4,1.44,0.67,0.9083333333333333
4,8,6,1,9.7,3,0.83,0.51,0.915
4,8,6,1,25.0,4,1.13,0.28,0.9408333333333333
4,8,6,1,39.7,4,0.89,0.37,0.9662499999999999
5,8,6,1,34.5,2,1.75,0.31,1.02375
5,8,6,1,29.4,3,1.62,1.1,1.0783333333333334
5,8,6,1,17.4,1,0.9,0.5,1.07
6,8,6,1,27.5,3,0.29,1.15,1.06125
9,8,6,1,19.2,5,0.2,1.56,1.0216666666666667
12,8,6,1,30.9,4,0.38,1.09,0.9725
12,8,6,1,-1.0,5,0.94,1.55,0.96625
12,8,6,1,38.7,4,0.53,1.31,0.92375
12,8,6,1,9.0,1,1.35,0.31,0.9254166666666667
12,8,6,1,-0.8,5,0.71,0.5,0.9420833333333333
12,8,6,1,32.0,1,1.13,0.42,0.9683333333333333
12,8,6,1,30.7,5,1.13,0.54,0.9979166666666667
12,8,6,1,-9.5,2,1.29,1.9,1.0291666666666666
13,8,6,1,37.3,2,0.86,0.85,0.9858333333333333
13,8,6,1,36.7,3,0.83,1.03,0.985
14,8,6,1,29.4,3,1.96,1.23,1.02375
14,8,6,1,3.2,3,0.55,0.87,0.9954166666666667
15,8,6,1,39.3,4,1.59,0.92,1.0254166666666666
15,8,6,1,22.9,1,0.52,1.39,1.00875
16,8,6,1,-1.6,5,0.82,1.44,0.985
16,8,6,1,-5.9,1,1.95,0.83,1.0062499999999999
17,8,6,1,5.9,5,1.8,1.13,1.0466666666666666
17,8,6,1,3.7,5,1.84,0.89,1.0762500000000002
18,8,6,1,15.4,3,1.12,1.75,1.0858333333333334
22,8,6,1,13.6,4,1.6,1.62,1.0795833333333333
22,8,6,1,38.7,5,1.59,0.9,1.0783333333333334
0,9,0,1,2.1,4,1.71,0.29,1.1120833333333333
1,9,0,1,3.4,1,1.72,0.2,1.1716666666666666
2,9,0,1,20.3,3,1.33,0.38,1.21875
3,9,0,1,34.2,5,1.24,0.94,1.2545833333333334
5,9,0,1,6.2,4,1.71,0.53,1.2866666666666666
7,9,0,1,38.5,3,1.74,1.35,1.3370833333333334
7,9,0,1,-3.3,4,0.6,0.71,1.3058333333333334
9,9,0,1,-3.6,4,0.67,1.13,1.3041666666666667
9,9,0,1,20.7,3,0.87,1.13,1.2933333333333332
10,9,0,1,36.0,1,0.88,1.29,1.2829166666666667
10,9,0,1,15.1,3,0.41,0.86,1.24625
11,9,0,1,6.1,1,0.69,0.83,1.2391666666666665
12,9,0,1,26.0,5,0.9,1.96,1.2420833333333334
13,9,0,1,-0.4,4,0.47,0.55,1.18
13,9,0,1,9.6,4,1.57,1.59,1.2225
13,9,0,1,23.6,5,0.36,0.52,1.17125
15,9,0,1,0.0,1,0.62,0.82,1.1754166666666668
15,9,0,1,4.4,4,1.9,1.95,1.2204166666666667
17,9,0,1,26.5,1,0.26,1.8,1.1500000000000001
18,9,0,1,25.6,4,0.72,1.84,1.105
20,9,0,1,8.7,1,1.77,1.12,1.1020833333333333
21,9,0,1,-1.9,3,0.91,1.6,1.0933333333333333
22,9,0,1,18.8,4,1.22,1.59,1.0775
22,9,0,1,-1.2,5,1.64,1.71,1.0795833333333333
23,9,0,1,-5.1,2,1.06,1.72,1.0525
0,10,1,1,26.1,3,1.79,1.33,1.0554166666666667
0,10,1,1,-3.7,4,0.71,1.24,1.0295833333333333
1,10,1,1,-5.1,4,1.89,1.71,1.0566666666666666
3,10,1,1,2.0,5,1.17,1.74,1.0341666666666667
4,10,1,1,5.3,2,1.38,0.6,1.0191666666666666
5,10,1,1,12.7,4,1.67,0.67,1.06375
5,10,1,1,14.0,3,1.9,0.87,1.115
5,10,1,1,17.6,5,1.93,0.88,1.1591666666666667
6,10,1,1,7.8,3,0.67,0.41,1.1504166666666666
7,10,1,1,1.4,5,1.63,0.69,1.20125
7,10,1,1,21.6,5,1.66,0.9,1.2416666666666667
9,10,1,1,32.8,2,1.1,0.47,1.2499999999999998
9,10,1,1,0.4,2,1.07,1.57,1.275
10,10,1,1,10.1,3,1.42,0.36,1.26875
10,10,1,1,0.5,4,0.45,0.62,1.2725
11,10,1,1,33.4,1,0.51,1.9,1.2679166666666666
11,10,1,1,21.6,5,1.59,0.26,1.2550000000000001
11,10,1,1,-1.3,4,1.42,0.72,1.3033333333333332
12,10,1,1,17.7,2,0.31,1.77,1.2862500000000001
12,10,1,1,24.8,1,0.48,0.91,1.2325
12,10,1,1,5.9,2,1.04,1.22,1.2379166666666668
13,10,1,1,-9.3,3,1.29,1.64,1.2408333333333335
13,10,1,1,18.5,4,0.27,1.06,1.18375
13,10,1,1,7.3,3,1.26,1.79,1.1920833333333334
13,10,1,1,19.2,3,0.67,0.71,1.1454166666666665
14,10,1,1,-7.4,5,1.68,1.89,1.1858333333333333
15,10,1,1,34.8,1,1.81,1.17,1.1825
17,10,1,1,6.7,3,0.97,1.38,1.1741666666666666
18,10,1,1,21.8,3,1.67,1.67,1.18625
19,10,1,1,21.1,4,1.13,1.9,1.16375
21,10,1,1,34.3,3,0.7,1.93,1.11375
21,10,1,1,19.6,2,1.92,0.67,1.1133333333333333
21,10,1,1,13.1,5,0.71,1.63,1.115
22,10,1,1,23.6,2,1.41,1.66,1.1058333333333332
23,10,1,1,27.0,1,1.42,1.1,1.0958333333333334
23,10,1,1,13.9,1,1.3,1.07,1.1041666666666667
23,10,1,1,27.3,5,1.92,1.42,1.1395833333333334
0,11,2,1,22.2,5,0.39,0.45,1.0966666666666667
0,11,2,1,10.7,5,1.51,0.51,1.1408333333333334
1,11,2,1,-3.8,3,1.66,1.59,1.18875
1,11,2,1,35.1,1,1.62,1.42,1.19
1,11,2,1,28.3,1,1.61,0.31,1.1979166666666667
2,11,2,1,19.8,4,0.42,0.48,1.2025
3,11,2,1,33.8,1,1.76,1.04,1.2558333333333334
4,11,2,1,19.5,5,1.65,1.29,1.28125
4,11,2,1,-4.5,5,1.48,0.27,1.2891666666666666
5,11,2,1,-4.0,1,1.18,1.26,1.3270833333333334
5,11,2,1,13.6,4,1.27,0.67,1.3275
5,11,2,1,11.5,3,0.47,1.68,1.3191666666666666
7,11,2,1,9.9,1,1.84,1.81,1.3258333333333334
8,11,2,1,10.3,4,1.45,0.97,1.3108333333333333
10,11,2,1,27.2,3,1.59,1.67,1.3366666666666667
10,11,2,1,-5.5,3,0.96,1.13,1.3070833333333334
11,11,2,1,3.5,5,0.55,0.7,1.2829166666666667
13,11,2,1,-2.6,4,1.79,1.92,1.3283333333333334
13,11,2,1,-0.4,4,1.51,0.71,1.31125
13,11,2,1,35.0,3,0.79,1.41,1.3145833333333334
14,11,2,1,21.3,4,0.88,1.42,1.2925
16,11,2,1,10.4,4,0.35,1.3,1.2479166666666666
16,11,2,1,8.0,5,1.38,1.92,1.25125
16,11,2,1,-9.3,1,0.89,0.39,1.2083333333333333
17,11,2,1,10.7,3,1.94,1.51,1.2729166666666665
18,11,2,1,5.4,2,1.45,1.66,1.2704166666666667
18,11,2,1,25.1,2,0.86,1.62,1.2370833333333333
18,11,2,1,11.6,2,1.01,1.61,1.2116666666666667
19,11,2,1,16.3,5,0.54,0.42,1.1670833333333335
20,11,2,1,28.0,3,0.95,1.76,1.1891666666666667
20,11,2,1,-5.8,5,0.42,1.65,1.1333333333333333
21,11,2,1,-3.7,4,1.24,1.48,1.11625
21,11,2,1,22.7,2,1.53,1.18,1.1183333333333334
21,11,2,1,9.8,5,1.49,1.27,1.1312499999999999
22,11,2,1,9.2,2,1.33,0.47,1.1337499999999998
23,11,2,1,21.3,4,0.7,1.84,1.1433333333333333
0,12,3,1,-1.6,4,1.11,1.45,1.1129166666666668
2,12,3,1,10.8,1,0.81,1.59,1.08625
2,12,3,1,9.7,2,1.51,0.96,1.0829166666666667
3,12,3,1,32.6,3,1.51,0.55,1.1058333333333332
3,12,3,1,39.6,2,1.47,1.79,1.1441666666666668
4,12,3,1,-8.7,5,0.4,1.51,1.08625
5,12,3,1,-3.6,3,1.67,0.79,1.0929166666666665
6,12,3,1,-8.4,2,1.86,0.88,1.1375
6,12,3,1,4.3,3,0.65,0.35,1.1279166666666667
6,12,3,1,31.6,2,0.34,1.38,1.1275
7,12,3,1,20.5,5,1.73,0.89,1.1420833333333333
7,12,3,1,32.5,4,0.72,1.94,1.135
7,12,3,1,33.9,1,1.82,1.45,1.13
8,12,3,1,23.4,4,1.25,0.86,1.1216666666666666
9,12,3,1,5.5,5,1.9,1.01,1.165
10,12,3,1,3.2,2,1.41,0.54,1.1816666666666669
10,12,3,1,5.0,4,1.87,0.95,1.2370833333333333
13,12,3,1,31.4,3,1.42,0.42,1.2566666666666666
14,12,3,1,-0.2,1,0.53,1.24,1.2612500000000002
15,12,3,1,39.5,3,1.77,1.53,1.2833333333333334
17,12,3,1,9.5,5,0.38,1.49,1.2354166666666668
19,12,3,1,-0.4,1,0.34,1.33,1.1875
20,12,3,1,13.3,4,1.06,0.7,1.17625
22,12,3,1,39.3,4,0.46,1.11,1.16625
23,12,3,1,-0.6,1,1.77,0.81,1.1937499999999999
0,13,4,1,2.9,3,1.39,1.51,1.2179166666666668
0,13,4,1,-2.3,3,1.0,1.51,1.1966666666666665
1,13,4,1,20.2,2,0.98,1.47,1.1745833333333333
1,13,4,1,20.8,2,0.65,0.4,1.1404166666666666
2,13,4,1,-0.8,1,1.19,1.67,1.1733333333333333
2,13,4,1,19.9,5,0.69,1.86,1.1325
5,13,4,1,15.6,2,1.97,0.65,1.1370833333333332
6,13,4,1,-8.0,5,1.35,0.34,1.16625
6,13,4,1,31.4,4,1.34,1.73,1.2079166666666667
8,13,4,1,-2.1,4,1.56,0.72,1.2008333333333334
9,13,4,1,21.3,4,0.49,1.82,1.19125
10,13,4,1,25.2,2,0.42,1.25,1.1329166666666668
10,13,4,1,27.7,3,1.51,1.9,1.14375
11,13,4,1,27.9,5,1.22,1.41,1.1154166666666667
11,13,4,1,20.6,1,0.48,1.87,1.0766666666666667
14,13,4,1,19.4,5,1.6,1.42,1.0654166666666667
14,13,4,1,-0.9,1,1.21,0.53,1.0566666666666666
16,13,4,1,-5.8,4,0.54,1.77,1.0570833333333332
17,13,4,1,39.5,1,1.22,0.38,1.0341666666666667
17,13,4,1,36.8,2,0.45,0.34,1.0370833333333334
17,13,4,1,32.6,2,0.25,1.06,1.0333333333333334
20,13,4,1,-1.3,1,1.52,0.46,1.0525
20,13,4,1,28.9,2,0.89,1.77,1.0704166666666668
21,13,4,1,5.2,5,0.7,1.39,1.0258333333333334
23,13,4,1,10.0,3,0.85,1.0,1.0033333333333332
0,14,5,1,29.4,1,0.33,0.98,0.9754166666666667
2,14,5,1,14.1,5,0.32,0.65,0.9479166666666666
3,14,5,1,33.5,1,0.46,1.19,0.9400000000000001
3,14,5,1,30.0,4,0.96,0.69,0.9304166666666666
3,14,5,1,10.0,3,0.46,1.97,0.9208333333333334
3,14,5,1,18.6,3,1.67,1.35,0.9083333333333333
4,14,5,1,-3.9,2,1.93,1.34,0.9325000000000001
5,14,5,1,3.8,3,0.73,1.56,0.9070833333333334
5,14,5,1,-0.4,4,0.78,0.49,0.8745833333333333
7,14,5,1,35.7,4,1.25,0.42,0.90625
8,14,5,1,27.3,3,0.7,1.51,0.9179166666666666
8,14,5,1,23.6,1,1.31,1.22,0.9095833333333334
9,14,5,1,-4.9,4,1.67,0.48,0.9283333333333332
9,14,5,1,21.3,1,1.06,1.6,0.9525
9,14,5,1,23.4,4,0.53,1.21,0.9079166666666666
10,14,5,1,14.5,5,1.88,0.54,0.9358333333333334
11,14,5,1,16.8,2,1.14,1.22,0.9608333333333333
12,14,5,1,23.7,5,0.49,0.45,0.9304166666666666
12,14,5,1,24.3,1,1.86,0.25,0.9891666666666666
13,14,5,1,20.8,3,0.61,1.52,1.0041666666666667
13,14,5,1,-4.4,5,1.15,0.89,0.98875
14,14,5,1,12.5,1,0.67,0.7,0.9795833333333333
14,14,5,1,7.2,1,1.67,0.85,1.02
19,14,5,1,-0.3,2,0.83,0.33,1.0191666666666668
19,14,5,1,28.8,3,0.48,0.32,1.0254166666666666
21,14,5,1,11.0,5,1.05,0.46,1.0558333333333334
22,14,5,1,7.4,4,0.49,0.96,1.0570833333333332
22,14,5,1,32.5,5,1.96,0.46,1.0987500000000001
23,14,5,1,39.9,5,0.83,1.67,1.1141666666666665
1,15,6,1,6.6,3,0.74,1.93,1.0754166666666667
2,15,6,1,18.9,5,1.46,0.73,1.0558333333333334
2,15,6,1,37.5,2,1.89,0.78,1.1041666666666665
2,15,6,1,34.1,4,0.41,1.25,1.0887499999999999
2,15,6,1,26.1,2,1.79,0.7,1.11125
2,15,6,1,25.6,1,1.56,1.31,1.1470833333333335
3,15,6,1,37.2,2,1.55,1.67,1.1570833333333332
3,15,6,1,1.1,3,0.42,1.06,1.105
3,15,6,1,-5.2,2,1.91,0.53,1.1404166666666666
5,15,6,1,14.4,5,0.25,1.88,1.12875
7,15,6,1,8.7,1,0.28,1.14,1.0620833333333333
9,15,6,1,32.6,4,0.83,0.49,1.0491666666666666
9,15,6,1,17.8,5,1.86,1.86,1.10625
9,15,6,1,5.2,3,1.7,0.61,1.0995833333333334
11,15,6,1,-8.7,5,1.98,1.15,1.1566666666666667
13,15,6,1,-9.3,4,1.54,0.67,1.1729166666666666
13,15,6,1,17.2,5,0.92,1.67,1.1833333333333333
13,15,6,1,37.4,3,1.07,0.83,1.1583333333333332
13,15,6,1,37.3,1,0.46,0.48,1.1429166666666666
14,15,6,1,25.2,2,0.5,1.05,1.14375
14,15,6,1,12.3,4,1.88,0.49,1.1783333333333332
16,15,6,1,4.9,5,1.79,1.96,1.2325000000000002
16,15,6,1,2.0,2,1.8,0.83,1.2258333333333333
16,15,6,1,5.5,4,0.46,0.74,1.2104166666666667
18,15,6,1,-5.7,3,1.39,1.46,1.2375
18,15,6,1,8.9,5,0.68,1.89,1.2049999999999998
18,15,6,1,-7.1,4,1.08,0.41,1.1712500000000001
19,15,6,1,30.1,4,0.41,1.79,1.1712500000000001
21,15,6,1,5.1,3,0.4,1.56,1.1133333333333333
21,15,6,1,-8.9,2,0.63,1.55,1.0745833333333332
21,15,6,1,26.2,1,1.59,0.42,1.07625
22,15,6,1,15.6,3,1.31,1.91,1.1133333333333335
23,15,6,1,17.4,2,0.64,0.25,1.0604166666666668
23,15,6,1,-5.6,5,1.08,0.28,1.095
0,16,0,1,26.7,5,1.72,0.83,1.155
0,16,0,1,4.4,4,0.33,1.86,1.1341666666666668
0,16,0,1,11.8,2,1.05,1.7,1.1004166666666666
1,16,0,1,4.0,2,0.44,1.98,1.0479166666666666
3,16,0,1,9.2,4,1.01,1.54,1.0075
4,16,0,1,39.7,5,0.21,0.92,0.9520833333333334
4,16,0,1,15.5,1,1.35,1.07,0.9700000000000001
5,16,0,1,-8.8,2,1.13,0.46,0.9725
5,16,0,1,37.1,1,0.92,0.5,0.9916666666666667
5,16,0,1,10.6,1,1.15,1.88,1.01875
7,16,0,1,28.2,5,0.68,1.79,0.96875
7,16,0,1,14.9,1,0.66,1.8,0.9216666666666665
8,16,0,1,12.4,2,1.58,0.46,0.9125000000000001
9,16,0,1,8.9,2,0.95,1.39,0.9329166666666667
10,16,0,1,32.5,4,1.04,0.68,0.9183333333333333
11,16,0,1,-6.6,3,1.88,1.08,0.9683333333333334
12,16,0,1,19.4,4,1.99,0.41,1.0062499999999999
13,16,0,1,-7.3,5,1.82,0.4,1.065
13,16,0,1,27.6,4,1.44,0.63,1.1083333333333334
14,16,0,1,-5.9,2,1.61,1.59,1.1491666666666667
14,16,0,1,30.2,5,1.75,1.31,1.1558333333333335
15,16,0,1,15.3,4,0.79,0.64,1.1341666666666665
16,16,0,1,10.1,1,1.97,1.08,1.1895833333333332
20,16,0,1,-1.5,3,0.92,1.72,1.1829166666666666
1,17,1,1,-6.9,4,1.61,0.33,1.1783333333333335
2,17,1,1,-8.9,1,1.99,1.05,1.2475
8,17,1,1,29.4,3,0.51,0.44,1.2249999999999999
8,17,1,1,19.1,1,1.15,1.01,1.2545833333333334
8,17,1,1,35.1,4,1.71,0.21,1.28375
9,17,1,1,-7.4,1,1.76,1.35,1.3483333333333334
11,17,1,1,-9.2,5,1.39,1.13,1.3499999999999999
12,17,1,1,16.7,1,1.26,0.92,1.3554166666666667
12,17,1,1,6.6,4,0.36,1.15,1.3320833333333333
13,17,1,1,13.3,1,1.55,0.68,1.3487500000000001
13,17,1,1,36.1,1,0.9,0.66,1.3579166666666669
13,17,1,1,34.8,3,0.64,1.58,1.3570833333333334
14,17,1,1,9.8,5,1.2,0.95,1.3412499999999998
14,17,1,1,4.8,5,0.48,1.04,1.3216666666666665
15,17,1,1,30.4,5,1.16,1.88,1.3266666666666667
16,17,1,1,0.2,4,1.21,1.99,1.2987499999999998
16,17,1,1,38.3,3,0.2,1.82,1.2241666666666666
18,17,1,1,34.3,5,0.88,1.44,1.185
18,17,1,1,17.8,2,1.46,1.61,1.1858333333333333
19,17,1,1,35.8,3,0.73,1.75,1.1491666666666667
19,17,1,1,5.0,5,1.95,0.79,1.1575
21,17,1,1,4.9,5,0.44,1.97,1.1429166666666666
22,17,1,1,28.0,3,1.61,0.92,1.1279166666666667
22,17,1,1,14.0,3,0.34,1.61,1.10375
22,17,1,1,-8.8,5,1.91,1.99,1.11625
22,17,1,1,6.9,3,1.69,0.51,1.10375
23,17,1,1,-9.9,2,1.31,1.15,1.1370833333333332
23,17,1,1,18.1,5,0.6,1.71,1.1141666666666667
23,17,1,1,-1.5,1,1.4,1.76,1.10125
0,18,2,1,7.1,5,0.56,1.39,1.05125
0,18,2,1,-6.8,4,0.48,1.26,1.0133333333333334
2,18,2,1,-7.6,4,0.92,0.36,0.9991666666666666
2,18,2,1,10.9,2,0.83,1.55,1.01875
2,18,2,1,6.8,3,1.44,0.9,1.0141666666666667
3,18,2,1,37.5,3,1.88,0.64,1.055
4,18,2,1,-2.9,3,0.52,1.2,1.05
5,18,2,1,-9.5,5,0.94,0.48,1.0391666666666666
7,18,2,1,22.1,1,0.76,1.16,1.0508333333333335
7,18,2,1,12.0,1,1.52,1.21,1.0658333333333334
8,18,2,1,5.6,2,1.18,0.2,1.0645833333333334
9,18,2,1,26.2,4,0.86,0.88,1.0920833333333333
9,18,2,1,17.1,2,1.5,1.46,1.1179166666666667
10,18,2,1,-1.5,3,0.97,0.73,1.0975
12,18,2,1,31.6,5,1.18,1.95,1.11625
12,18,2,1,-8.0,4,1.56,0.44,1.1
14,18,2,1,14.0,3,1.92,1.61,1.1616666666666666
