hour,day,weekday,month,Outdoor Temperature,Household Size,lag_1,lag_24,rolling_mean_24
9,5,3,1,10.0,5,4.44,3.19,3.4091666666666662
10,5,3,1,5.9,1,4.19,4.9,3.450833333333333
10,5,3,1,-4.3,4,4.21,4.15,3.422083333333333
11,5,3,1,-3.3,2,2.37,3.0,3.347916666666667
11,5,3,1,4.7,3,2.21,2.05,3.315
12,5,3,1,39.9,4,4.49,4.94,3.4166666666666665
12,5,3,1,25.5,1,2.77,2.52,3.3262500000000004
12,5,3,1,1.5,1,3.25,2.76,3.356666666666667
13,5,3,1,35.8,4,2.67,3.27,3.352916666666667
13,5,3,1,23.3,3,3.96,3.46,3.3816666666666664
13,5,3,1,5.1,2,2.23,4.56,3.330416666666667
13,5,3,1,-1.9,5,2.32,4.64,3.237083333333333
13,5,3,1,19.8,5,4.4,2.97,3.2270833333333333
14,5,3,1,16.9,4,4.84,4.99,3.3049999999999997
15,5,3,1,-3.8,1,2.87,2.4,3.216666666666667
17,5,3,1,17.7,1,3.61,3.41,3.2670833333333333
17,5,3,1,6.3,5,2.88,2.31,3.2450000000000006
18,5,3,1,-6.6,2,3.76,4.02,3.3054166666666664
18,5,3,1,-1.7,5,2.78,2.34,3.25375
18,5,3,1,10.1,3,3.28,3.35,3.2929166666666667
19,5,3,1,39.6,2,3.82,2.02,3.3125
19,5,3,1,11.2,1,3.86,2.75,3.389166666666666
20,5,3,1,20.4,2,3.93,3.38,3.438333333333333
20,5,3,1,22.1,5,4.22,4.44,3.473333333333333
21,5,3,1,28.4,4,3.37,4.19,3.4287500000000004
21,5,3,1,28.0,1,2.16,4.21,3.3441666666666667
22,5,3,1,6.4,4,3.37,2.37,3.3091666666666666
23,5,3,1,37.5,3,3.9,2.21,3.3729166666666663
23,5,3,1,8.4,3,3.82,4.49,3.44
23,5,3,1,18.2,1,3.92,2.77,3.4162500000000002
0,6,4,1,13.4,2,2.47,3.25,3.40375
1,6,4,1,-1.8,2,3.81,2.67,3.4270833333333335
1,6,4,1,30.6,2,4.13,3.96,3.4879166666666666
2,6,4,1,-3.0,3,4.29,2.23,3.5016666666666665
2,6,4,1,37.0,1,3.03,2.32,3.5349999999999997
3,6,4,1,-1.7,2,3.38,4.4,3.579166666666667
3,6,4,1,17.2,3,3.3,4.84,3.533333333333333
4,6,4,1,-4.1,5,3.78,2.87,3.489166666666667
4,6,4,1,15.6,5,3.97,3.61,3.535
7,6,4,1,25.9,3,3.87,2.88,3.545833333333334
10,6,4,1,7.3,3,4.07,3.76,3.5954166666666665
11,6,4,1,-7.8,3,3.09,2.78,3.5675000000000003
12,6,4,1,9.8,1,4.15,3.28,3.6245833333333333
12,6,4,1,24.6,3,4.6,3.82,3.6795833333333334
12,6,4,1,2.2,2,3.57,3.86,3.669166666666667
14,6,4,1,14.9,4,4.31,3.93,3.6879166666666667
16,6,4,1,-7.2,2,2.25,4.22,3.6179166666666664
16,6,4,1,-0.6,1,2.03,3.37,3.526666666666667
17,6,4,1,30.5,4,4.43,2.16,3.570833333333333
18,6,4,1,13.2,5,2.58,3.37,3.5883333333333334
20,6,4,1,16.2,5,4.96,3.9,3.654583333333333
20,6,4,1,21.3,1,2.32,3.82,3.5887499999999997
22,6,4,1,31.7,2,3.13,3.92,3.56
22,6,4,1,6.4,2,2.32,2.47,3.4933333333333327
22,6,4,1,33.6,5,3.08,3.81,3.5187499999999994
22,6,4,1,32.9,3,4.32,4.13,3.5399999999999996
0,7,5,1,6.5,4,3.46,4.29,3.512083333333333
2,7,5,1,28.7,3,3.25,3.03,3.46875
2,7,5,1,25.2,2,2.96,3.38,3.4658333333333338
3,7,5,1,7.6,4,2.17,3.3,3.4154166666666668
4,7,5,1,-3.0,1,4.2,3.78,3.4529166666666664
5,7,5,1,-9.0,4,3.8,3.97,3.45375
5,7,5,1,-2.7,2,2.82,3.87,3.4058333333333333
5,7,5,1,6.7,3,2.9,4.07,3.3654166666666665
5,7,5,1,23.5,1,2.64,3.09,3.3058333333333336
6,7,5,1,35.6,1,2.93,4.15,3.2991666666666664
6,7,5,1,-3.3,3,3.11,4.6,3.2558333333333334
7,7,5,1,19.5,4,2.77,3.57,3.179583333333333
8,7,5,1,39.8,1,2.9,4.31,3.151666666666667
8,7,5,1,-6.3,3,4.42,2.25,3.15625
11,7,5,1,0.3,3,4.79,2.03,3.262083333333333
13,7,5,1,27.7,1,4.66,4.43,3.3716666666666666
13,7,5,1,30.6,1,2.29,2.58,3.2825
14,7,5,1,23.3,1,2.45,4.96,3.277083333333333
15,7,5,1,4.5,1,4.99,2.32,3.278333333333333
16,7,5,1,-1.2,3,2.24,3.13,3.2750000000000004
16,7,5,1,31.0,2,2.55,2.32,3.250833333333333
17,7,5,1,0.7,3,2.35,3.08,3.252083333333333
19,7,5,1,10.2,3,3.55,4.32,3.271666666666667
19,7,5,1,-1.1,2,3.02,3.46,3.2175
19,7,5,1,33.4,3,2.88,3.25,3.1933333333333334
20,7,5,1,21.8,1,3.64,2.96,3.2095833333333332
20,7,5,1,16.6,5,2.17,2.17,3.1766666666666663
20,7,5,1,-2.2,2,4.62,4.2,3.27875
20,7,5,1,-3.1,3,2.3,3.8,3.1995833333333334
21,7,5,1,8.6,3,3.11,2.82,3.170833333333333
22,7,5,1,19.9,1,4.42,2.9,3.2375000000000003
23,7,5,1,27.2,1,4.25,2.64,3.2937499999999997
23,7,5,1,17.0,3,4.03,2.93,3.3516666666666666
23,7,5,1,36.1,3,4.66,3.11,3.42375
0,8,6,1,39.3,1,4.62,2.77,3.486666666666667
0,8,6,1,18.4,5,3.82,2.9,3.530416666666667
1,8,6,1,-3.0,1,4.59,4.42,3.6008333333333336
1,8,6,1,26.3,4,4.71,4.79,3.6129166666666666
1,8,6,1,2.7,3,4.96,4.66,3.6200000000000006
2,8,6,1,4.1,4,2.99,2.29,3.5504166666666666
2,8,6,1,12.2,2,2.13,2.45,3.5437500000000006
3,8,6,1,26.2,1,4.84,4.99,3.643333333333333
5,8,6,1,38.8,5,2.48,2.24,3.5387500000000003
5,8,6,1,38.4,4,3.76,2.55,3.6020833333333333
5,8,6,1,-10.0,1,2.51,2.35,3.6004166666666664
6,8,6,1,37.2,2,3.33,3.55,3.64125
6,8,6,1,21.4,3,2.83,3.02,3.61125
7,8,6,1,-3.2,2,2.78,2.88,3.60125
9,8,6,1,26.3,2,3.07,3.64,3.609166666666667
9,8,6,1,-1.7,2,2.43,2.17,3.55875
9,8,6,1,16.9,4,4.81,4.62,3.6687499999999997
9,8,6,1,1.9,4,2.06,2.3,3.5620833333333333
11,8,6,1,30.7,1,4.03,3.11,3.6341666666666668
11,8,6,1,32.7,1,3.58,4.42,3.65375
12,8,6,1,-9.4,1,4.82,4.25,3.6704166666666667
12,8,6,1,27.5,2,4.84,4.03,3.695
12,8,6,1,4.3,5,4.75,4.66,3.7249999999999996
13,8,6,1,17.0,5,3.12,4.62,3.660833333333333
14,8,6,1,4.9,3,3.11,3.82,3.5979166666666664
14,8,6,1,28.8,5,3.75,4.59,3.595
15,8,6,1,-9.1,3,2.4,4.71,3.50375
16,8,6,1,22.5,2,2.53,4.96,3.4129166666666673
17,8,6,1,-4.6,1,2.46,2.99,3.30875
18,8,6,1,0.5,5,3.95,2.13,3.3487500000000003
20,8,6,1,8.5,3,3.43,4.84,3.402916666666666
20,8,6,1,4.9,3,3.38,2.48,3.3420833333333335
20,8,6,1,-7.7,5,2.13,3.76,3.3275
22,8,6,1,5.5,3,4.92,2.51,3.375833333333333
0,9,0,1,35.3,4,2.35,3.33,3.3691666666666666
0,9,0,1,3.2,3,2.77,2.83,3.3458333333333337
1,9,0,1,38.3,4,4.16,2.78,3.4012499999999997
1,9,0,1,11.2,3,2.52,3.07,3.390416666666667
1,9,0,1,-2.8,4,4.12,2.43,3.4341666666666666
2,9,0,1,-6.5,1,4.16,4.81,3.50625
3,9,0,1,4.1,1,4.42,2.06,3.49
4,9,0,1,7.9,5,2.03,4.03,3.48875
8,9,0,1,25.4,4,4.46,3.58,3.5066666666666664
10,9,0,1,23.2,4,2.35,4.82,3.455416666666667
10,9,0,1,-5.3,5,2.92,4.84,3.37625
11,9,0,1,17.5,4,2.65,4.75,3.285
11,9,0,1,4.6,2,3.35,3.12,3.226666666666667
12,9,0,1,27.9,5,4.18,3.11,3.2708333333333335
13,9,0,1,-5.9,1,4.05,3.75,3.31
14,9,0,1,38.4,3,4.65,2.4,3.3475
16,9,0,1,-1.0,3,2.42,2.53,3.348333333333333
17,9,0,1,13.6,3,4.77,2.46,3.4416666666666664
18,9,0,1,10.0,4,3.61,3.95,3.4895833333333335
19,9,0,1,23.6,2,5.0,3.43,3.533333333333333
19,9,0,1,10.9,5,3.44,3.38,3.53375
20,9,0,1,27.3,2,2.07,2.13,3.4791666666666665
21,9,0,1,25.2,3,4.65,4.92,3.5841666666666665
21,9,0,1,31.1,3,3.3,2.35,3.516666666666666
22,9,0,1,19.7,1,3.06,2.77,3.54625
22,9,0,1,38.4,5,3.53,4.16,3.5779166666666664
22,9,0,1,13.8,3,2.12,2.52,3.4929166666666664
22,9,0,1,-0.2,1,2.35,4.12,3.4858333333333333
22,9,0,1,2.7,5,4.24,4.16,3.4908333333333332
23,9,0,1,37.7,5,3.24,4.42,3.4525
23,9,0,1,-3.3,2,4.15,2.03,3.44125
0,10,1,1,24.9,4,3.65,4.46,3.5087499999999996
1,10,1,1,11.4,1,3.54,2.35,3.470416666666667
2,10,1,1,29.0,4,2.96,2.92,3.495833333333333
5,10,1,1,11.5,1,2.72,2.65,3.4874999999999994
6,10,1,1,-5.7,3,4.81,3.35,3.5775
7,10,1,1,-1.0,5,3.06,4.18,3.5654166666666662
8,10,1,1,28.4,5,4.48,4.05,3.577916666666667
8,10,1,1,9.9,1,4.07,4.65,3.57875
9,10,1,1,36.5,1,4.7,2.42,3.580833333333333
10,10,1,1,-9.5,2,2.38,4.77,3.579166666666666
10,10,1,1,32.9,2,3.51,3.61,3.526666666666667
10,10,1,1,8.5,1,2.43,5.0,3.4775000000000005
12,10,1,1,21.8,5,2.2,3.44,3.3608333333333333
12,10,1,1,-8.9,1,2.82,2.07,3.3350000000000004
14,10,1,1,1.3,3,4.29,4.65,3.4274999999999998
16,10,1,1,30.2,2,4.76,3.3,3.4320833333333334
17,10,1,1,15.8,1,4.88,3.06,3.497916666666667
18,10,1,1,23.3,1,4.74,3.53,3.567916666666667
19,10,1,1,-8.3,4,2.92,2.12,3.5425000000000004
20,10,1,1,-0.1,2,4.0,2.35,3.6208333333333336
20,10,1,1,17.9,4,2.68,4.24,3.6345833333333335
20,10,1,1,32.1,1,2.7,3.24,3.5704166666666666
23,10,1,1,35.1,1,4.52,4.15,3.62375
23,10,1,1,34.9,2,4.7,3.65,3.6466666666666665
1,11,2,1,23.8,5,4.64,3.54,3.6879166666666667
2,11,2,1,24.5,4,3.82,2.96,3.699583333333333
2,11,2,1,35.9,5,3.0,2.72,3.70125
3,11,2,1,3.4,5,3.52,4.81,3.7345833333333336
3,11,2,1,5.9,5,3.17,3.06,3.6662500000000002
3,11,2,1,33.1,5,3.63,4.48,3.69
3,11,2,1,32.9,4,4.08,4.07,3.6733333333333333
4,11,2,1,37.7,4,3.97,4.7,3.669166666666667
6,11,2,1,35.9,2,4.83,2.38,3.674583333333333
6,11,2,1,17.3,4,4.88,3.51,3.77875
6,11,2,1,-8.8,5,3.61,2.43,3.7829166666666665
7,11,2,1,-6.5,1,3.73,2.2,3.8370833333333327
7,11,2,1,37.4,4,2.46,2.82,3.847916666666667
8,11,2,1,33.9,4,4.57,4.29,3.920833333333333
9,11,2,1,37.2,1,3.89,4.76,3.904166666666667
9,11,2,1,-4.7,2,2.84,4.88,3.8241666666666667
9,11,2,1,12.3,4,3.76,4.74,3.7775
10,11,2,1,31.3,5,3.68,2.92,3.733333333333333
11,11,2,1,34.2,1,4.31,4.0,3.79125
14,11,2,1,32.9,5,4.98,2.68,3.8320833333333333
14,11,2,1,20.4,2,4.42,2.7,3.904583333333333
14,11,2,1,31.9,5,2.52,4.52,3.8970833333333332
14,11,2,1,12.6,1,2.02,4.7,3.7929166666666667
16,11,2,1,36.3,1,2.75,4.64,3.7116666666666664
16,11,2,1,33.0,5,2.3,3.82,3.6141666666666663
17,11,2,1,38.9,2,2.17,3.0,3.5454166666666667
18,11,2,1,-9.5,4,2.04,3.52,3.505416666666667
19,11,2,1,-7.7,3,4.67,3.17,3.5533333333333332
21,11,2,1,16.2,3,2.15,3.63,3.5108333333333337
22,11,2,1,7.7,4,4.36,4.08,3.54125
23,11,2,1,19.0,4,2.87,3.97,3.4908333333333332
1,12,3,1,19.9,1,2.32,4.83,3.422083333333333
1,12,3,1,9.6,1,3.65,4.88,3.372916666666667
2,12,3,1,29.7,3,4.22,3.61,3.345416666666667
2,12,3,1,17.2,2,4.93,3.73,3.4004166666666666
2,12,3,1,22.2,5,3.89,2.46,3.407083333333333
4,12,3,1,-1.5,3,4.55,4.57,3.4941666666666666
5,12,3,1,26.1,2,4.19,3.89,3.4783333333333335
5,12,3,1,6.9,3,3.82,2.84,3.4754166666666664
5,12,3,1,18.4,3,4.01,3.76,3.5241666666666664
8,12,3,1,17.0,1,3.2,3.68,3.500833333333334
8,12,3,1,-2.8,3,3.63,4.31,3.49875
9,12,3,1,-3.6,3,2.9,4.98,3.44
9,12,3,1,-2.8,1,3.33,4.42,3.37125
9,12,3,1,4.9,1,2.81,2.52,3.304166666666667
10,12,3,1,27.9,1,4.67,2.02,3.3937499999999994
11,12,3,1,-3.1,5,4.59,2.75,3.500833333333333
11,12,3,1,10.2,2,2.45,2.3,3.4883333333333333
12,12,3,1,21.0,4,2.47,2.17,3.495416666666667
12,12,3,1,2.4,3,2.29,2.04,3.5004166666666667
13,12,3,1,8.0,3,3.01,4.67,3.540833333333333
13,12,3,1,14.1,3,3.39,2.15,3.4875000000000003
14,12,3,1,10.4,1,4.17,4.36,3.5716666666666668
14,12,3,1,10.2,2,4.68,2.87,3.5850000000000004
15,12,3,1,34.1,3,4.07,2.32,3.635
17,12,3,1,-6.1,2,4.49,3.65,3.7254166666666664
18,12,3,1,13.4,2,2.49,4.22,3.6770833333333335
19,12,3,1,-4.2,1,4.15,4.93,3.674166666666667
20,12,3,1,6.3,1,2.21,3.89,3.5608333333333335
20,12,3,1,-1.3,2,4.81,4.55,3.599166666666667
22,12,3,1,37.1,5,3.7,4.19,3.56375
22,12,3,1,30.3,5,2.26,3.82,3.483333333333333
22,12,3,1,-6.1,1,4.68,4.01,3.519166666666667
23,12,3,1,4.5,4,3.98,3.2,3.5179166666666664
23,12,3,1,27.6,2,4.35,3.63,3.5658333333333334
23,12,3,1,33.2,5,2.65,2.9,3.525
23,12,3,1,24.9,5,4.86,3.33,3.606666666666666
23,12,3,1,5.4,2,3.47,2.81,3.6124999999999994
23,12,3,1,15.8,1,3.88,4.67,3.657083333333333
23,12,3,1,-8.9,2,3.16,4.59,3.5941666666666667
23,12,3,1,30.5,4,2.5,2.45,3.5070833333333336
2,13,4,1,10.2,4,4.62,2.47,3.5975
3,13,4,1,24.5,3,4.93,2.29,3.6999999999999997
3,13,4,1,14.4,3,4.32,3.01,3.7845833333333334
4,13,4,1,9.9,2,4.72,3.39,3.8558333333333334
4,13,4,1,14.7,1,3.37,4.17,3.8550000000000004
5,13,4,1,18.7,5,3.68,4.68,3.8345833333333332
5,13,4,1,3.8,3,4.5,4.07,3.827083333333333
6,13,4,1,20.5,2,4.81,4.49,3.8579166666666667
7,13,4,1,-2.6,4,4.77,2.49,3.869583333333333
11,13,4,1,31.0,3,2.77,4.15,3.8812499999999996
12,13,4,1,36.3,4,4.15,2.21,3.88125
13,13,4,1,-7.1,3,3.27,4.81,3.9254166666666666
14,13,4,1,-2.3,4,4.5,3.7,3.9124999999999996
14,13,4,1,37.5,1,3.73,2.26,3.91375
15,13,4,1,4.4,4,3.95,4.68,3.984166666666667
15,13,4,1,2.4,1,3.09,3.98,3.9179166666666667
16,13,4,1,39.5,4,2.99,4.35,3.876666666666667
16,13,4,1,37.4,5,3.12,2.65,3.825416666666667
16,13,4,1,34.1,3,4.9,4.86,3.919166666666667
18,13,4,1,-9.2,4,3.45,3.47,3.860416666666667
19,13,4,1,13.7,3,2.83,3.88,3.83375
19,13,4,1,-0.2,2,3.12,3.16,3.8020833333333335
19,13,4,1,18.8,3,4.59,2.5,3.861666666666667
20,13,4,1,20.2,2,4.79,4.62,3.9570833333333333
20,13,4,1,9.9,2,2.79,4.93,3.8808333333333334
23,13,4,1,-6.0,4,2.21,4.32,3.7675
0,14,5,1,31.5,4,3.98,4.72,3.7533333333333334
1,14,5,1,34.9,1,4.99,3.37,3.764583333333333
2,14,5,1,2.1,4,4.54,3.68,3.813333333333333
2,14,5,1,38.0,4,4.8,4.5,3.86
3,14,5,1,33.1,4,4.41,4.81,3.8562499999999997
4,14,5,1,-3.5,5,4.19,4.77,3.8304166666666664
5,14,5,1,14.2,4,4.61,2.77,3.8237500000000004
6,14,5,1,17.2,5,2.84,4.15,3.8266666666666667
7,14,5,1,-7.3,1,3.52,3.27,3.800416666666667
7,14,5,1,25.7,5,3.39,4.5,3.8054166666666673
8,14,5,1,-4.5,2,4.16,3.73,3.7912500000000002
9,14,5,1,-3.3,5,2.15,3.95,3.7254166666666664
10,14,5,1,-5.3,4,3.89,3.09,3.7229166666666664
10,14,5,1,14.3,2,2.13,2.99,3.682916666666667
12,14,5,1,31.7,3,2.51,3.12,3.6629166666666664
12,14,5,1,-6.6,5,4.11,4.9,3.704166666666666
12,14,5,1,15.5,2,2.59,3.45,3.6079166666666667
13,14,5,1,1.5,2,2.06,2.83,3.5500000000000003
14,14,5,1,0.6,5,3.11,3.12,3.561666666666667
17,14,5,1,4.1,4,4.97,4.59,3.63875
20,14,5,1,2.5,2,4.19,4.79,3.622083333333333
20,14,5,1,31.3,3,4.71,2.79,3.6187500000000004
21,14,5,1,36.9,5,2.24,2.21,3.595833333333333
22,14,5,1,33.3,2,4.29,3.98,3.6825000000000006
22,14,5,1,37.2,2,3.08,4.99,3.645
0,15,6,1,12.5,2,3.34,4.54,3.57625
1,15,6,1,15.4,1,4.64,4.8,3.5804166666666664
2,15,6,1,35.4,2,3.44,4.41,3.52375
3,15,6,1,21.1,2,2.82,4.19,3.4575
6,15,6,1,-7.7,3,3.24,4.61,3.4179166666666667
6,15,6,1,-6.1,1,2.71,2.84,3.3387499999999997
6,15,6,1,23.0,4,3.93,3.52,3.3841666666666668
6,15,6,1,38.8,1,2.06,3.39,3.323333333333333
7,15,6,1,29.7,1,4.97,4.16,3.3891666666666667
7,15,6,1,31.5,2,4.89,2.15,3.419583333333333
7,15,6,1,12.5,2,2.01,3.89,3.4137500000000003
7,15,6,1,37.4,1,4.26,2.13,3.4291666666666667
8,15,6,1,13.4,3,3.85,2.51,3.500833333333333
8,15,6,1,1.0,1,2.17,4.11,3.486666666666667
9,15,6,1,18.3,3,3.86,2.59,3.4762500000000003
9,15,6,1,18.3,1,2.28,2.06,3.4633333333333334
9,15,6,1,12.3,4,2.17,3.11,3.467916666666667
13,15,6,1,-6.9,5,4.4,4.97,3.5216666666666665
13,15,6,1,33.1,2,2.35,4.19,3.4125
14,15,6,1,30.9,3,2.23,4.71,3.330833333333333
14,15,6,1,3.9,5,2.38,2.24,3.23375
16,15,6,1,-8.2,4,4.58,4.29,3.3312500000000003
16,15,6,1,1.0,2,2.32,3.08,3.249166666666666
20,15,6,1,-6.6,1,3.13,3.34,3.2512499999999993
20,15,6,1,11.0,5,3.21,4.64,3.2458333333333336
20,15,6,1,23.8,1,3.95,3.44,3.2170833333333335
22,15,6,1,14.2,2,2.2,2.82,3.1654166666666668
22,15,6,1,10.7,1,4.86,3.24,3.2504166666666667
23,15,6,1,9.7,4,2.6,2.71,3.2237500000000003
2,16,0,1,5.0,4,2.34,3.93,3.2083333333333335
3,16,0,1,8.3,4,2.71,2.06,3.1575
3,16,0,1,30.7,1,3.51,4.97,3.217916666666667
4,16,0,1,21.0,3,4.72,4.89,3.2075
4,16,0,1,-0.2,2,3.9,2.01,3.16625
6,16,0,1,12.2,1,2.81,4.26,3.199583333333333
7,16,0,1,30.9,1,3.26,3.85,3.157916666666667
7,16,0,1,39.3,1,2.46,2.17,3.0999999999999996
7,16,0,1,18.3,1,4.85,3.86,3.2116666666666664
7,16,0,1,-3.9,1,3.23,2.28,3.1854166666666663
8,16,0,1,20.0,4,3.98,2.17,3.2562499999999996
9,16,0,1,-2.5,5,3.59,4.4,3.3154166666666662
12,16,0,1,16.3,2,2.4,2.35,3.2320833333333336
13,16,0,1,33.6,3,4.29,2.23,3.3129166666666663
13,16,0,1,-2.4,4,3.47,2.38,3.3645833333333335
15,16,0,1,9.4,2,2.95,4.58,3.388333333333333
16,16,0,1,21.3,3,4.62,2.32,3.39
18,16,0,1,22.1,3,4.8,3.13,3.4933333333333336
18,16,0,1,-6.0,2,4.51,3.21,3.5508333333333337
19,16,0,1,-4.5,1,4.17,3.95,3.590833333333333
19,16,0,1,39.9,1,3.16,2.2,3.557916666666667
19,16,0,1,-1.7,1,4.45,4.86,3.651666666666666
20,16,0,1,33.8,2,2.86,2.6,3.5683333333333334
21,16,0,1,28.5,4,4.2,2.34,3.635
21,16,0,1,15.6,2,4.31,2.71,3.717083333333333
22,16,0,1,-4.3,3,3.54,3.51,3.751666666666667
23,16,0,1,32.7,4,4.19,4.72,3.78
3,17,1,1,35.6,1,4.51,3.9,3.77125
3,17,1,1,5.0,1,3.05,2.81,3.735833333333334
3,17,1,1,-8.1,2,2.06,3.26,3.704583333333334
5,17,1,1,4.8,1,4.64,2.46,3.762083333333333
8,17,1,1,23.7,1,2.29,4.85,3.7550000000000003
8,17,1,1,-9.0,4,4.74,3.23,3.7504166666666663
