hour,day,weekday,month,Outdoor Temperature,Household Size,lag_1,lag_24,rolling_mean_24
15,5,3,1,36.8,4,0.31,0.29,1.0225000000000002
15,5,3,1,-6.3,3,1.39,1.87,1.0683333333333334
15,5,3,1,38.2,4,0.77,1.84,1.0225000000000002
18,5,3,1,22.3,1,0.79,1.95,0.9787500000000001
18,5,3,1,31.0,4,0.57,0.46,0.92125
19,5,3,1,11.7,2,0.79,1.62,0.935
20,5,3,1,4.5,1,1.9,1.23,0.9466666666666667
21,5,3,1,34.3,2,0.67,0.61,0.9233333333333333
22,5,3,1,39.3,1,0.57,0.84,0.9216666666666667
0,6,4,1,28.9,4,1.68,0.23,0.9566666666666667
0,6,4,1,12.4,5,1.31,0.86,1.0016666666666667
1,6,4,1,35.7,5,0.63,0.31,0.9920833333333334
1,6,4,1,38.4,1,0.86,0.24,1.015
2,6,4,1,5.3,2,0.79,0.57,1.0379166666666666
4,6,4,1,4.7,4,1.82,1.62,1.09
4,6,4,1,12.9,4,1.87,1.82,1.1004166666666666
5,6,4,1,24.2,1,1.99,0.78,1.1075
5,6,4,1,10.0,3,0.5,1.87,1.0958333333333334
5,6,4,1,3.3,1,0.85,1.03,1.0533333333333335
6,6,4,1,36.3,3,0.54,1.2,1.0329166666666667
9,6,4,1,12.4,1,1.5,1.92,1.0454166666666667
11,6,4,1,23.3,5,1.32,0.69,1.0204166666666667
12,6,4,1,25.2,5,0.84,0.38,1.0266666666666666
13,6,4,1,31.6,2,0.52,0.31,1.0325
13,6,4,1,36.4,3,0.27,1.39,1.0308333333333333
13,6,4,1,17.2,1,1.2,0.77,1.0229166666666667
13,6,4,1,-9.9,3,0.74,0.79,1.0216666666666667
14,6,4,1,9.8,3,0.33,0.57,1.0025
14,6,4,1,34.3,1,1.93,0.79,1.0591666666666666
15,6,4,1,19.8,4,0.44,1.9,1.0445833333333334
17,6,4,1,18.7,1,0.99,0.67,1.0066666666666666
17,6,4,1,11.6,3,2.0,0.57,1.0620833333333333
18,6,4,1,10.3,2,0.91,1.68,1.07625
18,6,4,1,20.7,3,1.48,1.31,1.0679166666666666
18,6,4,1,30.9,2,0.42,0.63,1.0308333333333335
19,6,4,1,36.4,4,1.51,0.86,1.0675
20,6,4,1,39.1,4,0.71,0.79,1.06125
21,6,4,1,38.3,1,1.6,1.82,1.095
21,6,4,1,17.3,4,0.27,1.87,1.0304166666666668
21,6,4,1,6.4,2,0.31,1.99,0.9654166666666666
22,6,4,1,6.6,3,1.19,0.5,0.9320833333333334
22,6,4,1,-3.8,5,1.11,0.85,0.9575
22,6,4,1,-7.0,4,1.15,0.54,0.9699999999999999
23,6,4,1,5.0,3,1.28,1.5,1.0008333333333332
0,7,5,1,23.9,1,0.75,1.32,0.9695833333333334
2,7,5,1,12.0,4,1.86,0.84,0.9920833333333333
2,7,5,1,27.1,4,0.71,0.52,0.9866666666666667
3,7,5,1,-6.5,1,1.3,0.27,1.0191666666666668
4,7,5,1,14.9,2,1.85,1.2,1.085
5,7,5,1,-9.7,3,0.62,0.74,1.0608333333333333
5,7,5,1,23.3,4,0.56,0.33,1.0533333333333332
6,7,5,1,32.1,5,0.44,1.93,1.0579166666666666
7,7,5,1,2.2,3,0.67,0.44,1.0054166666666668
7,7,5,1,24.4,1,0.77,0.99,1.0191666666666668
8,7,5,1,14.9,4,1.29,2.0,1.0316666666666667
8,7,5,1,-9.4,1,0.75,0.91,0.9795833333333334
9,7,5,1,30.5,1,1.53,1.48,1.0054166666666668
9,7,5,1,-9.4,3,1.38,0.42,1.00125
10,7,5,1,21.2,3,0.59,1.51,1.0083333333333333
11,7,5,1,10.6,2,1.63,0.71,1.0133333333333334
11,7,5,1,39.1,2,0.22,1.6,0.9929166666666666
12,7,5,1,31.3,4,1.72,0.27,0.9979166666666667
12,7,5,1,36.0,4,0.5,0.31,1.0075
13,7,5,1,37.1,1,1.04,1.19,1.0379166666666666
13,7,5,1,32.8,5,1.23,1.11,1.0395833333333333
14,7,5,1,22.4,3,0.53,1.15,1.0154166666666666
15,7,5,1,-5.7,5,1.97,1.28,1.0495833333333333
15,7,5,1,33.9,5,0.32,0.75,1.0095833333333333
15,7,5,1,13.8,4,1.29,1.86,1.0320833333333332
15,7,5,1,35.9,3,1.64,0.71,1.0229166666666667
16,7,5,1,-5.2,2,0.83,1.3,1.0279166666666666
17,7,5,1,10.8,2,0.88,1.85,1.0104166666666667
17,7,5,1,29.0,2,0.95,0.62,0.9729166666666668
18,7,5,1,6.0,2,0.6,0.56,0.9720833333333333
18,7,5,1,4.2,1,1.48,0.44,1.0104166666666667
19,7,5,1,14.2,1,0.5,0.67,1.0129166666666667
21,7,5,1,25.5,1,1.62,0.77,1.0525
21,7,5,1,37.9,4,1.1,1.29,1.06625
21,7,5,1,-9.3,1,1.55,0.75,1.0770833333333332
22,7,5,1,8.8,4,0.42,1.53,1.0633333333333332
22,7,5,1,0.3,1,1.46,1.38,1.0604166666666666
23,7,5,1,7.3,2,0.82,0.59,1.0370833333333334
23,7,5,1,12.4,5,0.66,1.63,1.04
23,7,5,1,36.2,5,1.57,0.22,1.0374999999999999
1,8,6,1,1.6,1,0.56,1.72,1.0516666666666667
1,8,6,1,37.7,5,1.81,0.5,1.0554166666666667
2,8,6,1,21.7,1,1.13,1.04,1.0816666666666668
2,8,6,1,-3.7,4,0.92,1.23,1.0766666666666667
3,8,6,1,1.7,4,0.65,0.53,1.0525
4,8,6,1,-6.2,1,1.45,1.97,1.0908333333333333
4,8,6,1,-4.5,3,0.27,0.32,1.02
5,8,6,1,5.2,5,0.69,1.29,1.0354166666666667
8,8,6,1,16.3,3,0.94,1.64,1.0208333333333333
10,8,6,1,9.4,4,0.43,0.83,0.9704166666666666
11,8,6,1,-2.0,5,1.01,0.88,0.9779166666666668
11,8,6,1,28.4,1,1.18,0.95,0.9904166666666666
11,8,6,1,9.2,1,1.41,0.6,1.0095833333333333
12,8,6,1,-3.9,2,1.87,1.48,1.0625
12,8,6,1,22.3,1,1.45,0.5,1.06125
12,8,6,1,37.7,4,1.62,1.62,1.1079166666666667
14,8,6,1,36.4,3,1.09,1.1,1.0858333333333332
14,8,6,1,31.4,3,1.19,1.55,1.0895833333333333
15,8,6,1,24.1,2,0.63,0.42,1.05125
15,8,6,1,14.3,1,1.83,1.46,1.11
16,8,6,1,29.3,1,0.49,0.82,1.0695833333333333
18,8,6,1,30.2,2,1.72,0.66,1.1070833333333334
18,8,6,1,13.2,5,1.56,1.57,1.1445833333333333
18,8,6,1,0.6,3,0.39,0.56,1.0954166666666667
18,8,6,1,38.3,5,1.13,1.81,1.1191666666666666
18,8,6,1,1.7,3,0.54,1.13,1.06625
19,8,6,1,22.0,4,1.74,0.92,1.0916666666666668
19,8,6,1,4.2,5,0.79,0.65,1.08625
20,8,6,1,20.8,2,0.61,1.45,1.0845833333333335
21,8,6,1,13.8,2,1.58,0.27,1.09
22,8,6,1,11.9,1,0.87,0.69,1.115
23,8,6,1,-7.6,3,1.84,0.94,1.1629166666666666
0,9,0,1,32.0,1,1.35,0.43,1.18
0,9,0,1,-8.6,2,0.4,1.01,1.17875
3,9,0,1,9.6,2,1.59,1.18,1.2029166666666666
5,9,0,1,16.4,5,0.7,1.41,1.1829166666666666
5,9,0,1,25.8,3,0.57,1.87,1.1479166666666667
5,9,0,1,30.7,4,0.22,1.45,1.0791666666666668
8,9,0,1,17.2,1,0.62,1.62,1.0445833333333334
9,9,0,1,18.6,5,0.34,1.09,0.9912500000000001
12,9,0,1,34.2,1,1.88,1.19,1.0241666666666667
13,9,0,1,15.1,4,0.35,0.63,0.9891666666666667
13,9,0,1,-6.9,5,1.44,1.83,1.0229166666666667
14,9,0,1,-9.3,2,1.8,0.49,1.0216666666666667
14,9,0,1,-9.5,1,1.07,1.72,1.0458333333333334
15,9,0,1,29.3,2,1.53,1.56,1.0379166666666668
15,9,0,1,-4.9,3,1.16,0.39,1.02125
16,9,0,1,30.0,3,1.78,1.13,1.0791666666666666
18,9,0,1,38.6,4,1.75,0.54,1.105
18,9,0,1,37.8,4,0.4,1.74,1.0991666666666668
19,9,0,1,31.4,1,1.52,0.79,1.09
20,9,0,1,26.5,5,0.25,0.61,1.0675000000000001
20,9,0,1,-4.0,4,1.36,1.58,1.0987500000000001
21,9,0,1,29.9,5,0.27,0.87,1.0441666666666667
22,9,0,1,26.9,3,1.45,1.84,1.0683333333333334
0,10,1,1,34.9,4,0.34,1.35,1.0058333333333334
0,10,1,1,33.2,2,1.71,0.4,1.0208333333333333
3,10,1,1,27.0,4,0.7,1.59,1.0333333333333334
4,10,1,1,-5.8,1,1.26,0.7,1.0195833333333335
4,10,1,1,24.3,1,1.21,0.57,1.0408333333333333
4,10,1,1,1.0,1,1.24,0.22,1.0687499999999999
5,10,1,1,14.7,2,1.63,0.62,1.1275
6,10,1,1,37.5,4,0.42,0.34,1.1191666666666666
8,10,1,1,14.4,1,0.64,1.88,1.1316666666666666
8,10,1,1,18.0,4,1.42,0.35,1.1125
9,10,1,1,-4.7,2,0.87,1.44,1.1341666666666665
12,10,1,1,35.2,4,1.98,1.8,1.1566666666666667
12,10,1,1,1.3,5,1.21,1.07,1.1320833333333333
13,10,1,1,15.4,1,1.34,1.53,1.1433333333333333
13,10,1,1,-3.7,4,0.78,1.16,1.1120833333333333
13,10,1,1,12.6,2,0.95,1.78,1.1033333333333333
13,10,1,1,36.9,2,1.17,1.75,1.0779166666666666
14,10,1,1,-4.0,4,0.29,0.4,1.0170833333333333
15,10,1,1,37.2,2,0.44,1.52,1.01875
15,10,1,1,33.3,3,1.57,0.25,1.0208333333333333
16,10,1,1,-7.1,1,1.03,1.36,1.0533333333333332
16,10,1,1,-3.2,3,1.45,0.27,1.0570833333333334
17,10,1,1,18.7,5,0.43,1.45,1.06375
18,10,1,1,3.5,5,0.48,0.34,1.0233333333333334
19,10,1,1,26.2,5,1.4,1.71,1.0675000000000001
21,10,1,1,6.9,2,1.85,0.7,1.0733333333333335
22,10,1,1,12.1,5,0.4,1.26,1.0608333333333333
0,11,2,1,-9.7,5,1.22,1.21,1.0591666666666666
0,11,2,1,21.9,4,1.97,1.24,1.0908333333333333
1,11,2,1,26.8,5,0.78,1.63,1.0716666666666665
1,11,2,1,-7.7,5,1.61,0.42,1.0708333333333333
3,11,2,1,36.5,5,1.0,0.64,1.095
3,11,2,1,20.1,2,0.62,1.42,1.0941666666666665
4,11,2,1,31.3,2,0.26,0.87,1.0458333333333334
6,11,2,1,-7.6,2,1.96,1.98,1.0912499999999998
6,11,2,1,22.0,4,1.96,1.21,1.0904166666666666
6,11,2,1,8.8,5,0.91,1.34,1.0779166666666666
7,11,2,1,-8.1,4,1.13,0.78,1.0691666666666666
8,11,2,1,-5.1,4,1.89,0.95,1.1154166666666667
8,11,2,1,39.1,5,1.94,1.17,1.1566666666666667
9,11,2,1,-2.7,5,1.86,0.29,1.1854166666666666
10,11,2,1,29.4,4,1.62,0.44,1.2408333333333335
10,11,2,1,37.5,3,1.24,1.57,1.2741666666666667
12,11,2,1,37.5,3,1.75,1.03,1.2816666666666665
13,11,2,1,9.7,4,1.5,1.45,1.30125
15,11,2,1,-8.5,1,0.85,0.43,1.2762499999999999
15,11,2,1,12.0,4,0.95,0.48,1.2979166666666666
15,11,2,1,-0.4,5,1.39,1.4,1.3358333333333332
15,11,2,1,24.6,3,1.7,1.85,1.3483333333333334
16,11,2,1,9.4,4,1.25,0.4,1.3233333333333333
16,11,2,1,22.5,2,1.87,1.22,1.3845833333333333
16,11,2,1,37.4,1,1.97,1.97,1.4158333333333335
18,11,2,1,-0.4,5,0.39,0.78,1.3499999999999999
18,11,2,1,31.5,4,0.35,1.61,1.3320833333333335
18,11,2,1,21.8,1,1.9,1.0,1.3441666666666665
20,11,2,1,18.4,4,0.57,0.62,1.3262500000000002
20,11,2,1,7.9,1,1.04,0.26,1.34375
22,11,2,1,1.7,5,1.62,1.96,1.4004166666666666
23,11,2,1,-1.9,1,1.25,1.96,1.3708333333333333
23,11,2,1,11.9,2,0.81,0.91,1.3229166666666667
23,11,2,1,3.5,3,0.27,1.13,1.29625
1,12,3,1,39.1,1,0.4,1.89,1.2658333333333334
2,12,3,1,33.4,4,1.15,1.94,1.235
2,12,3,1,5.3,4,0.48,1.86,1.1741666666666666
5,12,3,1,-4.8,3,0.65,1.62,1.12375
5,12,3,1,-8.5,3,1.14,1.24,1.10375
6,12,3,1,-9.1,5,0.5,1.75,1.0729166666666667
8,12,3,1,-6.1,2,0.81,1.5,1.0337500000000002
8,12,3,1,36.5,3,1.24,0.85,1.0229166666666667
8,12,3,1,26.8,1,1.81,0.95,1.0629166666666665
8,12,3,1,28.3,4,0.22,1.39,1.0325
9,12,3,1,16.3,2,1.91,1.7,1.0541666666666667
10,12,3,1,-2.7,2,0.84,1.25,1.0183333333333333
11,12,3,1,3.3,4,1.59,1.87,1.0325
11,12,3,1,35.2,2,0.27,1.97,0.9658333333333333
14,12,3,1,4.4,1,1.04,0.39,0.9270833333333334
15,12,3,1,5.5,1,1.91,0.35,0.9904166666666666
15,12,3,1,22.8,4,1.83,1.9,1.0520833333333333
16,12,3,1,-5.4,3,0.41,0.57,0.9900000000000001
16,12,3,1,31.1,5,1.55,1.04,1.0308333333333333
18,12,3,1,11.8,2,0.65,1.62,1.0145833333333334
19,12,3,1,27.6,5,1.75,1.25,1.02
20,12,3,1,16.8,1,1.55,0.81,1.0325
20,12,3,1,38.0,1,1.93,0.27,1.0791666666666668
22,12,3,1,5.0,5,1.65,0.4,1.1366666666666667
22,12,3,1,29.6,5,1.37,1.15,1.1770833333333333
23,12,3,1,37.6,5,0.47,0.48,1.14875
23,12,3,1,-6.5,4,1.93,0.65,1.2091666666666667
23,12,3,1,30.5,1,0.2,1.14,1.1904166666666667
0,13,4,1,18.8,2,1.27,0.5,1.1958333333333333
0,13,4,1,15.1,1,1.99,0.81,1.2579166666666668
0,13,4,1,-9.7,1,1.28,1.24,1.2775
1,13,4,1,14.7,3,1.61,1.81,1.2929166666666667
1,13,4,1,12.2,5,0.75,0.22,1.24875
2,13,4,1,9.8,5,1.83,1.91,1.3158333333333332
2,13,4,1,27.7,5,1.66,0.84,1.3054166666666667
2,13,4,1,12.3,2,0.9,1.59,1.3079166666666666
2,13,4,1,35.6,4,1.54,0.27,1.3058333333333334
3,13,4,1,33.9,5,1.15,1.04,1.3425
3,13,4,1,39.4,2,1.36,1.91,1.3558333333333332
4,13,4,1,21.6,2,1.97,1.83,1.3583333333333334
6,13,4,1,-1.3,5,0.92,0.41,1.3204166666666666
7,13,4,1,-0.9,1,0.77,1.55,1.3354166666666665
8,13,4,1,35.1,1,1.69,0.65,1.3412499999999998
12,13,4,1,36.6,5,1.33,1.75,1.3695833333333332
14,13,4,1,7.9,1,1.17,1.55,1.3454166666666667
14,13,4,1,30.4,1,0.22,1.93,1.2899999999999998
16,13,4,1,16.6,1,1.17,1.65,1.2583333333333333
17,13,4,1,20.1,4,1.42,1.37,1.24875
17,13,4,1,9.9,1,0.39,0.47,1.2079166666666665
18,13,4,1,9.1,4,0.45,1.93,1.2070833333333333
19,13,4,1,10.7,5,1.67,0.2,1.19625
20,13,4,1,23.8,2,1.58,1.27,1.25375
20,13,4,1,39.5,2,1.55,1.99,1.2654166666666666
20,13,4,1,29.6,5,0.59,1.28,1.2070833333333333
20,13,4,1,-1.1,1,0.56,1.61,1.1770833333333333
20,13,4,1,26.4,1,1.05,0.75,1.1537499999999998
22,13,4,1,-4.0,1,1.27,1.83,1.1754166666666668
22,13,4,1,6.8,4,1.77,1.66,1.1729166666666668
23,13,4,1,39.0,2,0.31,0.9,1.1166666666666667
0,14,5,1,37.2,1,1.81,1.54,1.1545833333333333
1,14,5,1,-5.5,3,1.29,1.15,1.1441666666666668
2,14,5,1,12.0,5,1.73,1.36,1.1683333333333332
3,14,5,1,21.3,2,0.64,1.97,1.1383333333333334
7,14,5,1,-8.9,1,1.93,0.92,1.1366666666666665
8,14,5,1,8.0,4,1.96,0.77,1.18
9,14,5,1,26.1,5,1.58,1.69,1.21375
9,14,5,1,-4.0,4,0.27,1.33,1.1545833333333333
10,14,5,1,29.2,1,1.64,1.17,1.1675000000000002
10,14,5,1,25.0,2,1.1,0.22,1.1645833333333333
11,14,5,1,21.9,3,1.34,1.17,1.21125
12,14,5,1,-0.7,4,0.59,1.42,1.1870833333333333
13,14,5,1,-0.3,1,0.36,0.39,1.1429166666666666
14,14,5,1,19.8,1,1.29,0.45,1.1804166666666667
14,14,5,1,30.4,4,1.61,1.67,1.22875
14,14,5,1,17.3,5,1.27,1.58,1.2120833333333334
15,14,5,1,20.9,5,1.71,1.55,1.2175
18,14,5,1,26.1,5,1.74,0.59,1.2254166666666666
20,14,5,1,27.2,5,1.49,0.56,1.2629166666666667
22,14,5,1,14.0,1,0.66,1.05,1.2670833333333333
22,14,5,1,4.1,2,1.42,1.27,1.2825
22,14,5,1,39.7,5,0.27,1.77,1.2408333333333332
23,14,5,1,28.4,4,0.88,0.31,1.20375
0,15,6,1,2.7,2,1.42,1.81,1.25
1,15,6,1,38.5,5,1.48,1.29,1.23625
4,15,6,1,9.2,3,0.93,1.73,1.22125
5,15,6,1,19.9,1,1.4,0.64,1.2074999999999998
6,15,6,1,14.1,3,0.5,1.93,1.2016666666666667
7,15,6,1,-0.2,1,0.99,1.96,1.1625
8,15,6,1,1.3,4,0.36,1.58,1.0958333333333334
9,15,6,1,39.1,4,1.76,0.27,1.1033333333333333
10,15,6,1,-4.2,4,0.63,1.64,1.1183333333333334
11,15,6,1,9.6,1,1.58,1.1,1.1158333333333332
13,15,6,1,12.8,1,1.25,1.34,1.1220833333333333
14,15,6,1,-6.4,3,0.52,0.59,1.0879166666666666
14,15,6,1,-6.1,5,0.6,0.36,1.0883333333333334
14,15,6,1,-5.9,4,1.49,1.29,1.1354166666666667
15,15,6,1,34.4,2,0.37,1.61,1.0970833333333332
16,15,6,1,1.4,3,0.46,1.27,1.0491666666666666
17,15,6,1,28.3,5,1.63,1.71,1.0641666666666667
18,15,6,1,-2.8,3,1.37,1.74,1.05
21,15,6,1,11.1,3,1.9,1.49,1.0566666666666666
23,15,6,1,0.3,1,1.54,0.66,1.0587499999999999
23,15,6,1,19.0,5,1.65,1.42,1.0999999999999999
0,16,0,1,6.8,2,1.66,0.27,1.11
1,16,0,1,15.4,1,0.59,0.88,1.1233333333333333
1,16,0,1,31.5,4,1.52,1.42,1.15
1,16,0,1,25.5,2,1.98,1.48,1.1733333333333333
2,16,0,1,23.3,1,1.47,0.93,1.1729166666666666
3,16,0,1,-8.7,3,1.57,1.4,1.1995833333333332
3,16,0,1,21.7,5,0.25,0.5,1.1516666666666666
5,16,0,1,27.1,3,0.29,0.99,1.1429166666666666
5,16,0,1,3.2,5,1.31,0.36,1.15625
7,16,0,1,16.3,5,0.57,1.76,1.165
8,16,0,1,13.0,3,0.3,0.63,1.1041666666666667
8,16,0,1,13.4,5,1.35,1.58,1.1341666666666665
13,16,0,1,29.1,3,1.06,1.25,1.1125
13,16,0,1,1.1,4,0.84,0.52,1.0954166666666667
15,16,0,1,-5.6,4,0.31,0.6,1.0866666666666667
16,16,0,1,4.9,5,0.24,1.49,1.0716666666666665
16,16,0,1,23.4,2,1.39,0.37,1.0675000000000001
16,16,0,1,19.9,3,1.01,0.46,1.0941666666666667
18,16,0,1,38.4,5,1.46,1.63,1.1358333333333333
19,16,0,1,-5.6,1,1.03,1.37,1.1108333333333333
20,16,0,1,34.0,3,1.14,1.9,1.10125
21,16,0,1,-4.9,1,0.5,1.54,1.0429166666666667
21,16,0,1,15.6,3,0.29,1.65,0.9908333333333333
21,16,0,1,31.5,2,1.21,1.66,0.9725
22,16,0,1,25.2,1,0.94,0.59,0.9424999999999999
2,17,1,1,38.5,4,1.73,1.52,0.9899999999999999
2,17,1,1,27.0,1,0.94,1.98,0.9658333333333333
5,17,1,1,39.3,3,1.05,1.47,0.9270833333333334
6,17,1,1,36.7,5,1.09,1.57,0.91125
6,17,1,1,15.0,5,0.61,0.25,0.87125
7,17,1,1,13.8,4,0.29,0.29,0.8729166666666667
7,17,1,1,9.2,4,1.93,1.31,0.94125
9,17,1,1,-1.6,2,1.12,0.57,0.9333333333333332
9,17,1,1,13.0,5,1.74,0.3,0.9820833333333333
9,17,1,1,4.9,1,1.84,1.35,1.0462500000000001
10,17,1,1,-5.9,3,1.68,1.06,1.06
11,17,1,1,6.6,5,0.56,0.84,1.0391666666666668
11,17,1,1,6.8,3,1.75,0.31,1.0770833333333334
12,17,1,1,15.8,5,0.89,0.24,1.10125
13,17,1,1,-2.3,1,0.62,1.39,1.1170833333333334
13,17,1,1,23.9,4,1.41,1.01,1.1179166666666667
14,17,1,1,28.8,2,0.39,1.46,1.0920833333333333
