hour,day,weekday,month,Outdoor Temperature,Household Size,lag_1,lag_24,rolling_mean_24
22,2,0,1,-6.9,1,0.18,0.36,0.30875
0,3,1,1,12.6,2,0.41,0.44,0.31083333333333335
0,3,1,1,24.8,3,0.21,0.24,0.30125
1,3,1,1,25.3,4,0.21,0.42,0.3
2,3,1,1,0.1,1,0.29,0.1,0.29458333333333336
2,3,1,1,32.2,1,0.18,0.25,0.29791666666666666
3,3,1,1,39.0,5,0.47,0.48,0.3070833333333333
3,3,1,1,9.5,2,0.35,0.46,0.3016666666666667
5,3,1,1,-7.4,1,0.24,0.47,0.2925
6,3,1,1,39.2,1,0.43,0.4,0.29083333333333333
7,3,1,1,18.4,3,0.21,0.29,0.28291666666666665
8,3,1,1,30.0,3,0.35,0.47,0.28541666666666665
9,3,1,1,31.3,2,0.41,0.43,0.28291666666666665
9,3,1,1,-9.1,1,0.1,0.4,0.26916666666666667
9,3,1,1,12.2,5,0.15,0.21,0.25875
10,3,1,1,33.8,5,0.43,0.11,0.26791666666666664
11,3,1,1,38.1,2,0.11,0.17,0.26791666666666664
11,3,1,1,17.7,4,0.27,0.19,0.2720833333333333
11,3,1,1,-2.3,2,0.14,0.11,0.27
12,3,1,1,7.9,5,0.18,0.4,0.27291666666666664
13,3,1,1,-8.1,1,0.28,0.35,0.26791666666666664
13,3,1,1,32.3,3,0.29,0.32,0.2654166666666667
13,3,1,1,4.1,2,0.35,0.16,0.26666666666666666
14,3,1,1,-9.4,5,0.31,0.18,0.27291666666666664
15,3,1,1,-6.7,4,0.49,0.41,0.28583333333333333
16,3,1,1,0.7,2,0.42,0.21,0.28624999999999995
20,3,1,1,4.5,1,0.27,0.21,0.28875
20,3,1,1,-3.4,2,0.34,0.29,0.29416666666666663
22,3,1,1,23.4,3,0.46,0.18,0.30124999999999996
23,3,1,1,17.6,5,0.1,0.47,0.29791666666666666
23,3,1,1,-1.0,5,0.17,0.35,0.28541666666666665
1,4,2,1,-0.9,3,0.14,0.24,0.27666666666666667
3,4,2,1,5.4,4,0.27,0.43,0.27791666666666665
3,4,2,1,33.1,1,0.23,0.21,0.26958333333333334
6,4,2,1,21.6,3,0.22,0.35,0.26999999999999996
9,4,2,1,-1.2,3,0.35,0.41,0.27
10,4,2,1,33.8,5,0.28,0.1,0.26458333333333334
12,4,2,1,0.2,5,0.42,0.15,0.27791666666666665
13,4,2,1,18.3,1,0.34,0.43,0.28583333333333333
15,4,2,1,11.4,3,0.22,0.11,0.27708333333333335
16,4,2,1,16.0,1,0.47,0.27,0.2920833333333333
16,4,2,1,32.5,5,0.37,0.14,0.29625
18,4,2,1,37.2,4,0.21,0.18,0.29916666666666664
19,4,2,1,7.3,5,0.33,0.28,0.30541666666666667
19,4,2,1,14.7,5,0.46,0.29,0.3129166666666667
20,4,2,1,0.5,2,0.31,0.35,0.31375
21,4,2,1,-4.8,2,0.32,0.31,0.3125
22,4,2,1,31.3,3,0.46,0.49,0.31875000000000003
22,4,2,1,33.4,5,0.46,0.42,0.3175
22,4,2,1,3.8,3,0.25,0.27,0.3104166666666667
0,5,3,1,0.0,2,0.48,0.34,0.31916666666666665
2,5,3,1,6.9,1,0.28,0.46,0.3166666666666667
2,5,3,1,37.3,3,0.17,0.1,0.3045833333333334
3,5,3,1,29.7,5,0.46,0.17,0.3195833333333334
3,5,3,1,13.4,1,0.36,0.14,0.32749999999999996
4,5,3,1,18.6,1,0.17,0.27,0.32875
5,5,3,1,25.8,4,0.22,0.23,0.3266666666666667
5,5,3,1,-8.8,5,0.26,0.22,0.3279166666666667
5,5,3,1,-4.4,1,0.42,0.35,0.33625
5,5,3,1,4.5,4,0.43,0.28,0.33958333333333335
6,5,3,1,-9.2,1,0.17,0.42,0.335
8,5,3,1,20.6,4,0.11,0.34,0.32208333333333333
8,5,3,1,-4.7,3,0.3,0.22,0.3204166666666666
9,5,3,1,2.0,3,0.12,0.47,0.31625
9,5,3,1,-0.6,3,0.39,0.37,0.3129166666666667
11,5,3,1,9.8,5,0.33,0.21,0.31125
12,5,3,1,-3.9,5,0.46,0.33,0.3216666666666667
12,5,3,1,23.8,1,0.4,0.46,0.32458333333333333
13,5,3,1,18.3,1,0.35,0.31,0.32
13,5,3,1,6.7,3,0.11,0.32,0.3116666666666667
13,5,3,1,-4.3,3,0.43,0.46,0.31625
14,5,3,1,33.3,2,0.49,0.46,0.3175
14,5,3,1,26.2,3,0.21,0.25,0.3070833333333333
15,5,3,1,33.4,3,0.25,0.48,0.3070833333333333
15,5,3,1,25.2,1,0.26,0.28,0.29791666666666666
15,5,3,1,8.0,1,0.2,0.17,0.2945833333333333
17,5,3,1,4.0,4,0.23,0.46,0.2970833333333333
18,5,3,1,16.3,1,0.25,0.36,0.28833333333333333
18,5,3,1,-6.2,4,0.43,0.17,0.29125
18,5,3,1,-4.1,2,0.21,0.22,0.29291666666666666
18,5,3,1,0.5,4,0.32,0.26,0.2970833333333333
19,5,3,1,27.7,5,0.39,0.42,0.3025
19,5,3,1,17.7,4,0.38,0.43,0.30083333333333334
19,5,3,1,23.1,4,0.17,0.17,0.29
20,5,3,1,5.1,3,0.26,0.11,0.29375
20,5,3,1,32.7,1,0.46,0.3,0.30833333333333335
22,5,3,1,35.9,2,0.2,0.12,0.3041666666666667
22,5,3,1,32.2,3,0.26,0.39,0.31
23,5,3,1,-4.1,1,0.21,0.33,0.3025
23,5,3,1,35.2,1,0.33,0.46,0.3025
0,6,4,1,27.0,5,0.25,0.4,0.29375
0,6,4,1,5.1,5,0.13,0.35,0.28250000000000003
0,6,4,1,17.5,3,0.41,0.11,0.285
0,6,4,1,-3.0,5,0.36,0.43,0.29541666666666666
2,6,4,1,-6.2,5,0.29,0.49,0.28958333333333336
2,6,4,1,5.0,4,0.18,0.21,0.27666666666666667
3,6,4,1,14.7,2,0.43,0.25,0.28583333333333333
3,6,4,1,19.4,5,0.48,0.26,0.29541666666666666
3,6,4,1,4.8,1,0.47,0.2,0.3041666666666667
3,6,4,1,27.7,3,0.22,0.23,0.305
4,6,4,1,29.8,3,0.41,0.25,0.3125
7,6,4,1,-1.5,5,0.47,0.43,0.32166666666666666
9,6,4,1,-7.8,4,0.22,0.21,0.3129166666666667
11,6,4,1,6.7,3,0.17,0.32,0.31125
12,6,4,1,4.5,3,0.15,0.39,0.30416666666666664
13,6,4,1,29.9,2,0.29,0.38,0.3
13,6,4,1,16.2,1,0.27,0.17,0.29541666666666666
13,6,4,1,16.5,1,0.31,0.26,0.30125
14,6,4,1,8.4,3,0.31,0.46,0.3033333333333333
15,6,4,1,39.4,4,0.16,0.2,0.29083333333333333
18,6,4,1,0.5,1,0.2,0.26,0.29083333333333333
18,6,4,1,36.3,3,0.42,0.21,0.2975
18,6,4,1,14.9,2,0.36,0.33,0.30375
18,6,4,1,13.6,2,0.36,0.25,0.305
19,6,4,1,28.7,1,0.36,0.13,0.3095833333333333
19,6,4,1,4.8,5,0.34,0.41,0.3183333333333333
20,6,4,1,18.4,5,0.29,0.36,0.3133333333333333
20,6,4,1,12.1,1,0.24,0.29,0.30833333333333335
21,6,4,1,1.9,4,0.3,0.18,0.30875
21,6,4,1,15.1,1,0.15,0.43,0.3075
23,6,4,1,-4.1,3,0.49,0.48,0.31
1,7,5,1,33.9,3,0.39,0.47,0.30624999999999997
3,7,5,1,19.9,3,0.31,0.22,0.2995833333333333
4,7,5,1,-2.6,2,0.34,0.41,0.3045833333333333
5,7,5,1,22.6,1,0.26,0.47,0.29833333333333334
6,7,5,1,20.9,1,0.19,0.22,0.2866666666666667
6,7,5,1,-0.3,2,0.15,0.17,0.28375
7,7,5,1,17.9,5,0.19,0.15,0.28458333333333335
7,7,5,1,2.9,4,0.22,0.29,0.28750000000000003
9,7,5,1,2.6,4,0.36,0.27,0.29041666666666666
9,7,5,1,-3.7,1,0.22,0.31,0.28833333333333333
10,7,5,1,21.4,1,0.34,0.31,0.28958333333333336
10,7,5,1,32.9,2,0.27,0.16,0.28791666666666665
12,7,5,1,36.1,4,0.4,0.2,0.29791666666666666
16,7,5,1,37.7,2,0.2,0.42,0.29791666666666666
16,7,5,1,19.6,3,0.46,0.36,0.29958333333333337
18,7,5,1,9.4,3,0.39,0.36,0.30083333333333334
18,7,5,1,27.2,3,0.22,0.36,0.295
20,7,5,1,13.0,4,0.45,0.34,0.29875
21,7,5,1,21.6,2,0.12,0.29,0.28958333333333336
22,7,5,1,-6.0,4,0.44,0.24,0.29583333333333334
0,8,6,1,9.9,3,0.28,0.3,0.2975
0,8,6,1,0.8,2,0.27,0.15,0.29625
0,8,6,1,20.4,5,0.36,0.49,0.305
1,8,6,1,36.8,4,0.23,0.39,0.2941666666666667
1,8,6,1,11.4,5,0.16,0.31,0.28458333333333335
2,8,6,1,-9.9,3,0.45,0.34,0.2904166666666667
2,8,6,1,22.8,4,0.39,0.26,0.29250000000000004
2,8,6,1,18.3,5,0.26,0.19,0.2925
2,8,6,1,-6.4,2,0.18,0.15,0.29208333333333336
3,8,6,1,34.7,5,0.39,0.19,0.3020833333333333
3,8,6,1,34.8,5,0.34,0.22,0.30833333333333335
3,8,6,1,9.0,3,0.37,0.36,0.3145833333333333
4,8,6,1,14.3,5,0.18,0.22,0.3070833333333333
4,8,6,1,33.1,5,0.2,0.34,0.30624999999999997
4,8,6,1,35.5,5,0.18,0.27,0.29958333333333337
4,8,6,1,11.6,2,0.43,0.4,0.30625
5,8,6,1,-6.0,4,0.38,0.2,0.30541666666666667
5,8,6,1,36.8,5,0.14,0.46,0.30291666666666667
5,8,6,1,-3.0,2,0.44,0.39,0.3020833333333333
5,8,6,1,1.9,2,0.49,0.22,0.30625
5,8,6,1,27.8,5,0.42,0.45,0.3145833333333334
7,8,6,1,0.1,4,0.34,0.12,0.31
7,8,6,1,4.4,1,0.45,0.44,0.32375000000000004
8,8,6,1,-5.7,2,0.29,0.28,0.3175
8,8,6,1,9.2,1,0.49,0.27,0.32625
9,8,6,1,26.3,1,0.34,0.36,0.32916666666666666
9,8,6,1,8.4,3,0.23,0.23,0.32375
10,8,6,1,29.5,2,0.3,0.16,0.32666666666666666
13,8,6,1,-0.8,1,0.48,0.45,0.34
14,8,6,1,-9.7,4,0.41,0.39,0.3383333333333333
17,8,6,1,18.1,2,0.31,0.26,0.335
20,8,6,1,34.5,4,0.48,0.18,0.3441666666666667
20,8,6,1,-7.3,5,0.21,0.39,0.3454166666666667
21,8,6,1,5.2,5,0.28,0.34,0.3408333333333333
21,8,6,1,9.1,3,0.41,0.37,0.34375
21,8,6,1,33.9,1,0.29,0.18,0.34041666666666665
22,8,6,1,18.4,2,0.33,0.2,0.3466666666666667
23,8,6,1,-2.7,5,0.46,0.18,0.3575
23,8,6,1,4.4,1,0.38,0.43,0.3658333333333333
0,9,0,1,-9.9,4,0.34,0.38,0.3620833333333333
0,9,0,1,30.9,2,0.3,0.14,0.35874999999999996
1,9,0,1,4.7,2,0.47,0.44,0.3725
1,9,0,1,19.8,2,0.22,0.49,0.36333333333333334
2,9,0,1,3.3,2,0.28,0.42,0.3545833333333333
2,9,0,1,-8.7,3,0.13,0.34,0.3425
2,9,0,1,3.4,2,0.36,0.45,0.3433333333333333
4,9,0,1,11.1,1,0.14,0.29,0.33041666666666664
4,9,0,1,15.0,5,0.39,0.49,0.3345833333333333
4,9,0,1,24.3,3,0.47,0.34,0.33375
6,9,0,1,4.5,4,0.15,0.23,0.3258333333333333
6,9,0,1,15.8,1,0.36,0.3,0.33125
7,9,0,1,9.1,2,0.46,0.48,0.33791666666666664
8,9,0,1,2.7,3,0.23,0.41,0.32749999999999996
8,9,0,1,-3.0,5,0.34,0.31,0.32458333333333333
9,9,0,1,13.4,3,0.17,0.48,0.31875000000000003
10,9,0,1,13.7,3,0.41,0.21,0.31583333333333335
11,9,0,1,13.8,4,0.17,0.28,0.31416666666666665
12,9,0,1,-8.7,2,0.21,0.41,0.31125
14,9,0,1,-7.5,1,0.33,0.29,0.30791666666666667
15,9,0,1,35.1,4,0.5,0.33,0.3166666666666667
15,9,0,1,18.6,5,0.16,0.46,0.3095833333333333
16,9,0,1,-1.2,2,0.43,0.38,0.30833333333333335
16,9,0,1,35.5,1,0.42,0.34,0.31
17,9,0,1,-2.1,3,0.48,0.3,0.31583333333333335
17,9,0,1,-0.6,3,0.25,0.47,0.31375
20,9,0,1,27.3,2,0.1,0.22,0.29833333333333334
20,9,0,1,2.4,3,0.31,0.28,0.3020833333333333
0,10,1,1,12.0,2,0.12,0.13,0.29541666666666666
0,10,1,1,-0.6,4,0.26,0.36,0.30083333333333334
2,10,1,1,-1.8,1,0.26,0.14,0.29666666666666663
3,10,1,1,22.4,2,0.4,0.39,0.3075
4,10,1,1,38.1,5,0.34,0.47,0.30541666666666667
5,10,1,1,-10.0,3,0.49,0.15,0.30624999999999997
5,10,1,1,30.2,1,0.3,0.36,0.3125
6,10,1,1,10.8,3,0.43,0.46,0.3154166666666667
9,10,1,1,12.2,1,0.13,0.23,0.3016666666666667
9,10,1,1,-5.5,2,0.33,0.34,0.30583333333333335
10,10,1,1,-7.1,1,0.27,0.17,0.30291666666666667
10,10,1,1,28.4,5,0.47,0.41,0.3154166666666666
10,10,1,1,-6.2,4,0.24,0.17,0.30833333333333335
10,10,1,1,1.5,4,0.18,0.21,0.30874999999999997
12,10,1,1,39.2,1,0.47,0.33,0.31958333333333333
13,10,1,1,8.6,2,0.5,0.5,0.32666666666666666
16,10,1,1,-1.8,5,0.14,0.16,0.31166666666666665
18,10,1,1,25.1,1,0.34,0.43,0.31916666666666665
19,10,1,1,24.8,2,0.14,0.42,0.3070833333333333
19,10,1,1,8.0,5,0.2,0.48,0.29791666666666666
20,10,1,1,34.8,2,0.37,0.25,0.29333333333333333
21,10,1,1,8.4,3,0.45,0.1,0.3016666666666667
22,10,1,1,-4.8,3,0.31,0.31,0.3104166666666667
22,10,1,1,-0.9,3,0.44,0.12,0.31583333333333335
23,10,1,1,7.4,2,0.15,0.26,0.31708333333333333
23,10,1,1,27.9,2,0.24,0.26,0.31625
0,11,2,1,22.0,5,0.11,0.4,0.31
0,11,2,1,17.4,4,0.42,0.34,0.31083333333333335
1,11,2,1,28.5,3,0.46,0.49,0.31583333333333335
1,11,2,1,24.4,2,0.11,0.3,0.3
2,11,2,1,5.1,4,0.39,0.43,0.30375
2,11,2,1,28.4,4,0.31,0.13,0.29875
3,11,2,1,-4.0,1,0.41,0.33,0.3104166666666666
3,11,2,1,12.0,1,0.1,0.27,0.30083333333333334
4,11,2,1,11.3,3,0.17,0.47,0.2966666666666667
5,11,2,1,5.0,3,0.44,0.24,0.2954166666666667
9,11,2,1,30.3,5,0.21,0.18,0.2941666666666667
12,11,2,1,27.8,1,0.33,0.47,0.3004166666666667
13,11,2,1,21.0,5,0.16,0.5,0.2875
14,11,2,1,4.4,5,0.49,0.14,0.2870833333333333
18,11,2,1,-5.0,1,0.18,0.34,0.28875
19,11,2,1,35.4,5,0.4,0.14,0.29125
19,11,2,1,9.3,3,0.3,0.2,0.29791666666666666
0,12,3,1,39.5,5,0.26,0.37,0.3004166666666667
0,12,3,1,15.6,2,0.38,0.45,0.30083333333333334
0,12,3,1,8.6,3,0.16,0.31,0.28875
1,12,3,1,-5.0,1,0.37,0.44,0.29124999999999995
1,12,3,1,13.2,3,0.16,0.15,0.27958333333333335
1,12,3,1,38.5,4,0.34,0.24,0.2875
2,12,3,1,-6.5,4,0.33,0.11,0.29125
3,12,3,1,15.8,4,0.48,0.42,0.3066666666666667
4,12,3,1,3.8,5,0.16,0.46,0.29583333333333334
5,12,3,1,13.5,5,0.37,0.11,0.2920833333333333
5,12,3,1,-4.3,1,0.44,0.39,0.30583333333333335
8,12,3,1,-7.6,1,0.26,0.31,0.30041666666666667
8,12,3,1,23.6,2,0.29,0.41,0.2995833333333333
8,12,3,1,-8.5,5,0.27,0.1,0.29375
9,12,3,1,34.1,5,0.49,0.17,0.31
12,12,3,1,31.2,2,0.28,0.44,0.3145833333333333
12,12,3,1,6.7,4,0.25,0.21,0.30666666666666664
13,12,3,1,5.8,1,0.12,0.33,0.30291666666666667
14,12,3,1,-4.4,3,0.24,0.16,0.29916666666666664
14,12,3,1,39.5,1,0.23,0.49,0.3020833333333333
14,12,3,1,37.8,3,0.1,0.18,0.28583333333333333
14,12,3,1,-5.0,5,0.22,0.4,0.28750000000000003
17,12,3,1,22.0,1,0.11,0.3,0.2754166666666667
17,12,3,1,25.9,5,0.39,0.26,0.2791666666666667
17,12,3,1,-2.6,1,0.24,0.38,0.2783333333333333
18,12,3,1,-0.4,4,0.43,0.16,0.28041666666666665
21,12,3,1,5.8,3,0.39,0.37,0.29000000000000004
0,13,4,1,16.8,1,0.39,0.16,0.29083333333333333
0,13,4,1,5.6,5,0.23,0.34,0.29375
2,13,4,1,28.8,1,0.14,0.33,0.2854166666666667
3,13,4,1,9.7,4,0.19,0.48,0.27958333333333335
4,13,4,1,25.4,5,0.26,0.16,0.2704166666666667
4,13,4,1,-3.9,4,0.25,0.37,0.27416666666666667
5,13,4,1,-6.7,4,0.18,0.44,0.26625000000000004
6,13,4,1,11.3,4,0.31,0.26,0.2608333333333333
6,13,4,1,-9.9,5,0.11,0.29,0.25458333333333333
6,13,4,1,7.2,1,0.43,0.27,0.2604166666666667
7,13,4,1,24.6,3,0.47,0.49,0.26875
7,13,4,1,25.0,1,0.21,0.28,0.2570833333333334
8,13,4,1,32.7,3,0.39,0.25,0.26166666666666666
9,13,4,1,35.2,2,0.17,0.12,0.25833333333333336
10,13,4,1,13.8,4,0.5,0.24,0.27416666666666667
10,13,4,1,35.3,4,0.19,0.23,0.27208333333333334
10,13,4,1,-9.4,4,0.33,0.1,0.27625000000000005
11,13,4,1,15.6,5,0.18,0.22,0.27958333333333335
11,13,4,1,10.7,3,0.24,0.11,0.2804166666666667
14,13,4,1,37.5,2,0.14,0.39,0.2816666666666667
15,13,4,1,23.4,4,0.21,0.24,0.27416666666666667
15,13,4,1,-1.0,4,0.22,0.43,0.2733333333333333
16,13,4,1,37.8,3,0.14,0.39,0.26125000000000004
18,13,4,1,20.0,4,0.47,0.39,0.26458333333333334
18,13,4,1,20.1,5,0.43,0.23,0.26625
18,13,4,1,15.0,3,0.44,0.14,0.275
19,13,4,1,7.8,3,0.39,0.19,0.28541666666666665
21,13,4,1,5.1,3,0.46,0.26,0.2966666666666667
22,13,4,1,25.7,2,0.26,0.25,0.2966666666666667
23,13,4,1,29.6,1,0.28,0.18,0.29791666666666666
23,13,4,1,13.3,5,0.46,0.31,0.3095833333333333
0,14,5,1,0.8,5,0.14,0.11,0.30250000000000005
0,14,5,1,5.0,2,0.44,0.43,0.31625
1,14,5,1,10.2,4,0.48,0.47,0.31833333333333336
1,14,5,1,15.5,1,0.25,0.21,0.30916666666666665
1,14,5,1,16.9,2,0.29,0.39,0.3125
2,14,5,1,37.7,1,0.23,0.17,0.30583333333333335
3,14,5,1,1.5,3,0.34,0.5,0.3129166666666667
3,14,5,1,28.1,4,0.17,0.19,0.2991666666666667
4,14,5,1,14.1,2,0.49,0.33,0.31166666666666665
4,14,5,1,31.2,2,0.18,0.18,0.30541666666666667
4,14,5,1,17.1,3,0.37,0.24,0.31333333333333335
4,14,5,1,16.3,3,0.4,0.14,0.32
5,14,5,1,0.4,5,0.41,0.21,0.33125
5,14,5,1,25.6,3,0.44,0.22,0.3408333333333333
5,14,5,1,14.9,1,0.45,0.14,0.35041666666666665
6,14,5,1,-3.4,1,0.47,0.47,0.3641666666666667
8,14,5,1,-3.8,2,0.3,0.43,0.35708333333333325
9,14,5,1,36.4,4,0.16,0.44,0.34583333333333327
10,14,5,1,-6.6,5,0.21,0.39,0.33625
10,14,5,1,7.0,3,0.27,0.46,0.33125
10,14,5,1,21.5,3,0.31,0.26,0.325
10,14,5,1,32.2,1,0.4,0.28,0.3308333333333333
11,14,5,1,22.9,2,0.11,0.46,0.32375000000000004
11,14,5,1,17.6,3,0.46,0.14,0.32375000000000004
12,14,5,1,2.9,4,0.21,0.44,0.32666666666666666
12,14,5,1,12.3,1,0.23,0.48,0.3179166666666667
12,14,5,1,32.1,4,0.2,0.25,0.30624999999999997
13,14,5,1,34.0,5,0.19,0.29,0.30375
13,14,5,1,19.7,5,0.24,0.23,0.3016666666666667
14,14,5,1,31.4,5,0.18,0.34,0.29958333333333337
16,14,5,1,8.2,5,0.11,0.17,0.29
17,14,5,1,10.4,3,0.23,0.49,0.2925
18,14,5,1,7.4,3,0.37,0.18,0.28750000000000003
18,14,5,1,4.1,3,0.27,0.37,0.29125
19,14,5,1,34.7,4,0.24,0.4,0.28583333333333333
19,14,5,1,35.3,4,0.13,0.41,0.27458333333333335
21,14,5,1,-3.1,2,0.12,0.44,0.2625
21,14,5,1,4.1,4,0.49,0.45,0.26458333333333334
23,14,5,1,0.2,1,0.14,0.47,0.25166666666666665
23,14,5,1,34.3,5,0.11,0.3,0.23666666666666666
0,15,6,1,10.0,5,0.34,0.16,0.2383333333333333
0,15,6,1,-1.8,5,0.18,0.21,0.23916666666666667
1,15,6,1,5.5,2,0.15,0.27,0.23666666666666666
1,15,6,1,25.2,5,0.36,0.31,0.2404166666666667
3,15,6,1,-2.6,5,0.4,0.4,0.24416666666666664
3,15,6,1,2.0,1,0.17,0.11,0.23458333333333334
4,15,6,1,35.5,1,0.28,0.46,0.24166666666666667
6,15,6,1,23.5,1,0.15,0.21,0.22875
7,15,6,1,-3.3,3,0.47,0.23,0.23958333333333334
8,15,6,1,10.1,4,0.34,0.2,0.24416666666666664
8,15,6,1,-9.2,1,0.12,0.19,0.24083333333333334
8,15,6,1,0.6,5,0.21,0.24,0.24166666666666667
9,15,6,1,37.7,4,0.26,0.18,0.24250000000000002
10,15,6,1,-2.4,5,0.37,0.11,0.2504166666666667
10,15,6,1,-3.7,1,0.48,0.23,0.2658333333333333
11,15,6,1,5.9,2,0.24,0.37,0.26625000000000004
11,15,6,1,28.7,2,0.1,0.27,0.255
12,15,6,1,13.5,2,0.37,0.24,0.25916666666666666
14,15,6,1,-2.0,5,0.39,0.13,0.2654166666666667
16,15,6,1,29.0,1,0.35,0.12,0.27458333333333335
16,15,6,1,26.2,2,0.32,0.49,0.28291666666666665
18,15,6,1,3.4,3,0.41,0.14,0.27958333333333335
18,15,6,1,-3.0,1,0.48,0.11,0.29375
21,15,6,1,10.9,1,0.16,0.34,0.29583333333333334
0,16,0,1,39.4,5,0.4,0.18,0.29833333333333334
0,16,0,1,34.8,2,0.18,0.15,0.29833333333333334
3,16,0,1,17.2,3,0.5,0.36,0.3129166666666667
5,16,0,1,12.0,5,0.34,0.4,0.3120833333333333
5,16,0,1,12.2,2,0.11,0.17,0.3
6,16,0,1,8.0,3,0.23,0.28,0.30250000000000005
7,16,0,1,13.7,3,0.22,0.15,0.3
7,16,0,1,-5.3,4,0.16,0.47,0.30041666666666667
8,16,0,1,11.0,2,0.13,0.34,0.28625
9,16,0,1,23.8,4,0.12,0.12,0.27708333333333335
9,16,0,1,6.6,2,0.3,0.21,0.28458333333333335
9,16,0,1,27.4,3,0.15,0.26,0.28208333333333335
9,16,0,1,-0.5,5,0.48,0.37,0.29124999999999995
10,16,0,1,24.4,1,0.47,0.48,0.29541666666666666
10,16,0,1,24.2,1,0.3,0.24,0.28791666666666665
10,16,0,1,7.2,1,0.25,0.1,0.28833333333333333
11,16,0,1,6.9,2,0.45,0.37,0.30291666666666667
15,16,0,1,24.0,4,0.32,0.39,0.30083333333333334
16,16,0,1,4.2,2,0.21,0.35,0.29333333333333333
16,16,0,1,24.7,1,0.13,0.32,0.2841666666666666
17,16,0,1,-2.4,2,0.17,0.41,0.27791666666666665
17,16,0,1,39.5,4,0.29,0.48,0.27291666666666664
19,16,0,1,25.6,2,0.27,0.16,0.26416666666666666
20,16,0,1,37.5,3,0.48,0.4,0.2775
20,16,0,1,21.4,1,0.25,0.18,0.27125
21,16,0,1,-5.9,2,0.13,0.5,0.2691666666666667
0,17,1,1,-2.6,4,0.4,0.34,0.265
1,17,1,1,10.8,3,0.12,0.11,0.2558333333333333
1,17,1,1,21.5,3,0.26,0.23,0.26208333333333333
3,17,1,1,18.2,4,0.47,0.22,0.2720833333333333
4,17,1,1,16.3,4,0.26,0.16,0.27375
7,17,1,1,-5.3,5,0.46,0.13,0.28625
7,17,1,1,26.4,1,0.26,0.12,0.2916666666666667
7,17,1,1,10.6,5,0.44,0.3,0.305
7,17,1,1,8.3,4,0.28,0.15,0.30416666666666664
9,17,1,1,0.7,3,0.26,0.48,0.30875
9,17,1,1,-9.5,4,0.18,0.47,0.29625
10,17,1,1,-4.0,2,0.16,0.3,0.2833333333333334
10,17,1,1,-4.3,4,0.11,0.25,0.27541666666666664
11,17,1,1,37.4,1,0.21,0.45,0.27375
14,17,1,1,18.7,1,0.49,0.32,0.27541666666666664
16,17,1,1,30.3,2,0.34,0.21,0.27625
17,17,1,1,5.8,3,0.39,0.13,0.28375
17,17,1,1,16.6,3,0.15,0.17,0.28458333333333335
18,17,1,1,36.7,1,0.45,0.29,0.29625
18,17,1,1,20.9,2,0.25,0.27,0.29458333333333336
19,17,1,1,-2.4,5,0.3,0.48,0.29583333333333334
20,17,1,1,16.2,1,0.3,0.25,0.28833333333333333
20,17,1,1,9.0,3,0.17,0.13,0.28500000000000003
22,17,1,1,26.3,3,0.18,0.4,0.28708333333333336
22,17,1,1,5.2,2,0.12,0.12,0.2754166666666667
