hour,day,weekday,month,Outdoor Temperature (C),Household Size,lag_1,lag_24,rolling_mean_24
13,30,5,9,30.9,5,0.21,0.21,0.21
5,5,3,10,28.5,5,0.21,0.21,0.21
12,15,6,10,25.8,3,0.21,0.21,0.21
2,16,0,10,35.2,3,0.21,0.21,0.21
6,18,2,10,-1.7,2,0.21,0.21,0.21
9,20,4,10,-4.0,3,0.21,0.21,0.21
4,28,5,10,-0.2,2,0.21,0.21,0.21
21,21,1,11,30.2,3,0.21,0.21,0.21
4,26,6,11,18.5,3,0.21,0.21,0.21
1,1,4,12,38.1,1,0.21,0.21,0.21
13,8,4,12,-1.5,3,0.21,0.21,0.21
19,10,6,12,5.3,2,0.21,0.21,0.21
13,20,2,12,-9.2,3,0.21,0.21,0.21
17,24,6,12,4.5,4,0.21,0.21,0.21
0,1,0,1,8.6,1,0.21,0.21,0.21
10,2,0,1,2.3,1,0.21,0.21,0.21
11,5,3,1,10.9,1,0.22,0.21,0.21041666666666667
12,5,3,1,27.8,2,0.22,0.21,0.21083333333333332
0,12,3,1,-4.0,5,0.22,0.21,0.21124999999999997
5,16,0,1,21.0,4,0.22,0.21,0.21166666666666667
12,24,1,1,21.1,2,0.22,0.21,0.21208333333333332
5,2,3,2,13.6,2,0.22,0.21,0.2125
16,11,5,2,29.7,2,0.22,0.21,0.21291666666666664
0,13,0,2,9.9,1,0.22,0.21,0.21333333333333335
18,17,4,2,25.7,3,0.22,0.21,0.21375
1,2,3,3,4.2,4,0.22,0.21,0.21416666666666664
6,6,0,3,30.1,1,0.22,0.21,0.21458333333333335
4,17,4,3,20.4,3,0.22,0.21,0.215
15,16,6,4,30.5,2,0.22,0.21,0.21541666666666667
18,18,1,4,2.3,2,0.22,0.21,0.21583333333333332
6,20,3,4,23.2,3,0.22,0.21,0.21625000000000003
19,10,2,5,4.2,5,0.22,0.21,0.21666666666666667
13,19,4,5,-2.6,5,0.22,0.21,0.21708333333333332
14,28,6,5,20.0,1,0.22,0.21,0.21750000000000003
23,3,5,6,13.3,2,0.22,0.21,0.21791666666666668
2,13,1,6,25.2,1,0.22,0.21,0.21833333333333335
3,19,0,6,39.3,4,0.22,0.21,0.21875
6,1,5,7,18.1,2,0.22,0.21,0.2191666666666667
16,7,4,7,13.3,2,0.22,0.21,0.21958333333333335
2,14,4,7,-8.9,2,0.22,0.22,0.22
18,19,2,7,-3.3,2,0.22,0.22,0.22
22,24,0,7,16.6,4,0.22,0.22,0.22
9,2,2,8,15.8,5,0.22,0.22,0.22
0,4,4,8,5.5,3,0.22,0.22,0.22
20,12,5,8,-0.2,4,0.22,0.22,0.22
23,13,6,8,31.9,5,0.22,0.22,0.22
3,30,2,8,-3.2,1,0.22,0.22,0.22
5,1,4,9,3.3,3,0.22,0.22,0.22
11,2,5,9,12.0,4,0.22,0.22,0.22
11,8,4,9,-0.4,4,0.22,0.22,0.22
6,17,6,9,-0.8,2,0.22,0.22,0.22
17,28,3,9,20.3,1,0.22,0.22,0.22
8,14,5,10,19.7,4,0.22,0.22,0.22
4,24,1,10,6.0,4,0.22,0.22,0.22
9,31,1,10,4.6,2,0.22,0.22,0.22
12,6,0,11,21.0,3,0.22,0.22,0.22
19,16,3,11,-1.4,3,0.22,0.22,0.22
7,4,0,12,11.1,2,0.22,0.22,0.22
9,5,1,12,19.6,1,0.22,0.22,0.22
17,10,6,12,23.2,1,0.22,0.22,0.22
5,2,0,1,25.6,2,0.22,0.22,0.22
17,3,1,1,-9.4,5,0.23,0.22,0.22041666666666668
14,13,4,1,-0.2,5,0.23,0.22,0.22083333333333333
10,21,5,1,12.2,4,0.23,0.22,0.22125000000000003
3,23,0,1,24.0,4,0.23,0.22,0.22166666666666668
14,25,2,1,26.5,5,0.23,0.22,0.22208333333333333
10,7,1,2,33.9,1,0.23,0.22,0.2225
5,9,3,2,1.2,3,0.23,0.22,0.22291666666666668
1,20,0,2,10.5,1,0.23,0.22,0.2233333333333333
3,27,0,2,11.1,4,0.23,0.22,0.22375
18,3,4,3,-7.7,5,0.23,0.22,0.22416666666666665
9,11,5,3,0.0,1,0.23,0.22,0.22458333333333336
11,16,3,3,27.6,1,0.23,0.22,0.22499999999999998
14,25,5,3,-6.0,2,0.23,0.22,0.22541666666666668
23,31,4,3,14.8,1,0.23,0.22,0.22583333333333336
12,7,4,4,39.2,5,0.23,0.22,0.22624999999999998
4,18,1,4,-5.5,2,0.23,0.22,0.22666666666666668
8,30,6,4,24.2,3,0.23,0.22,0.22708333333333333
10,5,4,5,30.1,3,0.23,0.22,0.22750000000000004
2,8,0,5,26.0,4,0.23,0.22,0.22791666666666666
7,12,4,5,-7.6,2,0.23,0.22,0.22833333333333336
20,15,0,5,6.8,2,0.23,0.22,0.22875
13,16,1,5,13.8,4,0.23,0.22,0.22916666666666666
21,16,1,5,0.9,5,0.23,0.22,0.22958333333333333
2,5,0,6,28.7,2,0.23,0.23,0.23
22,9,4,6,19.9,1,0.23,0.23,0.23
14,13,1,6,14.0,5,0.23,0.23,0.23
15,19,0,6,-6.7,5,0.23,0.23,0.23
7,3,0,7,21.5,5,0.23,0.23,0.23
1,5,2,7,2.7,4,0.23,0.23,0.23
13,15,5,7,-8.5,1,0.23,0.23,0.23
3,18,1,7,31.8,4,0.23,0.23,0.23
5,29,5,7,31.9,3,0.23,0.23,0.23
20,3,3,8,24.9,2,0.23,0.23,0.23
7,5,5,8,7.9,1,0.23,0.23,0.23
18,5,5,8,22.9,5,0.23,0.23,0.23
15,7,0,8,17.3,2,0.23,0.23,0.23
1,23,2,8,29.7,2,0.23,0.23,0.23
14,25,4,8,1.5,3,0.23,0.23,0.23
5,30,2,8,-2.3,1,0.23,0.23,0.23
5,7,3,9,0.6,1,0.23,0.23,0.23
1,6,4,10,30.5,1,0.23,0.23,0.23
1,7,5,10,2.7,2,0.23,0.23,0.23
20,7,5,10,8.7,4,0.23,0.23,0.23
1,9,0,10,34.1,1,0.23,0.23,0.23
22,14,5,10,-9.9,4,0.23,0.23,0.23
3,16,0,10,-8.4,3,0.23,0.23,0.23
7,23,0,10,10.7,2,0.23,0.23,0.23
20,30,0,10,-7.2,2,0.23,0.23,0.23
13,2,3,11,38.0,5,0.23,0.23,0.23
0,12,6,11,9.3,4,0.23,0.23,0.23
12,16,3,11,19.4,1,0.23,0.23,0.23
23,11,0,12,11.1,3,0.23,0.23,0.23
4,1,0,1,-2.6,3,0.23,0.23,0.23
0,25,2,1,40.0,4,0.23,0.23,0.23
4,28,5,1,26.2,3,0.24,0.23,0.2304166666666667
5,28,5,1,34.6,4,0.24,0.23,0.23083333333333333
8,28,5,1,1.2,2,0.24,0.23,0.23124999999999998
17,28,5,1,12.8,1,0.24,0.23,0.2316666666666667
21,7,1,2,22.9,3,0.24,0.23,0.23208333333333334
10,17,4,2,3.4,2,0.24,0.23,0.2325
8,4,5,3,18.0,5,0.24,0.23,0.23291666666666666
13,9,3,3,39.0,2,0.24,0.23,0.23333333333333336
8,10,4,3,13.9,5,0.24,0.23,0.23375
6,21,1,3,-8.0,1,0.24,0.23,0.23416666666666666
9,5,2,4,7.1,5,0.24,0.23,0.23458333333333334
6,9,6,4,2.8,3,0.24,0.23,0.23500000000000001
22,13,3,4,10.5,5,0.24,0.23,0.2354166666666667
6,24,0,4,15.9,3,0.24,0.23,0.23583333333333334
16,5,4,5,37.4,4,0.24,0.23,0.23625
21,10,2,5,11.2,5,0.24,0.23,0.23666666666666666
6,22,0,5,31.3,4,0.24,0.23,0.23708333333333334
18,22,0,5,39.4,5,0.24,0.23,0.23749999999999996
4,6,1,6,10.7,3,0.24,0.23,0.23791666666666667
15,19,0,6,-7.5,1,0.24,0.23,0.2383333333333333
6,28,2,6,25.0,4,0.24,0.23,0.23875000000000002
22,30,4,6,37.5,3,0.24,0.23,0.23916666666666664
2,19,2,7,39.2,1,0.24,0.23,0.23958333333333334
1,20,3,7,-9.4,4,0.24,0.24,0.24
17,20,3,7,10.5,4,0.24,0.24,0.24
1,23,6,7,6.6,3,0.24,0.24,0.24
7,26,2,7,30.4,5,0.24,0.24,0.24
20,3,3,8,37.1,2,0.24,0.24,0.24
23,3,3,8,19.6,3,0.24,0.24,0.24
16,13,6,8,11.0,5,0.24,0.24,0.24
4,16,2,8,-4.5,3,0.24,0.24,0.24
11,19,5,8,1.6,1,0.24,0.24,0.24
7,22,1,8,15.8,1,0.24,0.24,0.24
13,27,6,8,10.3,1,0.24,0.24,0.24
9,13,2,9,6.3,4,0.24,0.24,0.24
18,16,5,9,23.2,5,0.24,0.24,0.24
12,19,1,9,35.1,5,0.24,0.24,0.24
14,4,2,10,24.2,3,0.24,0.24,0.24
22,13,4,10,4.4,1,0.24,0.24,0.24
20,18,2,10,-5.5,4,0.24,0.24,0.24
20,22,6,10,38.6,3,0.24,0.24,0.24
16,24,1,10,9.0,4,0.24,0.24,0.24
18,27,4,10,3.6,3,0.24,0.24,0.24
11,4,5,11,31.9,5,0.24,0.24,0.24
3,8,2,11,27.4,5,0.24,0.24,0.24
14,12,6,11,19.5,5,0.24,0.24,0.24
13,16,3,11,10.7,3,0.24,0.24,0.24
16,20,0,11,13.3,5,0.24,0.24,0.24
5,21,1,11,17.8,4,0.24,0.24,0.24
1,26,6,11,24.7,2,0.24,0.24,0.24
23,26,1,12,18.7,4,0.24,0.24,0.24
12,1,0,1,31.6,4,0.24,0.24,0.24
18,9,0,1,12.8,5,0.24,0.24,0.24
17,28,5,1,30.7,4,0.25,0.24,0.2404166666666667
5,6,0,2,0.0,4,0.25,0.24,0.24083333333333334
9,11,5,2,3.1,2,0.25,0.24,0.24125
5,19,6,2,1.9,2,0.25,0.24,0.24166666666666667
4,21,1,2,-7.6,3,0.25,0.24,0.24208333333333334
0,22,2,2,14.7,3,0.25,0.24,0.24250000000000002
5,23,3,2,26.8,3,0.25,0.24,0.24291666666666667
15,25,5,2,9.3,3,0.25,0.24,0.24333333333333332
22,2,3,3,4.4,4,0.25,0.24,0.24375000000000002
22,28,1,3,-3.0,5,0.25,0.24,0.24416666666666667
19,29,2,3,20.7,2,0.25,0.24,0.24458333333333335
10,30,3,3,25.7,3,0.25,0.24,0.245
19,5,2,4,34.6,4,0.25,0.24,0.2454166666666667
3,8,5,4,10.2,5,0.25,0.24,0.24583333333333335
8,22,5,4,33.3,5,0.25,0.24,0.24625
8,24,0,4,-7.3,3,0.25,0.24,0.24666666666666667
19,25,1,4,-5.6,2,0.25,0.24,0.24708333333333335
2,3,2,5,23.1,5,0.25,0.24,0.24750000000000003
5,4,3,5,-4.4,3,0.25,0.24,0.24791666666666667
7,5,4,5,25.5,5,0.25,0.24,0.24833333333333332
11,9,1,5,29.1,5,0.25,0.24,0.24875000000000003
1,17,2,5,25.3,4,0.25,0.24,0.24916666666666668
11,19,4,5,-2.8,2,0.25,0.24,0.24958333333333335
18,20,5,5,35.6,2,0.25,0.25,0.25
13,24,2,5,39.2,5,0.25,0.25,0.25
18,24,2,5,4.5,3,0.25,0.25,0.25
15,12,0,6,37.5,2,0.25,0.25,0.25
23,14,2,6,11.2,2,0.25,0.25,0.25
16,17,5,6,17.8,5,0.25,0.25,0.25
14,20,1,6,-2.1,3,0.25,0.25,0.25
19,20,1,6,20.2,4,0.25,0.25,0.25
14,8,5,7,39.8,2,0.25,0.25,0.25
14,22,5,7,18.2,5,0.25,0.25,0.25
12,27,3,7,37.5,2,0.25,0.25,0.25
2,14,0,8,27.1,3,0.25,0.25,0.25
9,14,0,8,14.9,1,0.25,0.25,0.25
10,28,0,8,33.4,3,0.25,0.25,0.25
13,9,5,9,23.0,4,0.25,0.25,0.25
13,10,6,9,4.3,5,0.25,0.25,0.25
16,19,1,9,32.8,5,0.25,0.25,0.25
23,27,2,9,16.9,5,0.25,0.25,0.25
11,8,6,10,7.4,2,0.25,0.25,0.25
23,14,5,10,5.3,1,0.25,0.25,0.25
8,26,3,10,22.8,5,0.25,0.25,0.25
18,5,1,12,25.2,5,0.25,0.25,0.25
19,5,1,12,21.8,5,0.25,0.25,0.25
19,8,4,12,-7.9,2,0.25,0.25,0.25
20,15,4,12,-2.6,1,0.25,0.25,0.25
13,19,1,12,30.7,2,0.25,0.25,0.25
10,20,2,12,29.8,2,0.25,0.25,0.25
10,22,4,12,-8.7,4,0.25,0.25,0.25
15,2,0,1,22.5,2,0.25,0.25,0.25
19,3,1,1,-5.7,2,0.26,0.25,0.2504166666666667
14,4,2,1,2.2,5,0.26,0.25,0.2508333333333333
22,14,5,1,30.2,3,0.26,0.25,0.25125
15,15,6,1,13.1,4,0.26,0.25,0.25166666666666665
5,17,1,1,38.5,2,0.26,0.25,0.2520833333333333
0,23,0,1,28.3,5,0.26,0.25,0.2525
19,23,0,1,16.3,5,0.26,0.25,0.2529166666666666
19,27,4,1,21.4,3,0.26,0.25,0.25333333333333335
2,28,5,1,1.1,4,0.26,0.25,0.25375
15,9,3,2,34.7,4,0.26,0.25,0.25416666666666665
7,12,6,2,24.3,2,0.26,0.25,0.25458333333333333
14,20,0,2,19.1,1,0.26,0.25,0.25499999999999995
19,22,2,2,10.3,5,0.26,0.25,0.2554166666666667
9,24,4,2,25.0,2,0.26,0.25,0.2558333333333333
6,1,2,3,-1.6,1,0.26,0.25,0.25625
9,13,0,3,-4.5,1,0.26,0.25,0.25666666666666665
21,30,3,3,-9.9,2,0.26,0.25,0.25708333333333333
4,3,0,4,26.6,3,0.26,0.25,0.2575
10,3,0,4,-4.2,3,0.26,0.25,0.2579166666666666
20,12,2,4,-0.7,1,0.26,0.25,0.2583333333333333
9,17,0,4,-3.7,3,0.26,0.25,0.25875
0,3,2,5,-8.9,1,0.26,0.25,0.25916666666666666
18,6,5,5,13.5,4,0.26,0.25,0.25958333333333333
22,13,5,5,10.7,3,0.26,0.26,0.26
1,26,4,5,27.6,5,0.26,0.26,0.26
4,30,1,5,32.9,4,0.26,0.26,0.26
10,14,2,6,12.0,4,0.26,0.26,0.26
2,15,3,6,24.3,5,0.26,0.26,0.26
22,28,2,6,31.3,5,0.26,0.26,0.26
3,3,0,7,38.6,2,0.26,0.26,0.26
18,8,5,7,25.1,4,0.26,0.26,0.26
3,9,6,7,35.3,5,0.26,0.26,0.26
5,14,4,7,22.0,2,0.26,0.26,0.26
17,1,1,8,34.7,1,0.26,0.26,0.26
4,11,4,8,-4.0,3,0.26,0.26,0.26
16,11,4,8,-0.7,2,0.26,0.26,0.26
20,11,4,8,5.1,5,0.26,0.26,0.26
10,12,5,8,18.9,4,0.26,0.26,0.26
0,13,6,8,19.2,5,0.26,0.26,0.26
18,29,1,8,24.9,5,0.26,0.26,0.26
1,2,5,9,20.6,5,0.26,0.26,0.26
7,2,5,9,19.7,1,0.26,0.26,0.26
4,3,6,9,9.2,3,0.26,0.26,0.26
13,7,3,9,18.3,5,0.26,0.26,0.26
14,8,4,9,37.3,5,0.26,0.26,0.26
10,14,3,9,34.1,5,0.26,0.26,0.26
15,15,4,9,-9.8,2,0.26,0.26,0.26
23,16,5,9,30.3,2,0.26,0.26,0.26
3,18,0,9,18.7,5,0.26,0.26,0.26
23,20,2,9,1.6,5,0.26,0.26,0.26
4,29,4,9,15.5,4,0.26,0.26,0.26
9,30,5,9,12.0,4,0.26,0.26,0.26
22,18,2,10,7.9,3,0.26,0.26,0.26
20,25,2,10,34.5,1,0.26,0.26,0.26
11,29,6,10,38.0,4,0.26,0.26,0.26
14,29,6,10,16.2,5,0.26,0.26,0.26
8,31,1,10,38.8,4,0.26,0.26,0.26
12,11,5,11,-8.2,1,0.26,0.26,0.26
4,13,0,11,30.9,5,0.26,0.26,0.26
10,17,4,11,23.9,1,0.26,0.26,0.26
17,17,4,11,-3.3,3,0.26,0.26,0.26
4,18,5,11,-9.4,2,0.26,0.26,0.26
20,19,6,11,-8.1,4,0.26,0.26,0.26
8,3,6,12,8.7,1,0.26,0.26,0.26
17,6,2,12,-5.2,4,0.26,0.26,0.26
9,7,3,12,10.0,3,0.26,0.26,0.26
10,12,1,12,19.7,2,0.26,0.26,0.26
19,12,1,12,2.6,5,0.26,0.26,0.26
20,28,3,12,36.5,5,0.26,0.26,0.26
11,31,6,12,34.0,3,0.26,0.26,0.26
2,1,0,1,5.8,2,0.26,0.26,0.26
14,10,1,1,36.9,1,0.26,0.26,0.26
15,10,1,1,33.0,4,0.27,0.26,0.2604166666666667
6,18,2,1,-1.1,5,0.27,0.26,0.2608333333333333
6,24,1,1,-5.9,5,0.27,0.26,0.26125000000000004
7,5,6,2,31.5,5,0.27,0.26,0.26166666666666666
19,8,2,2,4.3,3,0.27,0.26,0.26208333333333333
8,20,0,2,3.2,4,0.27,0.26,0.2625
4,21,1,2,20.2,2,0.27,0.26,0.2629166666666667
22,21,1,2,32.8,4,0.27,0.26,0.26333333333333336
7,28,1,2,29.3,2,0.27,0.26,0.26375
2,5,6,3,11.9,5,0.27,0.26,0.26416666666666666
0,10,4,3,35.6,3,0.27,0.26,0.26458333333333334
4,21,1,3,35.2,2,0.27,0.26,0.26499999999999996
2,22,2,3,-3.7,1,0.27,0.26,0.2654166666666667
20,5,2,4,38.2,3,0.27,0.26,0.26583333333333337
23,15,5,4,-9.2,5,0.27,0.26,0.26625000000000004
13,21,4,4,37.4,5,0.27,0.26,0.26666666666666666
16,21,4,4,1.3,3,0.27,0.26,0.26708333333333334
16,27,3,4,-9.5,4,0.27,0.26,0.2675
20,28,4,4,11.0,1,0.27,0.26,0.2679166666666667
16,1,0,5,21.8,4,0.27,0.26,0.2683333333333333
9,20,5,5,21.3,5,0.27,0.26,0.26875
18,26,4,5,23.5,1,0.27,0.26,0.2691666666666667
2,2,4,6,38.0,2,0.27,0.26,0.26958333333333334
11,14,2,6,29.6,1,0.27,0.27,0.27
0,20,1,6,25.6,4,0.27,0.27,0.27
14,11,1,7,36.8,3,0.27,0.27,0.27
3,21,4,7,14.9,5,0.27,0.27,0.27
3,23,6,7,33.7,3,0.27,0.27,0.27
21,23,6,7,5.8,5,0.27,0.27,0.27
3,26,2,7,16.2,5,0.27,0.27,0.27
2,19,5,8,-0.2,5,0.27,0.27,0.27
22,21,0,8,-2.7,3,0.27,0.27,0.27
15,6,2,9,17.0,1,0.27,0.27,0.27
18,13,2,9,5.1,1,0.27,0.27,0.27
17,18,0,9,7.7,3,0.27,0.27,0.27
20,22,4,9,4.0,2,0.27,0.27,0.27
9,6,4,10,27.5,1,0.27,0.27,0.27
20,15,6,10,27.3,5,0.27,0.27,0.27
18,17,1,10,11.0,1,0.27,0.27,0.27
21,17,1,10,4.7,2,0.27,0.27,0.27
7,20,4,10,8.0,4,0.27,0.27,0.27
0,21,5,10,2.2,5,0.27,0.27,0.27
21,23,0,10,3.1,4,0.27,0.27,0.27
17,1,2,11,26.3,5,0.27,0.27,0.27
20,17,4,11,13.6,3,0.27,0.27,0.27
10,23,3,11,-8.7,2,0.27,0.27,0.27
16,2,5,12,-6.9,1,0.27,0.27,0.27
14,23,5,12,7.4,1,0.27,0.27,0.27
4,26,1,12,23.5,5,0.27,0.27,0.27
11,29,4,12,12.8,5,0.27,0.27,0.27
15,31,6,12,3.1,2,0.27,0.27,0.27
9,23,0,1,-1.3,1,0.27,0.27,0.27
13,23,0,1,4.8,3,0.28,0.27,0.2704166666666667
18,5,6,2,22.7,4,0.28,0.27,0.27083333333333337
6,6,0,2,5.5,5,0.28,0.27,0.27125000000000005
22,10,4,2,26.5,3,0.28,0.27,0.27166666666666667
6,15,2,2,-1.4,4,0.28,0.27,0.27208333333333334
12,16,3,2,12.8,2,0.28,0.27,0.2725
15,17,4,2,-9.2,4,0.28,0.27,0.2729166666666667
20,21,1,2,33.1,3,0.28,0.27,0.2733333333333334
14,25,5,2,34.0,1,0.28,0.27,0.27375
14,26,6,2,-1.2,3,0.28,0.27,0.2741666666666667
17,27,0,2,7.8,1,0.28,0.27,0.27458333333333335
6,28,1,2,-7.0,4,0.28,0.27,0.27499999999999997
17,28,1,2,14.4,4,0.28,0.27,0.2754166666666667
0,5,6,3,-6.3,3,0.28,0.27,0.2758333333333333
3,6,0,3,39.4,5,0.28,0.27,0.27625000000000005
4,20,0,3,-7.9,2,0.28,0.27,0.27666666666666667
3,17,0,4,22.8,5,0.28,0.27,0.27708333333333335
0,22,5,4,4.1,2,0.28,0.27,0.2775
8,25,1,4,24.3,3,0.28,0.27,0.2779166666666667
16,27,3,4,8.0,5,0.28,0.27,0.2783333333333333
2,1,0,5,17.6,4,0.28,0.27,0.27875
17,9,1,5,17.1,3,0.28,0.27,0.2791666666666667
1,11,3,5,-3.5,2,0.28,0.27,0.27958333333333335
14,12,4,5,-1.0,3,0.28,0.28,0.28
19,16,1,5,37.5,5,0.28,0.28,0.28
11,21,6,5,24.5,3,0.28,0.28,0.28
23,21,6,5,29.3,2,0.28,0.28,0.28
5,4,6,6,-8.6,1,0.28,0.28,0.28
23,4,6,6,21.6,4,0.28,0.28,0.28
14,11,6,6,15.3,3,0.28,0.28,0.28
4,29,3,6,-8.3,2,0.28,0.28,0.28
13,1,5,7,32.1,3,0.28,0.28,0.28
11,2,6,7,7.6,4,0.28,0.28,0.28
10,4,1,7,12.3,3,0.28,0.28,0.28
6,16,6,7,0.8,4,0.28,0.28,0.28
6,27,3,7,18.4,4,0.28,0.28,0.28
0,29,5,7,30.5,1,0.28,0.28,0.28
22,31,0,7,19.6,1,0.28,0.28,0.28
16,5,5,8,-0.5,5,0.28,0.28,0.28
9,13,6,8,9.9,4,0.28,0.28,0.28
6,23,2,8,18.8,5,0.28,0.28,0.28
11,12,1,9,27.7,3,0.28,0.28,0.28
1,13,2,9,20.9,2,0.28,0.28,0.28
12,16,5,9,26.7,2,0.28,0.28,0.28
19,19,1,9,0.7,1,0.28,0.28,0.28
6,20,2,9,16.7,4,0.28,0.28,0.28
21,26,1,9,32.0,2,0.28,0.28,0.28
4,4,2,10,32.9,5,0.28,0.28,0.28
0,11,2,10,32.0,2,0.28,0.28,0.28
4,13,4,10,18.4,1,0.28,0.28,0.28
7,13,4,10,8.0,4,0.28,0.28,0.28
13,23,0,10,0.7,4,0.28,0.28,0.28
18,24,1,10,23.7,5,0.28,0.28,0.28
11,31,1,10,19.1,5,0.28,0.28,0.28
0,5,6,11,-3.4,5,0.28,0.28,0.28
14,17,4,11,-8.8,4,0.28,0.28,0.28
5,24,4,11,19.3,2,0.28,0.28,0.28
7,24,4,11,38.5,2,0.28,0.28,0.28
1,2,5,12,-9.0,5,0.28,0.28,0.28
22,8,4,12,-7.1,4,0.28,0.28,0.28
16,11,0,12,37.2,2,0.28,0.28,0.28
7,12,1,12,19.9,2,0.28,0.28,0.28
10,13,4,1,24.8,1,0.28,0.28,0.28
1,15,6,1,12.5,5,0.29,0.28,0.2804166666666667
5,19,3,1,12.8,1,0.29,0.28,0.2808333333333334
11,27,4,1,27.4,4,0.29,0.28,0.28125000000000006
0,31,1,1,-4.2,5,0.29,0.28,0.2816666666666667
3,12,6,2,15.6,4,0.29,0.28,0.28208333333333335
3,17,4,2,12.9,1,0.29,0.28,0.28250000000000003
2,24,4,2,12.5,2,0.29,0.28,0.28291666666666665
9,10,4,3,3.6,1,0.29,0.28,0.2833333333333333
4,12,6,3,37.4,3,0.29,0.28,0.28375
16,22,2,3,19.7,5,0.29,0.28,0.2841666666666667
10,7,4,4,24.6,2,0.29,0.28,0.28458333333333335
3,8,5,4,-9.5,4,0.29,0.28,0.285
0,10,0,4,21.6,3,0.29,0.28,0.2854166666666667
11,11,1,4,26.7,1,0.29,0.28,0.28583333333333333
0,27,3,4,8.4,5,0.29,0.28,0.28625
0,28,4,4,-3.3,3,0.29,0.28,0.2866666666666667
14,18,3,5,27.4,1,0.29,0.28,0.2870833333333333
21,23,1,5,24.6,4,0.29,0.28,0.28750000000000003
0,25,3,5,15.9,4,0.29,0.28,0.28791666666666665
21,29,0,5,17.7,3,0.29,0.28,0.28833333333333333
17,2,4,6,38.4,1,0.29,0.28,0.28875
3,13,3,7,27.4,4,0.29,0.28,0.2891666666666666
9,15,5,7,-2.7,4,0.29,0.28,0.2895833333333333
0,20,3,7,10.3,5,0.29,0.29,0.29
11,23,6,7,36.0,2,0.29,0.29,0.29
7,11,4,8,4.5,1,0.29,0.29,0.29
0,13,6,8,0.4,3,0.29,0.29,0.29
14,16,2,8,34.0,3,0.29,0.29,0.29
3,27,6,8,-5.8,3,0.29,0.29,0.29
8,31,3,8,6.4,4,0.29,0.29,0.29
14,1,4,9,-9.5,4,0.29,0.29,0.29
7,2,5,9,23.3,4,0.29,0.29,0.29
8,2,5,9,21.2,2,0.29,0.29,0.29
5,3,6,9,-9.2,3,0.29,0.29,0.29
13,8,4,9,13.9,1,0.29,0.29,0.29
16,19,1,9,29.2,4,0.29,0.29,0.29
10,30,5,9,21.9,1,0.29,0.29,0.29
2,13,4,10,26.5,5,0.29,0.29,0.29
22,23,0,10,30.4,4,0.29,0.29,0.29
12,27,4,10,35.8,2,0.29,0.29,0.29
14,5,6,11,34.3,1,0.29,0.29,0.29
12,16,3,11,-6.4,1,0.29,0.29,0.29
2,19,6,11,37.9,5,0.29,0.29,0.29
0,27,0,11,23.1,4,0.29,0.29,0.29
23,3,6,12,24.2,1,0.29,0.29,0.29
16,13,2,12,-8.3,1,0.29,0.29,0.29
