hour,day,weekday,month,Outdoor Temperature (C),Household Size,lag_1,lag_24,rolling_mean_24
5,26,5,8,14.3,3,0.21,0.21,0.21
17,27,6,8,30.6,4,0.21,0.21,0.21
20,2,5,9,19.6,1,0.21,0.21,0.21
16,18,0,9,12.9,4,0.21,0.21,0.21
8,19,1,9,19.8,3,0.21,0.21,0.21
4,20,2,9,28.1,5,0.21,0.21,0.21
22,20,2,9,2.1,2,0.21,0.21,0.21
18,23,5,9,-0.7,3,0.21,0.21,0.21
14,24,6,9,32.1,1,0.21,0.21,0.21
18,3,1,10,23.8,2,0.21,0.21,0.21
7,7,5,10,29.1,2,0.21,0.21,0.21
20,10,1,10,19.5,2,0.21,0.21,0.21
14,13,4,10,14.3,1,0.21,0.21,0.21
0,15,6,10,21.5,3,0.21,0.21,0.21
5,16,0,10,18.1,5,0.21,0.21,0.21
17,30,0,10,-4.8,4,0.21,0.21,0.21
18,31,1,10,38.1,2,0.21,0.21,0.21
3,6,0,11,32.4,4,0.21,0.21,0.21
13,14,1,11,31.9,4,0.21,0.21,0.21
0,17,4,11,-4.5,2,0.21,0.21,0.21
3,8,4,12,-7.8,3,0.21,0.21,0.21
14,17,6,12,16.5,4,0.21,0.21,0.21
11,1,0,1,17.9,3,0.21,0.21,0.21
3,1,6,1,-8.5,1,0.21,0.21,0.21
11,7,5,1,10.6,2,0.22,0.21,0.21041666666666667
5,9,0,1,25.8,3,0.22,0.21,0.21083333333333332
8,12,3,1,26.8,1,0.22,0.21,0.21125000000000002
14,13,4,1,7.9,1,0.22,0.21,0.21166666666666667
8,22,6,1,-4.8,5,0.22,0.21,0.21208333333333332
0,29,6,1,35.1,3,0.22,0.21,0.2125
9,7,1,2,20.9,2,0.22,0.21,0.21291666666666667
22,14,1,2,36.6,4,0.22,0.21,0.21333333333333335
5,16,3,2,1.1,5,0.22,0.21,0.21375
6,18,5,2,5.3,3,0.22,0.21,0.2141666666666667
6,24,4,2,28.8,3,0.22,0.21,0.21458333333333335
22,26,6,2,28.6,2,0.22,0.21,0.215
22,3,4,3,21.0,1,0.22,0.21,0.21541666666666667
13,11,5,3,4.8,3,0.22,0.21,0.21583333333333335
20,29,2,3,-2.0,3,0.22,0.21,0.21625000000000003
23,29,2,3,24.6,5,0.22,0.21,0.21666666666666667
20,8,5,4,24.1,5,0.22,0.21,0.21708333333333332
15,14,4,4,2.0,4,0.22,0.21,0.21750000000000003
20,14,4,4,26.9,4,0.22,0.21,0.21791666666666665
14,15,5,4,25.3,1,0.22,0.21,0.2183333333333333
0,28,4,4,13.8,2,0.22,0.21,0.21875
21,28,4,4,21.3,5,0.22,0.21,0.21916666666666665
8,29,5,4,25.6,4,0.22,0.21,0.21958333333333332
4,5,4,5,7.8,5,0.22,0.22,0.22
16,14,6,5,14.4,5,0.22,0.22,0.22
16,20,5,5,5.8,1,0.22,0.22,0.22
22,22,0,5,35.2,2,0.22,0.22,0.22
15,30,1,5,31.4,5,0.22,0.22,0.22
1,8,3,6,20.5,5,0.22,0.22,0.22
6,11,6,6,11.6,1,0.22,0.22,0.22
4,12,0,6,0.6,5,0.22,0.22,0.22
18,14,2,6,-5.9,5,0.22,0.22,0.22
5,17,5,6,14.4,3,0.22,0.22,0.22
21,30,4,6,29.7,5,0.22,0.22,0.22
21,1,5,7,35.9,5,0.22,0.22,0.22
12,3,0,7,8.1,5,0.22,0.22,0.22
14,6,3,7,33.1,4,0.22,0.22,0.22
21,9,6,7,28.0,3,0.22,0.22,0.22
4,10,0,7,21.3,1,0.22,0.22,0.22
7,10,0,7,29.6,2,0.22,0.22,0.22
21,13,3,7,28.3,2,0.22,0.22,0.22
0,15,5,7,20.0,3,0.22,0.22,0.22
22,19,2,7,-0.3,1,0.22,0.22,0.22
1,1,1,8,1.7,2,0.22,0.22,0.22
3,7,0,8,22.1,3,0.22,0.22,0.22
23,19,5,8,11.6,3,0.22,0.22,0.22
20,20,6,8,16.6,1,0.22,0.22,0.22
6,24,3,8,-9.7,2,0.22,0.22,0.22
5,9,5,9,28.9,2,0.22,0.22,0.22
18,11,0,9,24.6,3,0.22,0.22,0.22
6,30,5,9,4.4,3,0.22,0.22,0.22
18,2,0,10,37.2,1,0.22,0.22,0.22
5,4,2,10,35.4,2,0.22,0.22,0.22
2,12,3,10,9.3,2,0.22,0.22,0.22
17,19,3,10,13.8,3,0.22,0.22,0.22
5,25,2,10,-9.8,1,0.22,0.22,0.22
13,5,6,11,0.7,3,0.22,0.22,0.22
21,13,0,11,39.9,5,0.22,0.22,0.22
14,17,4,11,-8.2,2,0.22,0.22,0.22
1,30,3,11,37.8,3,0.22,0.22,0.22
11,8,4,12,9.1,1,0.22,0.22,0.22
8,24,6,12,34.6,3,0.22,0.22,0.22
20,31,6,12,21.7,3,0.22,0.22,0.22
6,5,3,1,32.3,5,0.22,0.22,0.22
18,18,2,1,18.4,5,0.23,0.22,0.22041666666666668
6,21,5,1,5.6,5,0.23,0.22,0.22083333333333335
7,21,5,1,-3.9,2,0.23,0.22,0.22124999999999997
3,18,5,2,11.4,4,0.23,0.22,0.22166666666666668
14,19,6,2,20.0,4,0.23,0.22,0.22208333333333333
23,3,4,3,26.2,3,0.23,0.22,0.2225
8,7,1,3,12.2,3,0.23,0.22,0.22291666666666665
23,4,1,4,-8.8,2,0.23,0.22,0.22333333333333336
9,7,4,4,11.0,2,0.23,0.22,0.22375
8,16,6,4,21.1,2,0.23,0.22,0.22416666666666665
4,28,4,4,25.5,2,0.23,0.22,0.22458333333333336
5,28,4,4,12.3,3,0.23,0.22,0.225
16,13,5,5,7.7,5,0.23,0.22,0.22541666666666668
6,15,0,5,28.7,2,0.23,0.22,0.22583333333333333
16,26,4,5,-1.7,4,0.23,0.22,0.22625000000000003
22,8,3,6,22.9,2,0.23,0.22,0.22666666666666668
21,9,4,6,2.8,4,0.23,0.22,0.22708333333333333
16,14,2,6,29.8,4,0.23,0.22,0.2275
3,25,6,6,-0.5,3,0.23,0.22,0.22791666666666668
11,28,2,6,29.1,4,0.23,0.22,0.2283333333333333
13,28,2,6,29.7,5,0.23,0.22,0.22875
7,2,6,7,29.4,3,0.23,0.22,0.22916666666666666
6,5,2,7,36.4,4,0.23,0.22,0.22958333333333336
10,23,6,7,25.0,5,0.23,0.23,0.23
4,26,2,7,-5.1,3,0.23,0.23,0.23
18,2,2,8,6.0,3,0.23,0.23,0.23
20,6,6,8,31.1,5,0.23,0.23,0.23
14,7,0,8,-8.9,1,0.23,0.23,0.23
13,22,1,8,2.8,5,0.23,0.23,0.23
3,25,4,8,35.1,1,0.23,0.23,0.23
11,3,6,9,22.3,3,0.23,0.23,0.23
21,14,3,9,-7.1,4,0.23,0.23,0.23
5,17,6,9,33.3,5,0.23,0.23,0.23
13,30,5,9,18.6,4,0.23,0.23,0.23
1,3,1,10,7.7,2,0.23,0.23,0.23
9,22,6,10,12.5,1,0.23,0.23,0.23
4,31,1,10,-1.0,1,0.23,0.23,0.23
15,6,0,11,39.7,2,0.23,0.23,0.23
19,18,5,11,-1.6,5,0.23,0.23,0.23
21,6,2,12,14.6,2,0.23,0.23,0.23
16,13,2,12,22.9,1,0.23,0.23,0.23
13,14,3,12,35.2,1,0.23,0.23,0.23
8,19,1,12,10.2,3,0.23,0.23,0.23
15,21,3,12,38.6,4,0.23,0.23,0.23
10,5,3,1,23.4,4,0.23,0.23,0.23
15,16,0,1,-5.6,4,0.24,0.23,0.2304166666666667
0,19,3,1,28.6,4,0.24,0.23,0.23083333333333333
16,23,0,1,13.4,2,0.24,0.23,0.23125000000000004
14,2,3,2,31.9,4,0.24,0.23,0.2316666666666667
2,8,2,2,-4.8,4,0.24,0.23,0.2320833333333333
4,9,3,2,0.1,2,0.24,0.23,0.2325
9,16,3,2,-2.7,4,0.24,0.23,0.23291666666666666
21,17,4,2,-2.1,3,0.24,0.23,0.23333333333333336
4,18,5,2,8.0,3,0.24,0.23,0.23374999999999999
2,20,0,2,4.8,3,0.24,0.23,0.23416666666666666
16,21,1,2,-9.0,4,0.24,0.23,0.23458333333333334
16,27,0,2,1.7,1,0.24,0.23,0.23500000000000001
0,2,3,3,-8.7,1,0.24,0.23,0.23541666666666664
4,8,2,3,23.0,3,0.24,0.23,0.23583333333333334
17,12,6,3,-5.1,3,0.24,0.23,0.23625
10,15,2,3,11.9,2,0.24,0.23,0.2366666666666667
22,31,4,3,12.4,1,0.24,0.23,0.2370833333333333
13,12,2,4,-8.1,2,0.24,0.23,0.23750000000000002
4,13,3,4,31.5,5,0.24,0.23,0.23791666666666667
5,26,2,4,16.3,2,0.24,0.23,0.23833333333333337
4,31,2,5,31.8,1,0.24,0.23,0.23875
0,6,1,6,28.9,1,0.24,0.23,0.23916666666666664
20,21,2,6,1.1,5,0.24,0.23,0.23958333333333334
10,24,5,6,34.7,1,0.24,0.24,0.24
0,7,4,7,9.9,2,0.24,0.24,0.24
6,12,2,7,6.8,2,0.24,0.24,0.24
12,26,2,7,5.0,2,0.24,0.24,0.24
0,28,4,7,32.0,2,0.24,0.24,0.24
10,6,6,8,25.9,2,0.24,0.24,0.24
12,7,0,8,34.1,4,0.24,0.24,0.24
18,22,1,8,29.4,1,0.24,0.24,0.24
10,3,6,9,-9.1,3,0.24,0.24,0.24
3,8,4,9,1.5,2,0.24,0.24,0.24
18,10,6,9,27.2,2,0.24,0.24,0.24
16,17,6,9,18.5,3,0.24,0.24,0.24
21,26,1,9,-4.1,2,0.24,0.24,0.24
8,8,6,10,31.8,1,0.24,0.24,0.24
16,8,6,10,-3.1,3,0.24,0.24,0.24
9,13,4,10,-8.9,5,0.24,0.24,0.24
18,26,3,10,6.3,4,0.24,0.24,0.24
16,18,5,11,-1.6,5,0.24,0.24,0.24
8,21,1,11,6.5,1,0.24,0.24,0.24
1,25,5,11,29.1,1,0.24,0.24,0.24
18,2,5,12,4.1,3,0.24,0.24,0.24
13,7,3,12,9.8,1,0.24,0.24,0.24
21,10,6,12,27.4,1,0.24,0.24,0.24
23,13,2,12,37.1,3,0.24,0.24,0.24
6,27,2,12,6.6,2,0.24,0.24,0.24
19,9,0,1,31.4,1,0.24,0.24,0.24
3,16,0,1,-8.7,3,0.25,0.24,0.24041666666666664
18,19,3,1,19.7,5,0.25,0.24,0.24083333333333332
22,19,3,1,-3.9,1,0.25,0.24,0.24124999999999996
15,21,5,1,24.1,3,0.25,0.24,0.24166666666666667
13,4,5,2,6.8,4,0.25,0.24,0.24208333333333332
5,20,0,2,17.8,5,0.25,0.24,0.24249999999999997
0,26,6,2,-1.2,1,0.25,0.24,0.24291666666666664
21,3,4,3,-3.5,3,0.25,0.24,0.24333333333333332
1,5,6,3,-3.9,3,0.25,0.24,0.24375
12,5,6,3,3.8,5,0.25,0.24,0.24416666666666664
10,6,0,3,26.2,2,0.25,0.24,0.2445833333333333
11,21,1,3,-0.5,2,0.25,0.24,0.245
9,27,0,3,36.1,5,0.25,0.24,0.24541666666666664
11,27,0,3,8.8,3,0.25,0.24,0.24583333333333332
7,11,1,4,21.2,5,0.25,0.24,0.24624999999999997
21,17,0,4,27.8,4,0.25,0.24,0.24666666666666667
13,18,1,4,31.9,5,0.25,0.24,0.24708333333333332
20,19,2,4,27.7,1,0.25,0.24,0.24749999999999997
15,2,1,5,15.7,2,0.25,0.24,0.24791666666666665
5,4,3,5,16.3,4,0.25,0.24,0.24833333333333332
8,8,0,5,7.5,1,0.25,0.24,0.24875
22,9,1,5,-4.3,1,0.25,0.24,0.24916666666666665
6,19,4,5,23.9,1,0.25,0.24,0.2495833333333333
4,23,1,5,35.4,2,0.25,0.25,0.25
18,26,4,5,23.9,2,0.25,0.25,0.25
1,28,6,5,7.0,1,0.25,0.25,0.25
2,4,6,6,4.6,5,0.25,0.25,0.25
15,13,1,6,0.1,3,0.25,0.25,0.25
13,22,3,6,19.7,3,0.25,0.25,0.25
6,26,0,6,20.2,3,0.25,0.25,0.25
20,11,1,7,3.5,2,0.25,0.25,0.25
17,14,4,7,28.9,5,0.25,0.25,0.25
1,19,2,7,30.2,2,0.25,0.25,0.25
15,24,0,7,3.8,4,0.25,0.25,0.25
22,28,4,7,18.4,1,0.25,0.25,0.25
0,19,5,8,35.4,4,0.25,0.25,0.25
11,20,6,8,0.0,3,0.25,0.25,0.25
16,25,4,8,14.7,3,0.25,0.25,0.25
7,27,6,8,34.2,2,0.25,0.25,0.25
10,3,6,9,4.2,3,0.25,0.25,0.25
8,7,3,9,28.9,4,0.25,0.25,0.25
17,26,1,9,39.3,4,0.25,0.25,0.25
0,3,1,10,12.6,4,0.25,0.25,0.25
19,5,3,10,3.6,4,0.25,0.25,0.25
1,7,5,10,10.3,4,0.25,0.25,0.25
23,11,2,10,-6.6,5,0.25,0.25,0.25
2,13,4,10,24.5,4,0.25,0.25,0.25
14,13,4,10,33.9,3,0.25,0.25,0.25
12,18,2,10,38.2,5,0.25,0.25,0.25
1,24,1,10,5.8,5,0.25,0.25,0.25
2,26,3,10,-9.8,1,0.25,0.25,0.25
16,3,4,11,32.4,2,0.25,0.25,0.25
8,21,1,11,3.1,2,0.25,0.25,0.25
3,23,3,11,32.7,2,0.25,0.25,0.25
6,23,3,11,29.2,3,0.25,0.25,0.25
4,29,2,11,15.6,1,0.25,0.25,0.25
13,4,0,12,26.4,3,0.25,0.25,0.25
16,7,3,12,31.9,3,0.25,0.25,0.25
2,10,6,12,16.2,4,0.25,0.25,0.25
16,12,1,12,2.0,4,0.25,0.25,0.25
21,18,0,12,13.1,4,0.25,0.25,0.25
4,4,2,1,-6.6,1,0.25,0.25,0.25
3,11,2,1,20.1,2,0.26,0.25,0.2504166666666667
12,20,4,1,4.5,5,0.26,0.25,0.25083333333333335
0,29,6,1,21.3,2,0.26,0.25,0.25125000000000003
1,3,4,2,32.4,1,0.26,0.25,0.25166666666666665
0,5,6,2,17.6,5,0.26,0.25,0.2520833333333334
20,5,6,2,1.9,5,0.26,0.25,0.2525
19,7,1,2,1.7,4,0.26,0.25,0.2529166666666667
8,8,2,2,23.6,3,0.26,0.25,0.25333333333333335
21,11,5,2,22.5,1,0.26,0.25,0.25375000000000003
7,13,0,2,3.2,1,0.26,0.25,0.2541666666666667
15,17,4,2,1.4,5,0.26,0.25,0.25458333333333333
10,24,4,2,8.5,5,0.26,0.25,0.255
7,9,3,3,25.1,3,0.26,0.25,0.2554166666666667
4,20,0,3,1.4,1,0.26,0.25,0.25583333333333336
19,27,0,3,5.9,5,0.26,0.25,0.25625000000000003
6,7,4,4,-0.2,2,0.26,0.25,0.25666666666666665
23,17,0,4,26.7,1,0.26,0.25,0.2570833333333334
13,2,1,5,-3.4,2,0.26,0.25,0.2575
2,16,1,5,39.1,1,0.26,0.25,0.2579166666666667
8,9,4,6,8.1,3,0.26,0.25,0.25833333333333336
17,22,3,6,27.1,3,0.26,0.25,0.25875000000000004
15,6,3,7,-5.1,4,0.26,0.25,0.2591666666666667
21,14,0,8,14.6,1,0.26,0.25,0.25958333333333333
7,18,4,8,15.7,1,0.26,0.26,0.26
10,21,0,8,8.1,2,0.26,0.26,0.26
2,12,1,9,-0.9,3,0.26,0.26,0.26
23,19,1,9,15.6,2,0.26,0.26,0.26
4,23,5,9,9.9,3,0.26,0.26,0.26
12,25,0,9,39.3,1,0.26,0.26,0.26
3,15,6,10,3.4,3,0.26,0.26,0.26
2,27,4,10,21.5,4,0.26,0.26,0.26
13,27,4,10,24.1,3,0.26,0.26,0.26
22,4,5,11,9.2,5,0.26,0.26,0.26
5,14,1,11,-7.1,2,0.26,0.26,0.26
16,15,2,11,39.7,1,0.26,0.26,0.26
15,20,0,11,-0.9,4,0.26,0.26,0.26
17,21,1,11,33.3,4,0.26,0.26,0.26
13,23,3,11,7.2,4,0.26,0.26,0.26
0,3,6,12,3.9,4,0.26,0.26,0.26
19,4,0,12,28.6,2,0.26,0.26,0.26
16,23,5,12,23.0,5,0.26,0.26,0.26
11,2,0,1,25.3,3,0.26,0.26,0.26
13,6,4,1,31.6,2,0.27,0.26,0.2604166666666667
21,6,4,1,38.3,1,0.27,0.26,0.26083333333333336
4,8,6,1,-6.2,1,0.27,0.26,0.26125
20,9,0,1,-4.0,4,0.27,0.26,0.26166666666666666
23,11,2,1,11.9,2,0.27,0.26,0.26208333333333333
11,12,3,1,3.3,4,0.27,0.26,0.2625
9,14,5,1,26.1,5,0.27,0.26,0.26291666666666663
22,14,5,1,4.1,2,0.27,0.26,0.26333333333333336
2,18,2,1,0.6,3,0.27,0.26,0.26375
0,20,4,1,20.2,2,0.27,0.26,0.2641666666666667
21,20,4,1,-8.5,1,0.27,0.26,0.26458333333333334
14,25,2,1,-5.0,1,0.27,0.26,0.265
21,2,3,2,-3.4,2,0.27,0.26,0.2654166666666667
13,3,4,2,9.8,1,0.27,0.26,0.26583333333333337
14,18,5,2,35.5,3,0.27,0.26,0.26625
6,19,6,2,15.2,5,0.27,0.26,0.26666666666666666
13,4,5,3,2.5,1,0.27,0.26,0.26708333333333334
22,5,6,3,7.3,1,0.27,0.26,0.2675
18,17,4,3,9.1,3,0.27,0.26,0.26791666666666664
2,21,1,3,14.2,1,0.27,0.26,0.26833333333333337
17,23,3,3,8.2,1,0.27,0.26,0.26875
4,26,6,3,8.7,2,0.27,0.26,0.2691666666666667
10,3,0,4,7.5,4,0.27,0.26,0.26958333333333334
0,5,2,4,12.8,3,0.27,0.27,0.27
18,6,3,4,24.7,1,0.27,0.27,0.27
21,22,5,4,27.2,1,0.27,0.27,0.27
8,23,6,4,16.5,2,0.27,0.27,0.27
19,1,0,5,11.1,5,0.27,0.27,0.27
23,1,0,5,16.1,1,0.27,0.27,0.27
5,12,4,5,16.9,3,0.27,0.27,0.27
3,15,0,5,18.2,2,0.27,0.27,0.27
9,26,4,5,10.3,3,0.27,0.27,0.27
3,9,4,6,28.3,5,0.27,0.27,0.27
17,13,1,6,29.8,4,0.27,0.27,0.27
22,16,4,6,30.7,1,0.27,0.27,0.27
2,17,5,6,-6.6,2,0.27,0.27,0.27
15,19,0,6,6.1,3,0.27,0.27,0.27
19,23,4,6,23.7,2,0.27,0.27,0.27
19,29,3,6,13.1,3,0.27,0.27,0.27
0,1,5,7,26.1,2,0.27,0.27,0.27
2,3,0,7,31.7,5,0.27,0.27,0.27
15,5,2,7,7.4,1,0.27,0.27,0.27
22,12,2,7,11.2,4,0.27,0.27,0.27
2,20,3,7,29.5,4,0.27,0.27,0.27
19,28,4,7,12.2,4,0.27,0.27,0.27
10,31,0,7,35.9,1,0.27,0.27,0.27
3,3,3,8,16.3,5,0.27,0.27,0.27
0,18,4,8,15.6,1,0.27,0.27,0.27
2,18,4,8,37.5,5,0.27,0.27,0.27
21,18,4,8,4.0,4,0.27,0.27,0.27
22,5,1,9,-3.6,3,0.27,0.27,0.27
17,14,3,9,-5.2,4,0.27,0.27,0.27
13,17,6,9,18.7,1,0.27,0.27,0.27
23,18,0,9,10.8,1,0.27,0.27,0.27
13,20,2,9,1.6,5,0.27,0.27,0.27
4,23,5,9,12.5,2,0.27,0.27,0.27
9,27,2,9,-9.4,5,0.27,0.27,0.27
14,27,2,9,13.0,3,0.27,0.27,0.27
8,6,4,10,24.1,2,0.27,0.27,0.27
16,8,6,10,25.2,1,0.27,0.27,0.27
4,21,5,10,24.4,4,0.27,0.27,0.27
12,23,0,10,35.2,2,0.27,0.27,0.27
14,23,0,10,15.6,4,0.27,0.27,0.27
15,26,3,10,36.1,1,0.27,0.27,0.27
20,30,0,10,-8.2,4,0.27,0.27,0.27
1,4,5,11,24.0,4,0.27,0.27,0.27
17,10,4,11,11.7,4,0.27,0.27,0.27
17,11,5,11,19.3,4,0.27,0.27,0.27
21,13,0,11,15.5,1,0.27,0.27,0.27
8,15,2,11,5.3,4,0.27,0.27,0.27
20,19,6,11,15.7,2,0.27,0.27,0.27
20,26,6,11,30.8,3,0.27,0.27,0.27
23,30,3,11,5.3,4,0.27,0.27,0.27
2,28,3,12,-8.9,2,0.27,0.27,0.27
22,29,4,12,2.9,2,0.27,0.27,0.27
9,1,6,1,33.9,3,0.27,0.27,0.27
16,24,1,1,39.8,5,0.28,0.27,0.2704166666666667
18,24,1,1,11.3,1,0.28,0.27,0.2708333333333333
23,27,4,1,33.6,3,0.28,0.27,0.27125000000000005
8,10,4,2,39.9,4,0.28,0.27,0.27166666666666667
18,15,2,2,22.4,3,0.28,0.27,0.2720833333333334
4,18,5,2,-5.9,4,0.28,0.27,0.2725
8,25,5,3,19.0,5,0.28,0.27,0.2729166666666667
8,25,5,3,-3.2,3,0.28,0.27,0.2733333333333334
1,26,6,3,30.3,1,0.28,0.27,0.27375000000000005
7,2,6,4,-9.3,3,0.28,0.27,0.27416666666666667
1,3,2,5,-8.0,5,0.28,0.27,0.27458333333333335
16,5,4,5,3.7,3,0.28,0.27,0.275
9,8,0,5,-7.8,5,0.28,0.27,0.2754166666666667
1,11,3,5,15.5,4,0.28,0.27,0.2758333333333333
22,22,0,5,33.3,4,0.28,0.27,0.27625000000000005
20,2,4,6,28.9,2,0.28,0.27,0.27666666666666667
4,7,2,6,8.8,3,0.28,0.27,0.2770833333333334
15,19,0,6,1.6,1,0.28,0.27,0.2775
2,3,0,7,12.4,4,0.28,0.27,0.2779166666666667
16,3,0,7,32.7,4,0.28,0.27,0.2783333333333334
10,14,4,7,28.9,3,0.28,0.27,0.27875000000000005
7,16,6,7,13.0,5,0.28,0.27,0.2791666666666667
14,22,5,7,38.2,4,0.28,0.27,0.27958333333333335
13,23,6,7,36.4,5,0.28,0.28,0.28
12,25,1,7,0.3,1,0.28,0.28,0.28
9,4,4,8,16.7,2,0.28,0.28,0.28
9,4,4,8,16.4,5,0.28,0.28,0.28
13,11,4,8,34.3,2,0.28,0.28,0.28
13,12,5,8,13.3,2,0.28,0.28,0.28
4,25,4,8,17.3,1,0.28,0.28,0.28
4,27,6,8,3.3,1,0.28,0.28,0.28
10,28,0,8,24.2,3,0.28,0.28,0.28
18,8,4,9,27.1,3,0.28,0.28,0.28
22,10,6,9,38.4,5,0.28,0.28,0.28
5,17,6,9,-1.0,2,0.28,0.28,0.28
2,20,2,9,18.8,4,0.28,0.28,0.28
8,20,2,9,19.3,4,0.28,0.28,0.28
1,23,5,9,15.0,4,0.28,0.28,0.28
9,25,0,9,8.8,3,0.28,0.28,0.28
23,27,2,9,-2.1,5,0.28,0.28,0.28
18,28,3,9,32.1,5,0.28,0.28,0.28
4,30,5,9,37.1,3,0.28,0.28,0.28
14,2,0,10,2.4,4,0.28,0.28,0.28
17,2,0,10,-7.0,2,0.28,0.28,0.28
1,3,1,10,1.6,2,0.28,0.28,0.28
17,3,1,10,38.4,2,0.28,0.28,0.28
23,13,4,10,20.1,4,0.28,0.28,0.28
5,15,6,10,8.8,1,0.28,0.28,0.28
2,17,1,10,31.6,5,0.28,0.28,0.28
19,21,5,10,38.3,2,0.28,0.28,0.28
20,24,1,10,29.2,5,0.28,0.28,0.28
1,30,0,10,27.4,1,0.28,0.28,0.28
7,7,1,11,-5.0,1,0.28,0.28,0.28
2,16,3,11,5.5,3,0.28,0.28,0.28
11,16,3,11,-1.7,2,0.28,0.28,0.28
17,17,4,11,17.5,4,0.28,0.28,0.28
13,1,4,12,-7.5,2,0.28,0.28,0.28
12,10,6,12,0.3,4,0.28,0.28,0.28
22,14,3,12,8.4,2,0.28,0.28,0.28
2,17,6,12,37.7,2,0.28,0.28,0.28
6,28,3,12,-0.9,3,0.28,0.28,0.28
2,29,4,12,36.8,4,0.28,0.28,0.28
18,2,0,1,2.6,1,0.28,0.28,0.28
22,4,2,1,13.2,5,0.29,0.28,0.2804166666666667
13,10,1,1,36.9,2,0.29,0.28,0.2808333333333333
3,16,0,1,21.7,5,0.29,0.28,0.28125000000000006
21,16,0,1,-4.9,1,0.29,0.28,0.2816666666666667
6,17,1,1,15.0,5,0.29,0.28,0.28208333333333335
4,21,5,1,-7.8,4,0.29,0.28,0.28250000000000003
8,24,1,1,20.4,3,0.29,0.28,0.2829166666666667
18,25,2,1,12.5,4,0.29,0.28,0.2833333333333334
9,26,3,1,26.7,3,0.29,0.28,0.28375
19,30,0,1,22.0,2,0.29,0.28,0.2841666666666667
23,15,2,2,-2.5,3,0.29,0.28,0.28458333333333335
10,23,3,2,-2.9,2,0.29,0.28,0.285
5,27,0,2,-1.0,2,0.29,0.28,0.28541666666666665
10,3,4,3,8.3,2,0.29,0.28,0.28583333333333333
13,8,2,3,34.3,3,0.29,0.28,0.28625
13,28,1,3,18.2,1,0.29,0.28,0.2866666666666667
8,4,1,4,6.0,5,0.29,0.28,0.2870833333333333
19,12,2,4,21.9,1,0.29,0.28,0.2875
10,20,3,4,27.3,3,0.29,0.28,0.28791666666666665
2,26,2,4,17.4,3,0.29,0.28,0.28833333333333333
11,9,1,5,21.9,5,0.29,0.28,0.28875
9,16,1,5,31.4,4,0.29,0.28,0.2891666666666666
3,19,4,5,2.6,3,0.29,0.28,0.28958333333333336
2,21,6,5,0.1,2,0.29,0.29,0.29
14,3,5,6,7.1,5,0.29,0.29,0.29
14,14,2,6,35.2,3,0.29,0.29,0.29
2,17,5,6,14.2,3,0.29,0.29,0.29
17,6,3,7,31.3,4,0.29,0.29,0.29
1,16,6,7,0.0,3,0.29,0.29,0.29
15,24,0,7,-9.4,2,0.29,0.29,0.29
0,25,1,7,-2.8,1,0.29,0.29,0.29
14,29,5,7,30.1,3,0.29,0.29,0.29
13,3,3,8,-3.6,2,0.29,0.29,0.29
5,16,2,8,9.2,2,0.29,0.29,0.29
1,18,4,8,5.6,1,0.29,0.29,0.29
2,20,6,8,28.6,5,0.29,0.29,0.29
