Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature,Season,Household Size,Timestamp,Month,Year,Month_Name
113,Air Conditioning,2.15,16.7,Winter,5,2023-02-23 07:02:00,2023-02,2023,Feb
312,Air Conditioning,2.3,8.7,Spring,2,2023-05-06 03:52:00,2023-05,2023,May
78,Air Conditioning,4.56,36.3,Spring,2,2023-05-06 03:58:00,2023-05,2023,May
58,Air Conditioning,4.21,10.4,Summer,5,2023-08-24 08:54:00,2023-08,2023,Aug
166,Air Conditioning,2.26,-0.4,Summer,2,2023-08-24 08:25:00,2023-08,2023,Aug
144,Air Conditioning,2.1,-8.2,Summer,5,2023-08-23 15:34:00,2023-08,2023,Aug
458,Air Conditioning,3.99,9.8,Summer,1,2023-08-24 07:17:00,2023-08,2023,Aug
256,Air Conditioning,2.67,29.2,Summer,2,2023-08-24 06:55:00,2023-08,2023,Aug
42,Air Conditioning,3.54,21.2,Spring,1,2023-05-06 04:22:00,2023-05,2023,May
455,Air Conditioning,4.77,26.2,Summer,2,2023-08-24 06:23:00,2023-08,2023,Aug
329,Air Conditioning,3.4,30.8,Spring,1,2023-05-06 06:45:00,2023-05,2023,May
127,Air Conditioning,4.33,9.8,Spring,3,2023-05-06 06:50:00,2023-05,2023,May
304,Air Conditioning,3.93,7.4,Spring,5,2023-05-06 07:13:00,2023-05,2023,May
102,Air Conditioning,2.02,-8.5,Spring,2,2023-05-06 08:25:00,2023-05,2023,May
86,Air Conditioning,3.32,28.8,Winter,1,2023-02-23 06:05:00,2023-02,2023,Feb
352,Air Conditioning,3.26,-5.7,Summer,5,2023-08-24 07:05:00,2023-08,2023,Aug
119,Air Conditioning,3.47,-1.6,Summer,1,2023-08-23 14:38:00,2023-08,2023,Aug
290,Air Conditioning,4.69,5.1,Winter,4,2023-02-23 05:06:00,2023-02,2023,Feb
229,Air Conditioning,3.96,8.5,Summer,2,2023-08-23 14:22:00,2023-08,2023,Aug
473,Air Conditioning,4.64,-0.4,Spring,2,2023-05-06 16:31:00,2023-05,2023,May
464,Air Conditioning,2.77,-2.0,Summer,3,2023-08-22 22:44:00,2023-08,2023,Aug
470,Air Conditioning,3.95,5.5,Winter,1,2023-02-23 04:20:00,2023-02,2023,Feb
357,Air Conditioning,3.7,2.0,Spring,4,2023-05-06 16:39:00,2023-05,2023,May
497,Air Conditioning,3.01,-7.4,Spring,5,2023-05-06 16:42:00,2023-05,2023,May
336,Air Conditioning,2.49,14.5,Summer,1,2023-08-22 21:34:00,2023-08,2023,Aug
61,Air Conditioning,2.15,1.2,Winter,4,2023-01-30 03:02:00,2023-01,2023,Jan
315,Air Conditioning,2.85,6.5,Summer,4,2023-08-22 19:50:00,2023-08,2023,Aug
154,Air Conditioning,2.92,30.8,Spring,4,2023-05-06 16:23:00,2023-05,2023,May
479,Air Conditioning,2.57,24.2,Winter,3,2023-01-30 03:12:00,2023-01,2023,Jan
168,Air Conditioning,3.97,15.7,Spring,4,2023-05-06 17:52:00,2023-05,2023,May
183,Air Conditioning,3.59,36.2,Summer,2,2023-08-22 18:12:00,2023-08,2023,Aug
404,Air Conditioning,4.09,18.6,Summer,1,2023-08-22 17:43:00,2023-08,2023,Aug
24,Air Conditioning,2.55,-3.7,Spring,2,2023-05-06 18:22:00,2023-05,2023,May
141,Air Conditioning,4.96,9.5,Spring,3,2023-05-06 18:46:00,2023-05,2023,May
229,Air Conditioning,3.43,3.1,Summer,1,2023-08-22 16:25:00,2023-08,2023,Aug
416,Air Conditioning,3.88,17.9,Summer,5,2023-08-22 16:23:00,2023-08,2023,Aug
253,Air Conditioning,4.55,6.3,Spring,1,2023-05-06 18:52:00,2023-05,2023,May
237,Air Conditioning,2.2,10.1,Summer,5,2023-08-22 19:03:00,2023-08,2023,Aug
47,Air Conditioning,2.14,32.3,Summer,5,2023-08-24 13:08:00,2023-08,2023,Aug
376,Air Conditioning,3.73,36.8,Summer,3,2023-08-22 23:57:00,2023-08,2023,Aug
35,Air Conditioning,4.08,6.3,Summer,5,2023-08-23 00:26:00,2023-08,2023,Aug
274,Air Conditioning,3.13,3.2,Spring,1,2023-05-06 12:45:00,2023-05,2023,May
239,Air Conditioning,3.26,32.6,Summer,2,2023-08-23 12:28:00,2023-08,2023,Aug
155,Air Conditioning,2.55,22.3,Spring,4,2023-05-06 13:11:00,2023-05,2023,May
365,Air Conditioning,3.93,7.1,Winter,1,2023-01-30 00:11:00,2023-01,2023,Jan
161,Air Conditioning,3.31,5.4,Winter,1,2023-01-30 00:15:00,2023-01,2023,Jan
9,Air Conditioning,2.58,25.2,Summer,3,2023-08-23 11:38:00,2023-08,2023,Aug
123,Air Conditioning,4.72,-7.6,Summer,5,2023-08-23 09:41:00,2023-08,2023,Aug
15,Air Conditioning,3.53,1.4,Summer,4,2023-08-23 07:47:00,2023-08,2023,Aug
97,Air Conditioning,3.7,-3.6,Summer,1,2023-08-23 00:22:00,2023-08,2023,Aug
366,Air Conditioning,4.75,19.1,Summer,5,2023-08-23 06:15:00,2023-08,2023,Aug
164,Air Conditioning,4.08,19.0,Summer,3,2023-08-23 04:37:00,2023-08,2023,Aug
500,Air Conditioning,4.91,-4.2,Spring,3,2023-05-06 13:27:00,2023-05,2023,May
113,Air Conditioning,4.43,38.6,Summer,5,2023-08-23 03:30:00,2023-08,2023,Aug
179,Air Conditioning,3.37,-3.6,Spring,2,2023-05-06 13:31:00,2023-05,2023,May
344,Air Conditioning,3.45,24.2,Spring,5,2023-05-06 15:13:00,2023-05,2023,May
75,Air Conditioning,2.31,-2.1,Summer,4,2023-08-23 01:33:00,2023-08,2023,Aug
135,Air Conditioning,3.1,27.9,Summer,3,2023-08-23 00:39:00,2023-08,2023,Aug
281,Air Conditioning,4.69,16.8,Winter,1,2023-01-30 01:52:00,2023-01,2023,Jan
236,Air Conditioning,4.73,13.2,Summer,5,2023-08-23 06:14:00,2023-08,2023,Aug
375,Air Conditioning,4.51,38.3,Summer,3,2023-08-22 15:14:00,2023-08,2023,Aug
294,Air Conditioning,3.44,39.9,Summer,2,2023-08-24 13:12:00,2023-08,2023,Aug
313,Air Conditioning,4.02,3.0,Spring,5,2023-05-06 02:40:00,2023-05,2023,May
112,Air Conditioning,4.84,-3.5,Summer,5,2023-08-26 04:35:00,2023-08,2023,Aug
458,Air Conditioning,4.47,24.9,Spring,4,2023-05-05 01:54:00,2023-05,2023,May
181,Air Conditioning,3.85,15.7,Summer,3,2023-08-26 04:09:00,2023-08,2023,Aug
275,Air Conditioning,3.8,20.3,Summer,3,2023-08-26 02:55:00,2023-08,2023,Aug
358,Air Conditioning,2.4,-2.9,Winter,1,2023-02-23 11:34:00,2023-02,2023,Feb
117,Air Conditioning,2.32,27.2,Summer,3,2023-08-26 01:13:00,2023-08,2023,Aug
318,Air Conditioning,3.91,31.0,Spring,5,2023-05-05 03:15:00,2023-05,2023,May
64,Air Conditioning,2.36,3.0,Summer,3,2023-08-25 23:49:00,2023-08,2023,Aug
311,Air Conditioning,3.6,8.7,Summer,1,2023-08-25 22:23:00,2023-08,2023,Aug
388,Air Conditioning,3.84,1.3,Summer,5,2023-08-25 21:23:00,2023-08,2023,Aug
220,Air Conditioning,2.04,-8.4,Spring,5,2023-05-05 03:34:00,2023-05,2023,May
479,Air Conditioning,3.83,21.5,Spring,4,2023-05-05 04:08:00,2023-05,2023,May
273,Air Conditioning,2.32,1.6,Summer,1,2023-08-25 20:20:00,2023-08,2023,Aug
418,Air Conditioning,4.42,22.7,Summer,1,2023-08-25 20:14:00,2023-08,2023,Aug
228,Air Conditioning,2.45,1.3,Summer,2,2023-08-25 19:46:00,2023-08,2023,Aug
283,Air Conditioning,2.5,28.9,Summer,4,2023-08-25 19:41:00,2023-08,2023,Aug
331,Air Conditioning,3.95,35.7,Winter,5,2023-01-29 14:45:00,2023-01,2023,Jan
42,Air Conditioning,2.04,19.6,Spring,3,2023-05-04 23:09:00,2023-05,2023,May
61,Air Conditioning,4.98,5.3,Summer,3,2023-08-26 04:58:00,2023-08,2023,Aug
140,Air Conditioning,3.5,0.6,Summer,1,2023-08-26 05:51:00,2023-08,2023,Aug
425,Air Conditioning,3.3,-6.7,Summer,1,2023-08-26 06:04:00,2023-08,2023,Aug
231,Air Conditioning,4.49,36.6,Winter,1,2023-01-29 09:59:00,2023-01,2023,Jan
275,Air Conditioning,2.62,33.1,Summer,2,2023-08-26 17:01:00,2023-08,2023,Aug
308,Air Conditioning,4.47,39.5,Spring,5,2023-05-04 19:10:00,2023-05,2023,May
260,Air Conditioning,4.17,26.4,Summer,2,2023-08-26 15:01:00,2023-08,2023,Aug
341,Air Conditioning,3.77,18.1,Spring,4,2023-05-04 19:37:00,2023-05,2023,May
243,Air Conditioning,4.18,-4.1,Summer,5,2023-08-26 14:18:00,2023-08,2023,Aug
481,Air Conditioning,2.2,-2.6,Summer,2,2023-08-26 13:36:00,2023-08,2023,Aug
44,Air Conditioning,2.97,-8.7,Spring,3,2023-05-04 20:31:00,2023-05,2023,May
280,Air Conditioning,2.69,24.8,Winter,3,2023-01-29 15:00:00,2023-01,2023,Jan
315,Air Conditioning,2.79,26.4,Spring,3,2023-05-04 20:37:00,2023-05,2023,May
331,Air Conditioning,2.28,5.7,Spring,5,2023-05-04 20:40:00,2023-05,2023,May
182,Air Conditioning,4.23,-8.3,Summer,4,2023-08-26 09:48:00,2023-08,2023,Aug
483,Air Conditioning,4.11,6.4,Spring,2,2023-05-04 20:59:00,2023-05,2023,May
287,Air Conditioning,2.92,-6.2,Spring,1,2023-05-04 22:10:00,2023-05,2023,May
297,Air Conditioning,4.09,4.1,Spring,5,2023-05-04 22:23:00,2023-05,2023,May
347,Air Conditioning,3.23,19.9,Summer,4,2023-08-26 06:52:00,2023-08,2023,Aug
266,Air Conditioning,4.08,2.8,Winter,2,2023-02-23 12:12:00,2023-02,2023,Feb
271,Air Conditioning,4.77,25.4,Winter,1,2023-01-29 11:46:00,2023-01,2023,Jan
3,Air Conditioning,2.63,-5.3,Summer,1,2023-08-26 10:58:00,2023-08,2023,Aug
121,Air Conditioning,4.17,12.6,Summer,5,2023-08-25 14:18:00,2023-08,2023,Aug
178,Air Conditioning,3.97,16.8,Spring,2,2023-05-05 05:50:00,2023-05,2023,May
126,Air Conditioning,3.87,-1.5,Summer,2,2023-08-25 13:32:00,2023-08,2023,Aug
83,Air Conditioning,4.51,16.8,Summer,3,2023-08-25 03:38:00,2023-08,2023,Aug
17,Air Conditioning,4.57,21.1,Spring,5,2023-05-05 18:26:00,2023-05,2023,May
191,Air Conditioning,4.44,33.9,Spring,1,2023-05-05 19:21:00,2023-05,2023,May
430,Air Conditioning,4.49,16.3,Winter,2,2023-01-29 17:46:00,2023-01,2023,Jan
322,Air Conditioning,4.79,23.2,Summer,1,2023-08-25 02:31:00,2023-08,2023,Aug
40,Air Conditioning,4.96,25.2,Summer,3,2023-08-25 02:06:00,2023-08,2023,Aug
213,Air Conditioning,4.24,7.3,Spring,2,2023-05-05 22:02:00,2023-05,2023,May
145,Air Conditioning,3.4,22.9,Summer,4,2023-08-24 22:10:00,2023-08,2023,Aug
462,Air Conditioning,3.71,36.2,Spring,4,2023-05-05 17:46:00,2023-05,2023,May
9,Air Conditioning,3.0,3.5,Winter,4,2023-02-23 08:22:00,2023-02,2023,Feb
85,Air Conditioning,2.28,9.3,Summer,2,2023-08-24 21:02:00,2023-08,2023,Aug
127,Air Conditioning,3.51,39.2,Winter,1,2023-01-29 18:53:00,2023-01,2023,Jan
123,Air Conditioning,3.51,-6.8,Spring,5,2023-05-06 01:37:00,2023-05,2023,May
369,Air Conditioning,4.26,4.7,Summer,3,2023-08-24 18:24:00,2023-08,2023,Aug
179,Air Conditioning,4.81,19.9,Winter,5,2023-02-23 07:39:00,2023-02,2023,Feb
321,Air Conditioning,5.0,29.7,Spring,5,2023-05-06 02:04:00,2023-05,2023,May
265,Air Conditioning,4.93,30.6,Spring,5,2023-05-06 02:12:00,2023-05,2023,May
166,Air Conditioning,2.13,21.8,Spring,1,2023-05-06 02:16:00,2023-05,2023,May
54,Air Conditioning,3.5,1.4,Summer,3,2023-08-24 21:24:00,2023-08,2023,Aug
406,Air Conditioning,2.74,39.2,Summer,2,2023-08-24 15:10:00,2023-08,2023,Aug
426,Air Conditioning,3.86,14.0,Summer,3,2023-08-25 05:15:00,2023-08,2023,Aug
181,Air Conditioning,4.2,24.8,Summer,2,2023-08-25 05:36:00,2023-08,2023,Aug
12,Air Conditioning,3.59,12.7,Winter,2,2023-01-29 15:30:00,2023-01,2023,Jan
264,Air Conditioning,3.78,18.6,Summer,2,2023-08-25 12:58:00,2023-08,2023,Aug
487,Air Conditioning,4.62,35.5,Spring,4,2023-05-05 08:37:00,2023-05,2023,May
170,Air Conditioning,4.98,20.2,Winter,3,2023-01-29 15:32:00,2023-01,2023,Jan
369,Air Conditioning,2.13,-5.2,Summer,2,2023-08-25 12:49:00,2023-08,2023,Aug
332,Air Conditioning,4.19,15.6,Winter,4,2023-01-29 15:33:00,2023-01,2023,Jan
383,Air Conditioning,3.0,28.3,Winter,2,2023-02-23 10:30:00,2023-02,2023,Feb
175,Air Conditioning,4.12,-4.9,Summer,3,2023-08-25 12:37:00,2023-08,2023,Aug
1,Air Conditioning,4.16,34.6,Winter,3,2023-01-29 17:21:00,2023-01,2023,Jan
133,Air Conditioning,3.71,14.2,Winter,1,2023-01-29 15:54:00,2023-01,2023,Jan
235,Air Conditioning,2.44,3.6,Summer,4,2023-08-25 09:59:00,2023-08,2023,Aug
424,Air Conditioning,3.29,-3.8,Spring,2,2023-05-05 16:12:00,2023-05,2023,May
57,Air Conditioning,3.05,27.6,Summer,5,2023-08-25 08:25:00,2023-08,2023,Aug
175,Air Conditioning,4.78,36.3,Spring,4,2023-05-05 16:40:00,2023-05,2023,May
52,Air Conditioning,3.91,4.2,Spring,4,2023-05-05 17:11:00,2023-05,2023,May
330,Air Conditioning,2.32,-0.7,Summer,1,2023-08-25 07:26:00,2023-08,2023,Aug
462,Air Conditioning,2.77,-8.0,Spring,4,2023-05-05 17:16:00,2023-05,2023,May
302,Air Conditioning,3.61,38.9,Spring,3,2023-05-05 17:30:00,2023-05,2023,May
90,Air Conditioning,2.61,14.5,Summer,3,2023-08-25 10:40:00,2023-08,2023,Aug
29,Air Conditioning,2.83,36.0,Winter,4,2023-01-29 09:59:00,2023-01,2023,Jan
55,Air Conditioning,2.62,21.2,Summer,4,2023-08-22 15:13:00,2023-08,2023,Aug
250,Air Conditioning,2.75,24.9,Winter,4,2023-02-23 03:36:00,2023-02,2023,Feb
141,Air Conditioning,4.61,27.1,Summer,1,2023-08-20 11:13:00,2023-08,2023,Aug
378,Air Conditioning,4.95,13.6,Winter,2,2023-01-30 16:44:00,2023-01,2023,Jan
240,Air Conditioning,4.14,19.1,Spring,5,2023-05-08 06:21:00,2023-05,2023,May
458,Air Conditioning,3.38,-2.5,Summer,1,2023-08-20 11:05:00,2023-08,2023,Aug
253,Air Conditioning,3.23,30.0,Summer,2,2023-08-20 10:39:00,2023-08,2023,Aug
104,Air Conditioning,3.97,-8.4,Spring,2,2023-05-08 06:23:00,2023-05,2023,May
104,Air Conditioning,3.52,33.1,Winter,4,2023-01-30 17:13:00,2023-01,2023,Jan
81,Air Conditioning,3.56,36.5,Summer,5,2023-08-20 10:16:00,2023-08,2023,Aug
65,Air Conditioning,4.42,3.7,Summer,4,2023-08-20 10:01:00,2023-08,2023,Aug
231,Air Conditioning,2.39,-6.9,Spring,5,2023-05-08 06:40:00,2023-05,2023,May
302,Air Conditioning,4.27,6.0,Spring,5,2023-05-08 07:39:00,2023-05,2023,May
487,Air Conditioning,2.48,6.4,Spring,5,2023-05-08 07:47:00,2023-05,2023,May
100,Air Conditioning,2.26,4.3,Summer,1,2023-08-20 08:26:00,2023-08,2023,Aug
270,Air Conditioning,3.13,2.4,Summer,2,2023-08-20 08:19:00,2023-08,2023,Aug
353,Air Conditioning,2.01,10.3,Winter,4,2023-01-30 18:12:00,2023-01,2023,Jan
20,Air Conditioning,4.98,14.6,Summer,1,2023-08-20 08:07:00,2023-08,2023,Aug
144,Air Conditioning,2.44,20.7,Spring,3,2023-05-08 09:23:00,2023-05,2023,May
34,Air Conditioning,4.24,39.8,Summer,3,2023-08-20 11:14:00,2023-08,2023,Aug
362,Air Conditioning,4.32,38.4,Winter,2,2023-02-22 21:05:00,2023-02,2023,Feb
185,Air Conditioning,4.39,0.7,Winter,1,2023-02-22 21:08:00,2023-02,2023,Feb
467,Air Conditioning,2.07,27.9,Summer,3,2023-08-20 12:27:00,2023-08,2023,Aug
360,Air Conditioning,3.13,33.9,Summer,3,2023-08-20 21:27:00,2023-08,2023,Aug
50,Air Conditioning,2.8,-4.2,Summer,5,2023-08-20 21:08:00,2023-08,2023,Aug
284,Air Conditioning,2.02,2.4,Spring,3,2023-05-07 22:15:00,2023-05,2023,May
282,Air Conditioning,2.41,29.5,Spring,2,2023-05-07 23:16:00,2023-05,2023,May
12,Air Conditioning,3.97,10.3,Spring,3,2023-05-07 23:33:00,2023-05,2023,May
111,Air Conditioning,4.79,-7.5,Winter,1,2023-02-22 21:40:00,2023-02,2023,Feb
260,Air Conditioning,2.45,38.9,Winter,3,2023-01-30 14:13:00,2023-01,2023,Jan
390,Air Conditioning,2.72,37.5,Spring,4,2023-05-08 00:57:00,2023-05,2023,May
419,Air Conditioning,4.68,37.6,Winter,5,2023-01-30 18:51:00,2023-01,2023,Jan
265,Air Conditioning,2.18,17.3,Spring,1,2023-05-08 02:59:00,2023-05,2023,May
181,Air Conditioning,2.68,14.2,Summer,2,2023-08-20 15:51:00,2023-08,2023,Aug
191,Air Conditioning,4.35,23.9,Summer,2,2023-08-20 15:48:00,2023-08,2023,Aug
160,Air Conditioning,2.94,11.1,Spring,2,2023-05-08 04:19:00,2023-05,2023,May
238,Air Conditioning,4.35,27.3,Summer,2,2023-08-20 15:01:00,2023-08,2023,Aug
409,Air Conditioning,2.62,-1.6,Summer,4,2023-08-20 14:06:00,2023-08,2023,Aug
290,Air Conditioning,2.76,-1.8,Summer,3,2023-08-20 14:05:00,2023-08,2023,Aug
413,Air Conditioning,2.06,-1.9,Spring,1,2023-05-08 06:20:00,2023-05,2023,May
99,Air Conditioning,2.05,-7.0,Summer,5,2023-08-20 12:47:00,2023-08,2023,Aug
336,Air Conditioning,2.23,-9.8,Summer,4,2023-08-20 16:07:00,2023-08,2023,Aug
222,Air Conditioning,3.1,1.1,Summer,5,2023-08-20 07:10:00,2023-08,2023,Aug
50,Air Conditioning,4.24,39.5,Spring,1,2023-05-08 09:48:00,2023-05,2023,May
465,Air Conditioning,4.77,3.0,Spring,2,2023-05-08 10:38:00,2023-05,2023,May
289,Air Conditioning,4.71,-8.0,Spring,2,2023-05-08 16:45:00,2023-05,2023,May
186,Air Conditioning,3.13,23.9,Summer,5,2023-08-19 19:04:00,2023-08,2023,Aug
26,Air Conditioning,2.98,24.7,Winter,3,2023-02-22 18:24:00,2023-02,2023,Feb
246,Air Conditioning,2.7,38.3,Summer,4,2023-08-19 15:02:00,2023-08,2023,Aug
200,Air Conditioning,2.18,32.5,Winter,1,2023-02-22 18:23:00,2023-02,2023,Feb
352,Air Conditioning,3.15,28.5,Summer,1,2023-08-19 14:34:00,2023-08,2023,Aug
276,Air Conditioning,2.24,18.1,Spring,3,2023-05-08 16:56:00,2023-05,2023,May
61,Air Conditioning,4.34,24.6,Spring,2,2023-05-08 18:07:00,2023-05,2023,May
452,Air Conditioning,2.35,-2.5,Spring,2,2023-05-08 15:46:00,2023-05,2023,May
182,Air Conditioning,4.91,4.2,Spring,1,2023-05-08 18:34:00,2023-05,2023,May
327,Air Conditioning,2.47,10.6,Summer,2,2023-08-19 11:45:00,2023-08,2023,Aug
97,Air Conditioning,4.01,37.1,Spring,3,2023-05-08 18:36:00,2023-05,2023,May
243,Air Conditioning,3.53,-8.7,Summer,5,2023-08-19 10:15:00,2023-08,2023,Aug
200,Air Conditioning,3.7,18.9,Summer,4,2023-08-19 10:11:00,2023-08,2023,Aug
319,Air Conditioning,4.15,17.4,Spring,5,2023-05-08 19:13:00,2023-05,2023,May
467,Air Conditioning,3.61,35.9,Summer,2,2023-08-19 07:36:00,2023-08,2023,Aug
241,Air Conditioning,4.41,11.0,Spring,4,2023-05-08 19:41:00,2023-05,2023,May
354,Air Conditioning,2.19,-10.0,Winter,2,2023-02-22 17:24:00,2023-02,2023,Feb
452,Air Conditioning,4.21,-6.0,Winter,3,2023-01-30 21:58:00,2023-01,2023,Jan
79,Air Conditioning,2.52,5.8,Spring,5,2023-05-07 20:38:00,2023-05,2023,May
222,Air Conditioning,4.54,33.5,Summer,1,2023-08-19 20:55:00,2023-08,2023,Aug
422,Air Conditioning,3.59,9.2,Winter,3,2023-02-22 18:42:00,2023-02,2023,Feb
294,Air Conditioning,4.8,-9.4,Summer,5,2023-08-20 05:30:00,2023-08,2023,Aug
256,Air Conditioning,4.3,14.5,Summer,4,2023-08-20 05:13:00,2023-08,2023,Aug
168,Air Conditioning,3.66,-0.9,Spring,4,2023-05-08 10:51:00,2023-05,2023,May
360,Air Conditioning,2.63,28.2,Summer,2,2023-08-20 03:34:00,2023-08,2023,Aug
331,Air Conditioning,4.37,25.2,Summer,2,2023-08-20 03:32:00,2023-08,2023,Aug
183,Air Conditioning,4.42,-8.8,Summer,5,2023-08-20 03:29:00,2023-08,2023,Aug
235,Air Conditioning,3.69,34.3,Summer,2,2023-08-20 03:20:00,2023-08,2023,Aug
367,Air Conditioning,3.02,-3.2,Spring,1,2023-05-08 11:04:00,2023-05,2023,May
84,Air Conditioning,4.25,6.7,Summer,5,2023-08-19 20:58:00,2023-08,2023,Aug
369,Air Conditioning,3.69,26.2,Spring,1,2023-05-08 11:17:00,2023-05,2023,May
370,Air Conditioning,3.2,30.2,Spring,3,2023-05-08 14:00:00,2023-05,2023,May
154,Air Conditioning,4.51,34.7,Spring,2,2023-05-08 14:24:00,2023-05,2023,May
334,Air Conditioning,3.04,12.2,Summer,3,2023-08-20 00:11:00,2023-08,2023,Aug
401,Air Conditioning,2.47,-8.8,Summer,2,2023-08-19 23:29:00,2023-08,2023,Aug
473,Air Conditioning,4.66,7.6,Summer,3,2023-08-19 23:29:00,2023-08,2023,Aug
331,Air Conditioning,3.67,10.2,Winter,2,2023-01-30 20:34:00,2023-01,2023,Jan
38,Air Conditioning,3.1,-6.0,Summer,4,2023-08-19 23:19:00,2023-08,2023,Aug
204,Air Conditioning,3.28,1.2,Spring,3,2023-05-08 15:13:00,2023-05,2023,May
421,Air Conditioning,2.14,0.1,Spring,2,2023-05-08 13:04:00,2023-05,2023,May
495,Air Conditioning,4.51,10.1,Spring,2,2023-05-06 19:23:00,2023-05,2023,May
308,Air Conditioning,4.71,32.6,Summer,2,2023-08-20 21:50:00,2023-08,2023,Aug
77,Air Conditioning,2.49,33.0,Summer,5,2023-08-20 22:31:00,2023-08,2023,Aug
475,Air Conditioning,2.03,-1.7,Spring,5,2023-05-07 02:00:00,2023-05,2023,May
381,Air Conditioning,4.03,37.1,Winter,3,2023-01-30 06:39:00,2023-01,2023,Jan
176,Air Conditioning,2.19,35.5,Spring,1,2023-05-07 02:20:00,2023-05,2023,May
423,Air Conditioning,3.76,28.9,Summer,5,2023-08-22 06:22:00,2023-08,2023,Aug
103,Air Conditioning,3.91,21.6,Spring,3,2023-05-07 03:13:00,2023-05,2023,May
211,Air Conditioning,2.35,3.3,Summer,3,2023-08-22 04:06:00,2023-08,2023,Aug
11,Air Conditioning,2.32,3.6,Winter,3,2023-01-30 07:00:00,2023-01,2023,Jan
2,Air Conditioning,2.29,3.6,Spring,4,2023-05-07 05:22:00,2023-05,2023,May
46,Air Conditioning,2.94,27.5,Summer,4,2023-08-22 01:43:00,2023-08,2023,Aug
99,Air Conditioning,3.82,28.3,Spring,3,2023-05-07 05:58:00,2023-05,2023,May
35,Air Conditioning,3.69,5.7,Spring,1,2023-05-07 07:59:00,2023-05,2023,May
203,Air Conditioning,2.74,-7.7,Spring,1,2023-05-07 08:13:00,2023-05,2023,May
165,Air Conditioning,2.86,-0.8,Spring,4,2023-05-07 08:19:00,2023-05,2023,May
73,Air Conditioning,2.99,-3.8,Spring,4,2023-05-07 09:00:00,2023-05,2023,May
370,Air Conditioning,2.97,28.8,Winter,1,2023-01-30 08:13:00,2023-01,2023,Jan
319,Air Conditioning,4.05,-5.8,Summer,3,2023-08-21 20:31:00,2023-08,2023,Aug
291,Air Conditioning,3.08,16.3,Summer,1,2023-08-21 20:13:00,2023-08,2023,Aug
367,Air Conditioning,3.73,18.4,Summer,1,2023-08-22 06:43:00,2023-08,2023,Aug
419,Air Conditioning,4.32,29.7,Summer,1,2023-08-22 06:50:00,2023-08,2023,Aug
274,Air Conditioning,3.79,13.4,Winter,1,2023-02-23 02:28:00,2023-02,2023,Feb
230,Air Conditioning,2.85,6.5,Summer,5,2023-08-22 08:35:00,2023-08,2023,Aug
457,Air Conditioning,4.72,35.5,Spring,3,2023-05-06 19:26:00,2023-05,2023,May
139,Air Conditioning,2.32,13.9,Spring,5,2023-05-06 21:32:00,2023-05,2023,May
