Appliance Type,hour,day,weekday,month,lag1,lag24,rolling_mean
Oven,22,11,2,1,0.0,2.66,1.7124999999999997
Oven,23,11,2,1,1.25,0.0,1.7741666666666667
Oven,0,12,3,1,1.48,1.25,1.6595833333333332
Oven,1,12,3,1,0.0,1.48,1.59875
Oven,2,12,3,1,1.15,0.0,1.6458333333333333
Oven,3,12,3,1,1.13,1.15,1.6091666666666669
Oven,4,12,3,1,0.0,1.13,1.5275
Oven,5,12,3,1,0.0,0.0,1.5958333333333334
Oven,6,12,3,1,1.64,0.0,1.4629166666666666
Oven,7,12,3,1,0.81,1.64,1.3841666666666665
Oven,8,12,3,1,0.0,0.81,1.4416666666666667
Oven,9,12,3,1,5.18,0.0,1.4091666666666667
Oven,10,12,3,1,0.84,5.18,1.3508333333333333
Oven,11,12,3,1,1.59,0.84,1.4054166666666668
Oven,12,12,3,1,1.31,1.59,1.3429166666666668
Oven,13,12,3,1,0.0,1.31,1.3074999999999999
Oven,14,12,3,1,0.0,0.0,1.3870833333333332
Oven,15,12,3,1,1.91,0.0,1.26
Oven,16,12,3,1,2.24,1.91,1.1754166666666668
Oven,17,12,3,1,2.2,2.24,1.1754166666666668
Oven,18,12,3,1,0.0,2.2,1.1308333333333334
Oven,19,12,3,1,1.75,0.0,1.1954166666666668
Oven,20,12,3,1,1.55,1.75,1.23375
Oven,21,12,3,1,3.58,1.55,1.23375
Oven,22,12,3,1,0.0,3.58,1.2583333333333333
Oven,23,12,3,1,1.84,0.0,1.3383333333333332
Oven,0,13,4,1,3.4,1.84,1.5416666666666667
Oven,1,13,4,1,4.88,3.4,1.60125
Oven,2,13,4,1,2.58,4.88,1.7729166666666665
Oven,3,13,4,1,5.25,2.58,1.9116666666666664
Oven,4,13,4,1,3.33,5.25,1.95
Oven,5,13,4,1,0.92,3.33,1.8816666666666666
Oven,6,13,4,1,0.0,0.92,1.8800000000000001
Oven,7,13,4,1,0.77,0.0,1.9504166666666667
Oven,8,13,4,1,1.69,0.77,1.79
Oven,9,13,4,1,1.33,1.69,1.755
Oven,10,13,4,1,0.0,1.33,1.68875
Oven,11,13,4,1,0.0,0.0,1.6341666666666665
Oven,12,13,4,1,0.0,0.0,1.6829166666666666
Oven,13,13,4,1,1.17,0.0,1.6829166666666666
Oven,14,13,4,1,0.0,1.17,1.6612500000000001
Oven,15,13,4,1,1.39,0.0,1.5679166666666668
Oven,16,13,4,1,0.0,1.39,1.5354166666666667
Oven,17,13,4,1,1.42,0.0,1.5704166666666666
Oven,18,13,4,1,0.8400000000000001,1.42,1.5670833333333334
Oven,19,13,4,1,1.67,0.8400000000000001,1.5683333333333334
Oven,20,13,4,1,1.58,1.67,1.6283333333333336
Oven,21,13,4,1,5.0200000000000005,1.58,1.6283333333333332
Oven,22,13,4,1,0.0,5.0200000000000005,1.6383333333333334
Oven,23,13,4,1,2.08,0.0,1.5720833333333335
Oven,0,14,5,1,1.81,2.08,1.4225
Oven,1,14,5,1,1.29,1.81,1.3870833333333332
Oven,2,14,5,1,1.73,1.29,1.195
Oven,3,14,5,1,0.64,1.73,1.1366666666666665
Oven,4,14,5,1,1.93,0.64,1.0983333333333334
Oven,5,14,5,1,0.0,1.93,1.0983333333333334
Oven,6,14,5,1,0.0,0.0,1.06625
Oven,7,14,5,1,0.0,0.0,1.0775
Oven,8,14,5,1,1.96,0.0,1.0879166666666669
Oven,9,14,5,1,1.58,1.96,1.1675
Oven,10,14,5,1,1.91,1.58,1.2691666666666668
Oven,11,14,5,1,2.4400000000000004,1.91,1.29375
Oven,12,14,5,1,0.59,2.4400000000000004,1.26
Oven,13,14,5,1,0.36,0.59,1.31375
Oven,14,14,5,1,1.29,0.36,1.4470833333333333
Oven,15,14,5,1,4.59,1.29,1.5195833333333333
Oven,16,14,5,1,1.74,4.59,1.4604166666666665
Oven,17,14,5,1,0.0,1.74,1.4254166666666668
Oven,18,14,5,1,0.0,0.0,1.4179166666666667
Oven,19,14,5,1,1.49,0.0,1.3520833333333335
Oven,20,14,5,1,0.0,1.49,1.1704166666666667
Oven,21,14,5,1,0.66,0.0,1.1704166666666669
Oven,22,14,5,1,0.0,0.66,1.1908333333333332
Oven,23,14,5,1,2.57,0.0,1.1745833333333333
Oven,0,15,6,1,1.42,2.57,1.1824999999999999
Oven,1,15,6,1,1.48,1.42,1.1491666666666667
Oven,2,15,6,1,0.93,1.48,1.1225
Oven,3,15,6,1,0.0,0.93,1.0420833333333335
Oven,4,15,6,1,0.0,0.0,1.1004166666666666
Oven,5,15,6,1,1.4,0.0,1.12125
Oven,6,15,6,1,0.5,1.4,1.1625
Oven,7,15,6,1,0.99,0.5,1.0958333333333334
Oven,8,15,6,1,0.36,0.99,1.1033333333333333
Oven,9,15,6,1,1.76,0.36,1.05
Oven,10,15,6,1,0.63,1.76,1.0141666666666667
Oven,11,15,6,1,1.58,0.63,1.0416666666666667
Oven,12,15,6,1,1.25,1.58,1.0266666666666666
Oven,13,15,6,1,0.0,1.25,0.9945833333333333
Oven,14,15,6,1,0.52,0.0,0.9058333333333333
Oven,15,15,6,1,2.46,0.52,0.8525
Oven,16,15,6,1,0.46,2.46,0.9204166666666667
Oven,17,15,6,1,1.63,0.46,0.9775
Oven,18,15,6,1,1.37,1.63,0.9945833333333333
Oven,19,15,6,1,1.9,1.37,0.9945833333333333
Oven,20,15,6,1,0.0,1.9,0.9670833333333332
Oven,21,15,6,1,0.0,0.0,1.03125
Oven,22,15,6,1,1.54,0.0,0.9241666666666667
Oven,23,15,6,1,0.0,1.54,1.0029166666666667
Oven,0,16,0,1,3.31,0.0,0.9658333333333333
Oven,1,16,0,1,0.59,3.31,1.1341666666666665
Oven,2,16,0,1,4.97,0.59,1.1995833333333332
Oven,3,16,0,1,1.57,4.97,1.2220833333333332
Oven,4,16,0,1,0.54,1.57,1.16375
Oven,5,16,0,1,0.0,0.54,1.2212500000000002
Oven,6,16,0,1,1.88,0.0,1.18
Oven,7,16,0,1,0.0,1.88,1.1775
Oven,8,16,0,1,0.3,0.0,1.2045833333333336
Oven,9,16,0,1,2.41,0.3,1.1783333333333335
Oven,10,16,0,1,0.0,2.41,1.1125
Oven,11,16,0,1,0.0,0.0,1.0604166666666668
Oven,12,16,0,1,0.0,0.0,1.0604166666666668
Oven,13,16,0,1,0.0,0.0,1.0866666666666667
Oven,14,16,0,1,1.15,0.0,0.9841666666666667
Oven,15,16,0,1,0.0,1.15,0.975
Oven,16,16,0,1,0.24,0.0,1.0679166666666668
Oven,17,16,0,1,3.86,0.24,1.0108333333333333
Oven,18,16,0,1,0.0,3.86,0.9745833333333334
Oven,19,16,0,1,1.03,0.0,1.0220833333333335
Oven,20,16,0,1,1.14,1.03,1.0429166666666667
Oven,21,16,0,1,0.5,1.14,1.0804166666666668
Oven,22,16,0,1,2.44,0.5,1.1524999999999999
Oven,23,16,0,1,1.73,2.44,1.0145833333333334
Oven,0,17,1,1,0.0,1.73,0.9899999999999999
Oven,1,17,1,1,0.0,0.0,0.7829166666666666
Oven,2,17,1,1,0.0,0.0,0.8004166666666667
Oven,3,17,1,1,1.99,0.0,0.7779166666666667
Oven,4,17,1,1,0.0,1.99,0.7779166666666667
Oven,5,17,1,1,0.0,0.0,0.745
Oven,6,17,1,1,1.09,0.0,0.7824999999999999
Oven,7,17,1,1,0.8999999999999999,1.09,0.8970833333333333
Oven,8,17,1,1,3.05,0.8999999999999999,0.7966666666666665
Oven,9,17,1,1,0.0,3.05,1.0158333333333331
Oven,10,17,1,1,5.26,0.0,1.0391666666666666
Oven,11,17,1,1,0.56,5.26,1.1491666666666667
Oven,12,17,1,1,2.64,0.56,1.1749999999999998
Oven,13,17,1,1,0.62,2.64,1.2020833333333332
Oven,14,17,1,1,1.7999999999999998,0.62,1.2258333333333333
Oven,15,17,1,1,0.57,1.7999999999999998,1.2158333333333333
Oven,16,17,1,1,0.0,0.57,1.2079166666666667
Oven,17,17,1,1,3.67,0.0,1.2470833333333333
Oven,18,17,1,1,0.94,3.67,1.2516666666666667
Oven,19,17,1,1,1.14,0.94,1.2041666666666666
Oven,20,17,1,1,0.0,1.14,1.1833333333333333
Oven,21,17,1,1,0.0,0.0,1.1616666666666666
Oven,22,17,1,1,1.92,0.0,1.1658333333333333
Oven,23,17,1,1,1.83,1.92,1.2562499999999999
Oven,0,18,2,1,2.17,1.83,1.332083333333333
Oven,1,18,2,1,1.82,2.17,1.3466666666666667
Oven,2,18,2,1,0.35,1.82,1.3220833333333333
Oven,3,18,2,1,1.4,0.35,1.3220833333333333
Oven,4,18,2,1,0.0,1.4,1.4254166666666668
Oven,5,18,2,1,2.48,0.0,1.3800000000000001
Oven,6,18,2,1,0.0,2.48,1.3425
Oven,7,18,2,1,0.0,0.0,1.2375
Oven,8,18,2,1,0.53,0.0,1.2375
Oven,9,18,2,1,0.0,0.53,1.059583333333333
Oven,10,18,2,1,0.99,0.0,1.1320833333333333
Oven,11,18,2,1,2.3,0.99,1.0533333333333332
Oven,12,18,2,1,0.75,2.3,1.0879166666666666
Oven,13,18,2,1,1.45,0.75,1.0129166666666667
Oven,14,18,2,1,0.0,1.45,0.9891666666666666
Oven,15,18,2,1,0.0,0.0,1.1325
Oven,16,18,2,1,3.44,0.0,1.0333333333333332
Oven,17,18,2,1,1.29,3.44,1.1175
Oven,18,18,2,1,2.96,1.29,1.0795833333333333
Oven,19,18,2,1,0.23,2.96,1.14
Oven,20,18,2,1,1.4500000000000002,0.23,1.1958333333333333
Oven,21,18,2,1,1.34,1.4500000000000002,1.1658333333333333
Oven,22,18,2,1,1.2,1.34,1.1633333333333333
Oven,23,18,2,1,1.77,1.2,1.0729166666666667
Oven,0,19,3,1,0.0,1.77,1.0070833333333333
Oven,1,19,3,1,0.24,0.0,1.1275000000000002
Oven,2,19,3,1,3.24,0.24,1.1383333333333334
Oven,3,19,3,1,1.66,3.24,1.2291666666666667
Oven,4,19,3,1,2.18,1.66,1.1258333333333335
Oven,5,19,3,1,0.0,2.18,1.1733333333333333
Oven,6,19,3,1,1.14,0.0,1.2179166666666668
Oven,7,19,3,1,1.07,1.14,1.27875
Oven,8,19,3,1,1.99,1.07,1.3816666666666666
Oven,9,19,3,1,2.47,1.99,1.3404166666666668
Oven,10,19,3,1,0.0,2.47,1.27125
Oven,11,19,3,1,0.64,0.0,1.3283333333333334
Oven,12,19,3,1,2.12,0.64,1.3366666666666667
Oven,13,19,3,1,1.65,2.12,1.3366666666666667
Oven,14,19,3,1,0.0,1.65,1.4812500000000002
Oven,15,19,3,1,3.47,0.0,1.3583333333333332
Oven,16,19,3,1,0.49,3.47,1.4770833333333335
Oven,17,19,3,1,4.14,0.49,1.4620833333333334
Oven,18,19,3,1,2.6,4.14,1.5270833333333336
Oven,19,19,3,1,1.79,2.6,1.4666666666666668
Oven,20,19,3,1,0.0,1.79,1.4108333333333334
Oven,21,19,3,1,0.0,0.0,1.4329166666666666
Oven,22,19,3,1,1.73,0.0,1.3695833333333332
Oven,23,19,3,1,0.25,1.73,1.3975
Oven,0,20,4,1,0.67,0.25,1.4495833333333337
Oven,1,20,4,1,1.49,0.67,1.3145833333333334
Oven,2,20,4,1,0.0,1.49,1.2454166666666666
Oven,3,20,4,1,0.0,0.0,1.1545833333333333
Oven,4,20,4,1,0.0,0.0,1.2650000000000001
Oven,5,20,4,1,2.65,0.0,1.2475
Oven,6,20,4,1,0.72,2.65,1.3608333333333336
Oven,7,20,4,1,3.79,0.72,1.2779166666666666
Oven,8,20,4,1,0.0,3.79,1.27
Oven,9,20,4,1,2.28,0.0,1.3754166666666665
Oven,10,20,4,1,2.53,2.28,1.5516666666666667
Oven,11,20,4,1,4.87,2.53,1.4633333333333336
Oven,12,20,4,1,0.0,4.87,1.4054166666666665
Oven,13,20,4,1,0.26,0.0,1.5308333333333335
Oven,14,20,4,1,3.01,0.26,1.5408333333333333
Oven,15,20,4,1,3.71,3.01,1.5820833333333333
Oven,16,20,4,1,1.48,3.71,1.425
Oven,17,20,4,1,0.37,1.48,1.3166666666666667
Oven,18,20,4,1,0.0,0.37,1.2991666666666666
Oven,19,20,4,1,1.37,0.0,1.2991666666666666
Oven,20,20,4,1,0.0,1.37,1.345
Oven,21,20,4,1,1.1,0.0,1.3370833333333334
Oven,22,20,4,1,1.54,1.1,1.3608333333333336
Oven,23,20,4,1,0.82,1.54,1.35375
Oven,0,21,5,1,0.5,0.82,1.3395833333333333
Oven,1,21,5,1,1.15,0.5,1.3395833333333333
Oven,2,21,5,1,0.0,1.15,1.3395833333333333
Oven,3,21,5,1,0.0,0.0,1.4475
Oven,4,21,5,1,2.59,0.0,1.42125
Oven,5,21,5,1,2.02,2.59,1.39125
Oven,6,21,5,1,0.0,2.02,1.4854166666666666
Oven,7,21,5,1,6.05,0.0,1.5354166666666667
Oven,8,21,5,1,1.2000000000000002,6.05,1.5095833333333333
Oven,9,21,5,1,1.66,1.2000000000000002,1.4570833333333333
Oven,10,21,5,1,1.27,1.66,1.3016666666666667
Oven,11,21,5,1,1.14,1.27,1.3016666666666667
Oven,12,21,5,1,0.0,1.14,1.41625
Oven,13,21,5,1,3.01,0.0,1.5775
Oven,14,21,5,1,6.88,3.01,1.4229166666666666
