Appliance Type,hour,day,weekday,month,lag1,lag24,rolling_mean
Dishwasher,14,3,1,1,1.98,3.1,1.65125
Dishwasher,15,3,1,1,0.81,1.98,1.47
Dishwasher,16,3,1,1,0.0,0.81,1.4208333333333334
Dishwasher,17,3,1,1,0.0,0.0,1.4979166666666668
Dishwasher,18,3,1,1,1.85,0.0,1.6237500000000002
Dishwasher,19,3,1,1,4.74,1.85,1.4695833333333335
Dishwasher,20,3,1,1,0.0,4.74,1.3295833333333333
Dishwasher,21,3,1,1,0.69,0.0,1.27875
Dishwasher,22,3,1,1,0.41,0.69,1.27875
Dishwasher,23,3,1,1,0.0,0.41,1.495
Dishwasher,0,4,2,1,5.19,0.0,1.5475
Dishwasher,1,4,2,1,1.91,5.19,1.5662500000000001
Dishwasher,2,4,2,1,1.91,1.91,1.5695833333333333
Dishwasher,3,4,2,1,1.86,1.91,1.5695833333333333
Dishwasher,4,4,2,1,0.0,1.86,1.57875
Dishwasher,5,4,2,1,0.22,0.0,1.6525
Dishwasher,6,4,2,1,1.77,0.22,1.5825000000000002
Dishwasher,7,4,2,1,0.0,1.77,1.5675000000000001
Dishwasher,8,4,2,1,1.57,0.0,1.5241666666666667
Dishwasher,9,4,2,1,1.38,1.57,1.6558333333333335
Dishwasher,10,4,2,1,4.2,1.38,1.58125
Dishwasher,11,4,2,1,1.78,4.2,1.6104166666666668
Dishwasher,12,4,2,1,3.28,1.78,1.5733333333333333
Dishwasher,13,4,2,1,2.21,3.28,1.5583333333333336
Dishwasher,14,4,2,1,1.62,2.21,1.5891666666666666
Dishwasher,15,4,2,1,1.55,1.62,1.6520833333333333
Dishwasher,16,4,2,1,1.51,1.55,1.6808333333333334
Dishwasher,17,4,2,1,0.69,1.51,1.6833333333333333
Dishwasher,18,4,2,1,1.91,0.69,1.4858333333333331
Dishwasher,19,4,2,1,0.0,1.91,1.5675
Dishwasher,20,4,2,1,1.96,0.0,1.6762500000000002
Dishwasher,21,4,2,1,3.3,1.96,1.6591666666666665
Dishwasher,22,4,2,1,0.0,3.3,1.7999999999999998
Dishwasher,23,4,2,1,3.38,0.0,1.6425
Dishwasher,0,5,3,1,1.41,3.38,1.6670833333333335
Dishwasher,1,5,3,1,2.5,1.41,1.5875000000000001
Dishwasher,2,5,3,1,0.0,2.5,1.6170833333333334
Dishwasher,3,5,3,1,2.57,0.0,1.6170833333333334
Dishwasher,4,5,3,1,0.0,2.57,1.6449999999999998
Dishwasher,5,5,3,1,0.89,0.0,1.5712499999999998
Dishwasher,6,5,3,1,0.0,0.89,1.5712499999999998
Dishwasher,7,5,3,1,0.0,0.0,1.5324999999999998
Dishwasher,8,5,3,1,0.64,0.0,1.4941666666666666
Dishwasher,9,5,3,1,0.46,0.64,1.3191666666666666
Dishwasher,10,5,3,1,0.0,0.46,1.2691666666666668
Dishwasher,11,5,3,1,0.58,0.0,1.1970833333333333
Dishwasher,12,5,3,1,1.55,0.58,1.105
Dishwasher,13,5,3,1,0.0,1.55,1.0374999999999999
Dishwasher,14,5,3,1,0.0,0.0,1.1016666666666668
Dishwasher,15,5,3,1,3.09,0.0,1.03875
Dishwasher,16,5,3,1,0.0,3.09,1.1375
Dishwasher,17,5,3,1,3.06,0.0,1.0579166666666666
Dishwasher,18,5,3,1,0.0,3.06,1.13125
Dishwasher,19,5,3,1,1.76,0.0,1.1591666666666667
Dishwasher,20,5,3,1,2.63,1.76,1.1491666666666667
Dishwasher,21,5,3,1,3.06,2.63,1.195
Dishwasher,22,5,3,1,1.1,3.06,1.1245833333333335
Dishwasher,23,5,3,1,1.69,1.1,1.1479166666666667
Dishwasher,0,6,4,1,1.97,1.69,1.04375
Dishwasher,1,6,4,1,0.0,1.97,1.13875
Dishwasher,2,6,4,1,2.28,0.0,1.2575
Dishwasher,3,6,4,1,5.42,2.28,1.2575
Dishwasher,4,6,4,1,0.0,5.42,1.2891666666666666
Dishwasher,5,6,4,1,1.65,0.0,1.4012499999999999
Dishwasher,6,6,4,1,2.69,1.65,1.4012499999999999
Dishwasher,7,6,4,1,0.0,2.69,1.374583333333333
Dishwasher,8,6,4,1,0.0,0.0,1.413333333333333
Dishwasher,9,6,4,1,1.39,0.0,1.5066666666666666
Dishwasher,10,6,4,1,2.24,1.39,1.4825
Dishwasher,11,6,4,1,0.0,2.24,1.461666666666667
Dishwasher,12,6,4,1,1.05,0.0,1.5775
Dishwasher,13,6,4,1,2.78,1.05,1.5775
Dishwasher,14,6,4,1,0.0,2.78,1.4487499999999998
Dishwasher,15,6,4,1,0.0,0.0,1.4487499999999998
Dishwasher,16,6,4,1,0.0,0.0,1.3770833333333332
Dishwasher,17,6,4,1,1.34,0.0,1.3983333333333334
Dishwasher,18,6,4,1,0.51,1.34,1.3366666666666667
Dishwasher,19,6,4,1,0.28,0.51,1.2270833333333333
Dishwasher,20,6,4,1,0.0,0.28,1.115
Dishwasher,21,6,4,1,0.37,0.0,1.0691666666666666
Dishwasher,22,6,4,1,0.0,0.37,1.0116666666666665
Dishwasher,23,6,4,1,0.31,0.0,0.9295833333333333
Dishwasher,0,7,5,1,0.0,0.31,1.0441666666666667
Dishwasher,1,7,5,1,2.75,0.0,0.9491666666666667
Dishwasher,2,7,5,1,0.0,2.75,0.7883333333333334
Dishwasher,3,7,5,1,1.56,0.0,0.8337500000000001
Dishwasher,4,7,5,1,1.09,1.56,0.8841666666666668
Dishwasher,5,7,5,1,2.8600000000000003,1.09,0.7720833333333333
Dishwasher,6,7,5,1,0.0,2.8600000000000003,0.785
Dishwasher,7,7,5,1,0.31,0.0,0.8058333333333333
Dishwasher,8,7,5,1,0.5,0.31,0.7479166666666667
Dishwasher,9,7,5,1,0.0,0.5,0.6545833333333334
Dishwasher,10,7,5,1,0.0,0.0,0.6720833333333335
Dishwasher,11,7,5,1,0.42,0.0,0.6283333333333333
Dishwasher,12,7,5,1,0.0,0.42,0.5125000000000001
Dishwasher,13,7,5,1,0.0,0.0,0.5125000000000001
Dishwasher,14,7,5,1,0.0,0.0,0.5125000000000001
Dishwasher,15,7,5,1,0.0,0.0,0.6141666666666667
Dishwasher,16,7,5,1,2.44,0.0,0.6366666666666666
Dishwasher,17,7,5,1,1.88,2.44,0.6154166666666666
Dishwasher,18,7,5,1,0.0,1.88,0.69125
Dishwasher,19,7,5,1,2.1,0.0,0.69125
Dishwasher,20,7,5,1,0.0,2.1,0.6758333333333333
Dishwasher,21,7,5,1,0.0,0.0,0.7141666666666667
Dishwasher,22,7,5,1,0.92,0.0,0.7591666666666667
Dishwasher,23,7,5,1,1.39,0.92,0.7591666666666667
Dishwasher,0,8,6,1,0.0,1.39,0.6445833333333334
Dishwasher,1,8,6,1,0.0,0.0,0.6445833333333334
Dishwasher,2,8,6,1,0.0,0.0,0.5795833333333333
Dishwasher,3,8,6,1,0.0,0.0,0.5941666666666666
Dishwasher,4,8,6,1,1.44,0.0,0.6666666666666666
Dishwasher,5,8,6,1,4.6,1.44,0.78375
Dishwasher,6,8,6,1,2.81,4.6,0.7791666666666667
Dishwasher,7,8,6,1,0.2,2.81,0.7583333333333333
Dishwasher,8,8,6,1,0.0,0.2,0.7583333333333333
Dishwasher,9,8,6,1,0.0,0.0,0.7741666666666666
Dishwasher,10,8,6,1,0.38,0.0,0.7566666666666667
Dishwasher,11,8,6,1,0.0,0.38,0.7566666666666667
Dishwasher,12,8,6,1,0.0,0.0,1.0875
Dishwasher,13,8,6,1,7.939999999999999,0.0,1.2037499999999999
Dishwasher,14,8,6,1,2.79,7.939999999999999,1.2929166666666665
Dishwasher,15,8,6,1,2.14,2.79,1.247083333333333
Dishwasher,16,8,6,1,1.34,2.14,1.325
Dishwasher,17,8,6,1,3.75,1.34,1.4483333333333333
Dishwasher,18,8,6,1,2.96,3.75,1.4275
Dishwasher,19,8,6,1,1.6,2.96,1.4275
Dishwasher,20,8,6,1,0.0,1.6,1.4275
Dishwasher,21,8,6,1,0.0,0.0,1.3891666666666664
Dishwasher,22,8,6,1,0.0,0.0,1.46875
Dishwasher,23,8,6,1,3.3,0.0,1.46875
Dishwasher,0,9,0,1,0.0,3.3,1.5404166666666665
Dishwasher,1,9,0,1,1.72,0.0,1.5958333333333332
Dishwasher,2,9,0,1,1.33,1.72,1.6475
Dishwasher,3,9,0,1,1.24,1.33,1.6587500000000002
Dishwasher,4,9,0,1,1.71,1.24,1.4670833333333333
Dishwasher,5,9,0,1,0.0,1.71,1.4224999999999997
Dishwasher,6,9,0,1,1.74,0.0,1.4141666666666666
Dishwasher,7,9,0,1,0.0,1.74,1.4670833333333333
Dishwasher,8,9,0,1,1.27,0.0,1.4670833333333333
Dishwasher,9,9,0,1,0.0,1.27,1.5241666666666667
Dishwasher,10,9,0,1,1.75,0.0,1.57
Dishwasher,11,9,0,1,1.1,1.75,1.6075
Dishwasher,12,9,0,1,0.9,1.1,1.29625
Dishwasher,13,9,0,1,0.47,0.9,1.2862500000000001
Dishwasher,14,9,0,1,2.55,0.47,1.1970833333333333
Dishwasher,15,9,0,1,0.0,2.55,1.23125
Dishwasher,16,9,0,1,2.16,0.0,1.075
Dishwasher,17,9,0,1,0.0,2.16,0.9816666666666666
Dishwasher,18,9,0,1,0.72,0.0,0.9887499999999999
Dishwasher,19,9,0,1,1.77,0.72,0.9887499999999999
Dishwasher,20,9,0,1,0.0,1.77,1.0266666666666666
Dishwasher,21,9,0,1,0.91,0.0,1.0775
Dishwasher,22,9,0,1,1.22,0.91,1.0525
Dishwasher,23,9,0,1,2.7,1.22,1.1270833333333334
Dishwasher,0,10,1,1,1.79,2.7,1.16375
Dishwasher,1,10,1,1,2.6,1.79,1.1570833333333332
Dishwasher,2,10,1,1,1.17,2.6,1.1054166666666665
Dishwasher,3,10,1,1,0.0,1.17,1.0916666666666668
Dishwasher,4,10,1,1,1.38,0.0,1.1612500000000001
Dishwasher,5,10,1,1,1.67,1.38,1.2762499999999999
Dishwasher,6,10,1,1,4.5,1.67,1.3441666666666665
Dishwasher,7,10,1,1,1.63,4.5,1.40625
Dishwasher,8,10,1,1,2.76,1.63,1.40625
Dishwasher,9,10,1,1,0.0,2.76,1.4370833333333335
Dishwasher,10,10,1,1,2.49,0.0,1.4312499999999997
Dishwasher,11,10,1,1,0.96,2.49,1.5320833333333332
Dishwasher,12,10,1,1,3.32,0.96,1.6295833333333334
Dishwasher,13,10,1,1,2.81,3.32,1.6850000000000003
Dishwasher,14,10,1,1,3.88,2.81,1.7604166666666663
Dishwasher,15,10,1,1,1.81,3.88,1.7108333333333334
Dishwasher,16,10,1,1,0.97,1.81,1.7108333333333334
Dishwasher,17,10,1,1,0.0,0.97,1.7504166666666665
Dishwasher,18,10,1,1,1.67,0.0,1.72375
Dishwasher,19,10,1,1,1.13,1.67,1.7529166666666667
Dishwasher,20,10,1,1,0.7,1.13,1.715
Dishwasher,21,10,1,1,0.0,0.7,1.8325000000000002
Dishwasher,22,10,1,1,4.04,0.0,1.7791666666666668
Dishwasher,23,10,1,1,1.42,4.04,1.8550000000000002
Dishwasher,0,11,2,1,3.61,1.42,1.87875
Dishwasher,1,11,2,1,3.17,3.61,1.982083333333333
Dishwasher,2,11,2,1,3.65,3.17,2.0554166666666664
Dishwasher,3,11,2,1,1.76,3.65,2.066666666666667
Dishwasher,4,11,2,1,1.65,1.76,2.1079166666666667
Dishwasher,5,11,2,1,2.66,1.65,2.0695833333333336
Dishwasher,6,11,2,1,3.58,2.66,2.0016666666666665
Dishwasher,7,11,2,1,0.0,3.58,1.9470833333333333
Dishwasher,8,11,2,1,1.45,0.0,2.013333333333333
Dishwasher,9,11,2,1,1.59,1.45,1.9095833333333332
Dishwasher,10,11,2,1,0.0,1.59,1.9325
Dishwasher,11,11,2,1,1.51,0.0,1.8687500000000001
Dishwasher,12,11,2,1,1.79,1.51,1.7516666666666667
Dishwasher,13,11,2,1,0.0,1.79,1.7225
Dishwasher,14,11,2,1,3.18,0.0,1.6616666666666668
Dishwasher,15,11,2,1,0.35,3.18,1.6212499999999999
Dishwasher,16,11,2,1,0.0,0.35,1.7966666666666666
Dishwasher,17,11,2,1,4.21,0.0,1.7875000000000003
Dishwasher,18,11,2,1,1.45,4.21,1.8408333333333333
Dishwasher,19,11,2,1,2.41,1.45,1.85125
Dishwasher,20,11,2,1,0.95,2.41,1.9204166666666664
Dishwasher,21,11,2,1,1.66,0.95,1.9333333333333333
Dishwasher,22,11,2,1,4.35,1.66,1.9033333333333335
Dishwasher,23,11,2,1,0.7,4.35,1.7991666666666666
Dishwasher,0,12,3,1,1.11,0.7,1.7008333333333334
Dishwasher,1,12,3,1,0.81,1.11,1.54875
Dishwasher,2,12,3,1,0.0,0.81,1.60125
Dishwasher,3,12,3,1,3.02,0.0,1.6104166666666666
Dishwasher,4,12,3,1,1.87,3.02,1.5691666666666666
Dishwasher,5,12,3,1,1.67,1.87,1.4974999999999998
Dishwasher,6,12,3,1,1.86,1.67,1.6108333333333331
Dishwasher,7,12,3,1,2.72,1.86,1.7083333333333333
Dishwasher,8,12,3,1,3.79,2.72,1.7212500000000002
Dishwasher,9,12,3,1,1.9,3.79,1.78
Dishwasher,10,12,3,1,1.41,1.9,1.8541666666666667
Dishwasher,11,12,3,1,3.29,1.41,1.7795833333333333
Dishwasher,12,12,3,1,0.0,3.29,1.7795833333333333
Dishwasher,13,12,3,1,0.0,0.0,1.6691666666666667
Dishwasher,14,12,3,1,0.53,0.0,1.7283333333333335
Dishwasher,15,12,3,1,1.77,0.53,1.7441666666666666
Dishwasher,16,12,3,1,0.38,1.77,1.5687499999999999
Dishwasher,17,12,3,1,0.0,0.38,1.5225
Dishwasher,18,12,3,1,0.34,0.0,1.4220833333333334
Dishwasher,19,12,3,1,0.0,0.34,1.4266666666666665
Dishwasher,20,12,3,1,1.06,0.0,1.3766666666666667
Dishwasher,21,12,3,1,0.46,1.06,1.1954166666666668
Dishwasher,22,12,3,1,0.0,0.46,1.24
Dishwasher,23,12,3,1,1.77,0.0,1.2516666666666667
Dishwasher,0,13,4,1,1.39,1.77,1.3004166666666668
Dishwasher,1,13,4,1,1.98,1.39,1.3770833333333332
Dishwasher,2,13,4,1,1.84,1.98,1.3620833333333333
Dishwasher,3,13,4,1,2.66,1.84,1.2841666666666667
Dishwasher,4,13,4,1,0.0,2.66,1.2145833333333333
Dishwasher,5,13,4,1,0.0,0.0,1.1933333333333334
Dishwasher,6,13,4,1,1.35,0.0,1.2008333333333334
Dishwasher,7,13,4,1,2.9000000000000004,1.35,1.0429166666666667
Dishwasher,8,13,4,1,0.0,2.9000000000000004,0.9841666666666667
Dishwasher,9,13,4,1,0.49,0.0,0.9429166666666667
Dishwasher,10,13,4,1,0.42,0.49,0.9195833333333335
Dishwasher,11,13,4,1,2.73,0.42,1.0062499999999999
Dishwasher,12,13,4,1,2.08,2.73,1.0062499999999999
Dishwasher,13,13,4,1,0.0,2.08,0.9841666666666667
Dishwasher,14,13,4,1,0.0,0.0,0.9833333333333334
Dishwasher,15,13,4,1,1.75,0.0,0.9674999999999999
Dishwasher,16,13,4,1,0.0,1.75,1.0183333333333333
Dishwasher,17,13,4,1,1.22,0.0,1.0966666666666667
Dishwasher,18,13,4,1,2.22,1.22,1.0966666666666667
Dishwasher,19,13,4,1,0.0,2.22,1.0525
Dishwasher,20,13,4,1,0.0,0.0,1.0995833333333334
Dishwasher,21,13,4,1,1.59,0.0,1.135
Dishwasher,22,13,4,1,0.85,1.59,1.06125
Dishwasher,23,13,4,1,0.0,0.85,1.0170833333333333
Dishwasher,0,14,5,1,0.33,0.0,0.9479166666666666
Dishwasher,1,14,5,1,0.32,0.33,0.87125
Dishwasher,2,14,5,1,0.0,0.32,0.7795833333333334
Dishwasher,3,14,5,1,0.46,0.0,0.9887499999999999
Dishwasher,4,14,5,1,5.02,0.46,1.0191666666666666
Dishwasher,5,14,5,1,0.73,5.02,1.0475
Dishwasher,6,14,5,1,2.03,0.73,0.9266666666666666
Dishwasher,7,14,5,1,0.0,2.03,0.9558333333333332
Dishwasher,8,14,5,1,0.7,0.0,1.0595833333333333
Dishwasher,9,14,5,1,2.98,0.7,1.1866666666666665
Dishwasher,10,14,5,1,3.47,2.98,1.1204166666666666
Dishwasher,11,14,5,1,1.14,3.47,1.0541666666666667
Dishwasher,12,14,5,1,0.49,1.14,1.1570833333333332
Dishwasher,13,14,5,1,2.47,0.49,1.2329166666666667
Dishwasher,14,14,5,1,1.82,2.47,1.2641666666666667
Dishwasher,15,14,5,1,2.5,1.82,1.2641666666666667
Dishwasher,16,14,5,1,0.0,2.5,1.2133333333333334
Dishwasher,17,14,5,1,0.0,0.0,1.1208333333333333
Dishwasher,18,14,5,1,0.0,0.0,1.1208333333333333
Dishwasher,19,14,5,1,0.0,0.0,1.1845833333333333
Dishwasher,20,14,5,1,1.53,0.0,1.1183333333333334
Dishwasher,21,14,5,1,0.0,1.53,1.1033333333333333
Dishwasher,22,14,5,1,0.49,0.0,1.2195833333333332
Dishwasher,23,14,5,1,2.79,0.49,1.2366666666666666
Dishwasher,0,15,6,1,0.74,2.79,1.2233333333333334
Dishwasher,1,15,6,1,0.0,0.74,1.2841666666666667
Dishwasher,2,15,6,1,1.46,0.0,1.5649999999999997
Dishwasher,3,15,6,1,7.2,1.46,1.4633333333333336
Dishwasher,4,15,6,1,2.58,7.2,1.4329166666666666
Dishwasher,5,15,6,1,0.0,2.58,1.3599999999999997
Dishwasher,6,15,6,1,0.28,0.0,1.36
Dishwasher,7,15,6,1,0.0,0.28,1.3654166666666667
Dishwasher,8,15,6,1,0.83,0.0,1.24125
Dishwasher,9,15,6,1,0.0,0.83,1.3275000000000001
Dishwasher,10,15,6,1,5.54,0.0,1.28
Dishwasher,11,15,6,1,0.0,5.54,1.32375
Dishwasher,12,15,6,1,1.54,0.0,1.2208333333333334
Dishwasher,13,15,6,1,0.0,1.54,1.2679166666666666
Dishwasher,14,15,6,1,2.95,0.0,1.3166666666666667
Dishwasher,15,15,6,1,3.67,2.95,1.3166666666666667
Dishwasher,16,15,6,1,0.0,3.67,1.46875
Dishwasher,17,15,6,1,3.65,0.0,1.46875
Dishwasher,18,15,6,1,0.0,3.65,1.5591666666666668
Dishwasher,19,15,6,1,2.1700000000000004,0.0,1.5120833333333332
Dishwasher,20,15,6,1,0.4,2.1700000000000004,1.5120833333333332
Dishwasher,21,15,6,1,0.0,0.4,1.63875
Dishwasher,22,15,6,1,3.53,0.0,1.5491666666666666
Dishwasher,23,15,6,1,0.64,3.53,1.635
Dishwasher,0,16,0,1,2.8,0.64,1.7108333333333334
Dishwasher,1,16,0,1,1.82,2.8,1.6920833333333334
Dishwasher,2,16,0,1,1.01,1.82,1.3920833333333331
Dishwasher,3,16,0,1,0.0,1.01,1.2933333333333334
Dishwasher,4,16,0,1,0.21,0.0,1.3966666666666667
Dishwasher,5,16,0,1,2.48,0.21,1.4995833333333335
Dishwasher,6,16,0,1,2.75,2.48,1.4995833333333335
Dishwasher,7,16,0,1,0.0,2.75,1.5583333333333336
Dishwasher,8,16,0,1,2.24,0.0,1.5979166666666667
Dishwasher,9,16,0,1,0.95,2.24,1.4104166666666667
Dishwasher,10,16,0,1,1.04,0.95,1.4887500000000002
Dishwasher,11,16,0,1,1.88,1.04,1.5075
Dishwasher,12,16,0,1,1.99,1.88,1.5833333333333337
Dishwasher,13,16,0,1,1.82,1.99,1.5875000000000001
Dishwasher,14,16,0,1,3.05,1.82,1.5404166666666665
Dishwasher,15,16,0,1,2.54,3.05,1.6224999999999998
Dishwasher,16,16,0,1,1.97,2.54,1.50875
Dishwasher,17,16,0,1,0.92,1.97,1.50875
Dishwasher,18,16,0,1,0.0,0.92,1.4183333333333332
Dishwasher,19,16,0,1,0.0,0.0,1.4016666666666666
Dishwasher,20,16,0,1,0.0,0.0,1.46875
Dishwasher,21,16,0,1,1.61,0.0,1.3216666666666665
Dishwasher,22,16,0,1,0.0,1.61,1.295
Dishwasher,23,16,0,1,0.0,0.0,1.1783333333333335
Dishwasher,0,17,1,1,0.0,0.0,1.1025
Dishwasher,1,17,1,1,0.0,0.0,1.1433333333333333
Dishwasher,2,17,1,1,1.99,0.0,1.1645833333333333
Dishwasher,3,17,1,1,0.51,1.99,1.1558333333333333
Dishwasher,4,17,1,1,0.0,0.51,1.0525
Dishwasher,5,17,1,1,0.0,0.0,0.9379166666666666
Dishwasher,6,17,1,1,0.0,0.0,0.9379166666666666
Dishwasher,7,17,1,1,0.0,0.0,0.8445833333333334
Dishwasher,8,17,1,1,0.0,0.0,0.9975
Dishwasher,9,17,1,1,4.62,0.0,1.0120833333333334
Dishwasher,10,17,1,1,1.39,4.62,0.93375
Dishwasher,11,17,1,1,0.0,1.39,0.9033333333333333
Dishwasher,12,17,1,1,1.26,0.0,0.9070833333333334
Dishwasher,13,17,1,1,1.91,1.26,0.8941666666666667
Dishwasher,14,17,1,1,2.74,1.91,0.8566666666666666
Dishwasher,15,17,1,1,1.64,2.74,0.8250000000000001
Dishwasher,16,17,1,1,1.21,1.64,0.8316666666666667
Dishwasher,17,17,1,1,1.08,1.21,0.8316666666666667
Dishwasher,18,17,1,1,0.0,1.08,0.9229166666666666
Dishwasher,19,17,1,1,2.19,0.0,1.0225
Dishwasher,20,17,1,1,2.39,2.19,0.9554166666666667
Dishwasher,21,17,1,1,0.0,2.39,1.0225
Dishwasher,22,17,1,1,1.61,0.0,1.24125
Dishwasher,23,17,1,1,5.25,1.61,1.3479166666666667
Dishwasher,0,18,2,1,2.56,5.25,1.40625
Dishwasher,1,18,2,1,1.4,2.56,1.3233333333333335
Dishwasher,2,18,2,1,0.0,1.4,1.4749999999999999
Dishwasher,3,18,2,1,4.15,0.0,1.4966666666666668
Dishwasher,4,18,2,1,0.52,4.15,1.5358333333333334
Dishwasher,5,18,2,1,0.94,0.52,1.5675
Dishwasher,6,18,2,1,0.76,0.94,1.5675
Dishwasher,7,18,2,1,0.0,0.76,1.68
Dishwasher,8,18,2,1,2.7,0.0,1.5233333333333334
Dishwasher,9,18,2,1,0.86,2.7,1.5683333333333334
Dishwasher,10,18,2,1,2.47,0.86,1.6175
Dishwasher,11,18,2,1,1.18,2.47,1.5649999999999997
Dishwasher,12,18,2,1,0.0,1.18,1.6304166666666668
Dishwasher,13,18,2,1,3.48,0.0,1.51625
Dishwasher,14,18,2,1,0.0,3.48,1.4745833333333334
Dishwasher,15,18,2,1,0.64,0.0,1.4241666666666666
Dishwasher,16,18,2,1,0.0,0.64,1.3895833333333334
Dishwasher,17,18,2,1,0.25,0.0,1.5629166666666665
Dishwasher,18,18,2,1,4.16,0.25,1.4887500000000002
Dishwasher,19,18,2,1,0.41,4.16,1.3891666666666669
Dishwasher,20,18,2,1,0.0,0.41,1.5858333333333334
Dishwasher,21,18,2,1,4.72,0.0,1.5516666666666667
Dishwasher,22,18,2,1,0.79,4.72,1.3675
Dishwasher,23,18,2,1,0.83,0.79,1.3608333333333331
Dishwasher,0,19,3,1,2.4,0.83,1.3829166666666666
Dishwasher,1,19,3,1,1.93,2.4,1.42875
Dishwasher,2,19,3,1,1.1,1.93,1.3804166666666668
Dishwasher,3,19,3,1,2.99,1.1,1.42125
Dishwasher,4,19,3,1,1.5,2.99,1.4533333333333334
Dishwasher,5,19,3,1,1.71,1.5,1.5333333333333334
Dishwasher,6,19,3,1,2.68,1.71,1.625416666666667
Dishwasher,7,19,3,1,2.21,2.68,1.5129166666666667
Dishwasher,8,19,3,1,0.0,2.21,1.54625
Dishwasher,9,19,3,1,1.66,0.0,1.4825
Dishwasher,10,19,3,1,0.94,1.66,1.5966666666666667
Dishwasher,11,19,3,1,3.92,0.94,1.6245833333333335
Dishwasher,12,19,3,1,0.67,3.92,1.5204166666666665
Dishwasher,13,19,3,1,0.98,0.67,1.5204166666666665
Dishwasher,14,19,3,1,0.0,0.98,1.5075
Dishwasher,15,19,3,1,0.33,0.0,1.5833333333333333
