Outdoor Temperature (°C),Household Size,hour,day,month,week,lag_1,lag_24,rolling_mean_24
1.8,2,16,2,1,0,3.66,2.39,3.2229166666666664
19.3,1,17,2,1,0,4.01,2.24,3.3129166666666667
11.7,3,17,2,1,0,4.4,2.03,3.345
33.8,3,19,2,1,0,2.8,2.5,3.3433333333333333
-0.5,5,19,2,1,0,2.46,4.64,3.2654166666666664
21.0,3,20,2,1,0,2.77,4.41,3.2729166666666667
24.1,3,21,2,1,0,4.59,3.5,3.3058333333333336
-1.4,1,21,2,1,0,4.29,3.74,3.3020833333333335
-6.6,4,21,2,1,0,3.65,2.49,3.3524999999999996
33.9,4,22,2,1,0,3.7,3.28,3.3379166666666666
36.4,3,23,2,1,0,2.93,2.33,3.3329166666666663
11.5,2,0,3,1,1,2.21,3.02,3.3854166666666665
30.9,3,0,3,1,1,4.28,3.2,3.4283333333333332
33.6,2,0,3,1,1,4.23,2.31,3.499166666666666
-0.2,5,0,3,1,1,4.01,2.26,3.545833333333334
19.5,5,1,3,1,1,3.38,3.86,3.5195833333333337
15.8,2,2,3,1,1,3.23,3.11,3.566666666666667
25.6,2,3,3,1,1,4.24,3.0,3.6370833333333334
15.4,1,4,3,1,1,4.69,3.98,3.61125
10.6,3,7,3,1,1,3.36,2.41,3.7100000000000004
10.4,4,10,3,1,1,4.78,4.04,3.72
8.1,4,10,3,1,1,4.28,3.3,3.724166666666667
39.6,2,12,3,1,1,3.4,4.03,3.7083333333333335
2.9,4,13,3,1,1,3.65,3.66,3.7300000000000004
28.6,5,13,3,1,1,4.18,4.01,3.702916666666667
19.2,1,13,3,1,1,3.36,4.4,3.6491666666666664
3.4,4,17,3,1,1,3.11,2.8,3.7312499999999997
-5.3,5,17,3,1,1,4.77,2.46,3.7870833333333334
13.8,4,17,3,1,1,3.8,2.77,3.7783333333333338
13.8,2,17,3,1,1,2.56,4.59,3.6808333333333336
38.6,5,18,3,1,1,2.25,4.29,3.6458333333333335
25.7,1,18,3,1,1,3.45,3.65,3.6029166666666668
-7.2,1,19,3,1,1,2.62,3.7,3.6362500000000004
4.0,1,19,3,1,1,4.5,2.93,3.6754166666666666
12.8,4,20,3,1,1,3.87,2.21,3.735416666666667
32.1,3,0,4,1,2,3.65,4.28,3.75125
-1.6,2,1,4,1,2,4.66,4.23,3.7216666666666662
28.1,2,3,4,1,2,3.52,4.01,3.647916666666667
6.8,3,3,4,1,2,2.24,3.38,3.6979166666666665
2.9,2,4,4,1,2,4.58,3.23,3.763333333333333
28.9,1,5,4,1,2,4.8,4.24,3.732083333333333
8.0,2,5,4,1,2,3.49,4.69,3.6445833333333333
37.0,1,6,4,1,2,2.59,3.36,3.6454166666666663
17.2,4,6,4,1,2,3.38,4.78,3.5404166666666668
-8.0,1,6,4,1,2,2.26,4.28,3.5520833333333335
2.0,4,6,4,1,2,4.56,3.4,3.576666666666666
31.4,1,7,4,1,2,3.99,3.65,3.5987500000000003
9.8,4,9,4,1,2,4.18,4.18,3.6174999999999997
35.0,4,10,4,1,2,4.63,3.36,3.608333333333333
3.4,2,11,4,1,2,3.14,3.11,3.6245833333333333
16.3,1,12,4,1,2,3.5,4.77,3.5879166666666666
27.8,5,12,4,1,2,3.89,3.8,3.6141666666666663
31.0,2,13,4,1,2,4.43,2.56,3.6879166666666667
37.9,2,16,4,1,2,4.33,2.25,3.702916666666667
38.6,5,17,4,1,2,2.61,3.45,3.732083333333333
7.2,5,17,4,1,2,4.15,2.62,3.8070833333333334
21.3,3,19,4,1,2,4.42,4.5,3.8183333333333334
-0.5,4,19,4,1,2,4.77,3.87,3.81875
-4.5,1,19,4,1,2,3.88,3.65,3.84375
34.2,2,20,4,1,2,4.25,4.66,3.7762499999999997
36.9,3,21,4,1,2,3.04,3.52,3.7504166666666667
-0.1,5,21,4,1,2,2.9,2.24,3.857083333333333
36.8,4,22,4,1,2,4.8,4.58,3.7966666666666664
23.3,4,22,4,1,2,3.13,4.8,3.6870833333333333
37.5,4,22,4,1,2,2.17,3.49,3.6683333333333334
36.2,2,23,4,1,2,3.04,2.59,3.689583333333333
-7.2,2,0,5,1,3,3.1,3.38,3.721666666666667
21.7,3,5,5,1,3,4.15,2.26,3.7704166666666663
33.2,5,5,5,1,3,3.43,4.56,3.6999999999999997
28.9,4,6,5,1,3,2.87,3.99,3.7320833333333336
33.7,1,7,5,1,3,4.76,4.18,3.734583333333333
4.0,2,9,5,1,3,4.24,4.63,3.732083333333333
6.1,1,10,5,1,3,4.57,3.14,3.7229166666666664
27.0,4,11,5,1,3,2.92,3.5,3.73
-8.4,5,12,5,1,3,3.67,3.89,3.7570833333333336
15.7,4,14,5,1,3,4.54,4.43,3.7270833333333333
-9.4,4,14,5,1,3,3.71,4.33,3.6749999999999994
8.1,5,15,5,1,3,3.08,2.61,3.714166666666667
11.4,1,15,5,1,3,3.55,4.15,3.733333333333334
39.1,5,15,5,1,3,4.61,4.42,3.6808333333333336
29.9,1,16,5,1,3,3.16,4.77,3.655
1.1,1,16,5,1,3,4.15,3.88,3.5879166666666666
32.4,5,17,5,1,3,2.27,4.25,3.5729166666666665
25.1,5,18,5,1,3,3.89,3.04,3.610833333333334
12.1,5,18,5,1,3,3.95,2.9,3.6425
26.4,5,19,5,1,3,3.66,4.8,3.565
15.5,5,19,5,1,3,2.94,3.13,3.62875
22.9,2,20,5,1,3,4.66,2.17,3.6941666666666673
20.6,2,20,5,1,3,3.74,3.04,3.685416666666667
4.6,1,21,5,1,3,2.83,3.1,3.66
35.5,3,21,5,1,3,2.49,4.15,3.6791666666666667
30.5,5,22,5,1,3,4.61,3.43,3.6550000000000007
-1.5,1,0,6,1,4,2.85,2.87,3.6545833333333335
27.6,4,0,6,1,4,2.86,4.76,3.5987500000000003
35.3,5,0,6,1,4,3.42,4.24,3.549583333333333
3.7,4,1,6,1,4,3.06,4.57,3.537083333333334
-7.0,4,2,6,1,4,4.27,2.92,3.6033333333333335
37.3,2,3,6,1,4,4.51,3.67,3.629583333333333
23.1,2,3,6,1,4,4.3,4.54,3.529166666666667
-0.2,1,4,6,1,4,2.13,3.71,3.5595833333333338
10.2,3,6,6,1,4,4.44,3.08,3.6250000000000004
1.9,2,7,6,1,4,4.65,3.55,3.603333333333333
9.1,1,7,6,1,4,3.03,4.61,3.59125
16.9,3,10,6,1,4,4.32,3.16,3.5979166666666664
18.6,1,10,6,1,4,3.32,4.15,3.5683333333333334
-6.6,2,10,6,1,4,3.44,2.27,3.66
0.9,1,10,6,1,4,4.47,3.89,3.69
34.6,2,11,6,1,4,4.61,3.95,3.698333333333333
30.5,3,11,6,1,4,4.15,3.66,3.714166666666667
26.4,5,13,6,1,4,4.04,2.94,3.68
4.9,2,15,6,1,4,2.12,4.66,3.6245833333333337
6.9,4,16,6,1,4,3.33,3.74,3.624166666666666
14.6,4,16,6,1,4,3.73,2.83,3.700833333333333
-3.0,2,17,6,1,4,4.67,2.49,3.78125
4.9,1,18,6,1,4,4.42,4.61,3.7466666666666666
4.7,5,19,6,1,4,3.78,2.85,3.8299999999999996
26.7,1,20,6,1,4,4.85,2.86,3.8554166666666667
28.7,3,20,6,1,4,3.47,3.42,3.8683333333333336
6.5,1,22,6,1,4,3.73,3.06,3.8816666666666673
0.7,1,22,6,1,4,3.38,4.27,3.8820833333333336
34.3,3,23,6,1,4,4.28,4.51,3.827916666666667
-7.1,3,0,7,1,5,3.21,4.3,3.846666666666667
-5.1,4,1,7,1,5,4.75,2.13,3.842916666666667
29.3,3,4,7,1,5,2.04,4.44,3.752083333333333
17.3,4,4,7,1,5,2.26,4.65,3.650833333333333
8.3,5,4,7,1,5,2.22,3.03,3.609166666666667
-1.1,2,4,7,1,5,2.03,4.32,3.62625
31.3,1,5,7,1,5,4.73,3.32,3.579166666666667
12.6,5,6,7,1,5,2.19,3.44,3.567083333333333
39.0,1,6,7,1,5,3.15,4.47,3.5574999999999997
7.5,5,6,7,1,5,4.24,4.61,3.5504166666666666
-3.4,2,6,7,1,5,4.44,4.15,3.551666666666667
23.0,4,7,7,1,5,4.18,4.04,3.50375
-5.6,4,8,7,1,5,2.89,2.12,3.5629166666666663
33.2,1,8,7,1,5,3.54,3.33,3.5854166666666667
32.7,4,9,7,1,5,3.87,3.73,3.6212500000000003
2.5,4,9,7,1,5,4.59,4.67,3.5725000000000002
-2.3,5,9,7,1,5,3.5,4.42,3.5775
-3.2,1,10,7,1,5,4.54,3.78,3.5775
15.7,2,12,7,1,5,3.78,4.85,3.5220833333333332
8.3,2,13,7,1,5,3.52,3.47,3.518333333333333
23.8,1,13,7,1,5,3.38,3.73,3.489166666666667
-7.2,1,14,7,1,5,3.03,3.38,3.4595833333333332
-8.6,3,14,7,1,5,2.67,4.28,3.4254166666666666
18.3,5,15,7,1,5,3.46,3.21,3.45875
1.6,5,15,7,1,5,4.01,4.75,3.4308333333333336
36.9,2,16,7,1,5,4.08,2.04,3.485416666666666
13.0,5,17,7,1,5,3.35,2.26,3.495416666666667
31.6,3,17,7,1,5,2.5,2.22,3.497916666666667
24.1,2,18,7,1,5,2.28,2.03,3.5574999999999997
1.5,1,20,7,1,5,3.46,4.73,3.5216666666666665
34.4,4,20,7,1,5,3.87,2.19,3.5850000000000004
-4.2,5,20,7,1,5,3.71,3.15,3.5795833333333333
9.8,4,21,7,1,5,3.02,4.24,3.5220833333333332
10.3,3,21,7,1,5,2.86,4.44,3.420833333333334
9.7,5,21,7,1,5,2.01,4.18,3.358333333333333
37.9,2,21,7,1,5,2.68,2.89,3.3641666666666663
35.0,2,22,7,1,5,3.03,3.54,3.4008333333333334
32.9,2,23,7,1,5,4.42,3.87,3.417083333333333
33.1,3,0,8,1,6,4.26,4.59,3.4116666666666666
33.3,3,0,8,1,6,4.46,3.5,3.3529166666666668
0.7,1,4,8,1,6,2.09,4.54,3.2762499999999997
34.9,5,4,8,1,6,2.7,3.78,3.2879166666666664
-7.7,1,6,8,1,6,4.06,3.52,3.3387499999999997
39.0,4,6,8,1,6,4.74,3.38,3.3874999999999997
30.6,1,7,8,1,6,4.55,3.03,3.375833333333333
24.5,2,8,8,1,6,2.75,2.67,3.4175
27.7,1,9,8,1,6,3.67,3.46,3.4458333333333333
25.1,2,12,8,1,6,4.14,4.01,3.4224999999999994
22.1,3,13,8,1,6,3.45,4.08,3.43375
0.7,4,17,8,1,6,4.35,3.35,3.484166666666667
36.1,2,19,8,1,6,4.56,2.5,3.5775
2.7,2,20,8,1,6,4.74,2.28,3.5954166666666665
39.8,4,0,9,1,0,2.71,3.46,3.555416666666666
-6.8,5,2,9,1,0,2.5,3.87,3.535833333333333
32.2,3,3,9,1,0,3.4,3.71,3.498333333333333
24.1,5,3,9,1,0,2.81,3.02,3.497916666666667
23.3,2,5,9,1,0,3.01,2.86,3.513333333333333
-8.5,3,7,9,1,0,3.23,2.01,3.6054166666666663
25.7,2,11,9,1,0,4.22,2.68,3.641666666666667
5.5,3,12,9,1,0,3.55,3.03,3.6504166666666666
-5.8,1,14,9,1,0,3.24,4.42,3.6133333333333333
-1.2,3,14,9,1,0,3.53,4.26,3.612916666666667
27.5,2,16,9,1,0,4.25,4.46,3.5833333333333335
25.7,2,16,9,1,0,3.75,2.09,3.6675
24.6,1,17,9,1,0,4.11,2.7,3.7304166666666663
34.6,4,18,9,1,0,4.21,4.06,3.750833333333334
10.8,4,18,9,1,0,4.55,4.74,3.674583333333333
39.9,4,20,9,1,0,2.91,4.55,3.598333333333333
21.0,3,20,9,1,0,2.72,2.75,3.6470833333333332
-9.9,4,20,9,1,0,3.92,3.67,3.5970833333333334
24.5,5,21,9,1,0,2.47,4.14,3.5979166666666664
19.6,2,21,9,1,0,4.16,3.45,3.6300000000000003
-7.8,5,22,9,1,0,4.22,4.35,3.63875
16.5,1,22,9,1,0,4.56,4.56,3.5833333333333335
18.8,4,22,9,1,0,3.23,4.74,3.483333333333333
7.9,3,23,9,1,0,2.34,2.71,3.49375
26.2,4,0,10,1,1,2.96,2.5,3.5483333333333333
26.6,4,1,10,1,1,3.81,3.4,3.5170833333333333
38.6,2,3,10,1,1,2.65,2.81,3.58375
14.5,4,4,10,1,1,4.41,3.01,3.5837499999999998
32.3,2,4,10,1,1,3.01,3.23,3.6200000000000006
30.6,1,5,10,1,1,4.1,4.22,3.5587500000000003
19.2,5,5,10,1,1,2.75,3.55,3.589166666666667
16.4,5,6,10,1,1,4.28,3.24,3.5995833333333334
-7.9,4,7,10,1,1,3.49,3.53,3.622083333333333
-6.4,4,7,10,1,1,4.07,4.25,3.577916666666667
38.2,1,8,10,1,1,3.19,3.75,3.592083333333333
13.8,1,9,10,1,1,4.09,4.11,3.598333333333333
-5.9,4,9,10,1,1,4.26,4.21,3.561666666666667
-3.7,2,12,10,1,1,3.33,4.55,3.4891666666666663
-4.9,4,12,10,1,1,2.81,2.91,3.4637499999999997
17.6,2,12,10,1,1,2.3,2.72,3.495416666666667
-2.8,4,14,10,1,1,3.48,3.92,3.482083333333333
-5.2,2,15,10,1,1,3.6,2.47,3.502083333333333
34.6,5,16,10,1,1,2.95,4.16,3.4595833333333332
-9.4,4,16,10,1,1,3.14,4.22,3.4491666666666667
8.2,3,17,10,1,1,3.97,4.56,3.4470833333333335
9.7,5,18,10,1,1,4.51,3.23,3.4879166666666666
12.5,3,19,10,1,1,4.21,2.34,3.5725000000000002
9.8,3,19,10,1,1,4.37,2.96,3.627083333333333
6.7,5,21,10,1,1,4.27,3.81,3.6079166666666667
9.0,4,21,10,1,1,3.35,2.65,3.659166666666667
1.1,4,22,10,1,1,3.88,4.41,3.6470833333333332
14.6,4,22,10,1,1,4.12,3.01,3.685416666666667
-4.4,1,23,10,1,1,3.93,4.1,3.6875
33.3,2,0,11,1,2,4.15,2.75,3.717083333333333
-7.4,5,0,11,1,2,3.46,4.28,3.699583333333333
3.3,1,0,11,1,2,3.86,3.49,3.75125
-8.5,4,2,11,1,2,4.73,4.07,3.7291666666666665
2.1,5,2,11,1,2,3.54,3.19,3.7829166666666665
15.4,5,3,11,1,2,4.48,4.09,3.8083333333333336
30.5,1,4,11,1,2,4.7,4.26,3.7312499999999997
36.8,4,4,11,1,2,2.41,3.33,3.71625
13.6,3,4,11,1,2,2.97,2.81,3.7116666666666664
23.5,2,4,11,1,2,2.7,2.3,3.736666666666667
1.9,5,5,11,1,2,2.9,3.48,3.723333333333333
-7.6,2,7,11,1,2,3.16,3.6,3.7754166666666666
26.6,2,7,11,1,2,4.85,2.95,3.7883333333333336
2.2,2,8,11,1,2,3.26,3.14,3.799583333333333
29.7,5,10,11,1,2,3.41,3.97,3.7908333333333335
27.8,1,10,11,1,2,3.76,4.51,3.77875
24.0,4,11,11,1,2,4.22,4.21,3.721666666666667
36.8,1,11,11,1,2,2.84,4.37,3.7358333333333333
-2.3,5,11,11,1,2,4.71,4.27,3.745416666666667
31.2,5,12,11,1,2,4.5,3.35,3.733333333333333
26.2,5,13,11,1,2,3.06,3.88,3.7154166666666666
2.5,3,14,11,1,2,3.45,4.12,3.679166666666667
23.5,2,14,11,1,2,3.25,3.93,3.67375
1.1,4,14,11,1,2,3.8,4.15,3.592916666666666
-6.9,1,15,11,1,2,2.21,3.46,3.6029166666666668
3.4,5,16,11,1,2,3.7,3.86,3.60875
-7.4,1,16,11,1,2,4.0,4.73,3.5545833333333334
2.3,5,17,11,1,2,3.43,3.54,3.5300000000000007
13.4,4,18,11,1,2,2.95,4.48,3.535416666666667
15.2,1,18,11,1,2,4.61,4.7,3.4966666666666666
10.5,1,18,11,1,2,3.77,2.41,3.4895833333333335
39.7,2,19,11,1,2,2.24,2.97,3.471666666666667
18.2,4,20,11,1,2,2.54,2.7,3.4658333333333338
2.6,5,20,11,1,2,2.56,2.9,3.53375
5.5,4,21,11,1,2,4.53,3.16,3.5904166666666666
2.5,5,22,11,1,2,4.52,4.85,3.4725
4.5,4,23,11,1,2,2.02,3.26,3.5
4.4,2,23,11,1,2,3.92,3.41,3.505416666666667
20.9,1,23,11,1,2,3.54,3.76,3.5087499999999996
36.4,5,0,12,1,3,3.84,4.22,3.4795833333333337
7.5,2,0,12,1,3,3.52,2.84,3.4604166666666667
25.5,5,1,12,1,3,2.38,4.71,3.4129166666666664
4.7,3,1,12,1,3,3.57,4.5,3.4058333333333337
21.4,2,1,12,1,3,4.33,3.06,3.4637499999999997
31.6,1,3,12,1,3,4.45,3.45,3.4725
16.8,1,3,12,1,3,3.66,3.25,3.4758333333333336
0.5,1,3,12,1,3,3.33,3.8,3.4345833333333338
12.0,5,4,12,1,3,2.81,2.21,3.5095833333333335
26.8,5,4,12,1,3,4.01,3.7,3.530416666666667
-2.2,1,5,12,1,3,4.2,4.0,3.5079166666666666
10.8,2,6,12,1,3,3.46,3.43,3.563333333333333
16.8,5,6,12,1,3,4.76,2.95,3.5812499999999994
29.7,1,6,12,1,3,3.38,4.61,3.5604166666666663
22.5,4,7,12,1,3,4.11,3.77,3.5529166666666665
29.3,1,8,12,1,3,3.59,2.24,3.61125
-1.3,4,10,12,1,3,3.64,2.54,3.5941666666666663
-6.9,4,12,12,1,3,2.13,2.56,3.672083333333333
-0.2,1,12,12,1,3,4.43,4.53,3.6591666666666662
29.6,1,13,12,1,3,4.22,4.52,3.5566666666666666
12.3,4,13,12,1,3,2.06,2.02,3.6108333333333333
34.4,5,14,12,1,3,3.32,3.92,3.575833333333333
0.9,3,16,12,1,3,3.08,3.54,3.5379166666666664
-2.3,1,17,12,1,3,2.63,3.84,3.5050000000000003
37.7,5,20,12,1,3,3.05,3.52,3.5191666666666666
20.5,5,23,12,1,3,3.86,2.38,3.6166666666666667
9.5,1,0,13,1,4,4.72,3.57,3.615
10.9,2,0,13,1,4,3.53,4.33,3.597916666666667
27.9,1,1,13,1,4,3.92,4.45,3.578333333333333
2.6,5,3,13,1,4,3.98,3.66,3.5341666666666662
14.8,4,3,13,1,4,2.6,3.33,3.5029166666666662
37.7,3,5,13,1,4,2.58,2.81,3.5799999999999996
-3.1,2,5,13,1,4,4.66,4.01,3.4995833333333333
7.7,2,5,13,1,4,2.08,4.2,3.4949999999999997
30.4,3,5,13,1,4,4.09,3.46,3.5275
0.2,4,5,13,1,4,4.24,4.76,3.5
18.0,3,6,13,1,4,4.1,3.38,3.545
37.6,3,7,13,1,4,4.46,4.11,3.4745833333333334
7.4,5,8,13,1,4,2.42,3.59,3.4741666666666666
26.8,1,9,13,1,4,3.58,3.64,3.4895833333333335
21.0,1,9,13,1,4,4.01,2.13,3.580416666666667
-9.0,1,9,13,1,4,4.31,4.43,3.5383333333333336
12.5,1,9,13,1,4,3.42,4.22,3.547083333333333
23.4,4,9,13,1,4,4.43,2.06,3.576666666666666
14.5,2,11,13,1,4,2.77,3.32,3.55875
14.2,2,11,13,1,4,2.89,3.08,3.5375
1.3,5,11,13,1,4,2.57,2.63,3.5483333333333333
38.0,3,11,13,1,4,2.89,3.05,3.5716666666666668
-1.9,2,12,13,1,4,3.61,3.86,3.5966666666666662
0.4,5,13,13,1,4,4.46,4.72,3.5729166666666665
-2.1,1,14,13,1,4,4.15,3.53,3.525
23.0,3,15,13,1,4,2.38,3.92,3.484583333333333
13.6,3,15,13,1,4,2.95,3.98,3.5095833333333335
-1.6,4,16,13,1,4,4.58,2.6,3.499166666666667
-5.5,3,22,13,1,4,2.35,2.58,3.5070833333333336
-1.1,3,23,13,1,4,2.77,4.66,3.410416666666667
-2.6,1,0,14,1,5,2.34,2.08,3.497916666666667
-5.0,3,1,14,1,5,4.18,4.09,3.5262499999999997
11.4,5,2,14,1,5,4.77,4.24,3.488333333333333
37.3,3,3,14,1,5,3.33,4.1,3.4133333333333336
-9.0,3,3,14,1,5,2.3,4.46,3.426666666666667
-9.8,4,7,14,1,5,4.78,2.42,3.5104166666666665
-2.7,5,12,14,1,5,4.43,3.58,3.499166666666667
35.5,4,12,14,1,5,3.31,4.01,3.4241666666666664
7.7,5,12,14,1,5,2.21,4.31,3.3920833333333333
10.4,5,13,14,1,5,3.54,3.42,3.370833333333333
-8.6,3,14,14,1,5,2.91,4.43,3.33
31.6,1,16,14,1,5,3.45,2.77,3.4075
31.1,5,17,14,1,5,4.63,2.89,3.379166666666667
17.8,1,17,14,1,5,2.21,2.57,3.35875
38.0,5,18,14,1,5,2.08,2.89,3.325416666666667
32.2,1,18,14,1,5,2.09,3.61,3.3120833333333333
-5.7,2,19,14,1,5,3.29,4.46,3.2129166666666666
18.0,3,20,14,1,5,2.08,4.15,3.23375
14.8,1,22,14,1,5,4.65,2.38,3.2741666666666664
24.3,1,22,14,1,5,3.35,2.95,3.2525
-8.5,4,23,14,1,5,2.43,4.58,3.205
20.0,3,0,15,1,6,3.44,2.35,3.24375
29.3,2,0,15,1,6,3.28,2.77,3.2716666666666665
23.4,5,1,15,1,6,3.44,2.34,3.2691666666666666
-2.4,2,1,15,1,6,2.28,4.18,3.2112499999999997
7.3,4,1,15,1,6,2.79,4.77,3.202083333333334
25.0,5,2,15,1,6,4.55,3.33,3.2595833333333335
34.2,4,4,15,1,6,4.71,2.3,3.3304166666666664
30.2,1,5,15,1,6,4.0,4.78,3.3012499999999996
31.4,3,7,15,1,6,4.08,4.43,3.235416666666667
38.8,1,11,15,1,6,2.85,3.31,3.2854166666666664
13.4,3,12,15,1,6,4.51,2.21,3.366666666666667
27.1,5,14,15,1,6,4.16,3.54,3.3516666666666666
1.8,1,15,15,1,6,3.18,2.91,3.3387499999999997
16.6,5,15,15,1,6,2.6,3.45,3.2925
16.3,2,15,15,1,6,2.34,4.63,3.2891666666666666
-0.1,4,17,15,1,6,4.55,2.21,3.3716666666666666
19.7,2,17,15,1,6,4.19,2.08,3.3891666666666667
12.0,4,17,15,1,6,2.5,2.09,3.467916666666666
22.0,4,17,15,1,6,3.98,3.29,3.43625
36.6,3,18,15,1,6,2.53,2.08,3.4441666666666664
1.8,5,18,15,1,6,2.27,4.65,3.4258333333333333
12.6,5,19,15,1,6,4.21,3.35,3.389583333333334
22.2,3,20,15,1,6,2.48,2.43,3.3904166666666664
16.1,3,20,15,1,6,2.45,3.44,3.4166666666666665
33.2,5,20,15,1,6,4.07,3.28,3.4766666666666666
5.2,5,20,15,1,6,4.72,3.44,3.52875
21.4,4,21,15,1,6,4.69,2.28,3.5979166666666664
35.3,3,21,15,1,6,3.94,2.79,3.58625
-2.3,4,22,15,1,6,2.51,4.55,3.5524999999999998
37.3,2,22,15,1,6,3.74,4.71,3.4812499999999997
-3.5,1,23,15,1,6,3.0,4.0,3.43375
24.8,1,0,16,1,0,2.86,4.08,3.3687500000000004
22.1,5,0,16,1,0,2.52,2.85,3.390833333333333
-3.6,3,1,16,1,0,3.38,4.51,3.3095833333333338
30.4,5,1,16,1,0,2.56,4.16,3.306666666666667
33.0,3,1,16,1,0,4.09,3.18,3.358333333333333
38.4,3,3,16,1,0,4.42,2.6,3.339166666666667
2.8,2,4,16,1,0,2.14,2.34,3.33
10.1,4,4,16,1,0,2.12,4.55,3.307916666666667
7.3,5,4,16,1,0,4.02,4.19,3.2874999999999996
2.5,4,4,16,1,0,3.7,2.5,3.3162499999999997
39.1,2,6,16,1,0,3.19,3.98,3.2775
-1.8,3,6,16,1,0,3.05,2.53,3.2620833333333334
19.5,1,7,16,1,0,2.16,2.27,3.3420833333333335
6.8,1,7,16,1,0,4.19,4.21,3.2879166666666664
8.3,2,7,16,1,0,2.91,2.48,3.3191666666666664
3.6,1,7,16,1,0,3.23,2.45,3.3691666666666666
9.7,2,12,16,1,0,3.65,4.07,3.3529166666666668
35.1,1,13,16,1,0,3.68,4.72,3.2412500000000004
-1.9,2,14,16,1,0,2.04,4.69,3.2237500000000003
10.4,5,16,16,1,0,4.27,3.94,3.2175
7.3,4,16,16,1,0,3.79,2.51,3.2562499999999996
0.0,3,21,16,1,0,3.44,3.74,3.2470833333333338
0.5,2,21,16,1,0,3.52,3.0,3.2416666666666667
20.9,3,22,16,1,0,2.87,2.86,3.219583333333334
-7.6,2,0,17,1,1,2.33,2.52,3.2575
-8.4,1,0,17,1,1,3.43,3.38,3.2054166666666664
33.9,5,0,17,1,1,2.13,2.56,3.2399999999999998
32.8,4,1,17,1,1,3.39,4.09,3.1916666666666664
-5.6,2,2,17,1,1,2.93,4.42,3.0933333333333337
-7.3,3,3,17,1,1,2.06,2.14,3.1612500000000003
-1.3,5,3,17,1,1,3.77,2.12,3.18875
24.7,4,3,17,1,1,2.78,4.02,3.205416666666667
-7.9,5,5,17,1,1,4.42,3.7,3.17125
11.5,5,6,17,1,1,2.88,3.19,3.1825000000000006
-0.7,4,6,17,1,1,3.46,3.05,3.160416666666667
