Outdoor Temperature (°C),Household Size,hour,day,month,week,lag_1,lag_24,rolling_mean_24
19.5,4,13,4,1,2,1.48,0.91,0.9824999999999999
-5.2,3,14,4,1,2,0.64,1.32,0.9895833333333334
4.4,5,15,4,1,2,1.49,0.25,1.0391666666666666
36.5,4,16,4,1,2,1.44,1.14,1.0654166666666667
24.1,1,17,4,1,2,1.77,0.85,1.0450000000000002
12.9,5,19,4,1,2,0.36,0.82,1.0908333333333333
19.1,4,20,4,1,2,1.92,1.57,1.0895833333333333
7.1,4,20,4,1,2,1.54,0.94,1.09125
37.9,4,0,5,1,3,0.98,0.28,1.1533333333333333
5.6,1,0,5,1,3,1.77,1.38,1.1325
33.9,3,2,5,1,3,0.88,0.4,1.145
20.1,3,2,5,1,3,0.7,1.31,1.15375
15.8,2,4,5,1,3,1.52,0.66,1.1929166666666668
26.1,4,5,5,1,3,1.6,0.9,1.18875
25.0,4,6,5,1,3,0.8,1.26,1.1804166666666667
3.7,1,7,5,1,3,1.06,1.99,1.1558333333333333
-3.3,5,9,5,1,3,1.4,1.46,1.1725
-9.3,3,9,5,1,3,1.86,0.24,1.1733333333333333
3.1,1,9,5,1,3,0.26,1.6,1.1529166666666668
29.1,5,10,5,1,3,1.11,1.06,1.14375
11.5,1,11,5,1,3,0.84,1.43,1.1066666666666667
-0.1,5,11,5,1,3,0.54,0.24,1.1354166666666667
-1.8,5,13,5,1,3,0.93,0.36,1.1608333333333334
39.0,5,13,5,1,3,0.97,1.48,1.135
-2.3,3,19,5,1,3,0.86,0.64,1.1433333333333333
-5.0,4,22,5,1,3,0.84,1.49,1.1620833333333334
39.4,2,22,5,1,3,1.94,1.44,1.1125
31.9,1,23,5,1,3,0.25,1.77,1.0966666666666667
-6.3,4,23,5,1,3,1.39,0.36,1.11625
26.8,3,2,6,1,4,0.83,1.92,1.1116666666666666
20.8,1,2,6,1,4,1.81,1.54,1.1125
21.7,4,4,6,1,4,1.56,0.98,1.1358333333333335
18.6,2,5,6,1,4,1.54,1.77,1.1145833333333333
36.6,3,6,6,1,4,1.26,0.88,1.1470833333333332
32.6,1,6,6,1,4,1.66,0.7,1.1775
-6.6,5,8,6,1,4,1.43,1.52,1.1929166666666666
-2.9,4,8,6,1,4,1.89,1.6,1.1575
8.9,3,8,6,1,4,0.75,0.8,1.2066666666666668
0.6,1,10,6,1,4,1.98,1.06,1.2304166666666665
-1.6,4,10,6,1,4,1.63,1.4,1.2091666666666667
36.5,5,10,6,1,4,0.89,1.86,1.2141666666666666
7.9,5,11,6,1,4,1.98,0.26,1.2566666666666666
36.3,4,11,6,1,4,1.28,1.11,1.2625
30.0,5,11,6,1,4,1.25,0.84,1.2449999999999999
17.0,2,12,6,1,4,0.42,0.54,1.2608333333333335
20.9,1,15,6,1,4,0.92,0.93,1.2379166666666668
21.1,4,16,6,1,4,0.38,0.97,1.2279166666666665
2.8,5,16,6,1,4,0.73,0.86,1.2175
5.9,3,18,6,1,4,0.61,0.84,1.2616666666666665
27.7,2,19,6,1,4,1.9,1.94,1.1929166666666666
8.3,2,20,6,1,4,0.29,0.25,1.26
19.6,5,22,6,1,4,1.86,1.39,1.2375
1.0,4,22,6,1,4,0.85,0.83,1.2145833333333333
22.3,4,22,6,1,4,0.28,1.81,1.19875
2.3,4,0,7,1,5,1.43,1.56,1.1733333333333333
-4.2,5,0,7,1,5,0.95,1.54,1.1245833333333333
-2.9,4,0,7,1,5,0.37,1.26,1.1291666666666667
27.7,1,1,7,1,5,1.37,1.66,1.10875
26.3,4,2,7,1,5,1.17,1.43,1.10375
11.0,3,3,7,1,5,1.31,1.89,1.0879166666666666
28.0,3,3,7,1,5,1.51,0.75,1.0825
12.9,3,4,7,1,5,0.62,1.98,1.0516666666666667
8.1,3,5,7,1,5,1.24,1.63,1.0175
17.1,5,5,7,1,5,0.81,0.89,1.01625
6.4,4,5,7,1,5,0.86,1.98,0.9495833333333333
11.4,5,5,7,1,5,0.38,1.28,0.9270833333333334
2.4,1,6,7,1,5,0.74,1.25,0.8991666666666666
28.8,5,8,7,1,5,0.58,0.42,0.9354166666666668
18.2,3,8,7,1,5,1.29,0.92,0.9274999999999999
2.5,3,8,7,1,5,0.73,0.38,0.97625
13.6,1,9,7,1,5,1.55,0.73,1.0195833333333333
10.8,4,9,7,1,5,1.77,0.61,1.0250000000000001
-2.1,1,9,7,1,5,0.74,1.9,0.9987500000000001
13.9,3,10,7,1,5,1.27,0.29,1.0195833333333333
-6.0,3,10,7,1,5,0.79,1.86,1.0120833333333332
40.0,5,11,7,1,5,1.68,0.85,1.0441666666666667
11.8,5,12,7,1,5,1.62,0.28,1.0466666666666666
14.2,1,13,7,1,5,0.34,1.43,1.0425000000000002
27.0,2,14,7,1,5,1.33,0.95,1.0675000000000001
-1.9,5,14,7,1,5,1.55,0.37,1.08125
-8.5,5,14,7,1,5,0.7,1.37,1.0875000000000001
15.3,1,15,7,1,5,1.52,1.17,1.0883333333333334
26.6,5,15,7,1,5,1.19,1.31,1.0520833333333333
30.9,5,17,7,1,5,0.44,1.51,1.0679166666666668
7.3,4,17,7,1,5,1.89,0.62,1.0529166666666667
0.7,5,18,7,1,5,0.26,1.24,1.0529166666666667
18.5,5,18,7,1,5,1.24,0.81,1.0999999999999999
30.9,1,20,7,1,5,1.94,0.86,1.1008333333333333
34.0,4,21,7,1,5,0.88,0.38,1.155
-8.1,3,21,7,1,5,1.68,0.74,1.1458333333333333
23.3,5,22,7,1,5,0.52,0.58,1.1683333333333332
14.4,3,22,7,1,5,1.12,1.29,1.1520833333333333
16.1,5,22,7,1,5,0.9,0.73,1.1400000000000001
20.2,5,22,7,1,5,0.44,1.55,1.1566666666666667
17.8,2,23,7,1,5,1.95,1.77,1.1291666666666667
-3.0,1,23,7,1,5,1.11,0.74,1.1566666666666665
4.8,5,1,8,1,6,1.4,1.27,1.115
17.1,3,3,8,1,6,0.27,0.79,1.1141666666666667
9.5,1,5,8,1,6,0.77,1.68,1.0804166666666666
-8.1,4,7,8,1,6,0.87,1.62,1.0783333333333334
31.7,5,7,8,1,6,1.57,0.34,1.1275
32.4,1,7,8,1,6,1.52,1.33,1.1066666666666667
16.4,5,8,8,1,6,0.83,1.55,1.0691666666666666
26.6,4,9,8,1,6,0.65,0.7,1.0966666666666667
17.6,5,14,8,1,6,1.36,1.52,1.1041666666666667
-3.0,5,15,8,1,6,1.7,1.19,1.1258333333333332
24.1,1,16,8,1,6,1.71,0.44,1.1312499999999999
38.8,5,16,8,1,6,0.57,1.89,1.0758333333333334
-1.3,3,16,8,1,6,0.56,0.26,1.1116666666666666
-0.6,3,18,8,1,6,1.12,1.24,1.1154166666666667
6.3,2,18,8,1,6,1.33,1.94,1.0620833333333335
1.5,2,19,8,1,6,0.66,0.88,1.0741666666666665
2.3,4,19,8,1,6,1.17,1.68,1.06625
11.0,5,19,8,1,6,1.49,0.52,1.065
-6.5,1,20,8,1,6,0.49,1.12,1.03125
11.1,5,20,8,1,6,0.31,0.9,1.0441666666666667
28.9,4,23,8,1,6,1.21,0.44,1.0708333333333333
28.8,4,0,9,1,0,1.08,1.95,1.0120833333333332
1.1,1,0,9,1,0,0.54,1.11,1.0241666666666667
36.9,2,0,9,1,0,1.4,1.4,1.0341666666666667
-0.7,2,1,9,1,0,1.64,0.27,1.0916666666666668
-3.5,2,1,9,1,0,1.65,0.77,1.1166666666666665
39.8,5,2,9,1,0,1.37,0.87,1.1341666666666668
37.1,1,2,9,1,0,1.29,1.57,1.1166666666666667
5.6,2,3,9,1,0,1.15,1.52,1.12875
-4.7,3,4,9,1,0,1.81,0.83,1.1058333333333332
21.5,2,5,9,1,0,0.28,0.65,1.14625
35.1,1,5,9,1,0,1.62,1.36,1.15625
-0.4,4,7,9,1,0,1.6,1.7,1.1083333333333332
19.5,4,8,9,1,0,0.55,1.71,1.0983333333333334
3.6,3,11,9,1,0,1.47,0.57,1.1229166666666668
26.6,1,12,9,1,0,1.16,0.56,1.125
37.4,1,14,9,1,0,0.61,1.12,1.1504166666666669
-3.7,4,16,9,1,0,1.73,1.33,1.105
21.4,3,20,9,1,0,0.24,0.66,1.1495833333333334
11.6,3,22,9,1,0,1.73,1.17,1.1125
1.3,1,23,9,1,0,0.28,1.49,1.06375
29.8,3,23,9,1,0,0.32,0.49,1.0979166666666667
35.6,1,0,10,1,1,1.31,0.31,1.1199999999999999
5.2,4,0,10,1,1,0.84,1.21,1.0783333333333334
-7.6,1,1,10,1,1,0.21,1.08,1.0916666666666666
-3.3,5,1,10,1,1,1.4,0.54,1.085
1.0,1,1,10,1,1,0.38,1.4,1.0425000000000002
12.1,5,2,10,1,1,0.38,1.64,1.0329166666666667
28.8,5,3,10,1,1,1.41,1.65,0.98375
23.9,4,3,10,1,1,0.47,1.37,1.0
9.3,2,3,10,1,1,1.76,1.29,0.9733333333333333
0.3,5,4,10,1,1,0.65,1.15,0.9758333333333334
1.0,2,4,10,1,1,1.21,1.81,0.9787500000000001
-2.0,5,8,10,1,1,1.88,0.28,0.985
7.3,1,9,10,1,1,0.43,1.62,0.9408333333333333
29.5,1,9,10,1,1,0.56,1.6,0.9033333333333333
-7.9,2,10,10,1,1,0.7,0.55,0.9108333333333333
32.1,3,11,10,1,1,0.73,1.47,0.8654166666666666
7.0,4,14,10,1,1,0.38,1.16,0.8429166666666665
34.3,4,15,10,1,1,0.62,0.61,0.8258333333333333
9.9,3,17,10,1,1,0.2,1.73,0.8083333333333332
3.5,1,18,10,1,1,1.31,0.24,0.8445833333333334
-0.6,2,19,10,1,1,1.11,1.73,0.7829166666666666
35.2,2,19,10,1,1,0.25,0.28,0.8370833333333333
15.4,5,21,10,1,1,1.58,0.32,0.8508333333333332
-9.5,5,22,10,1,1,0.65,1.31,0.8245833333333333
7.3,3,23,10,1,1,0.68,0.84,0.8591666666666667
26.2,3,23,10,1,1,1.67,0.21,0.8933333333333332
6.0,5,2,11,1,2,1.03,1.4,0.9041666666666667
-5.7,3,3,11,1,2,1.66,0.38,0.9358333333333334
31.0,3,5,11,1,2,1.14,0.38,0.9512499999999999
-5.7,4,6,11,1,2,0.75,1.41,0.9091666666666666
1.5,4,7,11,1,2,0.4,0.47,0.9108333333333333
14.0,2,9,11,1,2,0.51,1.76,0.9012500000000001
-2.7,4,10,11,1,2,1.53,0.65,0.90875
-3.0,3,11,11,1,2,0.83,1.21,0.92875
11.7,1,12,11,1,2,1.69,1.88,0.8937499999999999
17.7,5,12,11,1,2,1.04,0.43,0.95375
24.4,5,13,11,1,2,1.87,0.56,0.9825
38.2,3,14,11,1,2,1.25,0.7,1.0270833333333333
27.4,4,14,11,1,2,1.77,0.73,1.0379166666666666
3.6,1,15,11,1,2,0.99,0.38,1.0966666666666667
30.9,4,17,11,1,2,1.79,0.62,1.1375
9.3,3,18,11,1,2,1.6,0.2,1.20875
10.2,3,18,11,1,2,1.91,1.31,1.1858333333333333
8.3,5,23,11,1,2,0.76,1.11,1.2091666666666667
-2.0,2,0,12,1,3,1.67,0.25,1.2770833333333333
20.9,3,3,12,1,3,1.88,1.58,1.2775
11.7,1,5,12,1,3,1.59,0.65,1.2616666666666667
17.4,4,8,12,1,3,0.27,0.68,1.25875
37.6,1,8,12,1,3,0.61,1.67,1.2391666666666665
26.7,3,10,12,1,3,1.2,1.03,1.2075
25.5,2,10,12,1,3,0.27,1.66,1.15625
13.1,5,11,12,1,3,0.43,1.14,1.1279166666666667
33.2,5,11,12,1,3,0.46,0.75,1.14625
0.2,4,13,12,1,3,1.19,0.4,1.1804166666666667
8.5,4,13,12,1,3,1.22,0.51,1.18375
-5.0,4,17,12,1,3,0.59,1.53,1.1779166666666667
-0.7,4,17,12,1,3,1.39,0.83,1.1595833333333334
-6.1,2,18,12,1,3,0.39,1.69,1.1366666666666667
29.5,4,18,12,1,3,1.14,1.04,1.1329166666666668
38.6,2,19,12,1,3,0.95,1.87,1.0845833333333332
-1.8,5,20,12,1,3,0.71,1.25,1.0745833333333332
14.7,2,20,12,1,3,1.01,1.77,1.0520833333333333
-2.1,2,21,12,1,3,1.23,0.99,1.0620833333333335
33.6,4,22,12,1,3,1.23,1.79,1.0295833333333333
15.0,2,23,12,1,3,1.01,1.6,1.03125
33.7,4,1,13,1,4,1.64,1.91,1.0295833333333333
25.6,4,2,13,1,4,1.87,0.76,1.0316666666666665
21.2,4,4,13,1,4,0.81,1.67,1.03
4.3,1,7,13,1,4,1.63,1.88,0.9887499999999999
15.5,5,7,13,1,4,0.89,1.59,0.9849999999999999
-0.5,3,7,13,1,4,1.5,0.27,1.01875
-6.8,1,8,13,1,4,1.08,0.61,1.0433333333333332
27.6,1,8,13,1,4,1.2,1.2,1.07125
25.7,5,9,13,1,4,1.87,0.27,1.11625
-2.9,4,10,13,1,4,1.35,0.43,1.1354166666666667
12.1,1,14,13,1,4,0.89,0.46,1.1833333333333333
27.4,4,16,13,1,4,1.61,1.19,1.20875
26.2,1,16,13,1,4,1.8,1.22,1.1845833333333333
-7.9,2,17,13,1,4,0.64,0.59,1.23625
21.9,1,17,13,1,4,1.83,1.39,1.2158333333333333
39.1,3,18,13,1,4,0.9,0.39,1.2320833333333334
-7.1,1,20,13,1,4,0.78,1.14,1.2320833333333334
19.1,5,0,14,1,5,1.14,0.95,1.2370833333333333
8.2,3,0,14,1,5,1.07,0.71,1.2633333333333334
11.9,5,1,14,1,5,1.34,1.01,1.2695833333333333
13.7,3,2,14,1,5,1.16,1.23,1.2475
37.4,1,3,14,1,5,0.7,1.23,1.2270833333333333
9.0,1,3,14,1,5,0.74,1.01,1.2125000000000001
22.6,5,4,14,1,5,0.66,1.64,1.1929166666666668
-8.4,3,4,14,1,5,1.17,1.87,1.1966666666666665
-5.2,1,4,14,1,5,1.96,0.81,1.20625
21.6,1,5,14,1,5,1.04,1.63,1.2108333333333332
22.3,1,5,14,1,5,1.74,0.89,1.20875
31.3,4,6,14,1,5,0.84,1.5,1.2108333333333334
27.3,3,7,14,1,5,1.55,1.08,1.2266666666666666
28.3,1,7,14,1,5,1.46,1.2,1.2075
-8.2,2,8,14,1,5,0.74,1.87,1.1616666666666666
31.4,4,8,14,1,5,0.77,1.35,1.1300000000000001
28.6,1,8,14,1,5,0.59,0.89,1.1591666666666667
2.5,5,8,14,1,5,1.59,1.61,1.11125
-2.1,3,9,14,1,5,0.46,1.8,1.0525
19.4,4,10,14,1,5,0.39,0.64,1.0558333333333334
0.2,4,10,14,1,5,0.72,1.83,1.0358333333333334
-9.1,3,10,14,1,5,1.35,0.9,1.0816666666666668
24.7,5,11,14,1,5,2.0,0.78,1.1104166666666666
10.0,5,11,14,1,5,1.47,1.14,1.1066666666666667
26.4,4,12,14,1,5,1.05,1.07,1.1208333333333333
-1.0,3,12,14,1,5,1.41,1.34,1.145
20.8,1,12,14,1,5,1.92,1.16,1.1154166666666667
16.5,4,12,14,1,5,0.45,0.7,1.09625
-6.0,4,14,14,1,5,0.24,0.74,1.1329166666666668
-2.0,3,14,14,1,5,1.62,0.66,1.1366666666666667
32.1,3,14,14,1,5,0.75,1.17,1.1624999999999999
32.2,4,14,14,1,5,1.79,1.96,1.1141666666666667
24.8,1,15,14,1,5,0.8,1.04,1.1320833333333333
13.0,4,16,14,1,5,1.47,1.74,1.10375
11.5,1,18,14,1,5,1.06,0.84,1.11125
24.7,4,18,14,1,5,1.02,1.55,1.1083333333333332
-6.5,4,19,14,1,5,1.48,1.46,1.1058333333333334
-9.6,4,20,14,1,5,1.4,0.74,1.1170833333333332
23.9,3,20,14,1,5,1.01,0.77,1.1541666666666666
-5.8,1,20,14,1,5,1.66,0.59,1.1391666666666667
-7.7,3,23,14,1,5,0.23,1.59,1.1433333333333333
17.5,1,0,15,1,6,1.69,0.46,1.1345833333333333
11.7,3,0,15,1,6,0.25,0.39,1.1854166666666666
13.4,1,1,15,1,6,1.61,0.72,1.1966666666666665
4.9,5,3,15,1,6,0.99,1.35,1.16
38.5,4,4,15,1,6,0.47,2.0,1.14625
16.2,2,5,15,1,6,1.67,1.47,1.16625
33.9,5,6,15,1,6,1.95,1.05,1.14375
28.7,2,8,15,1,6,0.51,1.41,1.1604166666666667
-8.9,5,8,15,1,6,1.81,1.92,1.0920833333333333
-5.5,3,13,15,1,6,0.28,0.45,1.1091666666666666
15.4,2,13,15,1,6,0.86,0.24,1.1525
31.5,4,14,15,1,6,1.28,1.62,1.1420833333333333
25.7,4,14,15,1,6,1.37,0.75,1.18875
1.1,2,15,15,1,6,1.87,1.79,1.1704166666666667
29.7,2,16,15,1,6,1.35,0.8,1.1475
12.1,3,16,15,1,6,0.25,1.47,1.1054166666666667
27.5,5,16,15,1,6,0.46,1.06,1.1233333333333333
32.7,2,16,15,1,6,1.49,1.02,1.1558333333333333
31.8,4,18,15,1,6,1.8,1.48,1.1379166666666667
4.6,2,19,15,1,6,1.05,1.4,1.1304166666666666
28.9,4,19,15,1,6,1.22,1.01,1.1416666666666668
34.0,3,22,15,1,6,1.28,1.66,1.15375
25.8,1,22,15,1,6,1.95,0.23,1.19875
33.8,3,22,15,1,6,1.31,1.69,1.2
22.3,1,23,15,1,6,1.72,0.25,1.2625
22.2,5,23,15,1,6,1.75,1.61,1.24125
39.7,2,23,15,1,6,1.1,0.99,1.2537500000000001
-5.1,3,1,16,1,0,1.29,0.47,1.2979166666666666
22.9,2,1,16,1,0,1.53,1.67,1.2545833333333334
11.6,4,1,16,1,0,0.63,1.95,1.1866666666666668
33.9,1,1,16,1,0,0.32,0.51,1.24125
31.3,4,4,16,1,0,1.82,1.81,1.1775
30.8,4,7,16,1,0,0.28,0.28,1.2333333333333334
30.4,1,8,16,1,0,1.62,0.86,1.27375
-6.6,3,9,16,1,0,1.83,1.28,1.27375
19.1,3,9,16,1,0,1.28,1.37,1.2541666666666667
25.0,1,10,16,1,0,0.9,1.87,1.25125
13.2,4,11,16,1,0,1.8,1.35,1.2633333333333334
29.5,1,11,16,1,0,1.64,0.25,1.3083333333333333
38.3,2,11,16,1,0,1.33,0.46,1.37
26.0,4,11,16,1,0,1.94,1.49,1.3854166666666667
11.2,2,11,16,1,0,1.86,1.8,1.3604166666666666
37.0,2,12,16,1,0,1.2,1.05,1.3891666666666669
8.2,5,16,16,1,0,1.74,1.22,1.4045833333333333
-3.3,1,17,16,1,0,1.59,1.28,1.43
35.1,3,17,16,1,0,1.89,1.95,1.3875000000000002
27.1,1,17,16,1,0,0.93,1.31,1.3525
37.3,1,18,16,1,0,0.47,1.72,1.3545833333333333
13.5,1,21,16,1,0,1.77,1.75,1.3066666666666666
13.3,4,22,16,1,0,0.6,1.1,1.3308333333333333
21.9,3,22,16,1,0,1.68,1.29,1.3499999999999999
-1.8,5,0,17,1,1,1.75,1.53,1.2945833333333334
4.6,2,1,17,1,1,0.2,0.63,1.3133333333333332
34.9,2,2,17,1,1,1.08,0.32,1.3504166666666668
0.9,3,2,17,1,1,1.21,1.82,1.3579166666666669
7.4,1,2,17,1,1,2.0,0.28,1.4124999999999999
27.5,3,4,17,1,1,1.59,1.62,1.3820833333333333
-9.1,2,6,17,1,1,0.89,1.83,1.3499999999999999
27.0,5,7,17,1,1,1.06,1.28,1.3054166666666667
37.3,3,7,17,1,1,0.21,0.9,1.27875
13.9,2,7,17,1,1,0.26,1.8,1.2845833333333334
-8.3,3,12,17,1,1,1.94,1.64,1.265
-5.8,4,13,17,1,1,1.17,1.33,1.24875
1.2,5,14,17,1,1,0.94,1.94,1.2125000000000001
-1.6,1,15,17,1,1,1.07,1.86,1.195
16.7,5,18,17,1,1,1.44,1.2,1.1541666666666666
3.6,4,19,17,1,1,0.22,1.74,1.1624999999999999
-2.0,1,20,17,1,1,1.94,1.59,1.1166666666666667
35.6,1,20,17,1,1,0.49,1.89,1.07
13.8,4,21,17,1,1,0.77,0.93,1.05875
26.8,5,21,17,1,1,0.66,0.47,1.0762500000000002
21.6,5,22,17,1,1,0.89,1.77,1.0491666666666666
-8.8,2,0,18,1,2,1.12,0.6,1.0825
3.5,3,1,18,1,2,1.4,1.68,1.0933333333333333
31.8,3,1,18,1,2,1.94,1.75,1.06
3.2,2,2,18,1,2,0.95,0.2,1.1300000000000001
32.2,5,4,18,1,2,1.88,1.08,1.1645833333333333
26.9,1,4,18,1,2,1.91,1.21,1.1633333333333333
-6.2,3,5,18,1,2,1.18,2.0,1.09125
30.0,2,7,18,1,2,0.27,1.59,1.075
-8.3,5,8,18,1,2,1.2,0.89,1.1104166666666668
31.9,1,8,18,1,2,1.74,1.06,1.0820833333333333
10.9,4,12,18,1,2,0.38,0.21,1.1041666666666665
-7.0,5,12,18,1,2,0.74,0.26,1.1429166666666666
-2.9,3,13,18,1,2,1.19,1.94,1.1229166666666666
15.2,5,13,18,1,2,1.46,1.17,1.1495833333333334
1.1,4,13,18,1,2,1.81,0.94,1.14625
17.9,5,17,18,1,2,0.86,1.07,1.1824999999999999
-0.4,2,22,18,1,2,1.94,1.44,1.17375
0.7,5,22,18,1,2,1.23,0.22,1.1895833333333332
-2.9,4,22,18,1,2,0.6,1.94,1.1191666666666666
23.1,1,22,18,1,2,0.25,0.49,1.1383333333333334
25.0,2,2,19,1,3,0.95,0.77,1.1849999999999998
-2.1,3,3,19,1,3,1.89,0.66,1.2137499999999999
5.2,3,4,19,1,3,1.35,0.89,1.2383333333333333
