Outdoor Temperature (°C),Household Size,hour,day,month,week,lag_1,lag_24,rolling_mean_24
1.2,1,10,5,1,3,0.46,1.45,1.1325
13.8,2,11,5,1,3,0.58,0.61,1.1716666666666666
18.7,3,14,5,1,3,1.55,1.6,1.14625
-9.0,5,14,5,1,3,0.99,1.62,1.1191666666666666
-5.5,1,14,5,1,3,0.97,1.55,1.1016666666666666
11.1,4,16,5,1,3,1.13,1.51,1.12125
38.4,1,16,5,1,3,1.98,0.69,1.1375
37.3,4,18,5,1,3,1.08,1.7,1.14
36.3,5,19,5,1,3,1.76,0.21,1.1424999999999998
22.3,4,19,5,1,3,0.27,0.75,1.13875
6.5,4,19,5,1,3,0.66,1.21,1.1591666666666667
20.2,4,20,5,1,3,1.7,1.72,1.16375
20.5,2,20,5,1,3,1.83,1.58,1.1491666666666667
-0.5,3,21,5,1,3,1.23,1.64,1.1266666666666667
-8.3,3,22,5,1,3,1.1,1.74,1.1245833333333333
7.7,2,23,5,1,3,1.69,1.41,1.0954166666666667
38.2,3,23,5,1,3,0.71,1.37,1.0908333333333333
29.7,5,1,6,1,4,1.26,1.13,1.1179166666666667
5.8,3,1,6,1,4,1.78,1.19,1.0891666666666666
9.7,1,2,6,1,4,0.5,0.63,1.1441666666666668
7.3,2,2,6,1,4,1.95,0.75,1.16
-2.3,2,2,6,1,4,1.13,0.89,1.1425
6.0,4,2,6,1,4,0.47,0.64,1.1666666666666667
39.0,3,2,6,1,4,1.22,0.46,1.1745833333333333
0.8,4,4,6,1,4,0.65,0.58,1.2191666666666667
34.0,5,5,6,1,4,1.65,1.55,1.19875
3.5,3,5,6,1,4,1.06,0.99,1.2254166666666666
-5.7,2,8,6,1,4,1.63,0.97,1.2429166666666667
14.2,1,9,6,1,4,1.39,1.13,1.26625
-1.8,1,9,6,1,4,1.69,1.98,1.2066666666666668
39.9,2,11,6,1,4,0.55,1.08,1.2054166666666666
16.2,1,12,6,1,4,1.05,1.76,1.2041666666666666
25.6,3,12,6,1,4,1.73,0.27,1.2366666666666666
2.8,4,16,6,1,4,1.05,0.66,1.2370833333333333
15.9,4,16,6,1,4,0.67,1.7,1.1941666666666666
20.4,4,17,6,1,4,0.67,1.83,1.1391666666666667
12.7,3,18,6,1,4,0.51,1.23,1.0995833333333331
17.0,2,20,6,1,4,0.28,1.1,1.0691666666666666
26.6,2,22,6,1,4,0.37,1.69,1.0116666666666667
33.8,4,0,7,1,5,0.31,0.71,1.0279166666666666
21.6,5,0,7,1,5,1.1,1.26,0.99625
-2.0,5,0,7,1,5,0.5,1.78,0.9700000000000001
31.8,2,2,7,1,5,1.15,0.5,1.0141666666666667
1.4,5,3,7,1,5,1.56,1.95,0.9783333333333334
-6.0,1,4,7,1,5,1.09,1.13,0.9958333333333335
29.5,4,4,7,1,5,1.55,0.47,1.0308333333333333
-4.1,2,6,7,1,5,1.31,1.22,0.9929166666666666
-5.3,5,7,7,1,5,0.31,0.65,0.9866666666666667
-4.0,3,10,7,1,5,0.5,1.65,0.9354166666666667
-2.4,2,15,7,1,5,0.42,1.06,0.91375
23.1,5,15,7,1,5,0.54,1.63,0.9250000000000002
11.6,4,16,7,1,5,1.9,1.39,0.9025
38.6,1,16,7,1,5,0.85,1.69,0.875
18.0,2,18,7,1,5,1.03,0.55,0.9033333333333333
33.0,2,18,7,1,5,1.23,1.05,0.8958333333333334
-1.6,5,21,7,1,5,0.87,1.73,0.8620833333333334
7.0,5,22,7,1,5,0.92,1.05,0.8762500000000001
8.8,1,3,8,1,6,1.39,0.67,0.9083333333333332
12.4,4,4,8,1,6,1.44,0.67,0.915
9.7,3,4,8,1,6,0.83,0.51,0.9408333333333333
25.0,4,4,8,1,6,1.13,0.28,0.96625
39.7,4,4,8,1,6,0.89,0.37,1.02375
34.5,2,5,8,1,6,1.75,0.31,1.0783333333333334
29.4,3,5,8,1,6,1.62,1.1,1.07
17.4,1,5,8,1,6,0.9,0.5,1.06125
27.5,3,6,8,1,6,0.29,1.15,1.0216666666666667
19.2,5,9,8,1,6,0.2,1.56,0.9725
30.9,4,12,8,1,6,0.38,1.09,0.9662499999999999
-1.0,5,12,8,1,6,0.94,1.55,0.92375
38.7,4,12,8,1,6,0.53,1.31,0.9254166666666667
9.0,1,12,8,1,6,1.35,0.31,0.9420833333333335
32.0,1,12,8,1,6,0.71,0.5,0.9683333333333333
-0.8,5,12,8,1,6,1.13,0.42,0.9979166666666667
30.7,5,12,8,1,6,1.13,0.54,1.0291666666666666
-9.5,2,12,8,1,6,1.29,1.9,0.9858333333333332
37.3,2,13,8,1,6,0.86,0.85,0.985
36.7,3,13,8,1,6,0.83,1.03,1.02375
29.4,3,14,8,1,6,1.96,1.23,0.9954166666666667
3.2,3,14,8,1,6,0.55,0.87,1.0254166666666669
39.3,4,15,8,1,6,1.59,0.92,1.00875
22.9,1,15,8,1,6,0.52,1.39,0.985
-1.6,5,16,8,1,6,0.82,1.44,1.00625
-5.9,1,16,8,1,6,1.95,0.83,1.0466666666666666
5.9,5,17,8,1,6,1.8,1.13,1.0762500000000002
3.7,5,17,8,1,6,1.84,0.89,1.0858333333333332
15.4,3,18,8,1,6,1.12,1.75,1.0795833333333333
13.6,4,22,8,1,6,1.6,1.62,1.0783333333333334
38.7,5,22,8,1,6,1.59,0.9,1.1120833333333333
2.1,4,0,9,1,0,1.71,0.29,1.1716666666666666
3.4,1,1,9,1,0,1.72,0.2,1.21875
20.3,3,2,9,1,0,1.33,0.38,1.2545833333333334
34.2,5,3,9,1,0,1.24,0.94,1.2866666666666668
6.2,4,5,9,1,0,1.71,0.53,1.3370833333333334
38.5,3,7,9,1,0,1.74,1.35,1.3058333333333334
-3.3,4,7,9,1,0,0.6,0.71,1.3041666666666665
-3.6,4,9,9,1,0,0.67,1.13,1.2933333333333332
20.7,3,9,9,1,0,0.87,1.13,1.2829166666666667
36.0,1,10,9,1,0,0.88,1.29,1.24625
15.1,3,10,9,1,0,0.41,0.86,1.2391666666666667
6.1,1,11,9,1,0,0.69,0.83,1.2420833333333332
26.0,5,12,9,1,0,0.9,1.96,1.18
-0.4,4,13,9,1,0,0.47,0.55,1.2225000000000001
9.6,4,13,9,1,0,1.57,1.59,1.17125
23.6,5,13,9,1,0,0.36,0.52,1.1754166666666668
-0.0,1,15,9,1,0,0.62,0.82,1.2204166666666667
4.4,4,15,9,1,0,1.9,1.95,1.15
26.5,1,17,9,1,0,0.26,1.8,1.105
25.6,4,18,9,1,0,0.72,1.84,1.1020833333333333
8.7,1,20,9,1,0,1.77,1.12,1.0933333333333335
-1.9,3,21,9,1,0,0.91,1.6,1.0775
18.8,4,22,9,1,0,1.22,1.59,1.0795833333333333
-1.2,5,22,9,1,0,1.64,1.71,1.0525
-5.1,2,23,9,1,0,1.06,1.72,1.0554166666666667
26.1,3,0,10,1,1,1.79,1.33,1.0295833333333333
-3.7,4,0,10,1,1,0.71,1.24,1.0566666666666666
-5.1,4,1,10,1,1,1.89,1.71,1.0341666666666667
2.0,5,3,10,1,1,1.17,1.74,1.0191666666666668
5.3,2,4,10,1,1,1.38,0.6,1.06375
12.7,4,5,10,1,1,1.67,0.67,1.115
14.0,3,5,10,1,1,1.9,0.87,1.1591666666666667
17.6,5,5,10,1,1,1.93,0.88,1.1504166666666666
7.8,3,6,10,1,1,0.67,0.41,1.2012500000000002
1.4,5,7,10,1,1,1.63,0.69,1.2416666666666667
21.6,5,7,10,1,1,1.66,0.9,1.25
32.8,2,9,10,1,1,1.1,0.47,1.275
0.4,2,9,10,1,1,1.07,1.57,1.26875
10.1,3,10,10,1,1,1.42,0.36,1.2725
0.5,4,10,10,1,1,0.45,0.62,1.2679166666666666
33.4,1,11,10,1,1,0.51,1.9,1.255
21.6,5,11,10,1,1,1.59,0.26,1.3033333333333335
-1.3,4,11,10,1,1,1.42,0.72,1.28625
17.7,2,12,10,1,1,0.31,1.77,1.2325
24.8,1,12,10,1,1,0.48,0.91,1.2379166666666666
5.9,2,12,10,1,1,1.04,1.22,1.2408333333333335
-9.3,3,13,10,1,1,1.29,1.64,1.18375
18.5,4,13,10,1,1,0.27,1.06,1.1920833333333334
7.3,3,13,10,1,1,1.26,1.79,1.1454166666666665
19.2,3,13,10,1,1,0.67,0.71,1.1858333333333333
-7.4,5,14,10,1,1,1.68,1.89,1.1824999999999999
34.8,1,15,10,1,1,1.81,1.17,1.1741666666666666
6.7,3,17,10,1,1,0.97,1.38,1.18625
21.8,3,18,10,1,1,1.67,1.67,1.16375
21.1,4,19,10,1,1,1.13,1.9,1.11375
34.3,3,21,10,1,1,0.7,1.93,1.1133333333333333
19.6,2,21,10,1,1,1.92,0.67,1.115
13.1,5,21,10,1,1,0.71,1.63,1.1058333333333332
23.6,2,22,10,1,1,1.41,1.66,1.0958333333333332
27.0,1,23,10,1,1,1.42,1.1,1.1041666666666667
13.9,1,23,10,1,1,1.3,1.07,1.1395833333333334
27.3,5,23,10,1,1,1.92,1.42,1.0966666666666665
22.2,5,0,11,1,2,0.39,0.45,1.1408333333333334
10.7,5,0,11,1,2,1.51,0.51,1.18875
-3.8,3,1,11,1,2,1.66,1.59,1.1900000000000002
35.1,1,1,11,1,2,1.62,1.42,1.1979166666666667
28.3,1,1,11,1,2,1.61,0.31,1.2025
19.8,4,2,11,1,2,0.42,0.48,1.2558333333333334
33.8,1,3,11,1,2,1.76,1.04,1.28125
19.5,5,4,11,1,2,1.65,1.29,1.2891666666666666
-4.5,5,4,11,1,2,1.48,0.27,1.3270833333333332
-4.0,1,5,11,1,2,1.18,1.26,1.3275
13.6,4,5,11,1,2,1.27,0.67,1.3191666666666666
11.5,3,5,11,1,2,0.47,1.68,1.3258333333333334
9.9,1,7,11,1,2,1.84,1.81,1.3108333333333333
10.3,4,8,11,1,2,1.45,0.97,1.3366666666666667
27.2,3,10,11,1,2,1.59,1.67,1.3070833333333334
-5.5,3,10,11,1,2,0.96,1.13,1.2829166666666667
3.5,5,11,11,1,2,0.55,0.7,1.3283333333333334
-2.6,4,13,11,1,2,1.79,1.92,1.31125
-0.4,4,13,11,1,2,1.51,0.71,1.3145833333333334
35.0,3,13,11,1,2,0.79,1.41,1.2925
21.3,4,14,11,1,2,0.88,1.42,1.2479166666666668
10.4,4,16,11,1,2,0.35,1.3,1.25125
8.0,5,16,11,1,2,1.38,1.92,1.2083333333333333
-9.3,1,16,11,1,2,0.89,0.39,1.2729166666666667
10.7,3,17,11,1,2,1.94,1.51,1.2704166666666665
5.4,2,18,11,1,2,1.45,1.66,1.2370833333333333
25.1,2,18,11,1,2,0.86,1.62,1.2116666666666667
11.6,2,18,11,1,2,1.01,1.61,1.1670833333333333
16.3,5,19,11,1,2,0.54,0.42,1.1891666666666667
28.0,3,20,11,1,2,0.95,1.76,1.1333333333333333
-5.8,5,20,11,1,2,0.42,1.65,1.11625
-3.7,4,21,11,1,2,1.24,1.48,1.1183333333333334
22.7,2,21,11,1,2,1.53,1.18,1.13125
9.8,5,21,11,1,2,1.49,1.27,1.13375
9.2,2,22,11,1,2,1.33,0.47,1.1433333333333333
21.3,4,23,11,1,2,0.7,1.84,1.1129166666666668
-1.6,4,0,12,1,3,1.11,1.45,1.08625
10.8,1,2,12,1,3,0.81,1.59,1.0829166666666665
9.7,2,2,12,1,3,1.51,0.96,1.1058333333333332
32.6,3,3,12,1,3,1.51,0.55,1.1441666666666666
39.6,2,3,12,1,3,1.47,1.79,1.08625
-8.7,5,4,12,1,3,0.4,1.51,1.0929166666666668
-3.6,3,5,12,1,3,1.67,0.79,1.1375
-8.4,2,6,12,1,3,1.86,0.88,1.1279166666666667
4.3,3,6,12,1,3,0.65,0.35,1.1275
31.6,2,6,12,1,3,0.34,1.38,1.1420833333333333
20.5,5,7,12,1,3,1.73,0.89,1.135
32.5,4,7,12,1,3,0.72,1.94,1.1300000000000001
33.9,1,7,12,1,3,1.82,1.45,1.1216666666666668
23.4,4,8,12,1,3,1.25,0.86,1.1649999999999998
5.5,5,9,12,1,3,1.9,1.01,1.1816666666666666
3.2,2,10,12,1,3,1.41,0.54,1.2370833333333333
5.0,4,10,12,1,3,1.87,0.95,1.2566666666666666
31.4,3,13,12,1,3,1.42,0.42,1.26125
-0.2,1,14,12,1,3,0.53,1.24,1.2833333333333334
39.5,3,15,12,1,3,1.77,1.53,1.2354166666666668
9.5,5,17,12,1,3,0.38,1.49,1.1875
-0.4,1,19,12,1,3,0.34,1.33,1.17625
13.3,4,20,12,1,3,1.06,0.7,1.16625
39.3,4,22,12,1,3,0.46,1.11,1.19375
-0.6,1,23,12,1,3,1.77,0.81,1.2179166666666668
2.9,3,0,13,1,4,1.39,1.51,1.1966666666666668
-2.3,3,0,13,1,4,1.0,1.51,1.1745833333333333
20.2,2,1,13,1,4,0.98,1.47,1.1404166666666666
20.8,2,1,13,1,4,0.65,0.4,1.1733333333333333
-0.8,1,2,13,1,4,1.19,1.67,1.1325
19.9,5,2,13,1,4,0.69,1.86,1.1370833333333334
15.6,2,5,13,1,4,1.97,0.65,1.16625
-8.0,5,6,13,1,4,1.35,0.34,1.2079166666666665
31.4,4,6,13,1,4,1.34,1.73,1.2008333333333334
-2.1,4,8,13,1,4,1.56,0.72,1.19125
21.3,4,9,13,1,4,0.49,1.82,1.1329166666666668
25.2,2,10,13,1,4,0.42,1.25,1.14375
27.7,3,10,13,1,4,1.51,1.9,1.1154166666666667
27.9,5,11,13,1,4,1.22,1.41,1.0766666666666667
20.6,1,11,13,1,4,0.48,1.87,1.0654166666666667
19.4,5,14,13,1,4,1.6,1.42,1.0566666666666666
-0.9,1,14,13,1,4,1.21,0.53,1.0570833333333334
-5.8,4,16,13,1,4,0.54,1.77,1.0341666666666667
39.5,1,17,13,1,4,1.22,0.38,1.0370833333333331
36.8,2,17,13,1,4,0.45,0.34,1.0333333333333332
32.6,2,17,13,1,4,0.25,1.06,1.0525
-1.3,1,20,13,1,4,1.52,0.46,1.0704166666666666
28.9,2,20,13,1,4,0.89,1.77,1.0258333333333334
5.2,5,21,13,1,4,0.7,1.39,1.0033333333333332
10.0,3,23,13,1,4,0.85,1.0,0.9754166666666667
29.4,1,0,14,1,5,0.33,0.98,0.9479166666666666
14.1,5,2,14,1,5,0.32,0.65,0.94
30.0,4,3,14,1,5,0.46,1.19,0.9095833333333333
33.5,1,3,14,1,5,0.46,0.69,0.9208333333333334
10.0,3,3,14,1,5,0.96,1.97,0.9083333333333332
18.6,3,3,14,1,5,1.67,1.35,0.9325
-3.9,2,4,14,1,5,1.93,1.34,0.9070833333333334
3.8,3,5,14,1,5,0.73,1.56,0.8745833333333333
-0.4,4,5,14,1,5,0.78,0.49,0.90625
35.7,4,7,14,1,5,1.25,0.42,0.9179166666666666
27.3,3,8,14,1,5,0.7,1.51,0.9095833333333334
23.6,1,8,14,1,5,1.31,1.22,0.9283333333333333
-4.9,4,9,14,1,5,1.67,0.48,0.9525
21.3,1,9,14,1,5,1.06,1.6,0.9079166666666666
23.4,4,9,14,1,5,0.53,1.21,0.9358333333333332
14.5,5,10,14,1,5,1.88,0.54,0.9608333333333333
16.8,2,11,14,1,5,1.14,1.22,0.9304166666666668
23.7,5,12,14,1,5,0.49,0.45,0.9891666666666667
24.3,1,12,14,1,5,1.86,0.25,1.0041666666666667
20.8,3,13,14,1,5,0.61,1.52,0.9887499999999999
-4.4,5,13,14,1,5,1.15,0.89,0.9795833333333334
12.5,1,14,14,1,5,0.67,0.7,1.0199999999999998
7.2,1,14,14,1,5,1.67,0.85,1.0191666666666668
-0.3,2,19,14,1,5,0.83,0.33,1.0254166666666666
28.8,3,19,14,1,5,0.48,0.32,1.0558333333333332
11.0,5,21,14,1,5,1.05,0.46,1.0570833333333334
7.4,4,22,14,1,5,0.49,0.46,1.1195833333333334
32.5,5,22,14,1,5,1.96,0.96,1.1141666666666665
39.9,5,23,14,1,5,0.83,1.67,1.0754166666666667
6.6,3,1,15,1,6,0.74,1.93,1.0558333333333334
18.9,5,2,15,1,6,1.46,0.73,1.1041666666666667
37.5,2,2,15,1,6,1.89,0.78,1.0887499999999999
34.1,4,2,15,1,6,0.41,1.25,1.1112499999999998
26.1,2,2,15,1,6,1.79,0.7,1.1470833333333335
25.6,1,2,15,1,6,1.56,1.31,1.1570833333333332
37.2,2,3,15,1,6,1.55,1.67,1.105
1.1,3,3,15,1,6,0.42,1.06,1.1404166666666666
-5.2,2,3,15,1,6,1.91,0.53,1.12875
14.4,5,5,15,1,6,0.25,1.88,1.0620833333333335
8.7,1,7,15,1,6,0.28,1.14,1.0491666666666666
32.6,4,9,15,1,6,0.83,0.49,1.10625
17.8,5,9,15,1,6,1.86,1.86,1.0995833333333334
5.2,3,9,15,1,6,1.7,0.61,1.1566666666666665
-8.7,5,11,15,1,6,1.98,1.15,1.1729166666666668
-9.3,4,13,15,1,6,1.54,0.67,1.1833333333333333
17.2,5,13,15,1,6,0.92,1.67,1.1583333333333334
37.4,3,13,15,1,6,1.07,0.83,1.1429166666666666
37.3,1,13,15,1,6,0.46,0.48,1.14375
25.2,2,14,15,1,6,0.5,1.05,1.1783333333333332
12.3,4,14,15,1,6,1.88,0.49,1.2325
4.9,5,16,15,1,6,1.79,1.96,1.2258333333333333
2.0,2,16,15,1,6,1.8,0.83,1.2104166666666667
5.5,4,16,15,1,6,0.46,0.74,1.2375
-5.7,3,18,15,1,6,1.39,1.46,1.205
8.9,5,18,15,1,6,0.68,1.89,1.17125
-7.1,4,18,15,1,6,1.08,0.41,1.17125
30.1,4,19,15,1,6,0.41,1.79,1.1133333333333335
5.1,3,21,15,1,6,0.4,1.56,1.0745833333333332
-8.9,2,21,15,1,6,0.63,1.55,1.07625
26.2,1,21,15,1,6,1.59,0.42,1.1133333333333333
15.6,3,22,15,1,6,1.31,1.91,1.0604166666666666
17.4,2,23,15,1,6,0.64,0.25,1.095
-5.6,5,23,15,1,6,1.08,0.28,1.155
26.7,5,0,16,1,0,1.72,0.83,1.1341666666666668
4.4,4,0,16,1,0,0.33,1.86,1.1004166666666666
11.8,2,0,16,1,0,1.05,1.7,1.0479166666666666
4.0,2,1,16,1,0,0.44,1.98,1.0075
9.2,4,3,16,1,0,1.01,1.54,0.9520833333333333
39.7,5,4,16,1,0,0.21,0.92,0.9700000000000001
15.5,1,4,16,1,0,1.35,1.07,0.9725
-8.8,2,5,16,1,0,1.13,0.46,0.9916666666666667
37.1,1,5,16,1,0,0.92,0.5,1.01875
10.6,1,5,16,1,0,1.15,1.88,0.96875
28.2,5,7,16,1,0,0.68,1.79,0.9216666666666667
14.9,1,7,16,1,0,0.66,1.8,0.9125000000000001
12.4,2,8,16,1,0,1.58,0.46,0.9329166666666667
8.9,2,9,16,1,0,0.95,1.39,0.9183333333333333
32.5,4,10,16,1,0,1.04,0.68,0.9683333333333333
-6.6,3,11,16,1,0,1.88,1.08,1.00625
19.4,4,12,16,1,0,1.99,0.41,1.0650000000000002
-7.3,5,13,16,1,0,1.82,0.4,1.1083333333333332
27.6,4,13,16,1,0,1.44,0.63,1.1491666666666667
-5.9,2,14,16,1,0,1.61,1.59,1.1558333333333335
30.2,5,14,16,1,0,1.75,1.31,1.1341666666666668
15.3,4,15,16,1,0,0.79,0.64,1.1895833333333334
10.1,1,16,16,1,0,1.97,1.08,1.1829166666666666
-1.5,3,20,16,1,0,0.92,1.72,1.1783333333333335
-6.9,4,1,17,1,1,1.61,0.33,1.2474999999999998
-8.9,1,2,17,1,1,1.99,1.05,1.225
29.4,3,8,17,1,1,0.51,0.44,1.2545833333333334
19.1,1,8,17,1,1,1.15,1.01,1.28375
35.1,4,8,17,1,1,1.71,0.21,1.3483333333333334
-7.4,1,9,17,1,1,1.76,1.35,1.3499999999999999
-9.2,5,11,17,1,1,1.39,1.13,1.3554166666666667
16.7,1,12,17,1,1,1.26,0.92,1.3320833333333333
6.6,4,12,17,1,1,0.36,1.15,1.34875
13.3,1,13,17,1,1,1.55,0.68,1.3579166666666669
36.1,1,13,17,1,1,0.9,0.66,1.3570833333333334
34.8,3,13,17,1,1,0.64,1.58,1.3412499999999998
9.8,5,14,17,1,1,1.2,0.95,1.3216666666666665
4.8,5,14,17,1,1,0.48,1.04,1.3266666666666667
30.4,5,15,17,1,1,1.16,1.88,1.29875
0.2,4,16,17,1,1,1.21,1.99,1.2241666666666666
38.3,3,16,17,1,1,0.2,1.82,1.1849999999999998
34.3,5,18,17,1,1,0.88,1.44,1.1858333333333333
17.8,2,18,17,1,1,1.46,1.61,1.1491666666666667
35.8,3,19,17,1,1,0.73,1.75,1.1575
5.0,5,19,17,1,1,1.95,0.79,1.1429166666666666
4.9,5,21,17,1,1,0.44,1.97,1.1279166666666667
