hour,day,weekday,lag_1,lag_24,rolling_mean_24
21,16,0,0.0,2.41,1.4995833333333335
22,16,0,1.43,3.17,1.3991666666666671
23,16,0,0.76,0.96,1.4675000000000002
0,17,1,2.6,0.0,1.4675000000000002
1,17,1,0.0,1.27,1.4145833333333335
2,17,1,0.0,0.0,1.4145833333333335
3,17,1,0.0,0.0,1.4312500000000004
4,17,1,0.4,3.54,1.3600000000000003
5,17,1,1.83,0.22,1.4483333333333335
6,17,1,2.34,1.33,1.392916666666667
7,17,1,0.0,3.62,1.301666666666667
8,17,1,1.43,0.0,1.301666666666667
9,17,1,0.0,3.73,1.1708333333333336
10,17,1,0.59,0.0,1.1708333333333336
11,17,1,0.0,0.0,1.1708333333333336
12,17,1,0.0,5.199999999999999,1.0295833333333335
13,17,1,1.81,0.55,1.006666666666667
14,17,1,0.0,0.0,1.006666666666667
15,17,1,0.0,3.0,0.8970833333333337
16,17,1,0.37,2.28,0.8020833333333336
17,17,1,0.0,2.45,0.7000000000000003
18,17,1,0.0,1.46,0.6583333333333335
19,17,1,0.46,1.78,0.6229166666666669
20,17,1,0.93,0.0,0.7908333333333336
21,17,1,4.03,1.43,0.7312500000000003
22,17,1,0.0,0.76,0.7800000000000002
23,17,1,1.93,2.6,0.7679166666666669
0,18,2,2.31,0.0,0.8333333333333336
1,18,2,1.57,0.0,0.8654166666666671
2,18,2,0.77,0.0,0.8654166666666671
3,18,2,0.0,0.4,0.8729166666666669
4,18,2,0.58,1.83,0.8625000000000004
5,18,2,1.58,2.34,0.804166666666667
6,18,2,0.94,0.0,0.8862500000000003
7,18,2,1.97,1.43,0.826666666666667
8,18,2,0.0,0.0,0.9500000000000003
9,18,2,2.96,0.59,1.0033333333333336
10,18,2,1.87,0.0,1.0995833333333336
11,18,2,2.31,0.0,1.1687500000000004
12,18,2,1.66,1.81,1.1670833333333335
13,18,2,1.77,0.0,1.211666666666667
14,18,2,1.07,0.0,1.281666666666667
15,18,2,1.68,0.37,1.3762500000000004
16,18,2,2.64,0.0,1.4558333333333338
17,18,2,1.91,0.0,1.6337500000000003
18,18,2,4.27,0.46,1.6145833333333337
19,18,2,0.0,0.93,1.6362500000000004
20,18,2,1.45,4.03,1.580416666666667
21,18,2,2.69,0.0,1.595416666666667
22,18,2,0.36,1.93,1.5912500000000003
23,18,2,1.83,2.31,1.495
0,19,3,0.0,1.57,1.48625
1,19,3,1.36,0.77,1.4541666666666668
2,19,3,0.0,0.0,1.596666666666667
3,19,3,3.42,0.58,1.5725
4,19,3,0.0,1.58,1.5066666666666668
5,19,3,0.0,0.94,1.4795833333333335
6,19,3,0.29,1.97,1.437916666666667
7,19,3,0.97,0.0,1.4962500000000005
8,19,3,1.4,2.96,1.372916666666667
9,19,3,0.0,1.87,1.3966666666666667
10,19,3,2.44,2.31,1.3829166666666668
11,19,3,1.98,1.66,1.3137500000000004
12,19,3,0.0,1.77,1.3837500000000003
13,19,3,3.45,1.07,1.3783333333333336
14,19,3,0.94,1.68,1.3887500000000002
15,19,3,1.93,2.64,1.4450000000000003
16,19,3,3.99,1.91,1.4295833333333334
17,19,3,1.54,4.27,1.3179166666666668
18,19,3,1.59,0.0,1.3833333333333337
19,19,3,1.5699999999999998,1.45,1.322916666666667
20,19,3,0.0,2.69,1.2108333333333337
21,19,3,0.0,0.36,1.2595833333333337
22,19,3,1.53,1.83,1.302916666666667
23,19,3,2.87,0.0,1.407916666666667
0,20,4,2.52,1.36,1.3512500000000003
1,20,4,0.0,0.0,1.5425000000000002
2,20,4,4.59,3.42,1.4825000000000002
3,20,4,1.98,0.0,1.4825000000000002
4,20,4,0.0,0.0,1.4825000000000002
5,20,4,0.0,0.29,1.5616666666666668
6,20,4,2.19,0.97,1.5583333333333336
7,20,4,0.89,1.4,1.6520833333333336
8,20,4,3.65,0.0,1.8895833333333336
9,20,4,5.7,2.44,1.9350000000000005
10,20,4,3.53,1.98,1.8720833333333335
11,20,4,0.47,0.0,1.8720833333333335
12,20,4,0.0,3.45,1.8020833333333337
13,20,4,1.77,0.94,1.7775
14,20,4,0.35,1.93,1.6970833333333335
15,20,4,0.0,3.99,1.5308333333333337
16,20,4,0.0,1.54,1.4887500000000002
17,20,4,0.53,1.59,1.441666666666667
18,20,4,0.46,1.5699999999999998,1.4350000000000003
19,20,4,1.41,0.0,1.4350000000000003
20,20,4,0.0,0.0,1.6133333333333335
21,20,4,4.28,1.53,1.6191666666666669
22,20,4,1.67,2.87,1.5608333333333337
23,20,4,1.47,2.52,1.4558333333333335
0,21,5,0.0,0.0,1.5020833333333334
1,21,5,1.11,4.59,1.3733333333333337
2,21,5,1.5,1.98,1.34
3,21,5,1.18,0.0,1.34
4,21,5,0.0,0.0,1.460416666666667
5,21,5,2.89,2.19,1.3691666666666669
6,21,5,0.0,0.89,1.4679166666666668
7,21,5,3.26,3.65,1.3158333333333336
8,21,5,0.0,5.7,1.1954166666666668
9,21,5,2.81,3.53,1.2345833333333338
10,21,5,4.47,0.47,1.3270833333333336
11,21,5,2.69,0.0,1.4325
12,21,5,2.53,1.77,1.3720833333333335
13,21,5,0.32,0.35,1.3966666666666672
14,21,5,0.94,0.0,1.4454166666666668
15,21,5,1.17,0.0,1.5170833333333338
16,21,5,1.72,0.53,1.4950000000000003
17,21,5,0.0,0.46,1.4900000000000002
18,21,5,0.34,1.41,1.4312500000000004
19,21,5,0.0,0.0,1.4312500000000004
20,21,5,0.0,4.28,1.261666666666667
21,21,5,0.21,1.67,1.1920833333333336
22,21,5,0.0,1.47,1.155416666666667
23,21,5,0.59,0.0,1.287916666666667
0,22,6,3.18,1.11,1.3179166666666668
1,22,6,1.83,1.5,1.307916666666667
2,22,6,1.26,1.18,1.2587500000000003
3,22,6,0.0,0.0,1.3145833333333334
4,22,6,1.34,2.89,1.2658333333333336
5,22,6,1.72,0.0,1.4795833333333335
6,22,6,5.13,3.26,1.439166666666667
7,22,6,2.29,0.0,1.439166666666667
8,22,6,0.0,2.81,1.3970833333333337
9,22,6,1.8,4.47,1.2675000000000003
10,22,6,1.36,2.69,1.2425000000000004
11,22,6,2.09,2.53,1.2245833333333336
12,22,6,2.1,0.32,1.2487500000000002
13,22,6,0.9,0.94,1.2095833333333337
14,22,6,0.0,1.17,1.1841666666666668
15,22,6,0.56,1.72,1.2016666666666669
16,22,6,2.14,0.0,1.2200000000000004
17,22,6,0.44,0.34,1.2975000000000003
18,22,6,2.2,0.0,1.4750000000000003
19,22,6,4.26,0.0,1.4750000000000003
20,22,6,0.0,0.21,1.5208333333333337
21,22,6,1.31,0.0,1.5208333333333337
22,22,6,0.0,0.59,1.5850000000000006
23,22,6,2.13,3.18,1.60375
0,23,0,3.63,1.83,1.5912500000000003
1,23,0,1.53,1.26,1.5387500000000003
2,23,0,0.0,0.0,1.5387500000000003
3,23,0,0.0,1.34,1.4925
4,23,0,0.23,1.72,1.52625
5,23,0,2.53,5.13,1.49625
6,23,0,4.41,2.29,1.5083333333333335
7,23,0,2.58,0.0,1.5616666666666668
8,23,0,1.28,1.8,1.5879166666666669
9,23,0,2.43,1.36,1.5608333333333333
10,23,0,0.71,2.09,1.524166666666667
11,23,0,1.21,2.1,1.5450000000000002
12,23,0,2.6,0.9,1.5075000000000003
13,23,0,0.0,0.0,1.5912500000000003
14,23,0,2.01,0.56,1.5679166666666668
15,23,0,0.0,2.14,1.5170833333333336
16,23,0,0.92,0.44,1.4987500000000002
17,23,0,0.0,2.2,1.4487500000000002
18,23,0,1.0,4.26,1.3133333333333335
19,23,0,1.01,0.0,1.324166666666667
20,23,0,0.26,1.31,1.3495833333333336
21,23,0,1.92,0.0,1.3495833333333336
22,23,0,0.0,2.13,1.2608333333333337
23,23,0,0.0,3.63,1.160416666666667
0,24,1,1.22,1.53,1.249166666666667
1,24,1,3.66,0.0,1.3516666666666668
2,24,1,2.46,0.0,1.3516666666666668
3,24,1,0.0,0.23,1.3420833333333337
4,24,1,0.0,2.53,1.4600000000000002
5,24,1,5.359999999999999,4.41,1.2762500000000003
6,24,1,0.0,2.58,1.1800000000000004
7,24,1,0.27,1.28,1.126666666666667
8,24,1,0.0,2.43,1.0254166666666669
9,24,1,0.0,0.71,1.0729166666666667
10,24,1,1.85,1.21,1.1200000000000003
11,24,1,2.34,2.6,1.1337500000000003
12,24,1,2.93,0.0,1.2758333333333336
13,24,1,3.41,2.01,1.1920833333333336
14,24,1,0.0,0.0,1.2837500000000004
15,24,1,2.2,0.92,1.3445833333333335
16,24,1,2.38,0.0,1.3687500000000004
17,24,1,0.58,1.0,1.3420833333333337
18,24,1,0.36,1.01,1.3000000000000005
19,24,1,0.0,0.26,1.3675000000000004
20,24,1,1.88,1.92,1.377916666666667
21,24,1,2.17,0.0,1.4500000000000002
22,24,1,1.73,0.0,1.4500000000000002
23,24,1,0.0,1.22,1.455416666666667
0,25,2,1.35,3.66,1.312916666666667
1,25,2,0.24,2.46,1.2420833333333337
2,25,2,0.76,0.0,1.2420833333333337
3,25,2,0.0,0.0,1.3133333333333335
4,25,2,1.71,5.359999999999999,1.1458333333333337
5,25,2,1.34,0.0,1.197916666666667
6,25,2,1.25,0.27,1.219166666666667
7,25,2,0.78,0.0,1.3000000000000003
8,25,2,1.94,0.0,1.4504166666666667
9,25,2,3.61,1.85,1.416666666666667
10,25,2,1.04,2.34,1.3558333333333337
11,25,2,0.88,2.93,1.2337500000000003
12,25,2,0.0,3.41,1.091666666666667
13,25,2,0.0,0.0,1.091666666666667
14,25,2,0.0,2.2,1.0225000000000002
15,25,2,0.54,2.38,0.9233333333333337
16,25,2,0.0,0.58,0.899166666666667
17,25,2,0.0,0.36,0.8841666666666669
18,25,2,0.0,0.0,0.9366666666666669
19,25,2,1.26,1.88,0.8583333333333335
20,25,2,0.0,2.17,0.7679166666666669
21,25,2,0.0,1.73,0.6958333333333336
22,25,2,0.0,0.0,0.6958333333333336
23,25,2,0.0,1.35,0.6395833333333336
0,26,3,0.0,0.24,0.6295833333333337
1,26,3,0.0,0.76,0.597916666666667
2,26,3,0.0,0.0,0.597916666666667
3,26,3,0.0,1.71,0.5687500000000003
4,26,3,1.01,1.34,0.512916666666667
5,26,3,0.0,1.25,0.46083333333333365
6,26,3,0.0,0.78,0.4283333333333337
7,26,3,0.0,1.94,0.360416666666667
8,26,3,0.31,3.61,0.366666666666667
9,26,3,3.76,1.04,0.39375000000000027
10,26,3,1.69,0.88,0.39208333333333356
