hour,day,weekday,lag_1,lag_24,rolling_mean_24
1,6,4,9.34,0.0,4.365
2,6,4,4.27,0.0,4.552916666666667
3,6,4,4.51,0.0,4.820833333333334
4,6,4,6.43,0.0,5.005833333333333
5,6,4,4.44,6.300000000000001,4.743333333333333
6,6,4,0.0,4.76,4.7387500000000005
7,6,4,4.65,4.24,4.868333333333333
8,6,4,7.35,0.0,4.868333333333333
9,6,4,0.0,4.57,4.6779166666666665
10,6,4,0.0,2.92,5.21625
11,6,4,15.84,3.67,5.404583333333334
12,6,4,8.190000000000001,4.54,5.215416666666667
13,6,4,0.0,0.0,5.30375
14,6,4,2.12,6.79,5.020833333333333
15,6,4,0.0,11.32,4.687916666666667
16,6,4,3.33,6.42,4.770416666666667
17,6,4,8.4,3.89,4.7925
18,6,4,4.42,7.61,4.6329166666666675
19,6,4,3.78,7.6,4.5183333333333335
20,6,4,4.85,6.57,4.544583333333334
21,6,4,7.2,7.1000000000000005,4.24875
22,6,4,0.0,2.85,4.449166666666667
23,6,4,7.66,0.0,4.582916666666667
0,7,5,3.21,9.34,4.391666666666667
1,7,5,4.75,4.27,4.29875
2,7,5,2.04,4.51,4.110833333333334
3,7,5,0.0,6.43,3.842916666666667
4,7,5,0.0,4.44,4.12625
5,7,5,11.24,0.0,4.2175
6,7,5,2.19,4.65,4.690833333333333
7,7,5,16.01,7.35,4.505
8,7,5,2.89,0.0,4.81375
9,7,5,7.41,0.0,5.34
10,7,5,12.63,15.84,4.8375
11,7,5,3.78,8.190000000000001,4.496250000000001
12,7,5,0.0,0.0,4.642916666666667
13,7,5,3.52,2.12,4.821666666666666
14,7,5,6.41,0.0,5.077083333333333
15,7,5,6.13,3.33,5.275416666666667
16,7,5,8.09,8.4,5.065
17,7,5,3.35,4.42,5.080000000000001
18,7,5,4.779999999999999,3.78,5.066666666666667
19,7,5,3.46,4.85,4.864583333333333
20,7,5,0.0,7.2,5.0062500000000005
21,7,5,10.6,0.0,5.447083333333334
22,7,5,10.58,7.66,5.312083333333334
23,7,5,4.42,3.21,5.355833333333334
0,8,6,4.26,4.75,5.430833333333333
1,8,6,6.55,2.04,5.345833333333334
2,8,6,0.0,0.0,5.345833333333334
3,8,6,0.0,0.0,5.345833333333334
4,8,6,0.0,11.24,5.159166666666667
5,8,6,6.76,2.19,5.067916666666667
6,8,6,0.0,16.01,4.787916666666667
7,8,6,9.29,2.89,4.7820833333333335
8,8,6,2.75,7.41,4.62625
9,8,6,3.67,12.63,4.2725
10,8,6,4.14,3.78,4.114999999999999
11,8,6,0.0,0.0,4.114999999999999
12,8,6,0.0,3.52,4.1120833333333335
13,8,6,3.45,6.41,4.02625
14,8,6,4.35,6.13,3.7708333333333335
15,8,6,0.0,8.09,3.43375
16,8,6,0.0,3.35,3.294166666666667
17,8,6,0.0,4.779999999999999,3.285
18,8,6,4.56,3.46,3.140833333333333
19,8,6,0.0,0.0,3.3383333333333334
20,8,6,4.74,10.6,3.0095833333333335
21,8,6,2.71,10.58,2.56875
22,8,6,0.0,4.42,2.3845833333333335
23,8,6,0.0,4.26,2.2070833333333333
0,9,0,0.0,6.55,2.0383333333333336
1,9,0,2.5,0.0,2.0383333333333336
2,9,0,0.0,0.0,2.18
3,9,0,3.4,0.0,2.4225
4,9,0,5.82,6.76,2.1408333333333336
5,9,0,0.0,0.0,2.275416666666667
6,9,0,3.23,9.29,1.8883333333333336
7,9,0,0.0,2.75,1.9495833333333337
8,9,0,4.22,3.67,1.7966666666666669
9,9,0,0.0,4.14,1.6241666666666668
10,9,0,0.0,0.0,1.6241666666666668
11,9,0,0.0,0.0,1.7720833333333335
12,9,0,3.55,3.45,1.7633333333333334
13,9,0,3.24,4.35,1.5820833333333333
14,9,0,0.0,0.0,1.90625
15,9,0,7.779999999999999,0.0,1.90625
16,9,0,0.0,0.0,2.23375
17,9,0,7.86,4.56,2.2191666666666667
18,9,0,4.21,0.0,2.5300000000000002
19,9,0,7.46,4.74,2.3325
20,9,0,0.0,2.71,2.5991666666666666
21,9,0,9.11,0.0,2.9483333333333337
22,9,0,8.379999999999999,0.0,3.370416666666667
23,9,0,10.13,0.0,3.49375
0,10,1,2.96,2.5,3.5483333333333333
1,10,1,3.81,0.0,3.65875
2,10,1,2.65,3.4,3.517083333333334
3,10,1,0.0,5.82,3.4583333333333335
4,10,1,4.41,0.0,3.754583333333333
5,10,1,7.109999999999999,3.23,3.9129166666666664
6,10,1,7.03,0.0,4.058333333333333
7,10,1,3.49,4.22,4.185
8,10,1,7.26,0.0,4.355416666666667
9,10,1,4.09,0.0,4.671666666666667
10,10,1,7.59,0.0,4.671666666666667
11,10,1,0.0,3.55,4.523750000000001
12,10,1,0.0,3.24,4.746666666666667
13,10,1,8.59,0.0,4.746666666666667
14,10,1,0.0,7.779999999999999,4.572500000000001
15,10,1,3.6,0.0,4.695416666666667
16,10,1,2.95,7.86,4.664166666666667
17,10,1,7.11,4.21,4.676666666666667
18,10,1,4.51,7.46,4.541250000000001
19,10,1,4.21,0.0,4.90125
20,10,1,8.64,9.11,4.521666666666667
21,10,1,0.0,8.379999999999999,4.47375
22,10,1,7.23,10.13,4.387083333333333
23,10,1,8.05,2.96,4.4366666666666665
0,11,2,4.15,3.81,4.78
1,11,2,12.05,2.65,4.669583333333333
2,11,2,0.0,0.0,5.00375
3,11,2,8.02,4.41,5.015833333333333
4,11,2,4.7,7.109999999999999,5.177083333333333
5,11,2,10.98,7.03,5.015833333333333
6,11,2,3.16,3.49,4.870416666666667
7,11,2,0.0,7.26,4.905833333333334
8,11,2,8.11,4.09,4.8775
9,11,2,3.41,7.59,4.56125
10,11,2,0.0,0.0,4.89375
11,11,2,7.979999999999999,0.0,5.395833333333333
12,11,2,12.05,8.59,5.165416666666666
13,11,2,3.06,0.0,5.309166666666667
14,11,2,3.45,3.6,5.545000000000001
15,11,2,9.26,2.95,5.576249999999999
16,11,2,3.7,7.11,5.589583333333334
17,11,2,7.43,4.51,5.524583333333335
18,11,2,2.95,4.21,5.791666666666667
19,11,2,10.62,8.64,5.5375000000000005
20,11,2,2.54,0.0,5.832916666666666
21,11,2,7.09,7.23,5.72
22,11,2,4.52,8.05,5.46875
23,11,2,2.02,4.15,5.766666666666667
0,12,3,11.3,12.05,5.510416666666667
1,12,3,5.9,0.0,6.0249999999999995
2,12,3,12.35,8.02,5.690833333333333
3,12,3,0.0,4.7,5.903333333333333
4,12,3,9.8,10.98,5.787916666666667
5,12,3,8.21,3.16,5.800416666666666
6,12,3,3.46,0.0,6.310833333333332
7,12,3,12.25,8.11,6.1225
8,12,3,3.59,3.41,6.132083333333334
9,12,3,3.64,0.0,6.132083333333334
10,12,3,0.0,7.979999999999999,5.888333333333333
11,12,3,2.13,12.05,5.38625
12,12,3,0.0,3.06,5.6191666666666675
13,12,3,8.649999999999999,3.45,5.699583333333333
14,12,3,5.38,9.26,5.442083333333333
15,12,3,3.08,3.7,5.287916666666667
16,12,3,0.0,7.43,5.087916666666667
17,12,3,2.63,2.95,5.092083333333333
18,12,3,3.05,10.62,4.649583333333333
19,12,3,0.0,2.54,4.54375
20,12,3,0.0,7.09,4.409166666666667
21,12,3,3.86,4.52,4.220833333333333
22,12,3,0.0,2.02,4.136666666666667
23,12,3,0.0,11.3,3.8624999999999994
0,13,4,4.72,5.9,3.9270833333333335
1,13,4,7.449999999999999,12.35,3.5783333333333336
2,13,4,3.98,0.0,3.578333333333333
3,13,4,0.0,9.8,3.385833333333333
4,13,4,5.18,8.21,3.0437500000000006
5,13,4,0.0,3.46,3.698333333333333
6,13,4,19.17,12.25,3.37375
7,13,4,4.46,3.59,3.3249999999999997
8,13,4,2.42,3.64,3.3225000000000002
9,13,4,3.58,0.0,4.111666666666667
10,13,4,18.94,2.13,4.022916666666666
11,13,4,0.0,0.0,4.52125
12,13,4,11.96,8.649999999999999,4.346666666666667
13,13,4,4.46,5.38,4.295416666666667
14,13,4,4.15,3.08,4.26625
15,13,4,2.38,0.0,4.58
16,13,4,7.53,2.63,4.568333333333333
17,13,4,2.35,3.05,4.44125
18,13,4,0.0,0.0,4.44125
19,13,4,0.0,0.0,4.44125
20,13,4,0.0,3.86,4.2804166666666665
21,13,4,0.0,0.0,4.2804166666666665
22,13,4,0.0,0.0,4.395833333333334
23,13,4,2.77,4.72,4.296666666666667
0,14,5,2.34,7.449999999999999,4.160416666666667
1,14,5,4.18,3.98,4.193333333333333
2,14,5,4.77,0.0,4.332083333333333
3,14,5,3.33,5.18,4.41125
4,14,5,7.08,0.0,4.41125
5,14,5,0.0,19.17,3.6125000000000007
6,14,5,0.0,4.46,3.426666666666667
7,14,5,0.0,2.42,3.5104166666666665
8,14,5,4.43,3.58,3.36125
9,14,5,0.0,18.94,2.5720833333333335
10,14,5,0.0,0.0,2.5720833333333335
11,14,5,0.0,11.96,2.07375
12,14,5,0.0,4.46,2.265416666666667
13,14,5,9.06,4.15,2.21375
14,14,5,2.91,2.38,2.2583333333333333
15,14,5,3.45,7.53,1.9445833333333333
16,14,5,0.0,2.35,2.0395833333333333
17,14,5,4.63,0.0,2.2183333333333337
18,14,5,4.29,0.0,2.4425000000000003
19,14,5,5.38,0.0,2.529166666666667
20,14,5,2.08,0.0,2.722916666666667
21,14,5,4.65,0.0,2.722916666666667
22,14,5,0.0,2.77,2.848333333333333
23,14,5,5.78,2.34,2.8941666666666666
0,15,6,3.44,4.18,3.0
1,15,6,6.72,4.77,3.202083333333333
2,15,6,9.62,3.33,3.2595833333333335
3,15,6,4.71,7.08,2.9645833333333336
4,15,6,0.0,0.0,3.13125
5,15,6,4.0,0.0,3.30125
6,15,6,4.08,0.0,3.30125
7,15,6,0.0,4.43,3.235416666666667
8,15,6,2.85,0.0,3.235416666666667
9,15,6,0.0,0.0,3.235416666666667
10,15,6,0.0,0.0,3.235416666666667
11,15,6,0.0,0.0,3.423333333333334
12,15,6,4.51,9.06,3.2191666666666667
13,15,6,4.16,2.91,3.097916666666667
14,15,6,0.0,3.45,3.0866666666666673
15,15,6,3.18,0.0,3.4820833333333336
16,15,6,9.49,4.63,3.2891666666666666
17,15,6,0.0,4.29,3.660416666666667
18,15,6,13.2,5.38,3.7062500000000003
19,15,6,6.48,2.08,3.722916666666667
20,15,6,2.48,4.65,4.192916666666667
21,15,6,15.93,0.0,4.461666666666667
22,15,6,6.449999999999999,5.78,4.501666666666667
23,15,6,6.74,3.44,4.4775
0,16,0,2.86,6.72,4.443333333333333
1,16,0,5.9,9.62,4.50375
2,16,0,11.07,4.71,4.3075
3,16,0,0.0,0.0,4.396666666666667
4,16,0,2.14,4.0,4.772916666666667
5,16,0,13.03,4.08,4.602916666666667
6,16,0,0.0,0.0,4.82
7,16,0,5.21,2.85,5.28375
8,16,0,13.98,0.0,5.28375
9,16,0,0.0,0.0,5.28375
10,16,0,0.0,0.0,5.28375
11,16,0,0.0,4.51,5.095833333333334
12,16,0,0.0,4.16,5.075833333333334
13,16,0,3.68,0.0,5.160833333333334
14,16,0,2.04,3.18,5.20625
15,16,0,4.27,9.49,4.810833333333333
16,16,0,0.0,0.0,5.1120833333333335
17,16,0,7.23,13.2,4.562083333333334
18,16,0,0.0,6.48,4.292083333333333
19,16,0,0.0,2.48,4.18875
20,16,0,0.0,15.93,3.5250000000000004
21,16,0,0.0,6.449999999999999,3.5225000000000004
22,16,0,6.390000000000001,6.74,3.3387500000000006
23,16,0,2.33,2.86,3.219583333333333
0,17,1,0.0,5.9,3.346666666666667
1,17,1,8.95,11.07,3.0075000000000003
2,17,1,2.93,0.0,3.0933333333333333
3,17,1,2.06,2.14,3.4612499999999997
4,17,1,10.97,13.03,2.918333333333333
5,17,1,0.0,0.0,3.0383333333333336
6,17,1,2.88,5.21,3.070416666666667
7,17,1,5.98,13.98,2.4879166666666666
8,17,1,0.0,0.0,2.7108333333333334
9,17,1,5.35,0.0,2.9495833333333334
10,17,1,5.73,0.0,2.9495833333333334
11,17,1,0.0,0.0,2.9495833333333334
12,17,1,0.0,3.68,2.986666666666667
13,17,1,4.57,2.04,3.0558333333333336
14,17,1,3.7,4.27,3.0004166666666667
15,17,1,2.94,0.0,3.0004166666666667
16,17,1,0.0,7.23,2.699166666666667
17,17,1,0.0,0.0,2.782916666666667
18,17,1,2.01,0.0,3.212916666666667
19,17,1,10.32,0.0,3.4950000000000006
20,17,1,6.77,0.0,3.4950000000000006
21,17,1,0.0,6.390000000000001,3.7466666666666675
22,17,1,12.43,2.33,3.9774999999999996
23,17,1,7.869999999999999,0.0,4.146666666666667
0,18,2,4.06,8.95,3.9662500000000005
1,18,2,4.62,2.93,4.04625
2,18,2,4.85,2.06,4.109166666666666
3,18,2,3.57,10.97,3.891666666666667
4,18,2,5.75,0.0,4.16875
5,18,2,6.65,2.88,4.04875
6,18,2,0.0,5.98,4.0200000000000005
7,18,2,5.29,0.0,4.0200000000000005
8,18,2,0.0,5.35,3.9508333333333336
9,18,2,3.69,5.73,3.8258333333333336
10,18,2,2.73,0.0,3.8258333333333336
11,18,2,0.0,0.0,3.9820833333333336
12,18,2,3.75,4.57,3.7916666666666674
13,18,2,0.0,3.7,3.9308333333333336
14,18,2,7.039999999999999,2.94,3.9433333333333334
15,18,2,3.24,0.0,3.9433333333333334
16,18,2,0.0,0.0,4.39375
17,18,2,10.81,2.01,4.31
18,18,2,0.0,10.32,3.9791666666666674
19,18,2,2.38,6.77,4.068333333333333
20,18,2,8.91,0.0,4.068333333333333
21,18,2,0.0,12.43,3.550416666666667
22,18,2,0.0,7.869999999999999,3.2225
23,18,2,0.0,4.06,3.0533333333333332
0,19,3,0.0,4.62,2.860833333333334
1,19,3,0.0,4.85,2.827916666666667
2,19,3,4.06,3.57,2.679166666666667
3,19,3,0.0,5.75,2.4395833333333337
4,19,3,0.0,6.65,2.1625
5,19,3,0.0,0.0,2.3020833333333335
6,19,3,3.35,5.29,2.4562500000000003
7,19,3,8.99,0.0,2.4562500000000003
8,19,3,0.0,3.69,2.3025
9,19,3,0.0,2.73,2.6945833333333336
10,19,3,12.14,0.0,3.1670833333333337
11,19,3,11.34,3.75,3.0108333333333337
12,19,3,0.0,0.0,3.279166666666667
13,19,3,6.44,7.039999999999999,3.1650000000000005
14,19,3,4.3,3.24,3.3941666666666666
15,19,3,8.74,0.0,3.6824999999999997
16,19,3,6.92,10.81,3.4725
17,19,3,5.77,0.0,3.4725
18,19,3,0.0,2.38,3.486666666666667
19,19,3,2.72,8.91,3.250833333333334
20,19,3,3.25,0.0,3.250833333333334
21,19,3,0.0,0.0,3.3670833333333334
22,19,3,2.79,0.0,3.860416666666667
23,19,3,11.84,0.0,4.005416666666667
0,20,4,3.48,0.0,4.14625
1,20,4,3.38,4.06,4.135416666666667
2,20,4,3.8,0.0,4.135416666666667
3,20,4,0.0,0.0,4.4695833333333335
4,20,4,8.02,0.0,4.59125
5,20,4,2.92,3.35,4.569583333333333
6,20,4,2.83,8.99,4.287916666666667
7,20,4,2.23,0.0,4.287916666666667
8,20,4,0.0,0.0,4.454583333333333
9,20,4,4.0,12.14,3.94875
10,20,4,0.0,11.34,3.660416666666667
11,20,4,4.42,0.0,3.753333333333334
12,20,4,2.23,6.44,3.485
13,20,4,0.0,4.3,3.514583333333333
14,20,4,5.01,8.74,3.1504166666666666
15,20,4,0.0,6.92,2.952916666666667
16,20,4,2.18,5.77,2.9045833333333335
17,20,4,4.61,0.0,3.0270833333333336
18,20,4,2.94,2.72,3.032916666666667
19,20,4,2.86,3.25,3.2295833333333337
20,20,4,7.97,0.0,3.3245833333333334
21,20,4,2.28,2.79,3.39875
22,20,4,4.57,11.84,2.905416666666667
23,20,4,0.0,3.48,2.9012500000000006
0,21,5,3.38,3.38,2.9104166666666664
1,21,5,3.6,3.8,2.752083333333333
2,21,5,0.0,0.0,2.8945833333333333
3,21,5,3.42,8.02,2.560416666666667
4,21,5,0.0,2.92,2.43875
5,21,5,0.0,2.83,2.4737500000000003
6,21,5,3.67,2.23,2.5966666666666667
7,21,5,5.18,0.0,2.5966666666666667
8,21,5,0.0,4.0,2.7383333333333333
9,21,5,7.4,0.0,3.02
10,21,5,6.76,4.42,2.9379166666666667
11,21,5,2.45,2.23,2.8450000000000006
12,21,5,0.0,0.0,3.020833333333334
13,21,5,4.22,5.01,3.0825
14,21,5,6.49,0.0,3.3108333333333335
15,21,5,5.48,2.18,3.6345833333333335
16,21,5,9.95,4.61,3.4425000000000003
17,21,5,0.0,2.94,3.6079166666666667
18,21,5,6.91,2.86,3.640416666666667
19,21,5,3.64,7.97,3.501666666666667
20,21,5,4.64,2.28,3.4066666666666667
21,21,5,0.0,4.57,3.379583333333334
22,21,5,3.92,0.0,3.379583333333334
23,21,5,0.0,3.38,3.4279166666666665
0,22,6,4.54,3.6,3.3875000000000006
1,22,6,2.63,0.0,3.3875000000000006
2,22,6,0.0,3.42,3.38125
3,22,6,3.27,0.0,3.38125
4,22,6,0.0,0.0,3.4691666666666667
5,22,6,2.11,3.67,3.44125
6,22,6,3.0,5.18,3.329166666666667
7,22,6,2.49,0.0,3.424166666666667
8,22,6,2.28,7.4,3.270416666666667
9,22,6,3.71,6.76,3.1391666666666667
10,22,6,3.61,2.45,3.155416666666667
11,22,6,2.84,0.0,3.155416666666667
12,22,6,0.0,4.22,3.1633333333333336
13,22,6,4.41,6.49,2.892916666666667
14,22,6,0.0,5.48,2.891666666666667
15,22,6,5.449999999999999,9.95,2.6058333333333334
16,22,6,3.09,0.0,2.7383333333333333
17,22,6,3.18,6.91,2.6954166666666666
18,22,6,5.88,3.64,2.6962500000000005
19,22,6,3.66,4.64,2.7945833333333336
20,22,6,7.0,0.0,2.901666666666667
21,22,6,2.57,3.92,2.891666666666667
22,22,6,3.68,0.0,3.175416666666667
23,22,6,6.8100000000000005,4.54,3.1841666666666675
0,23,0,4.75,2.63,3.074583333333333
1,23,0,0.0,0.0,3.4179166666666667
2,23,0,8.24,3.27,3.432916666666667
3,23,0,3.63,0.0,3.5225000000000004
4,23,0,2.15,2.11,3.518333333333333
5,23,0,2.01,3.0,3.5112500000000004
6,23,0,2.83,2.49,3.9470833333333335
7,23,0,12.95,2.28,4.1745833333333335
8,23,0,7.74,3.71,4.285
9,23,0,6.359999999999999,3.61,4.1345833333333335
10,23,0,0.0,2.84,4.147083333333334
11,23,0,3.14,0.0,4.238333333333333
12,23,0,2.19,4.41,4.569999999999999
13,23,0,12.37,0.0,4.569999999999999
14,23,0,0.0,5.449999999999999,4.82875
15,23,0,11.66,3.09,4.7
16,23,0,0.0,3.18,5.203333333333333
17,23,0,15.26,5.88,5.111666666666667
18,23,0,3.68,3.66,5.08375
19,23,0,2.99,7.0,4.915
20,23,0,2.95,2.57,5.069166666666667
21,23,0,6.27,3.68,5.248333333333334
22,23,0,7.98,6.8100000000000005,5.454166666666667
23,23,0,11.75,4.75,5.353750000000001
0,24,1,2.34,0.0,5.9225
1,24,1,13.65,8.24,5.579166666666667
2,24,1,0.0,3.63,5.557083333333334
3,24,1,3.1,2.15,5.578749999999999
4,24,1,2.67,2.01,5.495
5,24,1,0.0,2.83,5.565833333333333
6,24,1,4.53,12.95,5.405416666666667
7,24,1,9.1,7.74,5.082916666666667
8,24,1,0.0,6.359999999999999,4.817916666666667
9,24,1,0.0,0.0,4.9470833333333335
10,24,1,3.1,3.14,5.006666666666667
11,24,1,4.57,2.19,5.045833333333333
12,24,1,3.13,12.37,4.5304166666666665
13,24,1,0.0,0.0,4.6475
14,24,1,2.81,11.66,4.406250000000001
15,24,1,5.869999999999999,0.0,4.532916666666667
16,24,1,3.04,15.26,4.065833333333333
17,24,1,4.05,3.68,3.9124999999999996
18,24,1,0.0,2.99,3.9745833333333334
19,24,1,4.48,2.95,3.8516666666666666
20,24,1,0.0,6.27,3.692916666666667
21,24,1,2.46,7.98,3.56125
22,24,1,4.82,11.75,3.1775
23,24,1,2.54,2.34,3.4979166666666672
0,25,2,10.03,13.65,3.0887500000000006
1,25,2,3.83,0.0,3.0887500000000006
2,25,2,0.0,3.1,3.0658333333333334
3,25,2,2.55,2.67,3.125833333333334
4,25,2,4.11,0.0,3.280416666666667
5,25,2,3.71,4.53,3.091666666666667
6,25,2,0.0,9.1,2.8037499999999995
7,25,2,2.19,0.0,3.2095833333333332
8,25,2,9.739999999999998,0.0,3.3954166666666663
9,25,2,4.46,3.1,3.4804166666666667
10,25,2,5.140000000000001,4.57,3.2899999999999996
11,25,2,0.0,3.13,3.1595833333333334
12,25,2,0.0,0.0,3.1595833333333334
13,25,2,0.0,2.81,3.2595833333333335
14,25,2,5.21,5.869999999999999,3.1437500000000003
15,25,2,3.09,3.04,3.202916666666667
16,25,2,4.46,4.05,3.347916666666667
17,25,2,7.53,0.0,3.722916666666667
18,25,2,9.0,4.48,3.6679166666666667
19,25,2,3.16,0.0,3.9141666666666666
20,25,2,5.91,2.46,4.123333333333334
21,25,2,7.48,4.82,4.0129166666666665
22,25,2,2.17,2.54,4.37625
23,25,2,11.26,10.03,4.635000000000001
0,26,3,16.24,3.83,4.475416666666667
1,26,3,0.0,0.0,4.760833333333333
2,26,3,6.85,2.55,4.803333333333334
3,26,3,3.57,4.11,4.632083333333333
4,26,3,0.0,3.71,4.4775
5,26,3,0.0,0.0,4.648333333333333
6,26,3,4.1,2.19,4.6625000000000005
7,26,3,2.53,9.739999999999998,4.256666666666667
8,26,3,0.0,4.46,4.338333333333334
9,26,3,6.42,5.140000000000001,4.759166666666666
10,26,3,15.24,0.0,4.759166666666666
11,26,3,0.0,0.0,4.759166666666666
12,26,3,0.0,0.0,4.913333333333333
13,26,3,3.7,5.21,4.69625
14,26,3,0.0,3.09,4.990416666666667
15,26,3,10.15,4.46,5.09375
16,26,3,6.94,7.53,4.78
17,26,3,0.0,9.0,4.757083333333333
18,26,3,8.45,3.16,4.75375
19,26,3,3.08,5.91,4.822916666666667
20,26,3,7.57,7.48,4.5112499999999995
21,26,3,0.0,2.17,4.792916666666667
22,26,3,8.93,11.26,4.472083333333333
23,26,3,3.56,16.24,3.7954166666666667
0,27,4,0.0,0.0,3.7954166666666667
1,27,4,0.0,6.85,3.88125
2,27,4,8.91,3.57,4.1762500000000005
3,27,4,10.65,0.0,4.2925
4,27,4,2.79,0.0,4.525
5,27,4,5.58,4.1,4.354166666666667
6,27,4,0.0,2.53,4.42125
7,27,4,4.14,0.0,4.42125
8,27,4,0.0,6.42,4.285833333333334
9,27,4,3.17,15.24,3.81875
10,27,4,4.03,0.0,3.81875
11,27,4,0.0,0.0,3.9025
12,27,4,2.01,3.7,3.85375
13,27,4,2.53,0.0,4.185833333333334
