Home ID,Outdoor Temperature (°C),Season,Household Size,hour,day,weekday,month,lag_1,lag_24,rolling_mean_24
202,26.2,Summer,2.0,12,9,5,9,1.58,1.54,1.41125
424,39.3,Winter,3.0,1,13,4,1,1.57,1.7,1.4641666666666666
133,-0.8,Spring,2.0,12,15,0,5,1.03,1.08,1.4591666666666665
254,20.4,Summer,1.0,3,12,5,8,1.43,1.43,1.23375
146,-9.2,Spring,5.0,5,13,3,4,1.71,0.56,1.6625
65,-8.3,Fall,2.0,10,10,4,11,1.11,0.23,1.32375
450,-0.6,Fall,4.0,22,26,3,10,1.33,1.78,1.3645833333333333
228,24.9,Winter,3.0,3,24,4,3,1.05,0.32,1.1841666666666666
2,-3.3,Fall,1.0,4,6,4,10,0.49,1.63,1.77125
36,-6.6,Fall,2.0,12,17,4,11,1.13,1.76,1.4487499999999998
282,14.4,Winter,1.0,18,8,2,2,1.53,0.85,1.419166666666667
462,38.6,Winter,5.0,10,16,3,2,0.39,0.8,1.502916666666667
500,10.2,Spring,4.0,0,11,6,6,1.61,0.37,1.2795833333333333
381,3.7,Fall,4.0,21,29,2,11,1.47,0.42,1.1733333333333331
331,25.1,Summer,2.0,23,21,3,9,1.21,1.78,1.5945833333333337
166,0.7,Fall,3.0,4,29,2,11,0.89,1.64,1.4279166666666667
141,39.7,Winter,5.0,16,4,5,3,1.5,0.5,1.3483333333333334
379,0.5,Winter,1.0,21,16,3,2,1.98,1.42,1.445
65,3.7,Spring,2.0,14,21,6,5,0.27,1.14,2.0166666666666666
116,7.8,Fall,5.0,2,8,2,11,0.8,1.2,1.9495833333333328
497,2.8,Summer,5.0,15,6,6,8,1.19,1.72,1.659166666666667
252,31.4,Fall,3.0,15,28,3,12,0.83,0.47,1.6604166666666664
129,12.4,Spring,2.0,1,28,2,6,1.39,1.91,0.9658333333333334
413,-1.6,Spring,5.0,17,10,2,5,1.1,1.97,1.3299999999999998
196,-4.0,Summer,1.0,9,28,3,9,0.99,0.32,1.6679166666666667
416,-6.0,Spring,1.0,2,23,4,6,1.43,1.97,1.1737499999999998
268,26.0,Fall,2.0,19,25,0,12,1.9,0.29,1.3570833333333334
367,17.7,Spring,4.0,19,2,6,4,1.24,1.5,1.9991666666666663
240,15.9,Summer,4.0,6,14,4,7,1.32,0.52,1.2029166666666666
237,11.5,Spring,2.0,20,2,4,6,1.52,0.85,1.8475
297,-1.6,Spring,3.0,0,27,5,5,1.72,1.36,1.565416666666667
418,31.9,Spring,3.0,12,24,5,6,0.78,1.47,1.6354166666666667
86,37.4,Fall,2.0,15,11,5,11,1.54,1.93,1.1766666666666663
103,6.2,Winter,3.0,18,20,0,3,1.83,1.96,1.7833333333333332
213,4.3,Summer,1.0,7,28,4,7,1.79,1.9,1.5795833333333336
428,7.2,Spring,1.0,6,10,0,4,1.49,0.21,1.8675
159,-3.7,Fall,1.0,9,24,1,10,1.52,0.39,1.4354166666666666
279,-1.0,Spring,3.0,16,3,2,5,1.3,1.16,1.9016666666666664
24,25.9,Summer,2.0,18,20,3,7,0.25,0.31,1.3983333333333332
228,27.5,Fall,3.0,12,1,2,11,1.06,1.55,1.3970833333333337
102,28.3,Fall,2.0,18,18,0,12,0.7,1.14,1.2895833333333333
376,-10.0,Winter,1.0,18,27,0,3,0.21,1.71,1.43125
45,17.5,Summer,5.0,0,23,6,7,1.9,0.22,1.3
288,-8.4,Summer,4.0,19,18,1,7,0.87,1.49,1.2820833333333332
322,-0.2,Spring,2.0,17,22,0,5,0.35,1.45,1.559583333333333
277,20.5,Fall,5.0,19,28,1,11,1.28,0.47,1.5075
323,-8.8,Summer,2.0,16,19,1,9,0.44,1.13,1.9375
56,11.2,Winter,3.0,19,15,6,1,0.89,0.81,1.03
294,37.3,Fall,1.0,18,26,3,10,1.42,1.01,1.8008333333333333
15,13.4,Spring,1.0,22,17,5,6,1.03,1.24,1.4554166666666666
124,33.8,Winter,4.0,8,3,4,3,1.67,0.49,1.1266666666666667
445,36.9,Summer,5.0,16,11,1,7,0.21,1.34,1.2008333333333334
31,18.2,Fall,1.0,4,7,5,10,1.89,1.97,1.32125
64,6.4,Summer,5.0,10,22,5,7,1.79,0.79,1.58
430,17.0,Spring,5.0,23,10,5,6,1.22,1.55,1.3220833333333333
416,28.3,Winter,1.0,7,24,4,3,1.11,1.98,1.2666666666666666
34,-0.2,Fall,3.0,23,8,2,11,1.7,1.15,1.5912499999999998
157,14.9,Winter,1.0,1,18,5,3,1.29,1.94,1.2170833333333333
114,21.9,Summer,5.0,16,28,3,9,1.96,1.42,1.3108333333333333
206,26.6,Spring,3.0,23,9,6,4,1.58,0.45,1.5766666666666664
255,37.7,Winter,3.0,8,12,3,1,1.28,1.8,1.460416666666667
212,-6.5,Summer,4.0,5,15,4,9,1.47,1.17,1.554166666666667
379,37.7,Summer,5.0,1,21,3,9,1.44,2.0,2.0416666666666665
81,-6.3,Summer,1.0,2,18,1,7,1.94,1.52,1.2083333333333333
25,-0.7,Fall,2.0,20,1,2,11,0.74,0.67,1.3641666666666667
154,7.8,Spring,5.0,16,31,2,5,0.52,1.25,1.0879166666666666
357,38.5,Summer,4.0,4,14,4,7,1.49,1.93,1.2891666666666666
227,15.0,Winter,5.0,22,10,4,3,1.17,0.37,1.3504166666666668
14,-7.2,Spring,4.0,8,13,3,4,1.01,1.83,1.365
195,12.5,Fall,5.0,16,6,0,11,1.05,0.71,1.4191666666666665
463,-6.9,Winter,5.0,10,12,6,3,1.3,0.96,1.3683333333333332
254,7.1,Winter,3.0,12,24,1,1,1.88,1.62,1.3520833333333335
456,4.2,Spring,5.0,12,28,6,5,1.59,1.53,1.5212500000000002
313,21.4,Fall,3.0,4,7,5,10,1.48,1.22,1.3141666666666667
474,27.4,Spring,2.0,13,13,1,6,1.0,0.3,1.3795833333333334
333,11.4,Spring,5.0,8,21,4,4,1.04,0.31,1.37625
102,19.2,Winter,5.0,2,26,6,2,0.94,1.57,1.5320833333333337
461,28.4,Fall,2.0,19,12,3,10,0.89,1.52,1.2829166666666667
333,-7.4,Spring,3.0,9,23,4,6,1.91,1.36,1.0174999999999998
133,13.7,Fall,2.0,22,12,3,10,0.37,0.34,1.3425
408,14.5,Spring,5.0,15,14,4,4,0.35,0.73,1.5258333333333332
13,22.6,Spring,3.0,22,19,2,4,0.86,0.43,1.725833333333333
286,29.9,Summer,3.0,7,11,1,7,1.77,0.38,1.4725
85,9.6,Summer,4.0,17,20,2,9,1.23,1.89,1.4549999999999998
275,-8.6,Spring,3.0,13,27,1,6,1.2,0.43,1.6091666666666669
263,26.5,Summer,5.0,7,29,1,8,0.82,0.52,1.3641666666666667
381,8.3,Winter,2.0,7,4,5,3,0.7,1.47,1.1079166666666669
304,14.6,Summer,2.0,13,29,5,7,0.48,1.13,1.2566666666666666
414,27.1,Summer,1.0,12,27,2,9,1.33,0.68,1.5770833333333334
478,16.8,Winter,3.0,23,5,6,3,0.97,1.14,0.9179166666666668
139,0.3,Summer,5.0,9,26,1,9,0.8,0.92,1.245
122,36.6,Winter,5.0,2,28,1,3,1.86,0.4,1.2674999999999998
257,0.7,Winter,4.0,0,11,5,2,0.92,1.26,1.47
77,-2.0,Fall,4.0,22,26,1,12,0.47,1.41,1.65625
477,28.1,Fall,4.0,8,26,6,11,1.56,1.67,1.6608333333333334
80,16.7,Fall,1.0,19,9,3,11,0.97,1.69,1.4825
490,36.3,Winter,2.0,7,30,0,1,0.71,0.67,1.53625
29,-6.9,Fall,3.0,14,30,0,10,0.69,1.0,1.0804166666666666
291,23.1,Winter,2.0,11,18,5,3,1.39,1.34,1.79875
408,-5.6,Spring,5.0,11,9,4,6,1.12,0.29,1.4945833333333332
279,8.8,Summer,4.0,2,28,4,7,0.63,0.3,1.924583333333333
32,29.5,Winter,2.0,11,14,5,1,1.94,1.3,1.1833333333333331
468,24.5,Winter,2.0,1,30,3,3,1.95,0.98,1.1475
238,38.9,Spring,4.0,8,23,6,4,1.13,1.99,1.0575
170,27.3,Spring,5.0,22,3,2,5,1.42,0.49,1.7687499999999998
30,4.6,Winter,1.0,4,8,2,3,1.62,0.21,1.4116666666666668
404,28.5,Winter,4.0,13,14,1,2,1.74,1.44,1.3458333333333332
44,-6.2,Fall,1.0,12,15,4,12,0.78,1.84,1.415
262,22.4,Winter,3.0,13,7,1,3,0.35,0.29,1.3770833333333332
32,-1.9,Winter,3.0,11,26,6,2,1.34,1.69,1.3070833333333334
344,13.2,Fall,1.0,0,9,0,10,0.41,0.33,1.4958333333333331
213,32.4,Spring,3.0,20,15,5,4,0.85,1.01,1.4512500000000002
188,29.2,Summer,1.0,17,28,4,7,1.56,1.3,1.1762499999999998
127,24.1,Summer,2.0,11,18,0,9,0.49,0.29,1.450416666666667
469,30.6,Spring,2.0,23,14,2,6,0.67,1.7,2.2666666666666666
195,25.0,Fall,4.0,3,25,5,11,1.92,1.11,1.4987499999999996
266,-0.3,Fall,2.0,15,6,0,11,1.55,0.29,1.4187500000000002
32,-9.0,Fall,4.0,11,12,6,11,0.84,0.38,1.262916666666667
489,29.7,Fall,4.0,18,19,3,10,0.33,1.82,1.4770833333333335
433,18.8,Summer,4.0,23,6,6,8,0.79,1.74,1.4720833333333336
104,39.4,Fall,5.0,13,19,1,12,1.37,0.87,1.7895833333333335
428,-4.6,Summer,5.0,1,21,4,7,1.52,1.36,1.5845833333333337
290,32.0,Spring,3.0,7,15,5,4,0.69,0.94,1.4204166666666669
118,0.7,Fall,2.0,13,15,2,11,1.28,0.63,1.2991666666666666
93,27.4,Fall,4.0,17,4,5,11,1.2,1.28,1.32375
157,7.9,Summer,1.0,20,2,5,9,0.84,1.56,1.4800000000000002
310,29.8,Summer,4.0,16,2,5,9,0.54,0.83,1.1083333333333334
322,-4.4,Spring,2.0,18,18,6,6,1.48,0.37,1.5608333333333333
440,23.2,Fall,1.0,10,12,1,12,1.08,1.83,1.5329166666666667
158,29.9,Summer,2.0,18,30,6,7,0.93,0.29,1.2991666666666666
456,-1.1,Summer,4.0,21,21,3,9,1.0,0.49,1.57
246,16.9,Summer,1.0,8,23,2,8,0.34,1.29,1.4745833333333334
219,-5.8,Spring,3.0,5,27,3,4,1.08,1.05,1.0625
22,-9.0,Summer,2.0,7,8,1,8,1.92,1.37,1.8691666666666664
272,32.1,Summer,2.0,5,4,4,8,1.66,1.15,1.3858333333333333
173,4.1,Winter,5.0,18,13,0,3,0.64,1.35,1.6170833333333332
381,-7.6,Fall,3.0,23,30,0,10,1.7,1.42,1.593333333333333
171,37.2,Summer,3.0,9,13,2,9,0.47,1.92,1.1483333333333332
285,18.1,Spring,5.0,10,24,2,5,1.58,1.65,1.3670833333333334
241,-4.0,Fall,4.0,2,10,4,11,0.6,1.55,1.4275
252,4.1,Spring,2.0,1,16,6,4,1.05,0.63,1.237083333333333
167,-6.9,Fall,4.0,20,2,5,12,0.97,0.48,1.5379166666666666
237,24.5,Fall,2.0,2,10,6,12,0.37,0.79,1.44625
211,-5.9,Spring,3.0,21,30,1,5,0.86,1.69,1.5525000000000002
32,-6.9,Spring,4.0,14,8,3,6,1.55,0.64,1.5762500000000002
331,10.0,Summer,2.0,0,25,0,9,1.92,0.97,1.504583333333333
392,21.7,Summer,3.0,1,14,4,7,0.56,0.37,1.4004166666666666
245,7.7,Fall,5.0,4,11,0,12,0.52,1.25,1.2645833333333332
318,-2.5,Summer,3.0,3,10,0,7,0.22,1.26,1.528333333333333
234,38.3,Winter,5.0,18,6,0,3,1.11,0.3,1.7166666666666668
437,-3.7,Summer,4.0,2,29,4,9,0.23,0.34,1.6708333333333332
264,25.1,Fall,4.0,16,17,6,12,1.66,1.27,1.5566666666666666
164,11.9,Spring,5.0,2,20,5,5,1.46,1.03,1.6004166666666666
223,2.3,Fall,2.0,21,2,5,12,0.53,0.71,1.3133333333333332
180,2.2,Summer,5.0,10,22,5,7,0.3,1.83,1.4183333333333332
497,16.2,Winter,2.0,18,10,4,3,1.54,1.46,1.3404166666666668
41,30.7,Winter,5.0,3,19,6,3,0.55,0.88,1.8208333333333333
336,38.0,Spring,1.0,3,16,6,4,0.44,1.28,1.1141666666666667
91,-3.2,Fall,4.0,23,9,0,10,1.52,1.89,1.2420833333333332
371,-7.1,Winter,4.0,18,2,3,3,1.14,0.87,1.590833333333333
29,7.4,Summer,3.0,4,1,5,7,1.39,1.93,1.742916666666667
225,-10.0,Summer,4.0,14,24,3,8,0.85,1.8,1.6083333333333332
198,-8.9,Fall,3.0,9,20,2,12,1.85,0.23,1.3945833333333333
29,-3.0,Winter,5.0,10,3,4,2,1.9,1.07,1.4583333333333333
453,-2.9,Fall,1.0,14,15,4,12,0.95,1.31,1.2620833333333332
212,-0.1,Winter,5.0,21,6,4,1,1.93,1.1,1.6383333333333334
123,13.6,Spring,1.0,15,15,5,4,1.37,0.33,1.4366666666666668
60,1.4,Summer,1.0,21,22,1,8,0.58,0.72,1.4320833333333332
13,-2.8,Winter,3.0,0,10,4,3,1.18,1.03,1.5600000000000005
420,3.5,Summer,4.0,2,14,4,7,0.22,0.22,1.47625
191,36.7,Winter,5.0,10,26,6,2,0.9,0.23,1.335416666666667
32,8.9,Winter,3.0,16,15,2,3,1.02,1.28,1.5420833333333333
418,7.7,Spring,4.0,12,18,6,6,1.69,0.73,1.7404166666666665
19,2.2,Winter,4.0,22,24,4,3,0.98,1.12,1.617916666666667
398,-1.6,Winter,3.0,22,26,6,2,0.49,1.35,1.1704166666666669
148,15.2,Winter,3.0,0,24,4,2,0.53,1.96,1.01
247,4.4,Summer,3.0,7,13,6,8,1.04,1.69,1.3608333333333331
248,13.2,Spring,3.0,18,20,5,5,1.47,1.63,1.1966666666666663
474,20.9,Spring,3.0,15,25,3,5,0.81,0.35,1.2970833333333334
326,14.2,Spring,2.0,2,5,4,5,0.76,0.6,1.1875
454,37.3,Spring,1.0,11,20,3,4,1.46,0.44,1.7491666666666668
326,27.3,Winter,4.0,15,21,1,3,0.68,0.76,1.3670833333333332
381,13.8,Winter,3.0,14,27,0,2,1.27,0.97,1.0025000000000002
67,14.1,Fall,1.0,0,11,2,10,0.56,0.78,1.1366666666666665
17,28.6,Winter,5.0,16,24,4,2,0.97,1.09,1.3795833333333334
178,18.9,Winter,1.0,23,20,0,3,1.98,0.87,1.325416666666667
134,14.9,Summer,1.0,4,10,3,8,1.66,0.51,1.5799999999999998
454,31.5,Summer,2.0,8,16,5,9,0.89,1.85,1.6241666666666663
330,26.2,Winter,5.0,2,5,6,3,1.61,1.13,1.5529166666666665
60,34.6,Fall,4.0,7,30,0,10,0.3,1.34,1.0679166666666668
135,35.6,Spring,3.0,18,17,2,5,0.35,0.66,1.2754166666666666
147,16.6,Winter,2.0,13,22,2,3,1.32,1.27,1.51
213,25.3,Fall,4.0,18,21,3,12,0.2,1.86,1.4654166666666668
392,32.0,Summer,2.0,8,4,0,9,0.4,0.28,1.5345833333333332
49,6.1,Fall,1.0,19,12,6,11,0.57,1.38,1.3291666666666666
481,10.8,Summer,3.0,17,24,6,9,1.51,0.51,1.7362499999999998
288,-9.1,Summer,5.0,12,17,6,9,1.82,0.98,1.2791666666666668
376,21.6,Fall,4.0,3,13,4,10,0.75,2.0,1.445
5,18.8,Summer,2.0,18,29,5,7,1.9,1.75,1.1929166666666666
344,9.6,Spring,1.0,19,8,5,4,0.79,0.42,1.4983333333333333
443,-2.0,Summer,1.0,12,20,6,8,1.5,1.37,1.9041666666666668
313,-0.1,Summer,1.0,21,4,4,8,1.59,0.93,1.6224999999999998
366,-2.3,Winter,1.0,0,12,6,2,1.82,1.76,1.8658333333333332
404,-1.2,Winter,5.0,20,9,3,2,1.94,0.51,1.5
284,26.1,Summer,1.0,21,2,6,7,0.59,1.9,1.23375
132,-2.5,Summer,5.0,8,19,2,7,1.27,1.27,1.1545833333333333
383,5.1,Winter,5.0,4,13,0,2,0.53,1.76,1.0545833333333334
62,-6.7,Spring,5.0,8,23,6,4,0.46,0.67,1.02
500,2.6,Fall,5.0,10,18,5,11,1.89,1.72,1.8191666666666664
482,32.1,Winter,3.0,4,8,2,2,0.62,0.55,1.4137500000000005
497,35.6,Spring,3.0,11,4,6,6,0.29,1.54,1.7437499999999997
70,14.8,Winter,5.0,2,27,0,2,0.97,0.69,1.2020833333333334
285,-5.7,Spring,2.0,12,22,5,4,1.05,0.62,1.4020833333333331
374,32.1,Fall,2.0,21,14,3,12,1.74,0.59,1.3945833333333333
203,36.1,Summer,1.0,4,30,5,9,0.2,0.65,1.1604166666666669
31,-9.9,Fall,1.0,7,8,4,12,1.8,1.18,1.1424999999999998
65,4.3,Winter,3.0,8,14,1,3,1.34,1.3,1.8691666666666664
282,34.9,Winter,4.0,13,19,6,2,1.46,0.3,1.4054166666666663
375,10.9,Spring,1.0,19,17,0,4,1.87,1.65,1.445
52,-4.0,Spring,3.0,5,27,1,6,0.28,1.52,1.5004166666666665
296,-1.2,Spring,4.0,3,23,1,5,0.35,1.41,1.3179166666666666
214,17.2,Fall,5.0,13,10,4,11,1.81,1.48,1.335
334,21.0,Winter,4.0,16,2,3,2,1.68,1.05,1.21375
10,28.7,Spring,3.0,4,7,4,4,1.53,1.4,1.6629166666666668
89,31.1,Spring,3.0,21,29,0,5,0.48,0.41,1.855
9,36.6,Winter,3.0,6,9,3,3,1.11,1.07,1.9
349,7.5,Summer,4.0,9,5,1,9,0.6,0.84,1.7241666666666668
471,2.8,Summer,5.0,7,24,3,8,1.02,1.01,1.3529166666666663
113,10.4,Summer,5.0,14,1,1,8,0.31,1.28,1.7954166666666669
497,-7.4,Fall,5.0,3,5,1,12,1.79,1.21,1.5145833333333334
282,11.4,Spring,1.0,16,8,0,5,1.82,0.63,1.65125
353,-7.1,Winter,5.0,11,9,0,1,0.67,1.02,1.247083333333333
222,-3.3,Spring,4.0,1,15,3,6,1.62,1.61,2.182916666666667
412,17.6,Summer,1.0,23,5,1,9,1.72,1.02,1.562083333333333
392,9.8,Fall,4.0,12,27,4,10,0.92,1.09,1.42875
480,-5.5,Fall,1.0,15,25,5,11,0.71,0.49,1.4454166666666668
451,17.6,Spring,4.0,3,15,5,4,1.65,0.3,1.4525
331,5.5,Spring,4.0,23,29,5,4,1.96,0.38,1.4241666666666666
473,21.2,Fall,3.0,5,6,0,11,0.72,0.74,1.245
147,-1.5,Summer,5.0,17,18,1,7,1.5,1.41,1.41
46,10.7,Winter,5.0,19,30,3,3,0.2,0.57,1.7420833333333334
478,13.1,Summer,2.0,21,3,0,7,1.18,0.77,1.6079166666666664
53,31.3,Winter,4.0,20,15,2,2,0.3,1.55,1.6620833333333334
438,16.8,Fall,4.0,23,12,3,10,0.3,0.52,1.225
405,36.2,Fall,4.0,11,29,6,10,1.53,1.15,1.3516666666666666
164,2.8,Summer,4.0,20,2,2,8,0.95,0.36,1.7133333333333332
260,19.6,Summer,5.0,10,21,0,8,0.36,1.87,1.245
374,15.0,Fall,5.0,22,19,3,10,1.2,0.52,1.6525
418,9.5,Fall,4.0,2,14,3,12,1.67,1.7,1.4691666666666665
135,25.7,Fall,3.0,21,11,5,11,1.93,1.17,1.1870833333333333
34,37.7,Fall,1.0,10,12,3,10,0.43,1.7,0.9958333333333332
363,11.0,Spring,4.0,15,17,0,4,0.62,1.54,1.5208333333333333
167,7.5,Fall,1.0,21,12,6,11,1.76,1.33,1.1525
282,26.0,Fall,2.0,4,3,1,10,1.63,0.51,1.3070833333333332
423,17.5,Fall,3.0,23,6,4,10,0.66,0.95,1.617916666666667
305,-4.7,Summer,2.0,12,20,2,9,0.9,1.16,1.31125
420,20.5,Spring,1.0,1,12,0,6,1.33,0.71,1.132083333333333
329,18.8,Summer,2.0,11,23,2,8,1.02,1.86,1.2625
413,35.2,Winter,4.0,13,15,6,1,0.97,1.8,1.6966666666666663
335,31.7,Fall,5.0,21,15,6,10,0.52,1.75,1.2070833333333333
9,15.8,Winter,4.0,19,27,0,2,1.76,1.27,1.2279166666666663
387,11.7,Summer,5.0,11,10,3,8,1.7,0.68,1.70875
60,36.5,Winter,5.0,4,25,2,1,1.22,0.66,1.1795833333333334
416,16.5,Fall,4.0,11,24,1,10,0.47,1.01,1.2725
339,25.0,Spring,1.0,11,28,2,6,0.37,1.71,1.64125
58,5.4,Summer,5.0,1,21,4,7,0.8,0.42,1.5970833333333336
328,-0.3,Winter,5.0,6,26,3,1,0.32,1.24,1.4683333333333335
308,7.3,Spring,4.0,3,18,6,6,1.69,0.83,1.4979166666666668
240,27.8,Spring,1.0,12,5,2,4,0.39,0.65,1.1929166666666666
312,-10.0,Fall,4.0,6,30,5,12,0.87,0.58,1.5720833333333333
328,9.0,Summer,1.0,23,12,1,9,0.46,1.48,1.4825
165,10.7,Summer,3.0,12,4,0,9,0.94,1.45,1.5820833333333333
493,9.1,Summer,5.0,3,22,4,9,0.75,0.58,1.8670833333333332
178,1.4,Summer,4.0,8,18,1,7,1.25,1.24,1.534166666666667
306,6.0,Fall,1.0,21,25,0,12,0.87,1.0,1.3079166666666666
311,-8.0,Fall,5.0,5,10,6,12,0.37,1.28,1.4641666666666666
246,27.6,Fall,3.0,19,24,4,11,0.47,0.82,1.3741666666666663
102,10.7,Summer,5.0,20,28,4,7,0.26,1.94,1.2145833333333331
461,32.3,Spring,4.0,10,25,3,5,1.53,0.55,1.6687500000000002
246,35.8,Spring,4.0,21,8,0,5,1.35,0.79,1.76875
112,21.8,Winter,3.0,15,20,4,1,0.23,0.76,1.375416666666667
313,15.7,Spring,2.0,17,5,2,4,1.8,1.1,1.2695833333333333
398,16.5,Summer,1.0,5,31,3,8,1.11,1.31,1.5066666666666668
202,-7.7,Fall,2.0,9,20,2,12,1.82,1.55,1.4420833333333334
289,12.2,Fall,5.0,20,12,1,12,1.19,1.63,1.1666666666666667
12,13.3,Spring,5.0,3,2,6,4,0.29,1.83,1.505
135,1.8,Summer,1.0,16,5,5,8,1.57,1.05,1.535
152,-3.8,Spring,5.0,1,6,3,4,0.62,1.24,1.6754166666666668
228,4.9,Fall,1.0,14,1,2,11,1.9,0.23,1.5733333333333337
71,23.2,Summer,1.0,22,3,0,7,0.26,0.76,1.6062500000000002
270,35.5,Summer,2.0,16,3,3,8,1.6,0.48,1.5829166666666667
427,-3.2,Fall,4.0,17,31,6,12,0.88,0.73,1.4925
108,7.5,Fall,1.0,14,20,0,11,0.82,0.52,1.21
22,35.1,Summer,3.0,18,17,6,9,1.55,0.62,1.95
217,6.5,Summer,4.0,4,7,3,9,1.25,1.05,1.7670833333333336
87,12.3,Fall,2.0,6,8,6,10,0.78,1.18,1.64625
477,2.7,Summer,1.0,20,14,4,7,0.54,0.77,1.3475
208,24.7,Winter,5.0,2,5,6,3,1.07,1.52,1.5154166666666666
83,-9.9,Fall,3.0,22,25,0,12,0.72,0.83,1.315416666666667
115,25.7,Winter,3.0,20,19,6,3,0.68,1.7,1.6570833333333332
74,13.4,Spring,1.0,22,2,4,6,0.71,0.87,1.9983333333333333
69,7.5,Summer,1.0,13,17,6,9,1.5,0.93,1.39125
35,26.4,Summer,2.0,19,29,5,7,0.65,0.63,1.1529166666666666
40,-8.8,Summer,3.0,12,2,5,9,0.62,1.42,1.3995833333333332
382,1.7,Summer,4.0,17,19,5,8,1.01,1.93,1.524166666666667
466,18.7,Winter,3.0,22,4,5,3,0.47,0.58,1.2325
227,36.0,Winter,2.0,11,20,0,2,1.25,0.39,1.4520833333333332
398,33.4,Spring,1.0,18,14,6,5,1.72,1.48,1.2604166666666667
464,27.4,Fall,5.0,1,29,2,11,1.75,1.34,1.5337500000000002
419,3.8,Spring,4.0,19,24,5,6,1.7,0.55,1.8012500000000002
