Home ID,Outdoor Temperature (°C),Season,Household Size,hour,day,weekday,month,lag_1,lag_24,rolling_mean_24
346,-5.1,Winter,4.0,23,2,3,3,1.75,1.06,1.2379166666666668
339,1.3,Summer,4.0,17,26,1,9,1.39,1.12,1.45875
231,39.7,Winter,4.0,20,27,0,3,1.17,0.54,1.3583333333333334
320,4.3,Winter,3.0,19,8,2,2,1.79,1.3,1.455833333333333
70,-7.6,Spring,3.0,17,22,5,4,1.1,0.23,1.49625
169,30.6,Fall,4.0,22,4,0,12,1.35,1.58,1.3966666666666665
451,28.2,Fall,2.0,15,9,3,11,0.69,1.03,2.135
13,-4.0,Winter,1.0,18,30,0,1,0.55,0.94,1.6483333333333334
356,27.4,Spring,5.0,19,14,4,4,0.65,1.55,1.47625
269,5.8,Winter,1.0,10,16,3,3,1.99,1.8,1.1075000000000002
451,3.1,Spring,4.0,16,25,3,5,1.37,0.82,1.29375
160,7.4,Winter,2.0,8,18,2,1,1.7,0.72,1.4808333333333332
373,-5.9,Winter,5.0,18,28,1,3,1.31,0.52,1.2829166666666667
411,8.1,Fall,3.0,12,10,6,12,1.47,0.66,1.3429166666666663
202,27.0,Fall,1.0,2,2,0,10,1.05,1.22,1.1779166666666665
415,-7.6,Winter,5.0,4,5,6,3,0.28,1.22,1.6495833333333334
309,16.4,Winter,2.0,12,13,0,2,0.47,1.55,1.2341666666666666
419,20.3,Fall,5.0,3,12,1,12,1.45,0.68,1.6004166666666666
176,3.7,Winter,3.0,23,3,4,3,0.23,1.72,1.163333333333333
288,2.1,Winter,1.0,18,23,3,2,0.35,0.26,1.3987499999999995
32,11.9,Fall,1.0,22,10,1,10,0.41,0.74,1.4429166666666668
411,1.2,Summer,1.0,16,18,1,7,1.13,1.58,1.6449999999999998
8,3.6,Summer,2.0,6,9,5,9,1.48,0.45,1.3320833333333333
398,13.9,Summer,4.0,10,20,3,7,1.11,0.76,2.066666666666667
246,-1.6,Fall,5.0,12,7,5,10,0.55,1.99,1.3695833333333332
333,28.5,Summer,1.0,4,4,0,9,0.81,0.38,1.8945833333333333
303,29.6,Fall,5.0,2,13,2,12,1.58,1.16,1.64625
253,32.8,Summer,5.0,7,17,6,9,1.98,0.49,1.3204166666666668
258,-1.1,Spring,4.0,11,22,3,6,1.03,1.11,0.9304166666666666
463,11.2,Fall,3.0,16,19,1,12,0.25,0.97,1.5195833333333333
196,23.5,Fall,1.0,1,3,4,11,1.87,0.91,1.6229166666666666
93,32.2,Fall,1.0,4,27,4,10,1.25,0.79,1.3633333333333333
272,0.1,Fall,5.0,10,5,6,11,1.75,1.84,1.82625
145,32.0,Spring,2.0,14,21,6,5,1.81,0.52,2.022083333333333
330,8.1,Summer,1.0,6,18,4,8,1.9,0.72,1.6266666666666667
174,13.3,Spring,2.0,23,3,5,6,0.8,0.26,1.7291666666666667
130,24.5,Summer,4.0,19,9,6,7,1.01,1.58,1.5658333333333332
462,18.1,Summer,3.0,0,20,3,7,1.68,0.9,1.4354166666666668
155,11.1,Summer,4.0,23,4,4,8,1.0,0.37,1.512916666666667
20,-3.4,Summer,1.0,14,3,0,7,1.7,0.62,1.7025
368,9.7,Summer,5.0,22,14,4,7,1.85,1.85,1.399166666666667
204,21.8,Summer,4.0,6,5,5,8,1.49,0.73,1.8158333333333336
147,27.2,Summer,4.0,18,8,1,8,1.75,1.28,1.512916666666667
492,14.0,Winter,5.0,13,11,5,3,1.11,1.86,1.581666666666667
416,37.0,Spring,4.0,18,27,1,6,1.74,1.9,1.3833333333333335
15,30.4,Summer,5.0,7,26,2,7,1.59,0.91,1.6166666666666665
54,37.4,Spring,1.0,19,28,2,6,0.43,0.63,1.49875
102,15.9,Spring,4.0,12,10,2,5,0.95,0.77,1.038333333333333
441,31.2,Fall,5.0,0,4,0,12,0.9,1.84,1.4437500000000003
125,-3.0,Summer,2.0,3,24,0,7,1.62,1.6,1.3729166666666668
214,6.2,Spring,4.0,1,25,3,5,0.47,1.71,1.3629166666666668
216,3.9,Fall,3.0,12,1,6,10,0.81,1.97,1.21125
280,10.3,Fall,4.0,16,20,2,12,0.34,1.22,1.3320833333333333
279,6.6,Fall,2.0,18,14,1,11,0.46,0.66,1.265
16,33.0,Summer,1.0,2,9,2,8,1.22,1.21,1.3770833333333332
254,3.2,Winter,5.0,4,3,4,3,0.49,1.6,1.1345833333333333
367,12.6,Spring,1.0,13,20,3,4,0.54,1.32,1.6133333333333333
345,25.5,Summer,1.0,1,10,3,8,0.63,1.63,1.3037500000000002
451,18.5,Summer,5.0,23,26,5,8,1.33,1.68,1.4108333333333336
261,-4.2,Spring,2.0,21,10,2,5,0.24,1.3,0.9104166666666668
172,4.5,Summer,5.0,11,21,4,7,0.66,1.24,1.1183333333333332
161,6.4,Winter,2.0,23,7,1,3,0.34,0.85,1.27
156,2.7,Winter,5.0,10,17,4,3,1.53,0.67,1.1395833333333332
372,25.4,Spring,3.0,9,16,6,4,1.55,1.75,0.9620833333333332
458,-5.2,Fall,1.0,7,11,2,10,1.7,0.8,1.0433333333333332
298,-1.2,Winter,2.0,14,27,0,2,1.06,1.77,1.0679166666666666
13,22.7,Summer,5.0,0,18,4,8,1.11,1.43,1.66125
432,23.4,Summer,1.0,9,1,5,7,0.35,1.04,1.5170833333333331
489,9.6,Summer,3.0,0,17,0,7,0.43,0.29,1.4291666666666665
393,33.0,Winter,4.0,19,2,3,2,1.09,0.83,1.0420833333333333
482,3.9,Fall,5.0,2,30,5,12,0.59,0.64,1.3579166666666664
369,28.2,Winter,5.0,16,8,6,1,1.17,0.89,1.5608333333333333
79,6.1,Spring,3.0,9,15,5,4,1.47,1.24,1.2491666666666668
106,39.6,Fall,1.0,11,26,1,12,0.34,1.2,1.3495833333333334
377,7.3,Winter,4.0,21,6,0,3,0.43,0.93,1.6124999999999998
345,38.5,Summer,1.0,9,18,1,7,0.88,0.22,1.4879166666666668
31,29.9,Winter,4.0,16,23,3,2,0.9,0.77,1.6516666666666666
300,12.1,Winter,2.0,3,13,0,3,0.89,0.96,1.58875
483,-0.6,Spring,1.0,14,3,5,6,0.52,1.13,1.1362499999999998
290,25.6,Winter,2.0,0,26,6,3,0.52,1.29,1.5716666666666663
456,17.1,Winter,1.0,2,24,4,2,0.86,1.67,1.268333333333333
68,26.3,Winter,5.0,17,20,0,2,1.13,1.92,1.5575
14,-8.2,Spring,5.0,3,9,4,6,0.3,0.49,1.5420833333333333
80,-1.9,Fall,2.0,21,6,2,12,1.87,1.42,1.8354166666666665
74,23.8,Spring,2.0,4,30,1,5,0.26,1.13,1.4158333333333333
157,6.5,Summer,2.0,11,7,0,8,1.24,0.99,1.3295833333333331
218,12.8,Spring,2.0,19,20,3,4,1.83,1.55,1.309583333333333
188,-3.5,Winter,2.0,17,21,1,3,0.99,0.67,1.40125
358,21.2,Winter,5.0,18,24,4,2,1.23,0.85,1.2733333333333334
39,-3.2,Summer,4.0,0,16,5,9,1.73,1.15,1.180416666666667
62,33.1,Winter,3.0,20,21,1,2,0.85,1.86,1.374583333333333
72,32.2,Winter,5.0,3,21,1,3,1.63,1.29,1.4400000000000002
346,-2.4,Fall,2.0,17,11,2,10,0.42,1.92,1.7804166666666663
324,39.0,Summer,3.0,1,15,4,9,0.65,1.12,1.4137500000000005
479,36.2,Winter,1.0,18,1,2,3,0.67,0.23,1.3775000000000002
73,27.8,Fall,5.0,15,7,1,11,1.56,0.57,1.66
239,33.1,Summer,5.0,23,27,3,7,1.8,1.58,1.62
386,-8.0,Winter,4.0,9,23,3,3,1.82,1.9,1.7416666666666665
310,38.7,Fall,5.0,0,21,3,12,1.73,1.09,1.27875
205,-2.1,Fall,3.0,14,7,1,11,0.89,1.49,1.5470833333333334
33,37.6,Spring,3.0,22,17,5,6,1.29,0.23,1.5033333333333332
263,16.6,Fall,2.0,3,4,0,12,1.0,1.58,1.6283333333333332
284,23.2,Summer,2.0,13,30,2,8,0.92,1.36,1.4520833333333334
290,37.5,Summer,2.0,12,27,3,7,0.94,1.43,1.3120833333333335
12,-7.0,Spring,3.0,5,4,3,5,1.43,1.36,1.5275
176,2.3,Spring,1.0,2,7,4,4,0.53,0.72,1.6224999999999998
410,30.1,Spring,3.0,10,5,4,5,1.64,0.26,1.5275
490,4.3,Spring,2.0,7,2,4,6,0.96,0.92,1.5741666666666667
360,-0.2,Winter,2.0,13,10,4,2,1.14,1.19,1.3020833333333333
277,20.5,Winter,4.0,19,7,1,2,1.27,0.62,1.39875
390,16.7,Spring,5.0,10,5,4,5,0.25,1.83,1.531666666666667
499,-8.5,Fall,5.0,14,6,4,10,0.94,1.44,1.0483333333333331
142,22.5,Winter,3.0,13,11,5,2,1.73,0.8,1.7554166666666664
409,22.8,Spring,1.0,16,23,6,4,1.43,0.51,1.14
436,36.9,Fall,4.0,21,15,2,11,1.12,1.19,1.8545833333333333
14,27.0,Winter,1.0,15,5,6,2,1.69,0.67,1.2575
69,-6.7,Fall,3.0,21,19,6,11,0.91,0.7,1.4587500000000002
26,35.4,Winter,3.0,14,24,4,2,0.8,1.92,1.4262499999999998
488,38.5,Spring,4.0,19,22,5,4,0.32,1.96,1.3916666666666666
68,14.0,Fall,2.0,9,28,1,11,0.85,1.35,1.3099999999999998
256,-5.3,Spring,2.0,13,4,6,6,0.41,0.51,1.70375
408,5.6,Summer,1.0,19,14,4,7,1.58,0.76,1.262916666666667
124,36.0,Winter,4.0,12,12,6,3,1.8,1.04,1.445
389,8.1,Winter,1.0,20,17,4,2,1.84,1.09,1.5079166666666666
214,33.3,Spring,2.0,19,18,1,4,0.22,1.72,1.909166666666667
482,3.3,Fall,2.0,3,29,6,10,0.89,0.32,1.4691666666666665
258,25.5,Spring,5.0,7,5,4,5,1.8,0.97,1.4520833333333334
424,21.0,Fall,5.0,23,7,3,12,1.35,0.59,1.9695833333333332
497,9.8,Spring,5.0,3,6,3,4,1.89,1.54,1.45
71,30.6,Fall,4.0,23,9,5,12,1.82,0.41,1.5491666666666666
206,7.2,Winter,1.0,1,6,0,3,1.22,0.37,1.0733333333333337
12,31.3,Spring,1.0,7,5,0,6,0.79,0.5,1.539583333333333
350,-3.2,Summer,2.0,5,25,4,8,0.51,0.64,1.5683333333333334
411,18.2,Summer,1.0,2,31,0,7,1.86,1.58,1.559583333333333
471,16.2,Spring,5.0,21,14,6,5,1.3,1.23,1.524166666666667
141,7.7,Winter,1.0,18,11,2,1,0.53,1.3,1.6025
41,29.3,Spring,5.0,3,1,3,6,0.6,1.65,1.44375
336,12.0,Summer,2.0,17,7,4,7,0.79,0.26,1.2891666666666666
195,27.0,Fall,4.0,3,11,0,12,1.6,1.65,1.4879166666666668
342,38.5,Fall,2.0,2,21,1,11,1.18,0.72,1.5187499999999998
466,6.7,Spring,5.0,18,14,4,4,1.72,0.2,1.4887500000000002
244,-4.9,Spring,5.0,19,30,6,4,1.92,0.55,1.9283333333333332
328,-9.3,Fall,1.0,2,7,3,12,0.83,1.13,1.21125
420,3.6,Summer,1.0,19,14,4,7,1.8,0.91,1.3175
351,-1.3,Winter,1.0,2,29,2,3,0.86,1.66,1.096666666666667
26,12.7,Fall,3.0,23,18,0,12,1.09,1.31,1.4766666666666666
353,22.2,Winter,2.0,14,14,1,2,1.09,0.27,1.4683333333333335
304,21.5,Fall,5.0,6,9,0,10,1.47,0.3,1.5329166666666667
10,17.0,Fall,3.0,22,14,3,12,1.35,1.68,1.4583333333333333
351,-0.2,Summer,4.0,20,12,5,8,1.17,0.53,1.3825
15,6.7,Spring,2.0,8,25,6,6,0.32,0.25,1.4158333333333335
358,10.5,Summer,1.0,17,13,2,9,1.72,1.48,1.19625
389,39.8,Summer,2.0,14,8,5,7,1.39,1.81,1.855
37,12.3,Spring,5.0,11,18,1,4,1.96,0.89,1.86
186,27.9,Spring,5.0,19,12,0,6,1.52,1.67,1.377916666666667
128,-0.9,Fall,3.0,5,6,4,10,0.3,1.24,1.6454166666666663
295,32.4,Fall,3.0,0,8,6,10,1.16,1.92,1.14875
328,9.7,Summer,5.0,2,19,1,9,0.63,1.02,1.3420833333333333
106,-7.4,Fall,4.0,13,24,1,10,1.05,1.0,1.4845833333333331
215,18.7,Fall,1.0,4,23,5,12,1.26,0.88,1.35
446,6.2,Winter,5.0,20,18,2,1,1.77,0.53,1.58125
346,18.9,Summer,3.0,2,26,1,9,1.77,1.34,1.492916666666667
310,6.7,Winter,1.0,21,24,4,2,1.11,0.28,1.3733333333333333
473,16.8,Summer,4.0,14,16,2,8,0.29,1.31,1.54625
75,22.7,Winter,4.0,15,28,5,1,0.24,0.56,1.8033333333333332
436,24.8,Fall,1.0,13,6,4,10,1.6,0.81,1.1641666666666666
230,15.8,Fall,1.0,16,28,3,12,1.35,1.8,1.5729166666666663
14,-5.3,Summer,5.0,3,19,2,7,1.49,0.37,1.3333333333333333
295,4.3,Winter,2.0,0,29,6,1,1.27,1.69,1.3562500000000002
25,-7.5,Spring,3.0,9,3,5,6,1.17,1.96,1.215833333333333
335,29.7,Spring,5.0,4,3,0,4,0.54,1.66,1.3770833333333332
362,0.2,Fall,3.0,20,30,5,12,0.7,1.0,1.36625
483,28.8,Summer,2.0,19,9,5,9,0.6,0.36,1.3229166666666667
140,39.5,Spring,4.0,14,18,6,6,1.95,0.93,1.6137499999999998
152,-7.3,Fall,3.0,13,7,5,10,0.8,1.63,1.42125
273,0.8,Summer,5.0,9,2,6,7,0.77,0.43,1.16875
461,38.8,Summer,4.0,4,31,3,8,0.64,0.84,1.6375
329,3.7,Summer,1.0,8,13,2,9,0.28,0.88,1.3191666666666668
364,36.7,Fall,3.0,16,20,0,11,0.64,0.27,1.0929166666666668
448,36.2,Spring,2.0,22,17,2,5,0.54,0.98,1.45
153,19.1,Fall,2.0,23,30,5,12,1.43,0.34,1.5991666666666668
81,20.4,Winter,5.0,4,24,1,1,0.73,1.62,1.5041666666666669
77,33.0,Spring,3.0,6,18,6,6,1.11,1.48,1.5512499999999998
33,14.4,Summer,5.0,11,27,6,8,1.44,0.45,1.415
188,37.9,Fall,5.0,18,17,6,12,0.36,1.58,1.315416666666667
488,25.0,Summer,1.0,15,7,3,9,1.11,1.91,0.94875
423,25.7,Winter,5.0,9,31,4,3,1.96,1.64,1.4466666666666663
112,33.3,Fall,4.0,22,29,6,10,1.22,1.62,1.30625
78,27.0,Spring,4.0,22,3,0,4,1.54,0.86,1.3829166666666668
205,34.7,Fall,5.0,14,18,0,12,1.22,0.75,1.4408333333333332
177,-8.6,Fall,4.0,22,31,1,10,1.21,1.25,1.2500000000000002
18,3.1,Fall,2.0,15,31,6,12,1.76,1.47,1.43
177,13.3,Spring,5.0,19,14,2,6,0.87,1.56,1.8766666666666667
489,-3.8,Fall,5.0,22,1,6,10,1.67,1.39,1.745
356,3.4,Summer,1.0,20,10,0,7,0.76,0.45,1.6758333333333333
44,19.6,Winter,2.0,2,2,3,3,0.37,1.48,1.5420833333333337
95,14.1,Summer,4.0,2,6,3,7,1.53,0.58,1.8141666666666667
85,30.1,Winter,2.0,7,19,6,3,1.23,1.84,1.81125
19,35.4,Spring,5.0,23,18,6,6,0.79,0.94,1.5445833333333334
33,28.0,Summer,1.0,13,2,6,7,1.8,0.49,1.5270833333333331
239,16.2,Spring,1.0,20,5,0,6,1.59,1.67,1.5729166666666667
325,25.7,Summer,1.0,4,14,0,8,1.47,0.45,1.3637499999999998
432,-6.0,Winter,2.0,12,1,2,3,0.31,0.58,1.2525
149,24.6,Winter,2.0,8,18,5,2,0.46,1.23,1.2283333333333333
380,36.6,Fall,5.0,19,24,4,11,1.35,0.72,1.41625
69,9.7,Spring,3.0,5,9,4,6,1.06,1.9,1.2545833333333334
260,5.1,Summer,2.0,12,31,3,8,0.36,1.85,1.5883333333333332
276,19.2,Fall,5.0,9,26,3,10,1.23,1.78,1.7833333333333332
346,34.3,Summer,2.0,10,2,5,9,1.62,0.54,1.3841666666666663
2,-8.7,Summer,3.0,23,10,0,7,1.99,0.37,1.665
112,18.6,Winter,5.0,3,4,5,2,0.79,0.6,0.9291666666666668
492,16.2,Fall,3.0,5,4,2,10,1.13,1.94,1.5820833333333333
202,31.8,Spring,4.0,19,10,5,6,1.37,1.4,1.0370833333333334
222,15.3,Winter,2.0,13,27,0,2,1.87,0.87,1.055416666666667
337,32.0,Spring,1.0,7,5,4,5,1.01,1.03,1.4754166666666668
489,32.4,Spring,1.0,2,7,6,5,1.3,1.49,1.5983333333333334
419,36.0,Summer,2.0,3,4,1,7,1.04,1.37,1.3804166666666668
396,2.6,Summer,1.0,3,7,4,7,1.03,1.8,1.52625
93,26.7,Spring,4.0,8,15,5,4,1.05,1.09,1.383333333333333
139,27.0,Spring,4.0,17,12,2,4,1.82,1.89,1.5079166666666666
174,2.8,Summer,4.0,13,9,2,8,1.27,1.49,1.3354166666666665
297,1.5,Spring,4.0,16,6,5,5,1.41,0.36,1.781666666666667
224,1.9,Summer,5.0,15,6,6,8,1.91,1.42,1.6341666666666663
84,36.9,Winter,5.0,21,1,0,1,1.12,0.5,1.0995833333333334
154,8.9,Summer,1.0,2,20,6,8,1.49,0.51,1.8079166666666664
26,20.1,Summer,2.0,17,22,4,9,0.8,1.54,1.905
127,20.2,Fall,1.0,14,12,1,12,1.17,1.0,1.4624999999999997
401,30.9,Summer,5.0,13,30,5,9,1.33,1.73,1.5375
411,38.1,Fall,4.0,8,18,5,11,1.74,1.52,1.9141666666666668
194,6.8,Winter,4.0,12,7,1,2,1.85,1.65,1.7629166666666665
331,7.2,Spring,5.0,2,11,3,5,0.52,0.91,1.038333333333333
8,37.4,Fall,2.0,4,21,5,10,1.31,1.71,1.46375
139,11.1,Winter,4.0,3,27,0,2,0.58,0.84,1.1375
331,36.1,Fall,1.0,2,9,3,11,0.9,0.89,1.5275
48,-7.2,Spring,2.0,17,14,2,6,1.3,0.52,1.7866666666666668
255,16.4,Spring,2.0,18,25,1,4,0.84,1.03,1.3458333333333332
489,29.7,Spring,5.0,21,19,2,4,0.68,1.05,1.83375
108,5.7,Fall,2.0,12,13,4,10,0.58,0.9,1.33375
20,6.0,Spring,4.0,20,29,3,6,1.54,1.81,1.9320833333333327
344,23.4,Fall,4.0,19,12,6,11,1.81,0.47,1.247083333333333
193,26.1,Summer,1.0,19,21,0,8,1.25,0.75,0.9679166666666664
338,19.0,Fall,4.0,5,7,1,11,1.71,0.63,1.5658333333333332
360,-6.1,Summer,2.0,3,30,6,7,1.43,1.58,1.79875
241,-5.3,Summer,2.0,9,30,2,8,1.6,1.55,1.2666666666666668
316,19.5,Fall,2.0,16,16,0,10,1.83,0.85,1.2208333333333334
214,33.2,Winter,4.0,11,18,2,1,0.87,1.44,1.4258333333333333
25,1.3,Summer,2.0,12,24,3,8,1.11,1.49,1.4808333333333332
344,29.8,Fall,1.0,1,2,3,11,1.84,0.44,1.4383333333333332
358,6.1,Fall,3.0,23,28,3,12,0.69,1.14,1.55375
320,-5.8,Fall,4.0,1,10,6,12,1.16,1.84,1.4787499999999998
119,-4.0,Spring,2.0,23,21,4,4,1.13,1.36,1.446666666666667
345,-0.7,Fall,4.0,15,3,6,12,1.28,1.04,1.559583333333333
407,-9.1,Spring,3.0,5,29,3,6,1.72,1.2,1.4495833333333332
187,-0.6,Fall,1.0,11,10,6,12,1.99,0.89,1.3691666666666666
27,-9.2,Spring,1.0,22,16,4,6,0.92,0.22,1.367916666666667
97,6.3,Summer,4.0,9,13,2,9,1.96,1.51,1.1466666666666667
337,6.7,Spring,2.0,23,1,5,4,0.51,1.81,1.5929166666666663
9,14.9,Summer,3.0,2,17,6,9,0.54,1.49,1.4349999999999998
112,-5.8,Winter,1.0,10,25,5,2,1.59,1.26,1.8166666666666664
290,5.1,Spring,1.0,16,16,1,5,0.23,0.6,1.1054166666666665
349,-9.4,Fall,5.0,11,19,1,12,1.03,1.81,1.7254166666666666
25,22.1,Winter,2.0,11,10,4,3,0.39,0.87,1.39625
403,38.7,Summer,2.0,19,17,6,9,1.54,0.26,2.17375
358,34.3,Winter,1.0,20,19,6,2,1.06,0.45,1.3691666666666666
22,13.3,Spring,2.0,3,12,2,4,1.07,0.55,1.665
222,1.2,Spring,5.0,8,6,3,4,1.05,0.54,1.7625
42,11.4,Fall,4.0,2,20,0,11,1.79,1.93,1.7616666666666667
465,-8.8,Winter,1.0,17,15,2,2,1.05,1.42,1.6229166666666668
27,25.9,Fall,1.0,8,2,0,10,1.43,0.61,1.3445833333333332
