Appliance Type,timestamp,Energy Consumption (kWh)
Air Conditioning,2023-01-04 11:00:00,0.0
Air Conditioning,2023-01-04 12:00:00,5.9399999999999995
Air Conditioning,2023-01-04 13:00:00,0.0
Air Conditioning,2023-01-04 14:00:00,13.64
Air Conditioning,2023-01-04 15:00:00,6.98
Air Conditioning,2023-01-04 16:00:00,9.05
Air Conditioning,2023-01-04 17:00:00,0.0
Air Conditioning,2023-01-04 18:00:00,3.0
Air Conditioning,2023-01-04 19:00:00,6.99
Air Conditioning,2023-01-04 20:00:00,2.52
Air Conditioning,2023-01-04 21:00:00,2.76
Air Conditioning,2023-01-04 22:00:00,0.0
Air Conditioning,2023-01-04 23:00:00,11.29
Air Conditioning,2023-01-05 00:00:00,4.64
Air Conditioning,2023-01-05 01:00:00,2.97
Air Conditioning,2023-01-05 02:00:00,4.99
Air Conditioning,2023-01-05 03:00:00,2.4
Air Conditioning,2023-01-05 04:00:00,0.0
Air Conditioning,2023-01-05 05:00:00,5.720000000000001
Air Conditioning,2023-01-05 06:00:00,6.359999999999999
Air Conditioning,2023-01-05 07:00:00,8.120000000000001
Air Conditioning,2023-01-05 08:00:00,7.82
Air Conditioning,2023-01-05 09:00:00,4.19
Air Conditioning,2023-01-05 10:00:00,6.58
Air Conditioning,2023-01-05 11:00:00,6.7
Air Conditioning,2023-01-05 12:00:00,8.69
Air Conditioning,2023-01-05 13:00:00,17.75
Air Conditioning,2023-01-05 14:00:00,2.87
Air Conditioning,2023-01-05 15:00:00,3.61
Air Conditioning,2023-01-05 16:00:00,0.0
Air Conditioning,2023-01-05 17:00:00,6.64
Air Conditioning,2023-01-05 18:00:00,9.879999999999999
Air Conditioning,2023-01-05 19:00:00,7.79
Air Conditioning,2023-01-05 20:00:00,7.59
Air Conditioning,2023-01-05 21:00:00,5.53
Air Conditioning,2023-01-05 22:00:00,3.9
Air Conditioning,2023-01-05 23:00:00,10.21
Air Conditioning,2023-01-06 00:00:00,3.81
Air Conditioning,2023-01-06 01:00:00,8.42
Air Conditioning,2023-01-06 02:00:00,6.41
Air Conditioning,2023-01-06 03:00:00,7.08
Air Conditioning,2023-01-06 04:00:00,7.84
Air Conditioning,2023-01-06 05:00:00,0.0
Air Conditioning,2023-01-06 06:00:00,0.0
Air Conditioning,2023-01-06 07:00:00,4.07
Air Conditioning,2023-01-06 08:00:00,0.0
Air Conditioning,2023-01-06 09:00:00,0.0
Air Conditioning,2023-01-06 10:00:00,3.09
Air Conditioning,2023-01-06 11:00:00,4.15
Air Conditioning,2023-01-06 12:00:00,12.479999999999999
Air Conditioning,2023-01-06 13:00:00,0.0
Air Conditioning,2023-01-06 14:00:00,2.25
Air Conditioning,2023-01-06 15:00:00,0.0
Air Conditioning,2023-01-06 16:00:00,6.459999999999999
Air Conditioning,2023-01-06 17:00:00,2.58
Air Conditioning,2023-01-06 18:00:00,4.96
Air Conditioning,2023-01-06 19:00:00,0.0
Air Conditioning,2023-01-06 20:00:00,5.449999999999999
Air Conditioning,2023-01-06 21:00:00,0.0
Air Conditioning,2023-01-06 22:00:00,13.18
Air Conditioning,2023-01-06 23:00:00,0.0
Air Conditioning,2023-01-07 00:00:00,3.25
Air Conditioning,2023-01-07 01:00:00,0.0
Air Conditioning,2023-01-07 02:00:00,5.13
Air Conditioning,2023-01-07 03:00:00,4.2
Air Conditioning,2023-01-07 04:00:00,3.8
Air Conditioning,2023-01-07 05:00:00,11.29
Air Conditioning,2023-01-07 06:00:00,5.88
Air Conditioning,2023-01-07 07:00:00,2.9
Air Conditioning,2023-01-07 08:00:00,9.21
Air Conditioning,2023-01-07 09:00:00,0.0
Air Conditioning,2023-01-07 10:00:00,0.0
Air Conditioning,2023-01-07 11:00:00,4.66
Air Conditioning,2023-01-07 12:00:00,0.0
Air Conditioning,2023-01-07 13:00:00,4.74
Air Conditioning,2023-01-07 14:00:00,4.99
Air Conditioning,2023-01-07 15:00:00,2.24
Air Conditioning,2023-01-07 16:00:00,4.9
Air Conditioning,2023-01-07 17:00:00,3.55
Air Conditioning,2023-01-07 18:00:00,0.0
Air Conditioning,2023-01-07 19:00:00,9.54
Air Conditioning,2023-01-07 20:00:00,12.2
Air Conditioning,2023-01-07 21:00:00,4.42
Air Conditioning,2023-01-07 22:00:00,4.25
Air Conditioning,2023-01-07 23:00:00,13.31
Air Conditioning,2023-01-08 00:00:00,8.41
Air Conditioning,2023-01-08 01:00:00,12.66
Air Conditioning,2023-01-08 02:00:00,6.97
Air Conditioning,2023-01-08 03:00:00,2.48
Air Conditioning,2023-01-08 04:00:00,0.0
Air Conditioning,2023-01-08 05:00:00,9.6
Air Conditioning,2023-01-08 06:00:00,5.609999999999999
Air Conditioning,2023-01-08 07:00:00,3.07
Air Conditioning,2023-01-08 08:00:00,0.0
Air Conditioning,2023-01-08 09:00:00,13.33
Air Conditioning,2023-01-08 10:00:00,0.0
Air Conditioning,2023-01-08 11:00:00,8.4
Air Conditioning,2023-01-08 12:00:00,12.71
Air Conditioning,2023-01-08 13:00:00,3.11
Air Conditioning,2023-01-08 14:00:00,6.15
Air Conditioning,2023-01-08 15:00:00,2.53
Air Conditioning,2023-01-08 16:00:00,2.46
Air Conditioning,2023-01-08 17:00:00,3.95
Air Conditioning,2023-01-08 18:00:00,3.43
Air Conditioning,2023-01-08 19:00:00,0.0
Air Conditioning,2023-01-08 20:00:00,10.43
Air Conditioning,2023-01-08 21:00:00,0.0
Air Conditioning,2023-01-08 22:00:00,2.35
Air Conditioning,2023-01-08 23:00:00,0.0
Air Conditioning,2023-01-09 00:00:00,6.93
Air Conditioning,2023-01-09 01:00:00,10.8
Air Conditioning,2023-01-09 02:00:00,4.42
Air Conditioning,2023-01-09 03:00:00,2.03
Air Conditioning,2023-01-09 04:00:00,4.46
Air Conditioning,2023-01-09 05:00:00,0.0
Air Conditioning,2023-01-09 06:00:00,0.0
Air Conditioning,2023-01-09 07:00:00,0.0
Air Conditioning,2023-01-09 08:00:00,2.35
Air Conditioning,2023-01-09 09:00:00,0.0
Air Conditioning,2023-01-09 10:00:00,5.57
Air Conditioning,2023-01-09 11:00:00,7.529999999999999
Air Conditioning,2023-01-09 12:00:00,4.05
Air Conditioning,2023-01-09 13:00:00,4.65
Air Conditioning,2023-01-09 14:00:00,2.42
Air Conditioning,2023-01-09 15:00:00,0.0
Air Conditioning,2023-01-09 16:00:00,4.77
Air Conditioning,2023-01-09 17:00:00,3.61
Air Conditioning,2023-01-09 18:00:00,5.0
Air Conditioning,2023-01-09 19:00:00,5.51
Air Conditioning,2023-01-09 20:00:00,4.65
Air Conditioning,2023-01-09 21:00:00,6.359999999999999
Air Conditioning,2023-01-09 22:00:00,15.48
Air Conditioning,2023-01-09 23:00:00,7.800000000000001
Air Conditioning,2023-01-10 00:00:00,3.54
Air Conditioning,2023-01-10 01:00:00,2.96
Air Conditioning,2023-01-10 02:00:00,2.72
Air Conditioning,2023-01-10 03:00:00,0.0
Air Conditioning,2023-01-10 04:00:00,0.0
Air Conditioning,2023-01-10 05:00:00,4.81
Air Conditioning,2023-01-10 06:00:00,3.06
Air Conditioning,2023-01-10 07:00:00,4.48
Air Conditioning,2023-01-10 08:00:00,8.77
Air Conditioning,2023-01-10 09:00:00,2.38
Air Conditioning,2023-01-10 10:00:00,8.14
Air Conditioning,2023-01-10 11:00:00,0.0
Air Conditioning,2023-01-10 12:00:00,7.109999999999999
Air Conditioning,2023-01-10 13:00:00,0.0
Air Conditioning,2023-01-10 14:00:00,4.76
Air Conditioning,2023-01-10 15:00:00,0.0
Air Conditioning,2023-01-10 16:00:00,4.88
Air Conditioning,2023-01-10 17:00:00,4.74
Air Conditioning,2023-01-10 18:00:00,2.92
Air Conditioning,2023-01-10 19:00:00,4.0
Air Conditioning,2023-01-10 20:00:00,9.9
Air Conditioning,2023-01-10 21:00:00,0.0
Air Conditioning,2023-01-10 22:00:00,0.0
Air Conditioning,2023-01-10 23:00:00,9.34
Air Conditioning,2023-01-11 00:00:00,0.0
Air Conditioning,2023-01-11 01:00:00,3.82
Air Conditioning,2023-01-11 02:00:00,6.52
Air Conditioning,2023-01-11 03:00:00,14.85
Air Conditioning,2023-01-11 04:00:00,4.83
Air Conditioning,2023-01-11 05:00:00,0.0
Air Conditioning,2023-01-11 06:00:00,12.219999999999999
Air Conditioning,2023-01-11 07:00:00,7.03
Air Conditioning,2023-01-11 08:00:00,3.89
Air Conditioning,2023-01-11 09:00:00,10.28
Air Conditioning,2023-01-11 10:00:00,4.31
Air Conditioning,2023-01-11 11:00:00,4.98
Air Conditioning,2023-01-11 12:00:00,0.0
Air Conditioning,2023-01-11 13:00:00,0.0
Air Conditioning,2023-01-11 14:00:00,11.71
Air Conditioning,2023-01-11 15:00:00,0.0
Air Conditioning,2023-01-11 16:00:00,4.47
Air Conditioning,2023-01-11 17:00:00,2.04
Air Conditioning,2023-01-11 18:00:00,4.67
Air Conditioning,2023-01-11 19:00:00,2.15
Air Conditioning,2023-01-11 20:00:00,0.0
Air Conditioning,2023-01-11 21:00:00,4.36
Air Conditioning,2023-01-11 22:00:00,2.87
Air Conditioning,2023-01-11 23:00:00,2.32
Air Conditioning,2023-01-12 00:00:00,0.0
Air Conditioning,2023-01-12 01:00:00,7.869999999999999
Air Conditioning,2023-01-12 02:00:00,13.37
Air Conditioning,2023-01-12 03:00:00,0.0
Air Conditioning,2023-01-12 04:00:00,4.19
Air Conditioning,2023-01-12 05:00:00,11.030000000000001
Air Conditioning,2023-01-12 06:00:00,0.0
Air Conditioning,2023-01-12 07:00:00,0.0
Air Conditioning,2023-01-12 08:00:00,6.529999999999999
Air Conditioning,2023-01-12 09:00:00,10.81
Air Conditioning,2023-01-12 10:00:00,4.59
Air Conditioning,2023-01-12 11:00:00,4.92
Air Conditioning,2023-01-12 12:00:00,5.3
Air Conditioning,2023-01-12 13:00:00,7.5600000000000005
Air Conditioning,2023-01-12 14:00:00,8.75
Air Conditioning,2023-01-12 15:00:00,4.49
Air Conditioning,2023-01-12 16:00:00,0.0
Air Conditioning,2023-01-12 17:00:00,2.49
Air Conditioning,2023-01-12 18:00:00,4.15
Air Conditioning,2023-01-12 19:00:00,2.21
Air Conditioning,2023-01-12 20:00:00,8.51
Air Conditioning,2023-01-12 21:00:00,0.0
Air Conditioning,2023-01-12 22:00:00,10.92
Air Conditioning,2023-01-12 23:00:00,29.490000000000002
Air Conditioning,2023-01-13 00:00:00,0.0
Air Conditioning,2023-01-13 01:00:00,0.0
Air Conditioning,2023-01-13 02:00:00,4.93
Air Conditioning,2023-01-13 03:00:00,9.04
Air Conditioning,2023-01-13 04:00:00,7.050000000000001
Air Conditioning,2023-01-13 05:00:00,9.309999999999999
Air Conditioning,2023-01-13 06:00:00,4.77
Air Conditioning,2023-01-13 07:00:00,2.77
Air Conditioning,2023-01-13 08:00:00,0.0
Air Conditioning,2023-01-13 09:00:00,0.0
Air Conditioning,2023-01-13 10:00:00,0.0
Air Conditioning,2023-01-13 11:00:00,4.15
Air Conditioning,2023-01-13 12:00:00,3.27
Air Conditioning,2023-01-13 13:00:00,4.5
Air Conditioning,2023-01-13 14:00:00,7.68
Air Conditioning,2023-01-13 15:00:00,6.08
Air Conditioning,2023-01-13 16:00:00,11.47
Air Conditioning,2023-01-13 17:00:00,0.0
Air Conditioning,2023-01-13 18:00:00,2.83
Air Conditioning,2023-01-13 19:00:00,12.5
Air Conditioning,2023-01-13 20:00:00,5.0
Air Conditioning,2023-01-13 21:00:00,0.0
Air Conditioning,2023-01-13 22:00:00,0.0
Air Conditioning,2023-01-13 23:00:00,3.98
Air Conditioning,2023-01-14 00:00:00,4.99
Air Conditioning,2023-01-14 01:00:00,4.54
Air Conditioning,2023-01-14 02:00:00,9.21
Air Conditioning,2023-01-14 03:00:00,4.19
Air Conditioning,2023-01-14 04:00:00,4.61
Air Conditioning,2023-01-14 05:00:00,2.84
Air Conditioning,2023-01-14 06:00:00,3.52
Air Conditioning,2023-01-14 07:00:00,7.550000000000001
Air Conditioning,2023-01-14 08:00:00,2.15
Air Conditioning,2023-01-14 09:00:00,3.89
Air Conditioning,2023-01-14 10:00:00,4.64
Air Conditioning,2023-01-14 11:00:00,0.0
Air Conditioning,2023-01-14 12:00:00,8.76
Air Conditioning,2023-01-14 13:00:00,3.11
Air Conditioning,2023-01-14 14:00:00,4.97
Air Conditioning,2023-01-14 15:00:00,0.0
Air Conditioning,2023-01-14 16:00:00,0.0
Air Conditioning,2023-01-14 17:00:00,4.19
Air Conditioning,2023-01-14 18:00:00,0.0
Air Conditioning,2023-01-14 19:00:00,0.0
Air Conditioning,2023-01-14 20:00:00,6.95
Air Conditioning,2023-01-14 21:00:00,4.29
Air Conditioning,2023-01-14 22:00:00,6.42
Air Conditioning,2023-01-14 23:00:00,0.0
Air Conditioning,2023-01-15 00:00:00,4.64
Air Conditioning,2023-01-15 01:00:00,3.44
Air Conditioning,2023-01-15 02:00:00,2.82
Air Conditioning,2023-01-15 03:00:00,3.24
Air Conditioning,2023-01-15 04:00:00,0.0
Air Conditioning,2023-01-15 05:00:00,0.0
Air Conditioning,2023-01-15 06:00:00,13.67
Air Conditioning,2023-01-15 07:00:00,15.01
Air Conditioning,2023-01-15 08:00:00,6.029999999999999
Air Conditioning,2023-01-15 09:00:00,8.85
Air Conditioning,2023-01-15 10:00:00,0.0
Air Conditioning,2023-01-15 11:00:00,0.0
Air Conditioning,2023-01-15 12:00:00,0.0
Air Conditioning,2023-01-15 13:00:00,4.58
Air Conditioning,2023-01-15 14:00:00,6.96
Air Conditioning,2023-01-15 15:00:00,0.0
Air Conditioning,2023-01-15 16:00:00,5.449999999999999
Air Conditioning,2023-01-15 17:00:00,0.0
Air Conditioning,2023-01-15 18:00:00,0.0
Air Conditioning,2023-01-15 19:00:00,0.0
Air Conditioning,2023-01-15 20:00:00,9.36
Air Conditioning,2023-01-15 21:00:00,0.0
Air Conditioning,2023-01-15 22:00:00,7.460000000000001
Air Conditioning,2023-01-15 23:00:00,2.34
Air Conditioning,2023-01-16 00:00:00,0.0
Air Conditioning,2023-01-16 01:00:00,0.0
Air Conditioning,2023-01-16 02:00:00,2.71
Air Conditioning,2023-01-16 03:00:00,8.23
Air Conditioning,2023-01-16 04:00:00,6.71
Air Conditioning,2023-01-16 05:00:00,0.0
Air Conditioning,2023-01-16 06:00:00,3.26
Air Conditioning,2023-01-16 07:00:00,14.52
Air Conditioning,2023-01-16 08:00:00,3.59
Air Conditioning,2023-01-16 09:00:00,2.4
Air Conditioning,2023-01-16 10:00:00,0.0
Air Conditioning,2023-01-16 11:00:00,0.0
Air Conditioning,2023-01-16 12:00:00,4.29
Air Conditioning,2023-01-16 13:00:00,6.42
Air Conditioning,2023-01-16 14:00:00,0.0
Air Conditioning,2023-01-16 15:00:00,4.62
Air Conditioning,2023-01-16 16:00:00,4.8
Air Conditioning,2023-01-16 17:00:00,0.0
Air Conditioning,2023-01-16 18:00:00,8.68
Air Conditioning,2023-01-16 19:00:00,10.47
Air Conditioning,2023-01-16 20:00:00,4.2
Air Conditioning,2023-01-16 21:00:00,7.85
Air Conditioning,2023-01-16 22:00:00,4.19
Air Conditioning,2023-01-16 23:00:00,4.51
Air Conditioning,2023-01-17 00:00:00,0.0
Air Conditioning,2023-01-17 01:00:00,0.0
Air Conditioning,2023-01-17 02:00:00,0.0
Air Conditioning,2023-01-17 03:00:00,9.75
Air Conditioning,2023-01-17 04:00:00,0.0
Air Conditioning,2023-01-17 05:00:00,2.29
Air Conditioning,2023-01-17 06:00:00,0.0
Air Conditioning,2023-01-17 07:00:00,0.0
Air Conditioning,2023-01-17 08:00:00,11.63
Air Conditioning,2023-01-17 09:00:00,4.62
Air Conditioning,2023-01-17 10:00:00,3.69
Air Conditioning,2023-01-17 11:00:00,2.95
Air Conditioning,2023-01-17 12:00:00,2.13
Air Conditioning,2023-01-17 13:00:00,4.22
Air Conditioning,2023-01-17 14:00:00,0.0
Air Conditioning,2023-01-17 15:00:00,3.95
Air Conditioning,2023-01-17 16:00:00,3.32
Air Conditioning,2023-01-17 17:00:00,2.31
Air Conditioning,2023-01-17 18:00:00,3.29
Air Conditioning,2023-01-17 19:00:00,0.0
Air Conditioning,2023-01-17 20:00:00,0.0
Air Conditioning,2023-01-17 21:00:00,14.37
Air Conditioning,2023-01-17 22:00:00,2.79
Air Conditioning,2023-01-17 23:00:00,4.83
Air Conditioning,2023-01-18 00:00:00,9.34
Air Conditioning,2023-01-18 01:00:00,2.32
Air Conditioning,2023-01-18 02:00:00,0.0
Air Conditioning,2023-01-18 03:00:00,6.93
Air Conditioning,2023-01-18 04:00:00,3.6
Air Conditioning,2023-01-18 05:00:00,0.0
Air Conditioning,2023-01-18 06:00:00,4.62
Air Conditioning,2023-01-18 07:00:00,0.0
Air Conditioning,2023-01-18 08:00:00,10.95
Air Conditioning,2023-01-18 09:00:00,0.0
Air Conditioning,2023-01-18 10:00:00,0.0
Air Conditioning,2023-01-18 11:00:00,2.83
Air Conditioning,2023-01-18 12:00:00,0.0
Air Conditioning,2023-01-18 13:00:00,7.41
Air Conditioning,2023-01-18 14:00:00,0.0
Air Conditioning,2023-01-18 15:00:00,0.0
Air Conditioning,2023-01-18 16:00:00,0.0
Air Conditioning,2023-01-18 17:00:00,8.62
Air Conditioning,2023-01-18 18:00:00,7.109999999999999
Air Conditioning,2023-01-18 19:00:00,9.01
Air Conditioning,2023-01-18 20:00:00,3.99
Air Conditioning,2023-01-18 21:00:00,10.77
Air Conditioning,2023-01-18 22:00:00,0.0
Air Conditioning,2023-01-18 23:00:00,7.1
Air Conditioning,2023-01-19 00:00:00,0.0
Air Conditioning,2023-01-19 01:00:00,5.74
Air Conditioning,2023-01-19 02:00:00,0.0
Air Conditioning,2023-01-19 03:00:00,5.68
Air Conditioning,2023-01-19 04:00:00,8.969999999999999
Air Conditioning,2023-01-19 05:00:00,4.39
Air Conditioning,2023-01-19 06:00:00,2.01
Air Conditioning,2023-01-19 07:00:00,8.61
Air Conditioning,2023-01-19 08:00:00,0.0
Air Conditioning,2023-01-19 09:00:00,0.0
Air Conditioning,2023-01-19 10:00:00,4.67
Air Conditioning,2023-01-19 11:00:00,3.1
Air Conditioning,2023-01-19 12:00:00,0.0
Air Conditioning,2023-01-19 13:00:00,7.1
Air Conditioning,2023-01-19 14:00:00,2.97
Air Conditioning,2023-01-19 15:00:00,3.82
Air Conditioning,2023-01-19 16:00:00,0.0
Air Conditioning,2023-01-19 17:00:00,3.86
Air Conditioning,2023-01-19 18:00:00,8.2
Air Conditioning,2023-01-19 19:00:00,2.13
Air Conditioning,2023-01-19 20:00:00,4.28
Air Conditioning,2023-01-19 21:00:00,0.0
Air Conditioning,2023-01-19 22:00:00,4.29
Air Conditioning,2023-01-19 23:00:00,2.23
Air Conditioning,2023-01-20 00:00:00,6.43
Air Conditioning,2023-01-20 01:00:00,4.85
Air Conditioning,2023-01-20 02:00:00,3.63
Air Conditioning,2023-01-20 03:00:00,12.18
Air Conditioning,2023-01-20 04:00:00,0.0
Air Conditioning,2023-01-20 05:00:00,5.66
Air Conditioning,2023-01-20 06:00:00,0.0
Air Conditioning,2023-01-20 07:00:00,2.28
Air Conditioning,2023-01-20 08:00:00,8.149999999999999
Air Conditioning,2023-01-20 09:00:00,8.540000000000001
Air Conditioning,2023-01-20 10:00:00,3.19
Air Conditioning,2023-01-20 11:00:00,2.24
Air Conditioning,2023-01-20 12:00:00,0.0
Air Conditioning,2023-01-20 13:00:00,0.0
Air Conditioning,2023-01-20 14:00:00,4.15
Air Conditioning,2023-01-20 15:00:00,9.6
Air Conditioning,2023-01-20 16:00:00,2.39
Air Conditioning,2023-01-20 17:00:00,3.05
Air Conditioning,2023-01-20 18:00:00,0.0
Air Conditioning,2023-01-20 19:00:00,7.529999999999999
Air Conditioning,2023-01-20 20:00:00,0.0
Air Conditioning,2023-01-20 21:00:00,2.82
Air Conditioning,2023-01-20 22:00:00,7.29
Air Conditioning,2023-01-20 23:00:00,0.0
Air Conditioning,2023-01-21 00:00:00,4.92
Air Conditioning,2023-01-21 01:00:00,3.22
Air Conditioning,2023-01-21 02:00:00,0.0
Air Conditioning,2023-01-21 03:00:00,9.100000000000001
Air Conditioning,2023-01-21 04:00:00,2.61
Air Conditioning,2023-01-21 05:00:00,4.52
Air Conditioning,2023-01-21 06:00:00,0.0
Air Conditioning,2023-01-21 07:00:00,2.23
Air Conditioning,2023-01-21 08:00:00,8.13
Air Conditioning,2023-01-21 09:00:00,0.0
Air Conditioning,2023-01-21 10:00:00,20.189999999999998
Air Conditioning,2023-01-21 11:00:00,0.0
Air Conditioning,2023-01-21 12:00:00,13.57
Air Conditioning,2023-01-21 13:00:00,3.74
Air Conditioning,2023-01-21 14:00:00,2.36
Air Conditioning,2023-01-21 15:00:00,7.81
Air Conditioning,2023-01-21 16:00:00,2.27
Air Conditioning,2023-01-21 17:00:00,14.690000000000001
Air Conditioning,2023-01-21 18:00:00,4.4399999999999995
Air Conditioning,2023-01-21 19:00:00,2.91
Air Conditioning,2023-01-21 20:00:00,0.0
Air Conditioning,2023-01-21 21:00:00,6.220000000000001
Air Conditioning,2023-01-21 22:00:00,4.95
Air Conditioning,2023-01-21 23:00:00,2.81
Air Conditioning,2023-01-22 00:00:00,0.0
Air Conditioning,2023-01-22 01:00:00,9.69
Air Conditioning,2023-01-22 02:00:00,5.59
Air Conditioning,2023-01-22 03:00:00,6.78
Air Conditioning,2023-01-22 04:00:00,7.3999999999999995
Air Conditioning,2023-01-22 05:00:00,10.77
Air Conditioning,2023-01-22 06:00:00,7.67
Air Conditioning,2023-01-22 07:00:00,0.0
Air Conditioning,2023-01-22 08:00:00,10.07
Air Conditioning,2023-01-22 09:00:00,0.0
Air Conditioning,2023-01-22 10:00:00,10.780000000000001
Air Conditioning,2023-01-22 11:00:00,9.72
Air Conditioning,2023-01-22 12:00:00,10.469999999999999
Air Conditioning,2023-01-22 13:00:00,0.0
Air Conditioning,2023-01-22 14:00:00,5.68
Air Conditioning,2023-01-22 15:00:00,3.72
Air Conditioning,2023-01-22 16:00:00,5.46
Air Conditioning,2023-01-22 17:00:00,0.0
Air Conditioning,2023-01-22 18:00:00,0.0
Air Conditioning,2023-01-22 19:00:00,0.0
Air Conditioning,2023-01-22 20:00:00,8.63
Air Conditioning,2023-01-22 21:00:00,0.0
Air Conditioning,2023-01-22 22:00:00,0.0
Air Conditioning,2023-01-22 23:00:00,4.17
Air Conditioning,2023-01-23 00:00:00,6.18
Air Conditioning,2023-01-23 01:00:00,0.0
Air Conditioning,2023-01-23 02:00:00,5.38
Air Conditioning,2023-01-23 03:00:00,7.0
Air Conditioning,2023-01-23 04:00:00,3.47
Air Conditioning,2023-01-23 05:00:00,0.0
Air Conditioning,2023-01-23 06:00:00,14.280000000000001
Air Conditioning,2023-01-23 07:00:00,0.0
Air Conditioning,2023-01-23 08:00:00,4.51
Air Conditioning,2023-01-23 09:00:00,4.81
Air Conditioning,2023-01-23 10:00:00,0.0
Air Conditioning,2023-01-23 11:00:00,4.5
Air Conditioning,2023-01-23 12:00:00,2.39
Air Conditioning,2023-01-23 13:00:00,0.0
Air Conditioning,2023-01-23 14:00:00,4.37
Air Conditioning,2023-01-23 15:00:00,7.119999999999999
Air Conditioning,2023-01-23 16:00:00,12.17
Air Conditioning,2023-01-23 17:00:00,5.33
Air Conditioning,2023-01-23 18:00:00,11.91
Air Conditioning,2023-01-23 19:00:00,3.47
Air Conditioning,2023-01-23 20:00:00,3.95
Air Conditioning,2023-01-23 21:00:00,0.0
