Appliance Type,timestamp,Energy Consumption (kWh),Energy_scaled
Air Conditioning,2023-01-07 21:00:00,4.42,0.1553602811950791
Air Conditioning,2023-01-07 22:00:00,4.25,0.14938488576449913
Air Conditioning,2023-01-07 23:00:00,13.31,0.46783831282952554
Air Conditioning,2023-01-08 00:00:00,8.41,0.29560632688927946
Air Conditioning,2023-01-08 01:00:00,7.7,0.2706502636203867
Air Conditioning,2023-01-08 02:00:00,6.97,0.24499121265377857
Air Conditioning,2023-01-08 03:00:00,2.48,0.08717047451669596
Air Conditioning,2023-01-08 04:00:00,0.0,0.0
Air Conditioning,2023-01-08 05:00:00,9.6,0.3374340949033392
Air Conditioning,2023-01-08 06:00:00,5.609999999999999,0.19718804920913885
Air Conditioning,2023-01-08 07:00:00,3.07,0.10790861159929702
Air Conditioning,2023-01-08 08:00:00,0.0,0.0
Air Conditioning,2023-01-08 09:00:00,13.33,0.4685413005272408
Air Conditioning,2023-01-08 10:00:00,0.0,0.0
Air Conditioning,2023-01-08 11:00:00,8.4,0.2952548330404218
Air Conditioning,2023-01-08 12:00:00,12.71,0.4467486818980669
Air Conditioning,2023-01-08 13:00:00,3.11,0.1093145869947276
Air Conditioning,2023-01-08 14:00:00,6.15,0.2161687170474517
Air Conditioning,2023-01-08 15:00:00,2.53,0.08892794376098419
Air Conditioning,2023-01-08 16:00:00,2.46,0.08646748681898067
Air Conditioning,2023-01-08 17:00:00,3.95,0.1388400702987698
Air Conditioning,2023-01-08 18:00:00,3.43,0.12056239015817224
Air Conditioning,2023-01-08 19:00:00,0.0,0.0
Air Conditioning,2023-01-08 20:00:00,5.51,0.1936731107205624
Air Conditioning,2023-01-08 21:00:00,0.0,0.0
Air Conditioning,2023-01-08 22:00:00,2.35,0.08260105448154659
Air Conditioning,2023-01-08 23:00:00,0.0,0.0
Air Conditioning,2023-01-09 00:00:00,6.93,0.243585237258348
Air Conditioning,2023-01-09 01:00:00,10.8,0.3796133567662566
Air Conditioning,2023-01-09 02:00:00,4.42,0.1553602811950791
Air Conditioning,2023-01-09 03:00:00,2.03,0.07135325131810193
Air Conditioning,2023-01-09 04:00:00,4.46,0.1567662565905097
Air Conditioning,2023-01-09 05:00:00,0.0,0.0
Air Conditioning,2023-01-09 06:00:00,0.0,0.0
Air Conditioning,2023-01-09 07:00:00,0.0,0.0
Air Conditioning,2023-01-09 08:00:00,2.35,0.08260105448154659
Air Conditioning,2023-01-09 09:00:00,0.0,0.0
Air Conditioning,2023-01-09 10:00:00,5.57,0.1957820738137083
Air Conditioning,2023-01-09 11:00:00,7.529999999999999,0.2646748681898067
Air Conditioning,2023-01-09 12:00:00,4.05,0.14235500878734622
Air Conditioning,2023-01-09 13:00:00,4.65,0.16344463971880493
Air Conditioning,2023-01-09 14:00:00,2.42,0.08506151142355009
Air Conditioning,2023-01-09 15:00:00,0.0,0.0
Air Conditioning,2023-01-09 16:00:00,4.77,0.16766256590509665
Air Conditioning,2023-01-09 17:00:00,3.61,0.12688927943760986
Air Conditioning,2023-01-09 18:00:00,0.0,0.0
Air Conditioning,2023-01-09 19:00:00,5.51,0.1936731107205624
Air Conditioning,2023-01-09 20:00:00,4.65,0.16344463971880493
Air Conditioning,2023-01-09 21:00:00,6.359999999999999,0.22355008787346223
Air Conditioning,2023-01-09 22:00:00,15.48,0.5441124780316345
Air Conditioning,2023-01-09 23:00:00,7.800000000000001,0.27416520210896317
Air Conditioning,2023-01-10 00:00:00,3.54,0.12442882249560634
Air Conditioning,2023-01-10 01:00:00,2.96,0.10404217926186292
Air Conditioning,2023-01-10 02:00:00,2.72,0.09560632688927945
Air Conditioning,2023-01-10 03:00:00,0.0,0.0
Air Conditioning,2023-01-10 04:00:00,0.0,0.0
Air Conditioning,2023-01-10 05:00:00,4.81,0.16906854130052723
Air Conditioning,2023-01-10 06:00:00,3.06,0.10755711775043938
Air Conditioning,2023-01-10 07:00:00,4.48,0.15746924428822498
Air Conditioning,2023-01-10 08:00:00,8.77,0.3082601054481547
Air Conditioning,2023-01-10 09:00:00,2.38,0.08365553602811951
Air Conditioning,2023-01-10 10:00:00,8.14,0.2861159929701231
Air Conditioning,2023-01-10 11:00:00,0.0,0.0
Air Conditioning,2023-01-10 12:00:00,7.109999999999999,0.24991212653778558
Air Conditioning,2023-01-10 13:00:00,0.0,0.0
Air Conditioning,2023-01-10 14:00:00,4.76,0.16731107205623902
Air Conditioning,2023-01-10 15:00:00,0.0,0.0
Air Conditioning,2023-01-10 16:00:00,0.0,0.0
Air Conditioning,2023-01-10 17:00:00,4.74,0.16660808435852376
Air Conditioning,2023-01-10 18:00:00,2.92,0.10263620386643234
Air Conditioning,2023-01-10 19:00:00,4.0,0.140597539543058
Air Conditioning,2023-01-10 20:00:00,9.9,0.3479789103690686
Air Conditioning,2023-01-10 21:00:00,0.0,0.0
Air Conditioning,2023-01-10 22:00:00,0.0,0.0
Air Conditioning,2023-01-10 23:00:00,9.34,0.32829525483304045
Air Conditioning,2023-01-11 00:00:00,0.0,0.0
Air Conditioning,2023-01-11 01:00:00,3.82,0.1342706502636204
Air Conditioning,2023-01-11 02:00:00,6.52,0.22917398945518455
Air Conditioning,2023-01-11 03:00:00,14.85,0.5219683655536028
Air Conditioning,2023-01-11 04:00:00,4.83,0.16977152899824255
Air Conditioning,2023-01-11 05:00:00,0.0,0.0
Air Conditioning,2023-01-11 06:00:00,7.34,0.25799648506151146
Air Conditioning,2023-01-11 07:00:00,7.03,0.24710017574692447
Air Conditioning,2023-01-11 08:00:00,3.89,0.13673110720562393
Air Conditioning,2023-01-11 09:00:00,10.28,0.3613356766256591
Air Conditioning,2023-01-11 10:00:00,4.31,0.151493848857645
Air Conditioning,2023-01-11 11:00:00,0.0,0.0
Air Conditioning,2023-01-11 12:00:00,0.0,0.0
Air Conditioning,2023-01-11 13:00:00,0.0,0.0
Air Conditioning,2023-01-11 14:00:00,11.71,0.41159929701230236
Air Conditioning,2023-01-11 15:00:00,0.0,0.0
Air Conditioning,2023-01-11 16:00:00,4.47,0.15711775043936732
Air Conditioning,2023-01-11 17:00:00,2.04,0.07170474516695959
Air Conditioning,2023-01-11 18:00:00,4.67,0.16414762741652023
Air Conditioning,2023-01-11 19:00:00,2.15,0.07557117750439368
Air Conditioning,2023-01-11 20:00:00,0.0,0.0
Air Conditioning,2023-01-11 21:00:00,4.36,0.15325131810193324
Air Conditioning,2023-01-11 22:00:00,2.87,0.10087873462214413
Air Conditioning,2023-01-11 23:00:00,2.32,0.08154657293497364
Air Conditioning,2023-01-12 00:00:00,0.0,0.0
Air Conditioning,2023-01-12 01:00:00,7.869999999999999,0.2766256590509666
Air Conditioning,2023-01-12 02:00:00,8.44,0.2966608084358524
Air Conditioning,2023-01-12 03:00:00,0.0,0.0
Air Conditioning,2023-01-12 04:00:00,4.19,0.14727592267135328
Air Conditioning,2023-01-12 05:00:00,11.030000000000001,0.3876977152899825
Air Conditioning,2023-01-12 06:00:00,0.0,0.0
Air Conditioning,2023-01-12 07:00:00,0.0,0.0
Air Conditioning,2023-01-12 08:00:00,6.529999999999999,0.22952548330404218
Air Conditioning,2023-01-12 09:00:00,10.81,0.3799648506151143
Air Conditioning,2023-01-12 10:00:00,4.59,0.16133567662565906
Air Conditioning,2023-01-12 11:00:00,4.92,0.17293497363796134
Air Conditioning,2023-01-12 12:00:00,5.3,0.18629173989455186
Air Conditioning,2023-01-12 13:00:00,7.5600000000000005,0.2657293497363796
Air Conditioning,2023-01-12 14:00:00,8.75,0.30755711775043937
Air Conditioning,2023-01-12 15:00:00,4.49,0.1578207381370826
Air Conditioning,2023-01-12 16:00:00,0.0,0.0
Air Conditioning,2023-01-12 17:00:00,2.49,0.08752196836555362
Air Conditioning,2023-01-12 18:00:00,4.15,0.1458699472759227
Air Conditioning,2023-01-12 19:00:00,2.21,0.07768014059753955
Air Conditioning,2023-01-12 20:00:00,8.51,0.2991212653778559
Air Conditioning,2023-01-12 21:00:00,0.0,0.0
Air Conditioning,2023-01-12 22:00:00,10.92,0.38383128295254837
Air Conditioning,2023-01-12 23:00:00,24.63,0.8657293497363796
Air Conditioning,2023-01-13 00:00:00,0.0,0.0
Air Conditioning,2023-01-13 01:00:00,0.0,0.0
Air Conditioning,2023-01-13 02:00:00,0.0,0.0
Air Conditioning,2023-01-13 03:00:00,9.04,0.31775043936731107
Air Conditioning,2023-01-13 04:00:00,7.050000000000001,0.24780316344463976
Air Conditioning,2023-01-13 05:00:00,9.309999999999999,0.32724077328646745
Air Conditioning,2023-01-13 06:00:00,4.77,0.16766256590509665
Air Conditioning,2023-01-13 07:00:00,2.77,0.09736379613356767
Air Conditioning,2023-01-13 08:00:00,0.0,0.0
Air Conditioning,2023-01-13 09:00:00,0.0,0.0
Air Conditioning,2023-01-13 10:00:00,0.0,0.0
Air Conditioning,2023-01-13 11:00:00,4.15,0.1458699472759227
Air Conditioning,2023-01-13 12:00:00,3.27,0.11493848857644992
Air Conditioning,2023-01-13 13:00:00,4.5,0.15817223198594027
Air Conditioning,2023-01-13 14:00:00,7.68,0.26994727592267137
Air Conditioning,2023-01-13 15:00:00,6.08,0.2137082601054482
Air Conditioning,2023-01-13 16:00:00,6.57,0.2309314586994728
Air Conditioning,2023-01-13 17:00:00,0.0,0.0
Air Conditioning,2023-01-13 18:00:00,2.83,0.09947275922671354
Air Conditioning,2023-01-13 19:00:00,12.5,0.4393673110720563
Air Conditioning,2023-01-13 20:00:00,5.0,0.1757469244288225
Air Conditioning,2023-01-13 21:00:00,0.0,0.0
Air Conditioning,2023-01-13 22:00:00,0.0,0.0
Air Conditioning,2023-01-13 23:00:00,3.98,0.13989455184534272
Air Conditioning,2023-01-14 00:00:00,0.0,0.0
Air Conditioning,2023-01-14 01:00:00,4.54,0.15957820738137085
Air Conditioning,2023-01-14 02:00:00,9.21,0.3237258347978911
Air Conditioning,2023-01-14 03:00:00,4.19,0.14727592267135328
Air Conditioning,2023-01-14 04:00:00,4.61,0.16203866432337435
Air Conditioning,2023-01-14 05:00:00,2.84,0.09982425307557118
Air Conditioning,2023-01-14 06:00:00,3.52,0.12372583479789105
Air Conditioning,2023-01-14 07:00:00,7.550000000000001,0.265377855887522
Air Conditioning,2023-01-14 08:00:00,2.15,0.07557117750439368
Air Conditioning,2023-01-14 09:00:00,3.89,0.13673110720562393
Air Conditioning,2023-01-14 10:00:00,4.64,0.16309314586994728
Air Conditioning,2023-01-14 11:00:00,0.0,0.0
Air Conditioning,2023-01-14 12:00:00,8.76,0.30790861159929706
Air Conditioning,2023-01-14 13:00:00,3.11,0.1093145869947276
Air Conditioning,2023-01-14 14:00:00,0.0,0.0
Air Conditioning,2023-01-14 15:00:00,0.0,0.0
Air Conditioning,2023-01-14 16:00:00,0.0,0.0
Air Conditioning,2023-01-14 17:00:00,4.19,0.14727592267135328
Air Conditioning,2023-01-14 18:00:00,0.0,0.0
Air Conditioning,2023-01-14 19:00:00,0.0,0.0
Air Conditioning,2023-01-14 20:00:00,6.95,0.2442882249560633
Air Conditioning,2023-01-14 21:00:00,4.29,0.1507908611599297
Air Conditioning,2023-01-14 22:00:00,6.42,0.2256590509666081
Air Conditioning,2023-01-14 23:00:00,0.0,0.0
Air Conditioning,2023-01-15 00:00:00,4.64,0.16309314586994728
Air Conditioning,2023-01-15 01:00:00,3.44,0.12091388400702989
Air Conditioning,2023-01-15 02:00:00,2.82,0.09912126537785589
Air Conditioning,2023-01-15 03:00:00,3.24,0.113884007029877
Air Conditioning,2023-01-15 04:00:00,0.0,0.0
Air Conditioning,2023-01-15 05:00:00,0.0,0.0
Air Conditioning,2023-01-15 06:00:00,8.7,0.30579964850615116
Air Conditioning,2023-01-15 07:00:00,10.12,0.35571177504393675
Air Conditioning,2023-01-15 08:00:00,6.029999999999999,0.21195079086115992
Air Conditioning,2023-01-15 09:00:00,8.85,0.31107205623901585
Air Conditioning,2023-01-15 10:00:00,0.0,0.0
Air Conditioning,2023-01-15 11:00:00,0.0,0.0
Air Conditioning,2023-01-15 12:00:00,0.0,0.0
Air Conditioning,2023-01-15 13:00:00,4.58,0.16098418277680143
Air Conditioning,2023-01-15 14:00:00,6.96,0.24463971880492094
Air Conditioning,2023-01-15 15:00:00,0.0,0.0
Air Conditioning,2023-01-15 16:00:00,5.449999999999999,0.19156414762741653
Air Conditioning,2023-01-15 17:00:00,0.0,0.0
Air Conditioning,2023-01-15 18:00:00,0.0,0.0
Air Conditioning,2023-01-15 19:00:00,0.0,0.0
Air Conditioning,2023-01-15 20:00:00,9.36,0.3289982425307557
Air Conditioning,2023-01-15 21:00:00,0.0,0.0
Air Conditioning,2023-01-15 22:00:00,2.6,0.0913884007029877
Air Conditioning,2023-01-15 23:00:00,2.34,0.08224956063268893
Air Conditioning,2023-01-16 00:00:00,0.0,0.0
Air Conditioning,2023-01-16 01:00:00,0.0,0.0
Air Conditioning,2023-01-16 02:00:00,2.71,0.0952548330404218
Air Conditioning,2023-01-16 03:00:00,8.23,0.28927943760984187
Air Conditioning,2023-01-16 04:00:00,6.71,0.2358523725834798
Air Conditioning,2023-01-16 05:00:00,0.0,0.0
Air Conditioning,2023-01-16 06:00:00,3.26,0.11458699472759228
Air Conditioning,2023-01-16 07:00:00,14.52,0.5103690685413006
Air Conditioning,2023-01-16 08:00:00,3.59,0.12618629173989457
Air Conditioning,2023-01-16 09:00:00,2.4,0.0843585237258348
Air Conditioning,2023-01-16 10:00:00,0.0,0.0
Air Conditioning,2023-01-16 11:00:00,0.0,0.0
Air Conditioning,2023-01-16 12:00:00,4.29,0.1507908611599297
Air Conditioning,2023-01-16 13:00:00,6.42,0.2256590509666081
Air Conditioning,2023-01-16 14:00:00,0.0,0.0
Air Conditioning,2023-01-16 15:00:00,4.62,0.162390158172232
Air Conditioning,2023-01-16 16:00:00,4.8,0.1687170474516696
Air Conditioning,2023-01-16 17:00:00,0.0,0.0
Air Conditioning,2023-01-16 18:00:00,8.68,0.3050966608084359
Air Conditioning,2023-01-16 19:00:00,10.47,0.36801405975395435
Air Conditioning,2023-01-16 20:00:00,4.2,0.1476274165202109
Air Conditioning,2023-01-16 21:00:00,7.85,0.2759226713532513
Air Conditioning,2023-01-16 22:00:00,4.19,0.14727592267135328
Air Conditioning,2023-01-16 23:00:00,4.51,0.1585237258347979
Air Conditioning,2023-01-17 00:00:00,0.0,0.0
Air Conditioning,2023-01-17 01:00:00,0.0,0.0
Air Conditioning,2023-01-17 02:00:00,0.0,0.0
Air Conditioning,2023-01-17 03:00:00,9.75,0.3427065026362039
Air Conditioning,2023-01-17 04:00:00,0.0,0.0
Air Conditioning,2023-01-17 05:00:00,2.29,0.08049209138840072
Air Conditioning,2023-01-17 06:00:00,0.0,0.0
Air Conditioning,2023-01-17 07:00:00,0.0,0.0
Air Conditioning,2023-01-17 08:00:00,11.63,0.4087873462214412
Air Conditioning,2023-01-17 09:00:00,4.62,0.162390158172232
Air Conditioning,2023-01-17 10:00:00,3.69,0.12970123022847102
Air Conditioning,2023-01-17 11:00:00,2.95,0.10369068541300529
Air Conditioning,2023-01-17 12:00:00,2.13,0.07486818980667839
Air Conditioning,2023-01-17 13:00:00,4.22,0.1483304042179262
Air Conditioning,2023-01-17 14:00:00,0.0,0.0
Air Conditioning,2023-01-17 15:00:00,3.95,0.1388400702987698
Air Conditioning,2023-01-17 16:00:00,3.32,0.11669595782073815
Air Conditioning,2023-01-17 17:00:00,2.31,0.081195079086116
Air Conditioning,2023-01-17 18:00:00,3.29,0.11564147627416521
Air Conditioning,2023-01-17 19:00:00,0.0,0.0
Air Conditioning,2023-01-17 20:00:00,0.0,0.0
Air Conditioning,2023-01-17 21:00:00,14.37,0.5050966608084358
Air Conditioning,2023-01-17 22:00:00,2.79,0.09806678383128296
Air Conditioning,2023-01-17 23:00:00,4.83,0.16977152899824255
Air Conditioning,2023-01-18 00:00:00,9.34,0.32829525483304045
Air Conditioning,2023-01-18 01:00:00,2.32,0.08154657293497364
Air Conditioning,2023-01-18 02:00:00,0.0,0.0
Air Conditioning,2023-01-18 03:00:00,6.93,0.243585237258348
Air Conditioning,2023-01-18 04:00:00,3.6,0.1265377855887522
Air Conditioning,2023-01-18 05:00:00,0.0,0.0
Air Conditioning,2023-01-18 06:00:00,4.62,0.162390158172232
Air Conditioning,2023-01-18 07:00:00,0.0,0.0
Air Conditioning,2023-01-18 08:00:00,10.95,0.38488576449912126
Air Conditioning,2023-01-18 09:00:00,0.0,0.0
Air Conditioning,2023-01-18 10:00:00,0.0,0.0
Air Conditioning,2023-01-18 11:00:00,2.83,0.09947275922671354
Air Conditioning,2023-01-18 12:00:00,0.0,0.0
Air Conditioning,2023-01-18 13:00:00,7.41,0.260456942003515
Air Conditioning,2023-01-18 14:00:00,0.0,0.0
Air Conditioning,2023-01-18 15:00:00,0.0,0.0
Air Conditioning,2023-01-18 16:00:00,0.0,0.0
Air Conditioning,2023-01-18 17:00:00,3.65,0.12829525483304044
Air Conditioning,2023-01-18 18:00:00,7.109999999999999,0.24991212653778558
